Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		4	4		2.72062e+06		2.55523e+06		2.38809e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.24508e+06	1.93003e+06	2.02427e+06	2.24364e+06	2.20368e+06	2.38916e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	15	15	1.8292e+07	1.7822e+07	1.78435e+07	1.81054e+07	1.82651e+07	1.78234e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.50042e+06	2.38253e+06	2.73454e+06	2.70493e+06	3.0263e+06	2.49568e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	1.22411e+06	1.87014e+06	1.8544e+06	1.69432e+06	1.69399e+06	1.08517e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.02935e+07	5.10274e+07	5.09556e+07	4.93458e+07	5.13199e+07	4.92621e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	9.47055e+07	1.01536e+08	9.55057e+07	9.93779e+07	9.57483e+07	1.06018e+08
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	40	40	1.13122e+08	1.18889e+08	1.16638e+08	1.18083e+08	1.16203e+08	1.18369e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.28614e+08	1.34448e+08	1.29006e+08	1.32251e+08	1.31666e+08	1.32416e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	31	31	6.105e+07	6.32475e+07	6.07792e+07	6.09595e+07	6.14923e+07	6.19324e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.21527e+07	3.2745e+07	3.2231e+07	3.28487e+07	3.21285e+07	3.22265e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	38	38	7.99462e+07	8.00539e+07	7.87359e+07	8.04842e+07	7.89276e+07	8.05317e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	30	30	8.67901e+07	8.41227e+07	8.59476e+07	8.54319e+07	8.61803e+07	8.54725e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	1.02606e+08	9.78819e+07	1.03516e+08	9.89357e+07	9.59607e+07	9.99974e+07
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	31	31	1.9824e+07	2.01383e+07	1.97659e+07	1.99411e+07	1.9943e+07	1.99975e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		2	2		2.89994e+06		2.86016e+06		3.05792e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		1	1		2.68148e+06		2.89884e+06		2.81787e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		3	3		1.38539e+06		1.36493e+06		1.73918e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	9.49077e+08	9.71878e+08	9.23096e+08	9.90758e+08	8.73526e+08	9.7671e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.00295e+09	9.94991e+08	1.02757e+09	1.03546e+09	9.96627e+08	1.01686e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	13	13	7.95566e+08	8.03882e+08	7.91072e+08	7.94448e+08	8.2607e+08	7.80524e+08
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		3	3	857056	4.99667e+06		4.87702e+06		4.93798e+06
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		3	3		960900		1.19794e+06		1.37482e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	8	8	1.70055e+07	1.76877e+07	1.80253e+07	1.72447e+07	1.79318e+07	1.86907e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	17	17	1.16034e+07	1.24165e+07	1.27514e+07	1.20226e+07	1.35129e+07	1.20131e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.26694e+07	4.36256e+07	4.21005e+07	4.41884e+07	4.1879e+07	4.35423e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.3197e+08	1.28324e+08	1.33242e+08	1.28377e+08	1.29798e+08	1.2636e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	19	17	2.02974e+08	1.98182e+08	1.9528e+08	2.00699e+08	1.87069e+08	1.97537e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	978928	877524	950848	982770	777257	987818
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	17	15	6.75265e+07	6.83557e+07	6.65922e+07	6.9481e+07	6.52158e+07	6.76e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.26624e+06	9.48115e+06	9.66642e+06	8.36742e+06	8.31686e+06	9.4908e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12	6.59785e+06	7.01538e+06	6.8887e+06	7.25661e+06	6.5764e+06	7.34027e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	2.81392e+06	2.77051e+06	3.07198e+06	2.91335e+06	2.4648e+06	2.2612e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	9	9	1.05445e+07	1.27274e+07	1.21074e+07	1.22512e+07	1.22508e+07	1.24989e+07
P03023	LACI_ECOLI	lacI	Lactose operon repressor	1	1	2.86615e+06	3.3206e+06	2.96789e+06	2.76602e+06	2.93267e+06	2.40068e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	7.087e+06	6.25777e+06	6.56353e+06	6.66857e+06	6.23651e+06	6.46981e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	4.16524e+07	4.21538e+07	4.26689e+07	4.16843e+07	4.15162e+07	4.21216e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.63875e+07	3.3198e+07	3.52069e+07	3.45892e+07	3.76159e+07	3.25109e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	10	10	3.43677e+07	3.418e+07	3.44748e+07	3.5629e+07	3.42043e+07	3.45276e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	25	25	8.35986e+07	8.58634e+07	8.4868e+07	8.55251e+07	8.36815e+07	8.59402e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	1.87208e+07	1.84059e+07	1.89559e+07	1.76248e+07	1.84751e+07	1.83027e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.57401e+07	3.78228e+07	3.65932e+07	3.72149e+07	3.73607e+07	3.75532e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.72651e+07	2.66159e+07	2.73658e+07	2.69522e+07	2.67962e+07	2.60738e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	22	22	1.48914e+08	1.54325e+08	1.51407e+08	1.52265e+08	1.52011e+08	1.52764e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.69665e+07	7.81506e+07	7.50146e+07	7.71548e+07	7.75079e+07	7.69409e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	7.96791e+06	8.19927e+06	8.38645e+06	8.0803e+06	8.28776e+06	8.10817e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.33607e+08	4.00124e+08	4.30736e+08	4.1932e+08	3.8798e+08	4.09179e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.74738e+07	3.64593e+07	3.74017e+07	3.7155e+07	3.69725e+07	3.4881e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.40452e+06	1.18839e+06	1.24058e+06	1.20604e+06	1.39374e+06	1.24529e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	6.08981e+06	5.14752e+06	5.54818e+06	6.28966e+06	6.13072e+06	5.99118e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	6.33228e+06	6.07642e+06	5.65727e+06	5.6377e+06	5.68079e+06	6.05701e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	7.57345e+06	8.04002e+06	7.41174e+06	7.68524e+06	7.4613e+06	7.92699e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	12	12	2.14699e+07	2.17781e+07	2.09525e+07	2.1622e+07	2.12436e+07	2.13043e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	4.6475e+06	5.22817e+06	4.99796e+06	4.8306e+06	5.61696e+06	5.10392e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	37	37	2.01445e+08	2.10512e+08	2.04002e+08	2.06779e+08	2.06376e+08	2.06909e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.80175e+06	5.5756e+06	5.89892e+06	5.72591e+06	5.76082e+06	5.75621e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.77269e+07	2.74466e+07	2.86795e+07	2.63161e+07	2.72497e+07	2.94071e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	11	11	6.97584e+06	6.64393e+06	6.79988e+06	6.77252e+06	6.64243e+06	6.86161e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	4.05304e+07	3.98415e+07	4.09416e+07	4.18682e+07	3.86676e+07	4.12607e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2	565610	1.07265e+06		732955	1.02988e+06	1.15214e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	7	7	1.00776e+07	1.17157e+07	1.33221e+07	1.16033e+07	1.05664e+07	1.26428e+07
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	3	3	1.23174e+07	1.24355e+07	1.2982e+07	1.13999e+07	1.36879e+07	1.28994e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.26828e+07	1.23905e+07	1.28152e+07	1.28949e+07	1.25919e+07	1.22014e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	2.71725e+07	2.71796e+07	2.66782e+07	2.59604e+07	2.83269e+07	2.72437e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	9.36831e+06	8.99721e+06	9.88882e+06	9.34229e+06	9.3008e+06	9.34273e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	9.81204e+06	9.84184e+06	9.99414e+06	9.24099e+06	1.01657e+07	9.79564e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	25	25	5.29785e+07	5.33847e+07	5.50329e+07	5.34788e+07	5.32365e+07	5.31454e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	5.7689e+07	5.67779e+07	4.92477e+07	5.88465e+07	5.35289e+07	5.69614e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	4.03616e+07	4.3028e+07	4.10875e+07	4.16032e+07	3.9529e+07	4.23632e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	3	3	6.31047e+06	6.34217e+06	6.36786e+06	6.75204e+06	6.17346e+06	7.11949e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.21546e+07	4.78405e+07	5.08721e+07	5.13804e+07	5.05183e+07	5.22912e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	2.92318e+06	2.7743e+06	2.84023e+06	2.86566e+06	2.73754e+06	3.84968e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	26	26	2.87137e+07	2.86815e+07	2.82011e+07	2.84071e+07	2.78269e+07	2.80847e+07
P06616	ERA_ECOLI	era	GTPase Era	9	9	1.03962e+07	9.85631e+06	1.06918e+07	9.57507e+06	1.02865e+07	9.7259e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	5.5519e+06	5.88969e+06	5.81534e+06	6.02234e+06	5.98768e+06	5.57515e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	10	10	5.76698e+06	5.67781e+06	6.32963e+06	5.67867e+06	6.03315e+06	5.65226e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	12	12	2.59537e+07	2.82061e+07	2.59422e+07	2.72936e+07	2.58415e+07	2.65451e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	2	2	4.33844e+06	5.01115e+06	4.75329e+06		4.43911e+06	4.239e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	3.08439e+06	2.68528e+06	3.07193e+06	3.26626e+06	3.41358e+06	3.0985e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		2	2		466410		852540		780593
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	7	7	4.99052e+06	4.8692e+06	5.14323e+06	5.34989e+06	5.14033e+06	4.82216e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	37	37	3.26657e+08	3.21222e+08	3.19952e+08	3.24644e+08	3.22949e+08	3.17808e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	8	8	1.10053e+07	1.1827e+07	1.11634e+07	1.08916e+07	1.17859e+07	1.12585e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.30961e+07	8.4156e+07	8.87937e+07	8.38764e+07	8.49607e+07	8.37413e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	19	19	7.49735e+07	7.60105e+07	7.2814e+07	7.83957e+07	7.48226e+07	7.6265e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	9	9	1.65728e+07	1.8389e+07	1.87178e+07	1.84164e+07	1.71295e+07	1.9338e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.93209e+07	5.87607e+07	5.98015e+07	5.76239e+07	5.98806e+07	5.91795e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.31567e+07	1.35875e+07	1.2657e+07	1.26837e+07	1.282e+07	1.28233e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	3.45986e+06	4.1575e+06	3.95568e+06	4.06571e+06	3.83549e+06	4.01902e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	5	5	3.98252e+06	4.33066e+06	3.86564e+06	4.12185e+06	3.88846e+06	4.68878e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.53887e+08	1.52434e+08	1.54438e+08	1.43648e+08	1.48265e+08	1.62283e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	2	2	6.81008e+06	7.31532e+06	7.84637e+06	5.60504e+06	7.29403e+06	6.64175e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.40213e+09	1.38245e+09	1.4116e+09	1.37206e+09	1.35929e+09	1.38869e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	4	4	4.89813e+06	4.86263e+06	5.01501e+06	5.01516e+06	5.09227e+06	4.88397e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.26538e+06	1.85415e+06	1.9968e+06	1.74496e+06	1.98385e+06	2.10352e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	1.8606e+07	1.84208e+07	1.94598e+07	1.92361e+07	1.78167e+07	1.94579e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	7	7	1.32393e+07	1.30032e+07	1.26543e+07	1.2261e+07	1.30405e+07	1.27487e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	3.13578e+07	3.17772e+07	3.20425e+07	3.12175e+07	3.17916e+07	3.03579e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	6.53095e+07	6.6011e+07	6.44019e+07	6.58465e+07	6.565e+07	6.3184e+07
P07013	PRIB_ECOLI	priB	Primosomal replication protein n	1	1	370971			305312		
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	2.15546e+07	2.23487e+07	2.11199e+07	2.02621e+07	2.04936e+07	2.08475e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.83165e+07	1.87576e+07	1.84913e+07	1.81754e+07	1.75816e+07	1.82255e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	3.79171e+06	4.71731e+06	4.06021e+06	4.31149e+06	4.24096e+06	4.37826e+06
P07023	TYRA_ECOLI	tyrA	T-protein	8	8	6.83121e+06	6.65262e+06	7.31132e+06	7.26487e+06	6.56055e+06	6.87189e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.4334e+07	2.41447e+07	2.39919e+07	2.44908e+07	2.42491e+07	2.39044e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.0033e+06	4.83696e+06	5.21307e+06	4.82359e+06	4.76677e+06	5.16134e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.2004e+08	1.24878e+08	1.21512e+08	1.22433e+08	1.21887e+08	1.24189e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	5	5	3.4326e+06	3.24752e+06	3.36944e+06	3.3556e+06	3.02024e+06	3.54804e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	14	14	1.22517e+07	1.24273e+07	1.22042e+07	1.17222e+07	1.27072e+07	1.29541e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2	180717	151091	98186		155047	119015
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	35	35	8.14163e+07	8.10827e+07	8.0976e+07	8.08026e+07	8.1614e+07	8.09948e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	8.01069e+06	8.73467e+06	8.27304e+06	8.1254e+06	8.59245e+06	8.70603e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.81492e+07	1.71352e+07	1.85645e+07	1.72869e+07	1.76125e+07	1.71132e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	2	2	1.42019e+06	1.29742e+06	1.57792e+06	1.35237e+06	1.7549e+06	1.32081e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	4	4	3.37728e+06	3.43983e+06	3.57314e+06	3.50322e+06	3.5735e+06	3.49154e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	23	23	2.95081e+07	2.93167e+07	3.08183e+07	2.94481e+07	3.0186e+07	2.98151e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	4.04916e+06	3.90028e+06	3.93073e+06	3.76485e+06	3.91592e+06	4.07638e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	21	21	1.22805e+07	1.1867e+07	1.20348e+07	1.23569e+07	1.18894e+07	1.19569e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	30	30	9.33152e+07	9.92179e+07	9.3855e+07	9.55296e+07	9.45217e+07	9.77825e+07
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	2	2	3.68078e+06	4.26495e+06		3.37396e+06	4.56329e+06	
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2	2.09154e+06	1.95242e+06	1.75509e+06	1.74622e+06	1.94343e+06	1.85011e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	4.28637e+07	4.34782e+07	4.47047e+07	4.35856e+07	4.59082e+07	4.47865e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.3696e+07	3.55404e+07	3.25854e+07	3.34015e+07	3.43285e+07	3.31003e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.04256e+06	6.03263e+06	5.88988e+06	5.73431e+06	5.15676e+06	6.24888e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	4.9662e+06	4.68747e+06	5.05082e+06	5.77546e+06	4.26982e+06	5.54746e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.9572e+06	2.63085e+06	2.48912e+06	2.36761e+06	3.21743e+06	2.79363e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	4.15412e+06	4.81552e+06	4.69506e+06	4.11161e+06	4.67382e+06	4.44424e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	7.85932e+06	7.91999e+06	7.46538e+06	8.1346e+06	8.14212e+06	7.77239e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	1.98448e+07	2.01305e+07	2.07856e+07	2.0024e+07	1.97726e+07	1.97059e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	21	21	1.17887e+08	1.20114e+08	1.20166e+08	1.19439e+08	1.20681e+08	1.18935e+08
