Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	31	31	1.91254e+07	1.95487e+07	1.92769e+07	2.01634e+07	1.94274e+07	1.94229e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		8	8	1.64464e+07	2.97796e+06	1.57327e+07	3.11159e+06	1.64453e+07	3.34178e+06
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		5	5	1.01499e+07		1.12837e+07		1.0917e+07	
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		2	2	1.4038e+07	3.705e+06	1.37771e+07	4.19856e+06	1.40068e+07	
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		4	4	8.91515e+06		8.79146e+06		9.15969e+06	
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		4	4	1.51626e+07	2.61291e+06	1.44203e+07	4.02243e+06	1.49978e+07	2.87829e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		5	5	1.51524e+07	1.85631e+06	1.60659e+07	2.37414e+06	1.5713e+07	2.891e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	9.70502e+08	1.0494e+09	1.02481e+09	1.04326e+09	9.94267e+08	1.04777e+09
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.06393e+09	1.0561e+09	1.05604e+09	1.06193e+09	1.06288e+09	1.07282e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.366e+08	8.48417e+08	8.48756e+08	8.45692e+08	8.53022e+08	8.28613e+08
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		12	12	2.70614e+07	5.1556e+06	2.68859e+07	5.43495e+06	2.76998e+07	5.30914e+06
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		10	10	8.33175e+06	3.20934e+06	9.42502e+06		9.03338e+06	
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		13	13	2.27645e+07	4.01798e+06	2.20172e+07	3.54744e+06	2.17511e+07	5.11615e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	4.40125e+07	3.75684e+07	4.1099e+07	3.75984e+07	4.24104e+07	4.06246e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	15	15	6.35149e+07	6.97855e+07	6.91968e+07	6.78187e+07	6.63784e+07	6.54897e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.45189e+07	4.28061e+07	4.36008e+07	4.32926e+07	4.20376e+07	4.29755e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.33583e+08	1.28759e+08	1.30156e+08	1.29527e+08	1.32162e+08	1.2973e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	18	17	2.10837e+08	2.13439e+08	2.17462e+08	2.1255e+08	2.09994e+08	2.11303e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.58046e+06	1.08171e+06	1.65709e+06	1.1825e+06	1.52363e+06	1.20025e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	17	15	6.90875e+07	6.96866e+07	6.96372e+07	7.10687e+07	6.84194e+07	6.87442e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	10	10	9.78756e+06	9.56904e+06	9.5265e+06	8.81066e+06	9.09994e+06	9.73672e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12	7.03341e+06	7.09317e+06	7.41573e+06	7.19776e+06	6.93575e+06	7.22998e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	4	4	2.923e+06	3.19176e+06		3.19526e+06		2.88598e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	11	11	7.84793e+06	8.21627e+06	8.37262e+06	8.04807e+06	8.34321e+06	8.13816e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	5	5	1.83559e+06	2.45349e+06	1.7555e+06	2.10373e+06	1.38655e+06	1.4287e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	7.45043e+06	7.493e+06	8.54013e+06	7.80759e+06	8.69996e+06	7.57678e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	4.50154e+07	4.28374e+07	4.29731e+07	4.13465e+07	4.13711e+07	4.31454e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.60144e+07	3.49705e+07	3.55894e+07	3.64253e+07	3.68179e+07	3.58042e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.37368e+07	3.41088e+07	3.36567e+07	3.45959e+07	3.43973e+07	3.42015e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		5	5	2.05865e+06	700507	2.32647e+06	416329	2.51009e+06	
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	8.78715e+07	8.71413e+07	9.03557e+07	8.77041e+07	8.83212e+07	8.90834e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	2.01418e+07	1.98553e+07	2.01579e+07	1.91392e+07	2.10178e+07	1.99287e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.69763e+07	3.82212e+07	3.71669e+07	3.72751e+07	3.53522e+07	3.88683e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.68462e+07	2.69854e+07	2.71999e+07	2.68178e+07	2.85883e+07	2.75315e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	23	23	1.52227e+08	1.5063e+08	1.51425e+08	1.48727e+08	1.50687e+08	1.5e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	29	29	8.2124e+07	8.12136e+07	8.09837e+07	8.00659e+07	7.98343e+07	7.89654e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	7.31525e+06	7.37192e+06	7.6124e+06	7.57804e+06	7.69685e+06	7.02803e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.28049e+08	3.90316e+08	4.35206e+08	4.42196e+08	4.36194e+08	4.37827e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.88423e+07	3.73183e+07	3.83959e+07	3.81887e+07	3.83651e+07	3.82016e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.65223e+06	1.53998e+06	1.50051e+06	1.46708e+06	1.65019e+06	1.4493e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	4.83822e+06	4.73105e+06	5.74554e+06	5.89366e+06	5.65131e+06	5.83013e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	2.99138e+06	4.05198e+06	3.09049e+06	3.61322e+06	3.28373e+06	3.71132e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	7.72684e+06	9.00172e+06	8.50267e+06	8.78133e+06	8.23537e+06	8.70282e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.92378e+07	1.93511e+07	1.90746e+07	1.95652e+07	1.93738e+07	1.93384e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	4.76575e+06	5.44533e+06	4.88889e+06	5.31306e+06	5.31688e+06	5.34217e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	36	36	2.03955e+08	2.07951e+08	2.03491e+08	2.03347e+08	2.02298e+08	2.04774e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	7.95832e+06	6.45037e+06	7.68057e+06	6.49986e+06	6.67195e+06	6.3352e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	7	7	2.10617e+07	2.0854e+07	2.16628e+07	2.20882e+07	2.16199e+07	2.33695e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		5	5	1.66473e+07	4.59839e+06	1.701e+07	4.45251e+06	1.79397e+07	4.67372e+06
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	6.16197e+06	6.03862e+06	6.63741e+06	6.44706e+06	6.43397e+06	6.65297e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	3.13923e+07	3.18847e+07	3.36419e+07	3.38137e+07	3.35406e+07	3.33651e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	4	4		1.49922e+06	1.06033e+06	1.09661e+06	1.03523e+06	1.42382e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	1.0695e+07	1.00521e+07	1.10504e+07	9.39705e+06	1.09117e+07	1.02762e+07
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	5	5	1.15061e+07	1.18284e+07	1.13887e+07	1.08263e+07	1.1118e+07	1.22465e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.31643e+07	1.32259e+07	1.43823e+07	1.36686e+07	1.44916e+07	1.34715e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	17	17	2.30081e+07	2.29611e+07	2.31817e+07	2.16391e+07	2.24264e+07	2.34722e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17	9.52787e+06	9.76873e+06	1.01646e+07	1.02362e+07	1.04101e+07	1.01372e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	8.41173e+06	9.13483e+06	9.04493e+06	9.5466e+06	8.60668e+06	8.49027e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	26	26	5.35304e+07	5.46847e+07	5.58672e+07	5.46038e+07	5.44731e+07	5.51469e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	1.85947e+07	2.25717e+07	2.0877e+07	2.33664e+07	1.98542e+07	2.16364e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	20	20	2.04241e+07	2.01258e+07	2.10006e+07	1.99009e+07	1.93902e+07	2.01843e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	3	3	7.55943e+06	7.14564e+06	7.8123e+06	7.52191e+06	7.33067e+06	7.66982e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		12	12	5.62659e+06		6.13124e+06	753316	6.10972e+06	955451
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	6	6	5.56932e+07	5.3819e+07	5.56968e+07	5.51036e+07	5.44412e+07	5.6054e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	2.23526e+06	2.50328e+06		2.58278e+06		2.61075e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	27	27	2.67252e+07	2.79128e+07	2.71758e+07	2.78352e+07	2.80177e+07	2.71346e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	1.16867e+07	1.06758e+07	1.0543e+07	1.01937e+07	1.03705e+07	1.03322e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	6.32504e+06	6.25493e+06	5.85215e+06	6.17912e+06	5.27772e+06	5.75344e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	9	9	5.42135e+06	5.79519e+06	5.22632e+06	5.59251e+06	5.33871e+06	5.53029e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	13	13	2.50942e+07	2.61296e+07	2.44319e+07	2.60089e+07	2.49718e+07	2.58898e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	3.9326e+06	4.07554e+06	5.27833e+06	3.92885e+06	5.38905e+06	4.13979e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	3.50596e+06	3.60987e+06	3.46223e+06	3.41748e+06	3.596e+06	3.37262e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		12	12	9.65203e+06	1.89165e+06	9.69682e+06	2.0151e+06	9.59475e+06	1.82177e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	5.16783e+06	5.15967e+06	5.29022e+06	5.30429e+06	5.02701e+06	5.12311e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	38	38	3.18528e+08	3.2928e+08	3.26928e+08	3.32495e+08	3.24259e+08	3.29186e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	9.90116e+06	1.17712e+07	1.09422e+07	1.05872e+07	9.99548e+06	1.08925e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.51047e+07	8.69555e+07	8.41501e+07	8.77373e+07	8.42436e+07	8.66008e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	8.0649e+07	7.88127e+07	7.8985e+07	7.79624e+07	7.85815e+07	7.68717e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	1.92537e+07	1.86601e+07	1.88423e+07	1.97267e+07	1.82766e+07	2.01128e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.31906e+07	6.23082e+07	6.19039e+07	6.10832e+07	6.24331e+07	6.18206e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.30522e+07	1.2384e+07	1.30853e+07	1.19329e+07	1.30681e+07	1.17297e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	8	8	4.23682e+06	4.61237e+06	4.48829e+06	4.43833e+06	4.34708e+06	4.44495e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	2.66619e+06	3.52846e+06	3.46328e+06	3.14341e+06	3.46862e+06	3.0929e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.3148e+08	1.29673e+08	1.30608e+08	1.24516e+08	1.30005e+08	1.3495e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	7.81353e+06	7.21039e+06	7.1494e+06	6.65816e+06	6.59452e+06	7.11627e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17	1.37452e+09	1.33537e+09	1.38786e+09	1.3326e+09	1.37806e+09	1.34031e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	4.53704e+06	4.8977e+06	4.73341e+06	4.97472e+06	4.69562e+06	4.63857e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.17649e+06	2.0459e+06	2.0182e+06	2.03879e+06	2.3396e+06	2.19929e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	1.2914e+07	1.2054e+07	1.24456e+07	1.25807e+07	1.32734e+07	1.30471e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.16258e+07	1.21195e+07	1.19465e+07	1.11393e+07	1.15676e+07	1.17727e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.47745e+07	3.52293e+07	3.51822e+07	3.48161e+07	3.41648e+07	3.38918e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	6.72464e+07	6.97854e+07	6.65994e+07	6.90737e+07	6.47537e+07	6.81312e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.34195e+07	2.42013e+07	2.32394e+07	2.35387e+07	2.39663e+07	2.35127e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	14	14	1.80614e+07	1.83406e+07	1.85439e+07	1.80962e+07	1.89761e+07	1.82622e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	5.4758e+06	5.53932e+06	5.17858e+06	5.05226e+06	5.06289e+06	5.33734e+06
P07023	TYRA_ECOLI	tyrA	T-protein	10	10	7.47044e+06	6.71916e+06	7.04122e+06	6.90341e+06	6.78926e+06	6.9686e+06
P07024	USHA_ECOLI	ushA	Protein UshA	14	14	2.33138e+07	2.40358e+07	2.38233e+07	2.44816e+07	2.38567e+07	2.3603e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	2	2	5.59847e+06	5.54369e+06	5.39648e+06	5.18467e+06	5.30607e+06	5.60986e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	1.46528e+06	1.90886e+06	1.24052e+06	1.75607e+06		2.08963e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	50	50	1.23193e+08	1.22363e+08	1.21761e+08	1.18135e+08	1.21634e+08	1.22167e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.20727e+06	3.19542e+06	3.61451e+06	3.30809e+06	3.06562e+06	3.55654e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	16	16	1.13803e+07	1.18551e+07	1.13078e+07	1.1464e+07	1.09511e+07	1.22536e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	4	4	852907	1.28366e+06	1.30964e+06		1.35407e+06	703982
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	36	36	9.38024e+07	9.2333e+07	9.46226e+07	9.08429e+07	9.36378e+07	9.04988e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	7.98508e+06	8.67756e+06	8.81109e+06	7.90192e+06	7.87235e+06	8.65597e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	10	10	1.88823e+07	1.77789e+07	1.79003e+07	1.83705e+07	1.80709e+07	1.80243e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	5	5	1.55055e+06	1.44835e+06	1.39451e+06	1.31824e+06	1.15643e+06	1.18087e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	6	6	3.28337e+06	3.51562e+06	3.49878e+06	3.59801e+06	3.07352e+06	3.48221e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	24	24	3.1476e+07	3.37695e+07	3.18298e+07	3.40131e+07	3.25589e+07	3.3265e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	4.07808e+06	4.20889e+06	4.16316e+06	4.25649e+06	4.0543e+06	4.398e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	19	19	1.17835e+07	1.1922e+07	1.15645e+07	1.15209e+07	1.12899e+07	1.13519e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	32	32	1.00159e+08	1.02981e+08	9.79729e+07	1.00672e+08	9.97527e+07	1.01778e+08
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	1	1		3.59144e+06	3.0765e+06	3.20669e+06		2.70192e+06
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2	1.8875e+06	1.89904e+06	1.60103e+06	1.83182e+06	1.73616e+06	1.86716e+06
