protein	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01127ups|PDGFB_HUMAN_UPS	12515826.92771708	14941198.703304715	13634055.692888308	256755754.9849229	256853733.4405598	269521718.30442816	0	0.00020841932637923448	-4.252356837539955	False	0.0009	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	17012904.582428105	18224000.86347524	48972002.04337302	512492338.9742199	463674501.322948	447924735.85218745	0	0.00022861308537053173	-4.079925264070871	False	0.000925	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	3302322.877957176	4046944.6748635983	3852150.07927999	42084375.39273097	41856330.22914604	44867842.563641086	0	0.0003407825454571484	-3.523475104968506	False	0.0009500000000000001	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	51709506.971424736	47103991.16378565	49363509.88819815	892217265.3381373	846735237.6830094	896825393.3998717	0	0.0003414210450823664	-4.152835293445775	False	0.0009750000000000001	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	86103.67481883755	61075.43359375002	68330.00098733944	31224960.568208367	33216330.01668798	32848727.13509709	3	0.0003566370260785569	-8.818399124872297	False	0.001	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P23871	26771849.714093816	26348530.339539383	26874737.017072946	30196800.20894432	29512336.3594167	29703801.368803155	0	0.0003613260313668554	-0.16057166254194363	False	0.001025	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A7S9	2327510772.698819	2293139644.162549	2283479208.9781394	2613759826.054032	2575048009.36545	2642303065.9770403	0	0.0004014129685202435	-0.18175742752955565	False	0.0010500000000000002	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P08331	88299213.73842824	87847480.6000903	89051823.94003028	82539700.23302898	82006069.44614638	81874828.82265356	0	0.000408143996028527	0.10594985767768302	False	0.001075	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	3579865.3804231184	2436278.0191125227	2802976.919089671	54371641.61626103	55297802.41006368	50703319.24000452	0	0.0004209131388671284	-4.184650575467469	False	0.0011	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A972	3833778005.5717816	4041815953.531557	4122790151.4269495	2469304886.1373844	2567589368.735213	2653150465.5253496	0	0.0004282385992695117	0.6417762299901545	False	0.001125	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	9554190.691802189	14263947.474488446	6614369.946518642	206249701.8071298	217733472.98092687	232954441.98448965	0	0.0006383866344067122	-4.432071233369852	False	0.0011500000000000002	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	8453719.848727094	9839775.501167256	9819815.038803153	163257444.7768636	159862472.7243422	149655538.20264062	0	0.0006637867464556758	-4.071829890907604	False	0.001175	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	12304024.876024053	12969532.318348456	12028232.712405976	200528855.35289997	219994011.57091197	211837081.1937925	0	0.0007877799101250527	-4.0834292301679405	False	0.0012000000000000001	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	92367620.79965311	104010005.9539832	101956677.55083704	1813578861.7252643	1942772166.2517767	1989894588.300584	0	0.0008011635386818797	-4.267617878201807	False	0.0012250000000000002	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A7L3	1178885086.8145866	1212952937.503677	1181625139.8982732	1307196321.0648184	1336360260.918862	1338748034.7952805	0	0.000815846522608591	-0.1562806639165547	False	0.00125	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	86103.67481883755	61075.43359375002	68330.00098733944	71065375.16622017	66838245.51193641	64184368.97613311	3	0.0008852659227169162	-9.87301901554646	False	0.001275	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	86103.67481883755	61075.43359375002	68330.00098733944	74397366.43571977	75913021.59613815	82021880.27470165	3	0.0009057972718818708	-10.074224974454786	False	0.0013	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P77295	86103.67481883755	61075.43359375002	68330.00098733944	2614512.7623220063	2900720.2225373294	2826135.7104830546	3	0.0009263394935926271	-5.274463370734727	False	0.0013250000000000002	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P75957	23436489.63626964	22015576.00098237	22057603.94984178	28669480.61421957	29790819.39253393	27915101.658328336	0	0.0010375784217374888	-0.3555263564140175	False	0.00135	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A800	843405190.0437603	830571923.5584339	830710603.7329674	767250576.0627908	785286694.5847641	773402110.4713722	0	0.001139587580652533	0.10681724282326992	False	0.001375	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P69222	371794464.73530686	357878769.0177875	357518685.8455511	314121085.72726667	303113724.0164021	306365896.91665816	0	0.0011604849602910282	0.235265456577344	False	0.0014000000000000002	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AD70	4478641.773436468	4980345.825558005	4873422.545858667	3324940.385263609	3091501.095585599	2893112.114167684	0	0.0012466505821167083	0.622497338793681	False	0.001425	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	21133457.82837353	23221944.55215797	21216239.739232007	516146836.1429748	537629561.475483	472749279.7675215	0	0.0015136492670209402	-4.541036021883838	False	0.0014500000000000001	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P28635	360891647.89986944	367365632.6538242	370102212.6482545	426299383.4217161	412707552.26981896	412903831.7620202	0	0.00153738143585929	-0.18878140893721773	False	0.0014750000000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37194	684839980.8839091	663535588.6765063	680970356.8086925	605448751.1841472	579994217.2039138	578766955.7089963	0	0.0017013549127760782	0.20199257272959503	False	0.0015	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6L4	86103.67481883755	61075.43359375002	68330.00098733944	2354857.361270884	2745111.328266802	2581910.895182329	3	0.0019844970937758287	-5.155638592163766	False	0.001525	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23847	1461784.556313645	1514327.1563308924	1680156.2529379372	107033.54522348211	106900.3885843928	100529.33828442528	3	0.0020418918511772317	3.8882106552072937	False	0.00155	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P18390	25380062.317268733	23380893.08845621	25697124.681368567	19120974.38085785	17287046.11568821	16953992.82238961	0	0.002115374023673045	0.4806153169313599	False	0.0015750000000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	86103.67481883755	61075.43359375002	68330.00098733944	33240446.714541145	37020057.37065188	39503805.92392533	3	0.002477060401236324	-8.992444469126342	False	0.0016	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A9P0	1777579362.137231	1788722533.3297238	1809065804.233196	1681895860.9688942	1690540219.665617	1676570731.286696	0	0.002478615728772647	0.09036382118952521	False	0.001625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75745	23860525.07124935	21685159.14883324	25720411.18262467	13432966.329965582	11027655.981235355	12712544.94265396	0	0.002495472019381188	0.9389542677946988	False	0.0016500000000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23839	103240158.5617774	106703716.27545364	103122738.90229955	92569579.00283146	92927578.77866594	95210236.94731194	0	0.0025540474855113957	0.1574025942808032	False	0.001675	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36649	2773701.165179338	2500825.2500000005	2982570.491381804	107033.54522348211	106900.3885843928	100529.33828442528	3	0.002758483482579137	4.714671205298546	False	0.0017000000000000001	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09833	415343.8573281008	359886.8559728498	385644.40682899975	107033.54522348211	106900.3885843928	100529.33828442528	3	0.002789837491506881	1.8842493525009407	False	0.0017250000000000002	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9L3	429063554.8180044	430797139.0835943	410773039.4379822	489603409.0076046	477575006.1316599	474457116.02492696	0	0.002791106410560369	-0.18215824792146923	False	0.00175	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	86103.67481883755	61075.43359375002	68330.00098733944	74968400.79391804	66799379.18823876	80430981.48944986	3	0.002853052562659278	-10.009886207694345	False	0.001775	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P76112	5898734.270171332	5648606.969488626	5522997.80232418	6995868.362035889	7103553.630480423	6637857.777139046	0	0.0029269987918201057	-0.2807349471201219	False	0.0018	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52143	86103.67481883755	61075.43359375002	68330.00098733944	52022412.75148704	43810831.32972539	51766519.81067602	3	0.002996782420189979	-9.419725846069944	False	0.0018250000000000002	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09372	347679903.8688034	341131719.19799167	336343958.7896909	367990859.3502673	380158409.3565986	371682182.0893965	0	0.003020541860898095	-0.1274387285272238	False	0.00185	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A763	217724470.2631982	228571273.01956868	226401932.8250339	192812781.49729863	196333711.86548975	189783763.9128167	0	0.0030631533340850963	0.21656871455135757	False	0.001875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36659	38214797.24581616	37652762.28983005	39351277.44084383	27414900.612390555	29646243.01538497	26090720.68670328	0	0.0031142603637357193	0.470556085309736	False	0.0019000000000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	10108356.55557409	9630437.118152715	13474798.071140165	154135553.7798884	185587023.79193693	160561567.6520012	0	0.0033514178478629194	-3.912902081217552	False	0.001925	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P04846	16410763.310209896	16803642.95063215	16113127.515650991	17915763.239537857	18199641.698472757	18351207.284915414	0	0.003564752916408552	-0.142978976697703	False	0.0019500000000000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABV6	31115175.040902123	35093168.31724737	32023330.64265286	40593876.802691184	44391300.44914563	43314232.36952182	0	0.003765987246402772	-0.3852543418849539	False	0.001975	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA57	3679992.4955526753	3101292.8795171403	3777153.981334035	107033.54522348211	106900.3885843928	100529.33828442528	3	0.0037923990624221526	5.069361268785827	False	0.002	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76342	3574629.246281536	4392776.499999996	4163136.412091975	107033.54522348211	106900.3885843928	100529.33828442528	3	0.003802202005415382	5.269608694403922	False	0.002025	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6D3	94850904.71970531	92642063.25579794	92449051.24859188	99381573.3925713	99295581.8156474	100749236.54917826	0	0.00395290043906335	-0.09707333634658527	False	0.00205	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGG8	130029042.43588504	130389456.9153609	133076583.74042708	122067776.44960111	120685641.9109108	121463884.83108908	0	0.004058157913906181	0.11154614535983381	False	0.002075	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75856	8721889.995861303	10068428.00000001	8141379.331403008	107033.54522348211	106900.3885843928	100529.33828442528	3	0.004112282235264095	6.420269819435874	False	0.0021000000000000003	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAS7	26362462.175024267	26556200.75511446	27277059.543342028	29477387.931789503	29030310.02897006	30300787.499328017	0	0.004473467498535273	-0.1471722421571048	False	0.002125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEI1	264738023.0075268	264301230.02987355	265148552.3279659	291066294.8472207	297582221.75996983	297492392.6153513	0	0.004493927992066096	-0.1580559177354468	False	0.00215	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	86103.67481883755	61075.43359375002	68330.00098733944	30185000.121025287	24669793.288283456	30665966.96784943	3	0.004544607760123854	-8.63238201791179	False	0.0021750000000000003	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P36929	2698420.023938013	3116539.7499999967	2846513.0566256163	1522805.2267642922	1661907.980166656	1646160.151397284	0	0.0045914258585002	0.8423283343763167	False	0.0022	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFH8	330102498.58566606	322698207.5506824	327414930.9200602	349749272.22595805	343328437.4686826	353197992.3525274	0	0.00468006549689382	-0.09409199652544392	False	0.002225	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77258	82193498.55840963	81386654.61337318	79946766.67950375	86667973.08945347	85644603.65757294	88179619.6565999	0	0.004774201547364552	-0.09715889524381181	False	0.00225	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07021	11875543.809587192	11426957.395920243	11577587.462611066	13788535.665297376	13346110.568622164	14225216.830693103	0	0.004780134750347792	-0.24582770157419195	False	0.002275	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AC59	180309860.57805964	182300965.2468132	191669331.46084115	164357236.6697768	154492545.53328457	154586165.89197543	0	0.004989158022692919	0.22744610702677853	False	0.0023000000000000004	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25526	4247270.81035548	4522195.122049145	4468908.273472047	5189150.773017175	5190409.039304236	5069915.764420989	0	0.005005839520341755	-0.22283191073359804	False	0.0023250000000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACY9	18470620.72437258	20101496.3874798	20531003.08748672	14160327.43663387	11563499.78402374	10982342.224340571	0	0.005111367265587632	0.687211729237464	False	0.00235	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABH0	41459636.24567297	42524562.38818077	42202671.49040135	37662903.11643064	39317537.489272594	38510571.95947423	0	0.00538221213246123	0.1277812177745916	False	0.002375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6R0	256254330.3575317	256854809.34580377	267939508.5366015	295361257.33718663	284348082.1201938	285694750.8632226	0	0.0055790106030737955	-0.14796152907359866	False	0.0024000000000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33363	118225491.04909882	120612234.81203812	115180957.3024044	131839830.0529714	128240164.97351424	127991139.39053626	0	0.005588468152206032	-0.13249562644426133	False	0.002425	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA25	1254501977.635902	1223814812.6037135	1212044464.3209493	1328294151.5780466	1300977795.4625876	1334600999.1047437	0	0.0056725019621667394	-0.10314867001248278	False	0.0024500000000000004	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB10	11310923.575411784	10177378.498239944	10361327.060092648	8652576.284430858	7902456.911173928	7703951.454454106	0	0.005689555113571591	0.3927574051151938	False	0.002475	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13482	2681085.5031289244	3476482.264121469	3095113.4518563985	107033.54522348211	106900.3885843928	100529.33828442528	3	0.0058866368778115	4.878908055107994	False	0.0025	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9J0	72562578.72927733	73698696.59791328	70272667.88169472	65015411.840452455	66498482.227727056	63654572.54111627	0	0.006060018148465799	0.14987321987715604	False	0.0025250000000000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAT9	66898265.23007932	66466996.25670731	69670047.78989571	59929865.955670215	60183962.19835045	62234378.00880312	0	0.006680531580353614	0.1550346367667083	False	0.00255	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7M6	912046587.7931387	872098750.147504	836900861.7842742	1021810675.8131196	1000532325.910497	1075169320.759879	0	0.006918060597579479	-0.24096723821379423	False	0.002575	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P19318	86103.67481883755	61075.43359375002	632641.8255541129	1785028.183595298	1388396.4533309594	1411640.345435418	2	0.007065488318797433	-2.5557273918141123	False	0.0026	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7F3	33262989.27066029	29472528.69795204	28179460.955026403	42399616.39490364	42697893.373868674	40314339.1402595	0	0.007238284253705664	-0.4640837464512039	False	0.002625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7R5	5256196832.517346	5368915866.955115	5567973761.368145	4703599879.085482	4716184427.079353	4935982764.304939	0	0.0072692878108508744	0.17374757473740696	False	0.0026500000000000004	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64463	456548824.1944693	460498063.9441391	489055338.7009534	530331804.4484989	538286973.512425	551310519.3310457	0	0.007341239880125801	-0.2042293618188409	False	0.0026750000000000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
