Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		5	5.0	130950.0	163616.0	1722530.0	1563730.0	154869.0	1479420.0	3	0.0020903062421731102	-3.4064976977918078	False	0.0010610766045548656	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		3	3.0	130950.0	163616.0	1498990.0	1307650.0	154869.0	1513670.0	3	0.002206951073098221	-3.264950450719714	False	0.0010869565217391304	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2.0	4190040.0	4217710.0	6878770.0	7623130.0	5137270.0	7776160.0	0	0.002321051723189287	-0.7178610827815696	False	0.0011128364389233953	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P78067	YNJE_ECOLI	ynjE	Thiosulfate sulfurtransferase YnjE	14	14.0	18111100.0	18477700.0	19923900.0	19492100.0	18362800.0	19494600.0	0	0.002422014827091939	-0.10036575875324917	False	0.0011387163561076606	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	18	18.0	527892000.0	534020000.0	513093000.0	518348000.0	532873000.0	513123000.0	0	0.0029088555096671263	0.04616228981920025	False	0.0011645962732919255	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	66	61.0	1822370000.0	1786480000.0	1933100000.0	1940870000.0	1785040000.0	1949840000.0	0	0.0029948589142548476	-0.11063718847358314	False	0.0011904761904761906	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27.0	1482790000.0	1460760000.0	1537400000.0	1567140000.0	1446530000.0	1572020000.0	0	0.0032136514220555785	-0.09120046728231652	False	0.0012163561076604555	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6.0	246502000.0	248869000.0	209715000.0	206774000.0	258682000.0	212021000.0	0	0.0032245401272592063	0.2627302304901359	False	0.0012422360248447208	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76346	MTFA_ECOLI	mtfA	Protein MtfA	1	1.0	2503890.0	2619400.0	2930070.0	2992070.0	2530730.0	2837820.0	0	0.003547386339598592	-0.19470661138072262	False	0.0012681159420289856	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P36683	ACON2_ECOLI	acnB	Aconitate hydratase 2	32	32.0	46849800.0	47322900.0	45723700.0	45680900.0	47185600.0	46154400.0	0	0.003640509339782913	0.03930606181180087	False	0.0012939958592132505	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC19	FOLX_ECOLI	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase	5	5.0	19232900.0	19245500.0	18349000.0	17994700.0	18974800.0	17944000.0	0	0.0036732482694947677	0.08176188693935593	False	0.0013198757763975156	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8.0	17528200.0	17650400.0	18287000.0	18097400.0	17456500.0	18388000.0	0	0.003690091342285854	-0.0574239079133361	False	0.0013457556935817807	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8.0	110267000.0	115031000.0	103977000.0	99446200.0	113512000.0	101062000.0	0	0.004114081246293098	0.15410435125076535	False	0.0013716356107660458	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P31802	NARP_ECOLI	narP	Nitrate/nitrite response regulator protein NarP	5	5.0	11276900.0	11526500.0	10376000.0	10396800.0	11622100.0	10755500.0	0	0.004244836552504232	0.12683022611100828	False	0.0013975155279503106	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1.0	196650.0	249918.0	403557.0	415185.0	243796.0	423691.0	0	0.004269113124651674	-0.8477389142318286	False	0.0014233954451345755	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15.0	625904000.0	627751000.0	685239000.0	670329000.0	623665000.0	679461000.0	0	0.004295171118239666	-0.11637476683151661	False	0.0014492753623188408	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	12	12.0	202115000.0	199474000.0	208313000.0	209218000.0	201963000.0	212050000.0	0	0.004468730101235396	-0.06091392863235598	False	0.0014751552795031057	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	5	5.0	18850100.0	19190600.0	23467800.0	22706300.0	20430200.0	23687700.0	0	0.004759083930163402	-0.2567850166283902	False	0.0015010351966873708	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7R9	RS11_ECOLI	rpsK	30S ribosomal protein S11	7	7.0	490141000.0	496503000.0	512989000.0	524960000.0	490012000.0	519728000.0	0	0.004989503356255429	-0.0770623303300936	False	0.0015269151138716356	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
Q46920	QUEF_ECOLI	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	13	13.0	17438000.0	17147700.0	18309300.0	18177600.0	17467600.0	17955700.0	0	0.005372469563580974	-0.06474633854776081	False	0.0015527950310559005	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	19	19.0	103516000.0	100047000.0	110386000.0	109883000.0	102456000.0	108159000.0	0	0.005859238541033697	-0.10195589951661699	False	0.0015786749482401658	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5.0	32621700.0	33459800.0	35678100.0	35860400.0	32844700.0	35810100.0	0	0.005960697467285883	-0.11787881055913468	False	0.0016045548654244307	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2.0	2651480.0	2763140.0	2465290.0	2410790.0	2688480.0	2444820.0	0	0.006390479211396828	0.14645292677033392	False	0.0016304347826086958	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		4	4.0	130950.0	163616.0	1752880.0	2287810.0	154869.0	2124190.0	3	0.006665573568862995	-3.777888428017335	False	0.0016563146997929607	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P77475	YQAB_ECOLI	yqaB	Fructose-1-phosphate phosphatase YqaB	3	3.0	8928420.0	9160250.0	8517530.0	8330510.0	9311930.0	8141820.0	0	0.00668532515606356	0.1328646656253021	False	0.0016821946169772257	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4.0	7735360.0	8044750.0	6940270.0	7189190.0	7812850.0	7290980.0	0	0.006806917308732066	0.13936831714209177	False	0.0017080745341614908	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10.0	70080400.0	68568000.0	65724700.0	64323300.0	68997400.0	66225500.0	0	0.007386089735296958	0.08125929152267888	False	0.0017339544513457557	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4.0	12895100.0	12979100.0	11876000.0	12174800.0	12852800.0	12172000.0	0	0.007432647022339871	0.09644167680976624	False	0.0017598343685300208	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9.0	205264000.0	208375000.0	186363000.0	193287000.0	210878000.0	194294000.0	0	0.007454919795675248	0.12183086472306608	False	0.0017857142857142859	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE67	CHEY_ECOLI	cheY	Chemotaxis protein CheY	3	3.0	5420720.0	5675450.0	7694410.0	7118980.0	6195760.0	7066550.0	0	0.007642372631939485	-0.3395098807833418	False	0.0018115942028985507	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9.0	20634200.0	21729400.0	24242600.0	23319400.0	21717600.0	23620100.0	0	0.007918471994612757	-0.1516133313197953	False	0.0018374741200828158	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7L8	RL27_ECOLI	rpmA	50S ribosomal protein L27	5	5.0	750313000.0	721464000.0	669007000.0	659502000.0	741514000.0	664377000.0	0	0.008169028117184939	0.15133396150092468	False	0.0018633540372670807	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	1	1.0	3336300.0	3160740.0	2949020.0	2886530.0	3371590.0	2746170.0	0	0.008535117875765887	0.20158298794587562	False	0.001889233954451346	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8.0	81829000.0	82905400.0	88769900.0	86827200.0	84520200.0	88581600.0	0	0.00862946245134029	-0.08389402090853512	False	0.0019151138716356109	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3.0	1122360000.0	1146820000.0	1077390000.0	1045860000.0	1143980000.0	1080480000.0	0	0.008950486421012383	0.0913554785873655	False	0.0019409937888198758	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7.0	97735400.0	100188000.0	103367000.0	102804000.0	98028600.0	104470000.0	0	0.009348646318245096	-0.06988505028232005	False	0.001966873706004141	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9.0	29670200.0	28871400.0	31209700.0	31171200.0	29587400.0	30526200.0	0	0.009517359818425957	-0.07617201724509176	False	0.0019927536231884057	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4.0	32621900.0	35312100.0	41212700.0	40762200.0	35555600.0	38866200.0	0	0.009593979113279891	-0.2236254279112752	False	0.002018633540372671	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AET2	HDEB_ECOLI	hdeB	Acid stress chaperone HdeB	2	2.0	198634000.0	198540000.0	188987000.0	188006000.0	198797000.0	191164000.0	0	0.009622562496010617	0.06895248300183027	False	0.002044513457556936	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	1	1.0	278538.0	329531.0	451816.0	436662.0	339951.0	406340.0	0	0.009999637897315627	-0.4497599260024597	False	0.002070393374741201	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12.0	15956700.0	16053300.0	15558100.0	15382600.0	16275200.0	15634000.0	0	0.010224041071818799	0.05203457685739844	False	0.0020962732919254656	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7.0	373101000.0	360236000.0	392304000.0	397472000.0	370063000.0	396413000.0	0	0.010440511860506062	-0.10437801269728002	False	0.002122153209109731	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4.0	7933320.0	8424420.0	6281500.0	6044890.0	7561410.0	5996920.0	0	0.010578668241669602	0.3844859807940267	False	0.0021480331262939962	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	13	13.0	69006500.0	69951000.0	59987100.0	62494700.0	69606000.0	63126600.0	0	0.010584057108371936	0.16822469534255888	False	0.002173913043478261	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	2	2.0	22175500.0	22694600.0	18496100.0	18930500.0	22369200.0	19970200.0	0	0.010596864995086297	0.22833439969538924	False	0.002199792960662526	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7V0	RS2_ECOLI	rpsB	30S ribosomal protein S2	18	18.0	474975000.0	472949000.0	501502000.0	500381000.0	484215000.0	495124000.0	0	0.010679350860326028	-0.06390944350753487	False	0.0022256728778467906	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7.0	839610000.0	849685000.0	773860000.0	767434000.0	818580000.0	781946000.0	0	0.010699491445065887	0.11032724366775691	False	0.002251552795031056	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P24230	RECG_ECOLI	recG	ATP-dependent DNA helicase RecG	1	1.0	842939.0	1049820.0	165162.0	151639.0	1166780.0	131332.0	3	0.01097750547945997	2.77131541542758	False	0.0022774327122153212	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4.0	7272790.0	7210310.0	6793220.0	6594200.0	7387800.0	6890670.0	0	0.011017292546365524	0.10909081851298982	False	0.002303312629399586	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADY7	RL16_ECOLI	rplP	50S ribosomal protein L16	7	7.0	403062000.0	385119000.0	426907000.0	419225000.0	397726000.0	434109000.0	0	0.011119618721487347	-0.11042454033481365	False	0.002329192546583851	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
