protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P64519	1524101.811453834	1496645.3456866315	1744033.522447386	3236235.8686546003	3448343.424734088	3095822.7868851726	0	0.0003022727624061862	-1.0374839676113574	False	0.00034179687500000003	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.160964047443681
P39831	271752695.97758526	269524348.5743679	269949912.7438027	252935760.18080467	253503157.0850884	252477713.1250316	0	0.00031675792816098126	0.09616418497273384	False	0.0003662109375	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS	13676426.19978178	13014820.672396656	12107686.467604715	85061347.14292635	82404965.70373891	88679676.91045195	0	0.00031956298374749537	-2.7228774095155988	False	0.000390625	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS	77362.52583292259	160710.31249999988	154134.99906173706	13682632.083950264	14090799.10233434	14627897.675739989	3	0.00034021904518995985	-6.756347304637968	False	0.00041503906250000004	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS	7660995.045284426	8516529.84764283	9377483.044776369	42735835.23479002	41553041.89322165	45916261.63733488	0	0.0003891635734220112	-2.3491084434496785	False	0.000439453125	True	True	Human	True	False	False	True	diann231	directlfq	min	1.160964047443681
P0AAP5	801373.6625855817	852321.625000001	775880.7131017577	141570.8865724902	164410.9426536909	162160.01112067368	3	0.00044258013994040733	2.3756869454522564	False	0.00046386718750000003	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.160964047443681
P52143	26708995.43203661	28730575.75245193	28419763.0255066	141570.8865724902	164410.9426536909	162160.01112067368	3	0.0005100385693029614	7.484881853714452	False	0.00048828125	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS	77362.52583292259	160710.31249999988	154134.99906173706	18156726.810772773	19646629.42117022	18478340.220886663	3	0.0005671148395318559	-7.164903640127862	False	0.0005126953125	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0AA04	972546175.4457202	1016694100.780749	1007741550.3079596	789088941.9305267	806076748.66637	778097437.4476249	0	0.0005817193887508521	0.33663827183681894	False	0.000537109375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00915ups|CAH1_HUMAN_UPS	77362.52583292259	160710.31249999988	3786769.949378137	24861903.468018714	25288510.01102301	23458654.98698544	2	0.0006453164664313279	-4.19287917682456	False	0.0005615234375000001	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P23256	2081039.3696803744	2024236.2499999995	1902568.830191478	141570.8865724902	164410.9426536909	162160.01112067368	3	0.00066397042445203	3.681829842953964	False	0.0005859375000000001	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS	3179113.2042933423	5802282.844965835	2882615.646484888	29789480.33236708	24524820.494291704	26301446.40928134	0	0.0006729646218673936	-2.7644697528222517	False	0.0006103515625	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P06396ups|GELS_HUMAN_UPS	77362.52583292259	3130285.989578441	3879803.435637448	23771087.5565474	25343988.39980781	25221987.839857835	1	0.0006782643627175568	-3.390742750473251	False	0.000634765625	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS	2928909.345078932	2524552.67272601	2578740.970061006	10811297.266093116	9634551.335472496	10049286.327725047	0	0.0007105039668802624	-1.9247114649932162	False	0.0006591796875	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0AAG3	4428346.847908288	4420030.500000002	4809886.400897617	141570.8865724902	164410.9426536909	162160.01112067368	3	0.0008260661089970847	4.866684576117689	False	0.0006835937500000001	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS	2193408.0321251624	2369843.957502926	2173971.882420762	12350437.011376493	13287168.052209944	12142821.347236412	0	0.0008501113313308595	-2.487412840146611	False	0.0007080078125000001	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0A780	282278937.0764234	285873843.5659035	282592188.22502667	309810528.3604806	311656932.3125327	316726412.0448838	0	0.0009359290947077807	-0.14115936430823076	False	0.000732421875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS	3774357.37496737	6010801.716747267	4453303.828493266	21270426.81718904	21707015.07211237	21241077.34933457	0	0.000984710638615426	-2.173195987584961	False	0.0007568359375	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P52614	2793283.8300559074	2969669.586118529	2979511.531868006	1505435.5420906006	1465099.1394542505	1787942.2701981815	0	0.001021509150650438	0.8775402233620462	False	0.00078125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P23847	2942988.605985643	2840558.515865464	3180774.334201923	1615006.2206319517	1703775.5975179742	1514431.4402760323	0	0.001086517740697625	0.8912117311268342	False	0.0008056640625000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P30745	77362.52583292259	160710.31249999988	154134.99906173706	1722616.7442162803	1801589.504039356	1533217.0439407467	3	0.0010875883183553935	-3.6887122631039957	False	0.0008300781250000001	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00167ups|CYB5_HUMAN_UPS	77362.52583292259	160710.31249999988	154134.99906173706	23644521.16910481	21048539.10405264	22421191.626980796	3	0.0011203755661551905	-7.418856984236995	False	0.0008544921875	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P77756	5172256.514814491	4647636.758127313	5871971.026730976	10058746.046976233	8873397.752695682	9233807.281300755	0	0.0011327383783001903	-0.8439354235272294	False	0.00087890625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS	8476224.3304448	13825116.38209846	9219109.454693653	47920942.82478555	47124695.808894485	46381845.68476307	0	0.0011468504309858573	-2.165702469352405	False	0.0009033203125	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P09211ups|GSTP1_HUMAN_UPS	77362.52583292259	160710.31249999988	154134.99906173706	10390007.964610972	11698594.207326548	11216927.147695355	3	0.0011540371674734135	-6.407999535553411	False	0.0009277343750000001	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P25894	4908224.72651963	4571632.050255733	4641202.637219943	3546261.2950153463	3202580.3230329896	3547345.871659337	0	0.0012228040612198919	0.45573809913074464	False	0.0009521484375000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7F9	25329403.21334722	25174449.571401607	24201253.562676385	30111838.7352258	28694980.601458795	29647289.14816446	0	0.001241947874162789	-0.24372229477143117	False	0.0009765625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
Q06830ups|PRDX1_HUMAN_UPS	4810863.401276568	3291969.697364404	154134.99906173706	24797496.65013356	25443648.31286635	26525023.523602054	1	0.0013882163065521557	-3.2167866066180237	False	0.0010009765625000001	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0AAI9	191439243.5207158	192566931.2203554	187077687.8972245	206365998.55186567	209491800.43302357	210161180.91409588	0	0.001411089841417806	-0.1325037797206193	False	0.001025390625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS	25913827.38961715	27856199.82981301	27333713.724664237	138598311.27962893	133934625.90073872	123415788.27696148	0	0.0015723285240371973	-2.2874732503664257	False	0.0010498046875	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0AB26	68285896.97709085	67235864.12545772	66066432.44603818	73781514.35734911	73572883.32650362	74864589.96597387	0	0.0017717444128837036	-0.14057094729900846	False	0.00107421875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P61175	3518042410.2627587	3528981090.688123	3499401327.0663075	3367283116.630349	3318470648.912436	3322415501.1921306	0	0.0017937443331317601	0.07557592230534455	False	0.0010986328125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P67080	31507018.40462781	30954357.18579792	31068762.25228909	35006835.54318258	34063733.00547545	34208811.37264122	0	0.0018443017258803793	-0.1430490251056639	False	0.0011230468750000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8F4	77043881.61894488	78346009.21061622	77014430.60320732	72066548.72178237	72130743.15383025	73624377.10712688	0	0.0021035502423823026	0.09348941407940216	False	0.0011474609375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P77398	5037685.353303455	5261461.081385538	5669644.953596615	8840113.633067181	8748412.93396072	7871521.619713676	0	0.002193536042548104	-0.6729800244805083	False	0.0011718750000000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P75823	65088269.01398519	66752511.60113516	66379726.78761417	70109684.56757657	70778787.19334964	71522315.27116393	0	0.0022129978500318387	-0.09975080567252505	False	0.0011962890625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P10145ups|IL8_HUMAN_UPS	77362.52583292259	160710.31249999988	154134.99906173706	1231075.1224320433	1520116.9129918714	1408426.5143225698	3	0.002249002809024659	-3.406760964749488	False	0.001220703125	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P22564	504659.8297483867	466825.74999999977	479799.7756163644	930594.4729760458	840064.1874234497	841007.5350725375	0	0.0026178261419988924	-0.8476393000754003	False	0.0012451171875000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS	12294104.547607914	13176405.298449889	12042218.974798094	72533975.93925948	62606878.43983521	70517299.72823809	0	0.0026227912347874336	-2.4547961550160937	False	0.00126953125	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0ABA4	646411081.4690582	658206310.3258755	651360812.5945421	686522804.6605552	683830935.7147567	678308761.9347153	0	0.0026908494071501104	-0.06679203929642541	False	0.0012939453125000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS	8264625.178606792	3748459.587588568	8571184.773991551	46750022.35963094	35725572.9196514	40186771.04319565	0	0.002801291622679585	-2.5750785291390628	False	0.001318359375	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P76402	48163690.4684194	46979523.462720655	45966047.9206085	40345818.505413495	42050968.83654003	42042356.34877952	0	0.00297348211762949	0.181372311488001	False	0.0013427734375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6F5	5851060779.447846	5914045192.142147	5814975267.056694	6323485164.141519	6285062648.629429	6173799377.859216	0	0.0030784370816102067	-0.09543562755854751	False	0.0013671875000000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A927	330790992.7089999	330509040.32872826	326105784.9654755	305617274.7588598	312549791.1526543	305212984.262076	0	0.003086237178044864	0.09671858278283985	False	0.0013916015625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P64581	427909466.7813108	439476482.0654822	442555612.4029269	470166242.00029296	471248249.82378703	482378035.8427784	0	0.0032383501588515834	-0.12023648276185689	False	0.0014160156250000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P63279ups|UBC9_HUMAN_UPS	2891050.131600128	3247918.942528449	154134.99906173706	14687012.14644603	13685338.061300913	13673342.241039488	1	0.0033099231060364073	-2.7401142979585558	False	0.0014404296875	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
O76070ups|SYUG_HUMAN_UPS	18010138.89482309	160710.31249999988	9537131.654182676	57957944.81058245	54770460.26410164	45629869.19994778	1	0.0033486906515724753	-2.51481876309214	False	0.00146484375	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0AAB6	485011788.300537	480795035.57076544	473931323.02709377	429021606.9535584	437766301.4143372	418223459.2194624	0	0.0033877373272984184	0.16402532265876935	False	0.0014892578125000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ACA3	575298652.7989681	554667643.8896241	562934149.954948	492916169.01385415	506019925.6895911	517494911.4368458	0	0.0034992813977676738	0.15881727564756523	False	0.001513671875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A734	232929970.17380905	231992352.1017666	226824852.03044185	244490249.9904877	247591898.7398746	248540499.44715324	0	0.0035044212411708864	-0.09849382204316069	False	0.0015380859375000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ADU2	191556830.3134797	186939842.8529668	195165829.71804643	173183979.6582866	166536715.10665873	173539272.31237713	0	0.003651835590740505	0.16051248161886478	False	0.0015625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P27862	11826407.113915008	10287965.999999994	9694863.372083388	141570.8865724902	164410.9426536909	162160.01112067368	3	0.003672552242754604	6.086356220994263	False	0.0015869140625	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P61316	237937150.04055277	241686490.08806297	243840583.6608093	228463908.2756973	225653570.8785458	225021768.7027381	0	0.0037406608641083697	0.0912142665200928	False	0.0016113281250000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P02787ups|TRFE_HUMAN_UPS	17039357.715626996	160710.31249999988	8188595.62697215	52722097.87275923	55122082.4965639	46208592.90655616	1	0.0040362508810782485	-2.6011682890467576	False	0.0016357421875	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0C960	309432.1912557072	264267.2500000001	344652.04740989057	653983.875512771	776948.0818554276	813900.6982898999	0	0.0043473534666746555	-1.289489561468299	False	0.0016601562500000002	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS	77362.52583292259	160710.31249999988	154134.99906173706	23004095.649875227	24319504.047555797	19268321.398565702	3	0.004657402988429028	-7.407584985683523	False	0.0016845703125	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0A8C1	77362.52583292259	160710.31249999988	154134.99906173706	27697930.214797124	30641056.26245235	35055209.85590793	3	0.004717274368408827	-7.895570726239943	False	0.001708984375	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P31806	1950627.8263546764	2320082.052190836	2154162.729999328	2973221.987299178	3075544.329007739	2771631.456413965	0	0.005030670396210238	-0.4571758693050539	False	0.0017333984375000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0C0V0	424116390.1777292	418114230.4350628	424688461.7744021	407517765.728231	408851931.2435029	403637864.683373	0	0.005081478404936358	0.0544342933717699	False	0.0017578125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ADY7	1392053383.394798	1383176816.293009	1423508154.205995	1229905016.001143	1273133147.744872	1290209514.8161745	0	0.005095194804339122	0.1465223139467856	False	0.0017822265625000002	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6E6	156759772.51258895	150775633.64497885	146631169.55554318	132728195.25214572	127720451.06899582	126644203.71322034	0	0.00522713943882693	0.23054187518023697	False	0.001806640625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS	7108525.837298117	7312237.883533886	7752631.165728738	30589639.903529037	28140526.248700578	25128471.740258627	0	0.005311434136998045	-1.9191297239991885	False	0.0018310546875	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0AGJ7	34433420.82528187	33732154.236159444	33555765.74761927	32218693.36714156	32062538.659823176	31375686.418072306	0	0.005620553134394118	0.08868116245658439	False	0.0018554687500000001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P68187	34376637.18417789	35529243.00235281	35096396.344231114	38554755.74436077	37406535.03570814	37404407.65708976	0	0.00570434515046597	-0.11056357668402521	False	0.0018798828125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P04040ups|CATA_HUMAN_UPS	2902220.667572246	1285927.457237715	154134.99906173706	8282702.611618815	6401873.226668235	6461964.053238826	1	0.006140480254225231	-2.283895921099582	False	0.0019042968750000002	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0A8A0	44794035.78059953	45472515.95976996	45273117.67679239	38937348.29342774	40230935.02045616	40839331.622137815	0	0.0062010727161397935	0.1755892046362582	False	0.0019287109375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A915	362843574.9637931	348387440.2097299	350561593.5930428	322031757.94862604	316553160.2179446	325991032.46963704	0	0.006498450996165648	0.13853525832365113	False	0.001953125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P68206	69443435.19917499	68260561.23752648	66731751.29232652	60512029.2156003	62208146.16866528	58332023.63257881	0	0.006539095962998552	0.17524178910311677	False	0.0019775390625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P52613	654442.2952583113	792320.4207474509	827094.9325229927	141570.8865724902	164410.9426536909	162160.01112067368	3	0.0067530708826744916	2.280124321965235	False	0.0020019531250000003	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P27303	44083654.91169219	44146119.30596088	45688749.24583111	49342463.02592076	47755742.10368948	47933142.51194694	0	0.00701914832733333	-0.1150092372200248	False	0.0020263671875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AG67	10523626877.791656	10539658008.233604	10507558860.898426	10841088565.477283	10827759577.244738	10939303689.685556	0	0.007043206048976416	-0.04663985628384094	False	0.00205078125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P76245	3494101.274073415	2900085.8185709915	3882165.937608893	6045292.65233774	5218312.445494399	5163633.111040683	0	0.0070809548914094024	-0.6767615928886277	False	0.0020751953125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9X9	935563485.0541112	949983518.8136102	950120495.5644372	984025449.9001572	989221391.9127618	971234140.0154592	0	0.007504287307367494	-0.054324978239710796	False	0.002099609375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AFA7	5742603.916088546	5993350.017736451	5714027.769831807	6809604.388601045	6392205.490342258	6643791.050343221	0	0.007698616422764656	-0.18559372436454855	False	0.0021240234375000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A884	153530579.7339578	153206334.03150737	150074793.08164686	136129833.0450183	142453428.62271228	140233329.4278761	0	0.007774388029196101	0.1252810288920235	False	0.0021484375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P37906	94289.8789016382	160710.31249999988	154134.99906173706	270482.28699913016	272094.9177222935	307085.9623446032	2	0.0077934200040212405	-1.0543133939600842	False	0.0021728515625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P10100	51155818.95638891	50703165.37661521	49866835.98013429	46834181.50471742	46415696.74133632	48156562.15148695	0	0.007826507499852722	0.10161879103059317	False	0.002197265625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ACB0	42047608.3901676	40486592.97492789	41650374.04860567	36483540.17734473	37517524.82752764	38547298.309374765	0	0.007966890042627883	0.14194091476957324	False	0.0022216796875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9G8	40622875.54319764	40061540.6292794	41508521.58546372	44613353.90114602	42998063.03665104	43857091.03791158	0	0.008150163335978837	-0.1055563512851181	False	0.0022460937500000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P60560	34184411.45128652	33432564.022363164	33289123.88862466	36015367.29105868	36314693.62910914	37489482.907910846	0	0.008365656354153482	-0.12212144158183608	False	0.0022705078125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P37657	11372540.529217657	11180464.93563418	11977451.490933944	13379834.326895649	13509510.571268864	13656396.481576232	0	0.008511740646687471	-0.2316809664479279	False	0.002294921875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ADI7	58137975.49721878	56278071.064448185	54927890.65855009	47010263.06844664	51071332.93665452	48882380.3103919	0	0.00865397230547017	0.20449377078312458	False	0.0023193359375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS	6504461.207596955	7857682.669293251	154134.99906173706	27285223.60674801	25176554.60229381	26245364.954019867	1	0.008703993560740317	-2.4388228970478445	False	0.0023437500000000003	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P0ADZ0	315040927.7450235	307737636.8664184	288464082.842987	374015567.257697	346739045.9787729	353228477.68107605	0	0.009012691322843798	-0.23706410539576284	False	0.0023681640625000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P15288	1016094014.5563104	1007646879.30945	1026465610.5343738	977889970.8982704	977747736.343235	991551134.4885876	0	0.009102831752468881	0.04956741459516707	False	0.002392578125	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ACE0	496572112.9370964	499331253.0208737	496811412.14258033	480169026.4291679	486609302.8848647	484888897.3520393	0	0.009203413009817763	0.04022775283368197	False	0.0024169921875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AEE5	16314719.288226552	15701862.150619436	16806895.46327105	20736983.52777052	18945787.98218856	19451228.33475758	0	0.009228103876529193	-0.27641282632817343	False	0.00244140625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P55957ups|BID_HUMAN_UPS	2672186.135180208	160710.31249999988	3592726.65181676	10942433.655045869	9973878.937354617	10706292.990311364	1	0.01007122188590335	-2.2990479793179315	False	0.0024658203125000003	False	True	Human	True	False	False	False	diann231	directlfq	min	1.160964047443681
P64564	7459123.79246102	7923490.487682248	7050986.2530132085	9248205.56581203	10639606.972890722	9921743.923791442	0	0.010437016400341384	-0.4101137218547299	False	0.0024902343750000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABV2	28202777.458817493	25818099.94552993	28359605.5283101	33463097.38677283	32200397.08609191	31600129.898802817	0	0.010527963343828965	-0.23959776864665944	False	0.0025146484375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P08506	218149730.8491945	210453253.01873884	214378242.1813428	193034046.12704903	192860314.4688545	193291625.8249629	0	0.010555943330559758	0.1507499175405576	False	0.0025390625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P33234	991441.707979558	1102978.2500000014	1091831.5618697966	1252353.6725894138	1240157.222044201	1335877.9488332511	0	0.010652398202590218	-0.26487721312824214	False	0.0025634765625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AEL6	32226232.98125977	29374343.543871537	29765715.97070048	25605527.34302832	23777279.000891637	26092760.338275183	0	0.010886769533933804	0.27565233034091563	False	0.0025878906250000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P75876	128452018.6461202	131941511.4703436	134443902.2475375	144283365.25770593	141553729.0040976	141178921.9337644	0	0.011065008049980219	-0.11303141212592474	False	0.0026123046875000003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
