protein	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P41159ups|LEP_HUMAN_UPS	264609988.3768845	272213817.5432721	255428218.00248575	18382361.38321917	19843915.968225997	20680434.76092692	0	0.0003130845706207465	3.749455504081669	False	0.0010380622837370243	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P24175	101918.42968750012	89800.96036732593	102607.82938710706	1537801.2972429192	1604793.5410268782	1643000.2486392164	3	0.00033929714565401366	-4.023205460144396	False	0.0010627780523974296	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0ACR9	248772597.8361354	243607256.2966163	243635122.2540633	211286879.6928793	217673587.7727324	216496576.1241648	0	0.000350401654418579	0.1894140378577842	False	0.001087493821057835	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AFB8	45111022.02696109	44925509.71123793	44440028.14485267	41831885.62069125	41423680.28768153	41964639.43208373	0	0.00035128896018611866	0.10288735168866088	False	0.0011122095897182402	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P04949	1433144938.360525	1469185492.825199	1432531051.9381697	1679058268.504757	1657235954.8409896	1658734762.876711	0	0.00038076705839575796	-0.20450715595205904	False	0.0011369253583786458	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0ABM9	101918.42968750012	89800.96036732593	102607.82938710706	5406957.802444994	5610891.8243576605	5216297.484559345	3	0.00045233343242876616	-5.785466812759416	False	0.0011616411270390509	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	1977030376.0113304	2008582803.033084	2121382411.617659	205052973.81844047	188958038.71250623	203792235.42714635	0	0.00048623512464169183	3.352720162998494	False	0.0011863568956994564	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	160876733.26006573	164635941.1004501	153880145.23140407	19328734.502482437	19516098.980495986	19180017.82307873	0	0.000497543803665834	3.046465474624405	False	0.0012110726643598617	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P31552	653066.5000000001	669916.9268491098	725033.5772154869	120292.31445352928	146792.7228844422	135394.08643503988	3	0.0005293445110560655	2.347241834649701	False	0.001235788433020267	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AGG2	19736947.969994854	19768716.934658505	19649636.8843913	17411784.541221753	17218269.64624119	17550645.43831832	0	0.0005410302414927728	0.18099118820415624	False	0.0012605042016806723	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	522957554.0411292	498997993.32431126	478682459.0795406	51037415.17847953	50169888.03836158	57995929.63612452	0	0.0005530389478562846	3.2366344654364445	False	0.0012852199703410777	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P69222	311421637.2611233	327309496.71447265	324259465.7793372	388448731.9821605	383053590.0107868	375671776.66808575	0	0.0007776833894050966	-0.25249073543147743	False	0.0013099357390014832	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	77080271.5699905	75121554.76407416	78055366.97155339	120292.31445352928	9479801.924938828	135394.08643503988	2	0.0009219775532977748	4.563849071617598	False	0.0013346515076618883	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	207743732.0616548	201556415.4528718	222626135.60131356	22547787.20079664	24489303.935818035	24400061.823692005	0	0.001009877068318316	3.1450097818309173	False	0.0013593672763222936	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P76273	6136210.978331634	6102259.612291189	6476949.38972925	7723387.142427166	7702460.768203755	7480657.011666854	0	0.001258754746453866	-0.2915299256590352	False	0.0013840830449826991	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P68919	1696103054.6485748	1739337880.2221775	1789367336.600246	2087461763.6418664	2003208402.5498672	2028520878.166754	0	0.0012842779238127172	-0.2279628442592354	False	0.0014087988136431044	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	206148885.39562485	231968821.54042453	222061903.2158115	26351789.80611289	27594316.957468677	24502843.96331264	0	0.0013136296405867518	3.0730325251225175	False	0.0014335145823035098	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P60438	2318227344.188744	2347379751.7926445	2402391364.901016	2608152900.5116777	2628810776.91369	2664834300.51278	0	0.0013485760170998595	-0.16087923625822942	False	0.001458230350963915	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P77748	33189873.763426505	33133446.492533296	32837657.34806189	36063226.09195751	35345712.88844454	35618810.16134192	0	0.0015227638341989062	-0.110140493651474	False	0.0014829461196243204	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9M5	490492799.6250939	475841997.00173753	475727374.5865492	548963038.1161886	532620703.5693648	532307480.85749406	0	0.0015572281029585804	-0.16240997876663857	False	0.0015076618882847257	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A972	2916370945.6618843	2862969265.839607	3108940221.225872	4488626816.705448	4383275100.997836	4080570017.74491	0	0.0016583063069166711	-0.5432512168557123	False	0.001532377656945131	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37906	101918.42968750012	89800.96036732593	102607.82938710706	255445.2871873105	257035.96266094423	289557.6286469399	3	0.0016888751372016715	-1.4462512032239014	False	0.0015570934256055366	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADQ2	7073214.18029773	6805779.541189623	7052862.384972994	7967893.391274537	7825456.986755395	7747192.01049978	0	0.001731684507595192	-0.16944731487262638	False	0.0015818091942659417	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6N4	985861979.5659946	951080497.4931616	945890749.1645976	1092472355.0693903	1121212125.5085225	1075229770.5574958	0	0.0018376234668228718	-0.1901240161894914	False	0.001606524962926347	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A734	222534157.0445	223075761.6001026	216305185.09333223	252612490.39178452	243078053.51923412	247767647.38237408	0	0.0018449117787425271	-0.1676054230084927	False	0.0016312407315867525	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P63417	128576621.85762216	130163510.34017073	131805648.62765598	140201824.60858563	144471369.87417477	143076808.3996258	0	0.001909611344126065	-0.13127618956825998	False	0.0016559565002471578	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7R5	5470716301.179047	5385457131.668615	5293948807.544847	6418592141.060624	6219242775.091069	6136995785.077161	0	0.001991089523418121	-0.21725481381676937	False	0.0016806722689075631	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76192	32032058.89619524	31065487.313070968	31822109.921635736	26922747.032329656	28016978.03469401	28248581.84039414	0	0.002183233676724531	0.19032611913235173	False	0.0017053880375679684	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAI3	784855981.2503529	782905437.127504	780788465.5702782	817159396.1928412	825105279.8613638	815860664.0938578	0	0.0023736525106550464	-0.06578824358037312	False	0.0017301038062283738	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA91	9624924.932141	9580746.982591577	9453997.669918094	8948380.53370028	8871758.757559143	8683310.661897697	0	0.0028371255103566847	0.11284180950176421	False	0.001754819574888779	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGJ9	508157867.83506566	510992166.74443954	513996189.57843095	498215707.9139519	494266594.9967335	496307070.6153706	0	0.0030970562278832504	0.04235563783702699	False	0.0017795353435491844	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30177	118180183.93252128	117521128.6115806	120617434.87248744	111279125.62209392	112201533.6460237	109494123.24398635	0	0.003530988297715866	0.09775547120342412	False	0.00180425111220959	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAP3	32680255.70468086	31323475.311811924	31361884.888403643	28387140.215677187	28626412.002292875	27332031.50394313	0	0.003704825734773784	0.1771566639992644	False	0.0018289668808699952	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77736	101918.42968750012	89800.96036732593	102607.82938710706	917751.0131789816	1122181.391840491	1040729.1422879142	3	0.00392307285513624	-3.3877473170585146	False	0.0018536826495304003	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C0R7	45343036.47868514	45243300.79905206	46560618.26528542	40661762.97580733	42419211.0732319	41844611.16884035	0	0.004151777260285599	0.1346536204323235	False	0.0018783984181908059	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25888	51641212.79076594	49783888.22599965	51755106.90712548	55953918.43807893	55331424.89508565	56922641.43200264	0	0.004291271305964075	-0.1350162895031775	False	0.0019031141868512112	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A850	9322164837.97389	9438489299.996237	9255829382.877478	9751319764.572638	9915927266.733732	9990892038.64077	0	0.0044260752902697655	-0.08215218949983527	False	0.0019278299555116165	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77756	7748880.240773912	7293018.088114588	7862108.222273798	9886557.796351897	9251177.273192383	9131052.864748329	0	0.004661511835006001	-0.3036100387316131	False	0.0019525457241720218	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7T3	1815007174.9374485	1840944881.719452	1759705309.1584177	2025460074.9155724	2010428956.511574	1980699431.6740608	0	0.004664658265233195	-0.15180921292656338	False	0.001977261492832427	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACE7	251182743.56258488	248902318.1162911	253635964.03422877	236303199.3247497	237735160.5162989	241833087.23115265	0	0.004687371100069887	0.07433010033125396	False	0.0020019772614928324	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6K6	874591526.3755951	852518804.9057547	878020090.4566842	921142599.5717956	945619962.7208388	924733875.932699	0	0.004951936149663349	-0.09968311477153742	False	0.002026693030153238	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69874	71497803.13181669	72402424.39419262	71435320.50746836	74097240.98023513	74843383.36977266	73768229.1012049	0	0.005290374365083306	-0.048572409190504734	False	0.0020514087988136435	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACI0	79581933.20009622	78501416.009555	79834433.44592586	76683657.30012189	75342136.26673855	75082943.80961297	0	0.005532049567357683	0.0670798961586541	False	0.0020761245674740486	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39099	149338625.94828308	151728555.0025089	145392562.4264428	169152461.56319606	161633461.050078	163727243.17651105	0	0.005848457588736191	-0.14747883592592162	False	0.0021008403361344537	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6Z1	178560369.21664754	183467282.9851286	182910967.7465895	196284274.01206428	197727603.3683228	196159215.8802305	0	0.006082985515533289	-0.11503952018006974	False	0.0021255561047948592	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C960	552580.3125	375936.6526571041	614500.5134048779	988670.5926326676	977452.8761221952	1204617.6544650125	0	0.006203555666528	-1.0390656885170306	False	0.0021502718734552648	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q59385	18561986.29063253	17721132.906096734	18289495.165278062	16390746.051349364	16082752.047572875	16029226.79192824	0	0.006400166673938604	0.1701113588674583	False	0.00217498764211567	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30131	101918.42968750012	89800.96036732593	102607.82938710706	1153246.4098402904	929696.1880990329	1186820.5907840114	3	0.006443316544632351	-3.4736932786064334	False	0.0021997034107760754	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABQ0	32854336.13540969	32029137.10786205	30559056.88669732	37480680.82795552	37555066.282986365	35399928.87576667	0	0.006890878389330586	-0.21050211294932208	False	0.0022244191794364805	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A993	476861621.1715719	485370477.6226108	488672958.6020256	452413006.56985545	456706839.56691074	457462997.8025448	0	0.006940575703533817	0.08638019666004708	False	0.0022491349480968856	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60757	23931329.4706434	24140399.002332944	23900278.16061891	23013917.5981636	22734340.009340167	23210522.882075943	0	0.0070919765611564	0.06170162120777963	False	0.0022738507167572915	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32176	359071022.2119922	361206151.4740575	356549066.87438047	368509176.3691565	369578251.3286476	365899340.5799116	0	0.0071854372488048	-0.035937409247112695	False	0.0022985664854176966	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77552	44066311.82360545	42983041.47885214	43362542.417620026	38405416.65778313	38089693.179985456	40122266.17296347	0	0.007767399447718094	0.1612927068167089	False	0.0023232822540781017	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A915	267823120.86047557	283232767.9746156	288555271.2291381	312202767.2366077	334314048.8818867	329812926.2824043	0	0.007797466317566588	-0.21764713819453002	False	0.0023479980227385073	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75782	101918.42968750012	89800.96036732593	102607.82938710706	2962919.90353728	3812833.1880760174	3963314.5534751415	3	0.007898024106469094	-5.189303966038455	False	0.002372713791398913	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23839	106941108.68566178	109002759.74403618	106180296.8995596	113995708.35107042	115008381.97475044	111770911.4846504	0	0.008508007088137249	-0.08120261398792246	False	0.002397429560059318	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P24186	120321107.32935736	121906323.17016812	125732504.13537212	135874225.01631975	134453663.6267241	136347028.51725525	0	0.008808693777622499	-0.14432732439970658	False	0.0024221453287197234	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACC1	2756976.7647504183	3090239.890155847	2840434.3364715227	1942524.750735549	1819044.0400007048	2289201.654369296	0	0.009202503779396708	0.5218472944184976	False	0.0024468610973801285	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64604	161083593.70652974	156077467.14389497	159771782.23937428	171025963.31060544	166055524.14712232	169704530.84283316	0	0.009211142487178489	-0.08759058791766444	False	0.002471576866040534	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6F5	5470355187.745276	5496744068.427308	5649460514.823875	5953100074.480969	5891286889.293212	5820793177.844486	0	0.00925542704394025	-0.08828673830484485	False	0.0024962926347009396	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6Y8	3670092759.0494127	3650787588.380816	3709959337.962192	3811984203.343603	3776671430.7853465	3765760972.609585	0	0.009488876583941833	-0.04171096646017642	False	0.0025210084033613447	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00582	274726916.40514475	277431327.7359125	274121287.45308983	292682219.36925185	293537492.6541319	286510371.804054	0	0.009574916695205299	-0.07890559897496388	False	0.0025457241720217502	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A932	234878236.0250068	230762106.8912519	228450606.81623256	243936267.48468384	242033375.45379063	249435404.400944	0	0.009681139136085782	-0.08341436054337499	False	0.0025704399406821553	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09029	5076009.64303749	4950728.075683135	4814956.02042494	4215981.051178095	4165115.62703722	4509044.650567315	0	0.01012611233025228	0.2033876605662133	False	0.0025951557093425604	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
