protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ABA6	748404211.8996583	739005383.4154967	729440575.2031987	677729215.1239735	701859286.9465529	693316488.900646	0	0.006887217122833035	0.09685727274696984	False	0.0012280701754385965	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AB71	4590036296.452007	4799347181.316593	4807460872.231279	4366387045.829568	4205158068.437605	4166959506.47467	0	0.007012634984500432	0.15637435674619676	False	0.0012531328320802004	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADB1	243887718.69747627	241190545.7732527	241153182.66427648	282439678.1165892	271470118.1722794	282486454.2611814	0	0.007043573772900307	-0.20375719174250476	False	0.0012781954887218045	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ABZ6	489125428.2203626	468615764.5061746	495434005.4836908	559438394.4316844	530322650.8560185	558861267.0937183	0	0.007114487372733428	-0.18205227732525214	False	0.0013032581453634087	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A948	907584.9043639868	998255.0625	892958.9821254744	763056.4645116631	696718.5011647244	673609.94925763	0	0.007161115479310363	0.3916635682884067	False	0.0013283208020050128	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P69228	34304582.16050272	33279076.8956982	34727146.94015392	36529828.1559258	37177905.24412925	38134441.69777995	0	0.007561137748753708	-0.12850579393848113	False	0.0013533834586466167	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A780	290038121.3905754	294046634.8256295	278484554.1943286	254056127.2016725	262113891.5153586	252331484.8197592	0	0.007643045932641865	0.1665923044606798	False	0.0013784461152882206	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P76594	12229370.970750278	11898802.999999998	12778010.05314906	9832559.046287611	10811558.805387707	10475671.278796615	0	0.00769011467457115	0.2460302908781006	False	0.0014035087719298247	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P65870	35650657.89640919	36371396.33949634	35792646.00342073	29651536.34097845	31684117.07136636	29859366.424688816	0	0.007790987514083129	0.2415269529913388	False	0.0014285714285714286	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P16095	52362740.55526264	52419829.05029947	57815036.68902074	68677184.92707641	64681440.24314021	64603690.18258368	0	0.007917388292180756	-0.2839198023576193	False	0.0014536340852130327	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8W0	24633625.389015585	23749133.686477367	24066863.458673198	22126406.302783903	21859530.099308383	20861507.777789265	0	0.007959567266650652	0.15992845836568415	False	0.0014786967418546366	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P77330	621210196.6441557	619957586.5427692	586931243.6708969	728109972.0002513	746537954.806802	798483075.9169283	0	0.007995417411345676	-0.31433660814958414	False	0.0015037593984962407	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFC3	13858473.042514438	13536209.482965514	13569233.414550746	15725327.63232055	16040857.97142516	15176924.506118946	0	0.008007044232238693	-0.19655979136445204	False	0.0015288220551378448	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADU2	146435623.42686594	145587709.27054942	146680086.57156542	159486467.27049285	163091913.36972064	158228030.5513972	0	0.008068814708931976	-0.13221018261597378	False	0.0015538847117794487	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7E1	129148721.85228254	126983862.05398306	127490749.3258736	116743104.94586968	120392966.25515024	120501728.66077071	0	0.008145086404370313	0.1011912449315534	False	0.0015789473684210528	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A905	319289292.7610889	304416479.8502836	317899666.87394905	346375905.51122046	363605438.8323988	345628967.0279781	0	0.008187063344551148	-0.16488278862032954	False	0.0016040100250626567	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEX9	216117252.45499325	203131971.23272485	198357722.0500353	179637734.48071733	167596254.24779335	167785168.70711732	0	0.008224279908223442	0.2620628795772	False	0.0016290726817042606	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P75829	50965165.61055393	51356686.20475461	50716122.948744096	45467052.78956052	45983182.35761802	43787969.44286615	0	0.00829426419062866	0.1783869185591106	False	0.0016541353383458647	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A9C5	1493843933.820975	1487352513.7440429	1491034839.1356726	1462073192.4282062	1456321488.802493	1446279188.5166054	0	0.00830862642346328	0.0351209416747381	False	0.0016791979949874686	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AG24	21916655.3349171	22222507.05484021	22718818.64374348	20771313.98488378	20369863.13146758	21121285.13670128	0	0.008752255754746916	0.10273715808494811	False	0.001704260651629073	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P21507	137615138.69583067	133783991.23489644	135773534.3051633	126929802.21049888	126226857.96688697	130196276.75802426	0	0.00876995411463192	0.08696747589708442	False	0.0017293233082706768	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8M0	1450015572.8233852	1463989527.3501885	1471667554.5846918	1415069912.1865015	1429714896.2771535	1421007138.6649115	0	0.009139353417830983	0.03998453001308323	False	0.0017543859649122807	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P36979	49334420.27076668	45786818.71901783	47689058.804837145	39853036.28844515	41004612.913799606	41916240.09178824	0	0.009163206420317855	0.21809624239581898	False	0.0017794486215538848	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A912	1242719031.3747926	1162677502.7086172	1214646479.6702118	1373403624.226007	1373978024.9243302	1401817572.047694	0	0.009187823935997486	-0.19682608929683668	False	0.0018045112781954887	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P37005	13070862.292981995	12714396.42976177	12361039.462965772	10362366.373791922	9799572.35800322	11046352.802960372	0	0.009807062990102406	0.289613680448347	False	0.0018295739348370929	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P39830	5221290.747750409	5391003.626862608	5522443.665126815	6195007.482595831	6140107.100705779	6154215.35516685	0	0.010086614345055601	-0.19652278706267062	False	0.0018546365914786968	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A825	952166265.2661378	950343347.2324896	986320975.6256548	1018666055.3466432	1043158370.7310948	1038100527.9092234	0	0.01089652525908751	-0.1017476884232238	False	0.0018796992481203006	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8V2	2995555790.624883	3015481111.015208	3022710296.439504	3052131486.953122	3053878776.2496147	3074316700.540832	0	0.011047967920531138	-0.02322099542702667	False	0.001904761904761905	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P23894	25285248.669394992	25268093.907163013	24908730.36582688	22768670.80904208	23758237.521472737	23226180.35983273	0	0.011689604270773113	0.11349463013025916	False	0.0019298245614035089	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEN1	101816841.31365964	101744043.61046652	97289640.35121016	90705668.36763996	90445823.90208133	93795393.81921455	0	0.011874030418701421	0.12989392822084528	False	0.001954887218045113	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P09424	78953285.13103466	75835446.21608758	77824715.95375083	71934629.24261296	70635354.10095407	73591366.23040687	0	0.011912128608883975	0.10582591383593995	False	0.0019799498746867167	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P15034	144434968.98337722	136881845.2071425	137605922.59452745	158452679.5927077	150424324.6990506	153845030.79411983	0	0.012068501171502861	-0.14346161474169933	False	0.0020050125313283208	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P28635	429563901.6579356	428326591.6850921	417705294.3008314	398674246.1948118	407388938.6386213	404605787.6354702	0	0.012131766550740103	0.07536678892630078	False	0.002030075187969925	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AD01	3254655.0245340294	3454383.3097189786	3253541.290419985	3879869.43188485	3656645.510056952	3951672.725756348	0	0.012143768526294499	-0.2055599670917021	False	0.002055137844611529	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P68206	44540654.65475622	47977903.56876466	43082528.470007576	54869893.91875348	53939871.264911935	55945511.51713532	0	0.012313986254145488	-0.28095593176483785	False	0.002080200501253133	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6A8	1480580691.399293	1544844758.5923572	1524077532.1641028	1404762901.2251751	1436110117.0328093	1381513620.8743963	0	0.012348187489276742	0.10765025368185173	False	0.002105263157894737	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6E6	114874722.69663568	118083429.9659997	123114472.3484918	133266467.4525234	134753948.99260107	129769079.65115105	0	0.012432693582180463	-0.159833656264016	False	0.002130325814536341	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFG0	434989086.3456093	422770003.2741194	451536752.130789	489886674.456716	482458679.7766964	495485401.2665936	0	0.012606173006672992	-0.16489451341565567	False	0.0021553884711779446	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P61949	395770050.67289954	402032047.0894866	399851942.6364974	414453538.0362616	408273527.77989113	409236237.8233205	0	0.012640480926889023	-0.04074805818179458	False	0.002180451127819549	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P77395	50984942.47534303	51172471.6192727	53290179.22773551	47613329.97448858	48024092.42135178	45353865.3946736	0	0.012660387291966507	0.1408222631041194	False	0.0022055137844611532	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AFD1	52012613.001441546	53066664.99626402	53846018.7167383	56231732.26548423	55230941.55447621	56454139.79575557	0	0.012766244295593965	-0.07939791351208328	False	0.002230576441102757	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ADT2	1938777.5214380652	1647991.3361362163	1173194.476391649	2932633.742678868	3088668.054251107	2492005.384949151	0	0.013196050244237645	-0.8387692270109912	False	0.002255639097744361	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P27830	28542837.10201222	27417893.092118293	28924974.91869764	26064621.03517564	25378716.74621073	25398852.5480938	0	0.01381309996032125	0.1436229795645365	False	0.0022807017543859647	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7F6	42055632.38596228	42281035.70752688	42011488.88449083	39337567.83878218	40140122.893737964	38924797.4515699	0	0.013941784539559176	0.09370522107221753	False	0.0023057644110275693	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AEQ6	8739293.782925308	9000748.429963745	8439519.490048645	7094947.482411334	7778303.773681034	7723481.78900892	0	0.014233312258671832	0.21232673592456253	False	0.002330827067669173	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6K1	5275665.61194512	5778626.713517448	4442799.330128169	3169578.9054149617	3407954.0921199154	2163419.661014453	0	0.014493472399127044	0.8261350600493637	False	0.002355889724310777	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0ABJ9	769210631.1493756	781774527.3771338	772520363.3693446	758417693.334997	755187844.8997298	748863893.6473227	0	0.014551916029874637	0.03840477332748007	False	0.002380952380952381	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P62399	6235045659.550855	5971514379.298421	6220678498.254605	6818932208.161008	6494085315.169183	6742056493.031285	0	0.014561056843178417	-0.12212740239227128	False	0.0024060150375939853	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AF70	1974292.894403251	1835406.35914182	1600340.210126516	3811004.454836551	3520354.977963281	2920512.5249854014	0	0.014654899497174599	-0.9221763421304069	False	0.0024310776942355894	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P40710	12047661.283007275	12231533.740968792	11862897.132796723	13398581.849262243	13033352.969124489	13834552.800909474	0	0.014766240493237617	-0.15589961192576998	False	0.002456140350877193	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P11880	44104349.52894924	41476188.541179694	42948908.574279375	55364918.70110399	50877318.377737865	50302130.43163833	0	0.015008898491628836	-0.28447267615464644	False	0.002481203007518797	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A9S5	355270416.4068935	328689396.65840083	336617080.83522385	283335581.3829574	287349807.4630745	309883089.97470504	0	0.015068682356041104	0.21287777722517764	False	0.002506265664160401	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P30850	344293686.1556377	338484852.1590239	335013825.1224515	322813417.6469602	323276626.3511172	328610166.56720334	0	0.015555430689652216	0.062412810664992255	False	0.0025313283208020054	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0AED0	328637784.40164834	332874743.74700373	342231302.14302605	379077129.3704	390242366.9769432	363645474.21410656	0	0.015651059888331875	-0.17471213609641228	False	0.002556390977443609	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P37747	10662730.186540978	11042403.47205491	9901045.475412115	12465433.547892572	12806634.966210296	12362691.234663416	0	0.01622607015979496	-0.2518591230717972	False	0.002581453634085213	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A6F5	5349907616.925985	5462931517.898486	5558405507.662059	5769296281.667752	5850639381.184762	5692253365.384596	0	0.016513369091398437	-0.08062414834193253	False	0.0026065162907268173	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P69503	474300569.4922281	455602502.81287473	425685718.1155339	371114179.1006563	370809098.5738573	355854237.1892001	0	0.017151209321175597	0.30433391726204634	False	0.002631578947368421	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A8I5	70539095.19980602	69459383.34525056	63328363.0845152	91129004.28748558	80687541.09077094	82030609.04450206	0	0.01721766618922315	-0.32015940668439397	False	0.0026566416040100255	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7M2	1440536254.4842055	1434471184.6346018	1433454125.6233113	1368418986.1208403	1323740206.3088758	1336736978.7545323	0	0.017494428725310568	0.09678818760740505	False	0.0026817042606516292	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
P0A7C6	154185251.70280617	161321068.76636255	154703248.4027792	145349243.88338244	142191322.24640238	147555725.83236727	0	0.017662339461254298	0.11196917666727921	False	0.0027067669172932333	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.6609640474436812
