protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A850	9819888218.860348	9861003320.507072	9799352392.852753	9580162091.885468	9523249274.087688	9533728561.09512	0	0.0003696991006979524	0.04186104823796677	False	0.0007609229258713795	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	168276743.08868653	169406901.99405718	159132025.95355958	3	0.00038598965954870547	-10.955963165438062	False	0.0007854688267059401	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	16216392.449858	16036195.918978477	15950959.174575653	340643357.704285	352001038.1616859	364370420.3125128	0	0.00041423293451625415	-4.454712463292267	False	0.0008100147275405008	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	249742151.7324825	263089760.02030012	267576834.66993448	3	0.0004239128499826586	-11.607482431318388	False	0.0008345606283750614	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	17034279.480922446	20738623.819328364	20261075.81620935	539359556.3133078	533102552.4156596	574931814.6745582	0	0.0005524618630114858	-4.827143910992546	False	0.000859106529209622	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	4429421.208513526	5718101.186457847	9513242.542518772	255327528.1011192	265805469.1536944	282387912.5409922	0	0.000618292297390185	-5.352944208697545	False	0.0008836524300441826	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	6572914.753749349	6144527.103493888	4534304.439476683	140327308.24796674	144375188.35206527	130726709.4888167	0	0.0007296011614159166	-4.589788335869931	False	0.0009081983308787433	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	53058538.08552716	51031592.877477065	48256405.20300063	3	0.0007525825201980947	-9.250609182786969	False	0.0009327442317133039	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P68919	1986078133.4958608	1969884175.9017212	1982201994.3290849	1855218316.4746475	1832145686.856864	1861824854.2915325	0	0.0009249062684469833	0.09774010836059005	False	0.0009572901325478646	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A937	115010956.70768426	116588648.4963322	115601385.12700592	105403897.88962236	107540522.76732554	107691104.55637991	0	0.0012386888449865993	0.1148367832808807	False	0.0009818360333824251	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39172	12038684.105838085	11717117.749685688	12146118.187938064	10748928.617209507	10335083.259654686	10416703.233908055	0	0.0012515838457884875	0.18867642159349304	False	0.0010063819342169859	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28635	378826225.3741996	388898132.9993236	388856094.69357353	433270847.6611791	424945731.7218064	420605340.6948842	0	0.001294009639088513	-0.14494975345158373	False	0.0010309278350515464	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	16056460.120463228	14286715.815072242	15852949.811588893	3	0.0013274829947673716	-7.529096254037248	False	0.001055473735886107	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	211094427.1533461	214916869.7602377	189942210.65221944	3	0.0014289770571572992	-11.266073944082496	False	0.0010800196367206677	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	81392576.25899461	91746425.27379856	90965332.7091392	3	0.0014292928491302336	-10.044360462199535	False	0.0011045655375552283	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0ABK5	1975952030.2913392	1959075201.995171	1964947055.1864147	1868316417.8607676	1876649148.562966	1895086675.417127	0	0.0016520012495268004	0.06500014124782937	False	0.001129111438389789	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	18283301.39695065	20347059.25083398	23200358.20632944	65584482.34853345	57663746.05027478	69117936.91212718	0	0.0021440248598459527	-1.6374593864398665	False	0.0011536573392243496	False	False	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A8N5	798356761.9495863	814341027.4900755	803165427.9542097	763828177.345857	753420509.9845307	765620465.9445662	0	0.002228900130837089	0.0816906024256304	False	0.0011782032400589103	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFZ3	124912776.21584684	126492544.36611478	122612724.54683392	114354844.86096372	112395649.25851884	115056012.174467	0	0.0022402915603271633	0.12992801803200105	False	0.0012027491408934709	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB20	5082099.948070347	5794234.999999994	5979402.3500802135	96725.3806491276	77458.68634030639	81496.75549692198	3	0.0024249825073033556	6.042751970055186	False	0.0012272950417280314	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07862	131342891.61097956	128916668.1585561	131152389.43721288	123749538.10261986	123862472.51909494	122173122.54328232	0	0.0025005078710891	0.08200057608293251	False	0.0012518409425625922	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	34901511.52884498	32128407.34677588	38240342.2403781	3	0.002537379141828634	-8.717350416380551	False	0.0012763868433971527	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	14146382.341899706	12613780.563791536	11860833.877542924	3	0.0027497276939842967	-7.270709789209845	False	0.0013009327442317135	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	25401639.29521291	22185910.33425714	21334244.11136012	3	0.0029136596699908426	-8.106284638664722	False	0.001325478645066274	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A972	3883802667.650045	4189272631.407522	4243471104.694069	3126866786.171898	3291856153.055401	2944749302.289324	0	0.0029287216490877636	0.39548225030975626	False	0.0013500245459008345	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8D0	19958721.269120075	20231722.204810552	20340906.8208698	22126148.77993984	21559137.88220828	21630906.49012696	0	0.0031001172935915897	-0.10975817409488269	False	0.0013745704467353953	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37624	98320.21075109964	79799.03124999994	71985.39407860195	648107.0477626093	563793.1513014302	689980.347339296	3	0.0033056301561113525	-2.9268229305557463	False	0.0013991163475699558	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADZ7	413938166.56134593	378341451.5688793	394399916.0378741	294588223.849632	246780538.1989188	249145793.5575592	0	0.0035306533706510835	0.5860664520731798	False	0.0014236622484045166	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG96	9155082.052488567	8818437.825984908	8784559.535388606	8147318.9144771295	7868494.443232691	7828550.336825835	0	0.003618149890103138	0.16632628510936112	False	0.0014482081492390771	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7M6	1026597187.8729762	1023236613.7332246	1033324037.45111	1193040716.4580429	1239870714.5514927	1217508886.5108864	0	0.0036648355318432226	-0.24365384006790275	False	0.0014727540500736377	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39187	3943151.81413558	2797105.0000000023	3409877.609553005	350574.775271349	77458.68634030639	675249.7548455697	1	0.0039012819854833958	3.201623745741674	False	0.0014972999509081984	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	13353567.371071504	16037333.21520764	13314169.419425556	3	0.004028831006077392	-7.415731748193213	False	0.001521845851742759	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P75849	34007768.06458369	34232410.12640413	33993606.83181251	31237914.13869405	30261645.6992114	30696304.66567731	0	0.0044901155387224575	0.1490980956795269	False	0.0015463917525773197	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEP3	880102627.6508787	889436858.2877722	894893654.8929409	922263032.713556	933720566.2450646	942741763.299611	0	0.0048539954451103625	-0.07094129109043933	False	0.0015709376534118803	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A800	912663360.394168	919143553.5657792	894725766.2661272	835504043.5206038	844085430.1477997	844806267.3924996	0	0.005318891227548661	0.11112935318943545	False	0.0015954835542464408	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00490	306597153.20246	313465103.18297225	309641440.55965567	298676343.42531174	294871078.81341434	292036463.66505903	0	0.006031528058627657	0.07014202143983919	False	0.0016200294550810016	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02930	967462056.6399466	939243365.8341824	931372036.5910572	876569997.2421467	864676814.6519867	855576538.0473219	0	0.00676855600650059	0.1281660877302111	False	0.0016445753559155621	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37440	84645480.71227509	83126498.50706327	84882588.36098918	90252282.75267784	88403867.30803384	87975032.204766	0	0.007346514323088919	-0.07767925036642921	False	0.0016691212567501229	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7W7	670409894.9669877	696342017.6982366	675098772.6245309	623240486.571989	615670214.3432558	629297993.0477595	0	0.008000791386951846	0.12822174519479942	False	0.0016936671575846834	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9X9	926870668.4278104	922234641.8367444	935222215.8107136	978919193.8264556	978704456.308262	959050901.3724768	0	0.008520398901243361	-0.06699548805973571	False	0.001718213058419244	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P04949	1600656676.614263	1703205905.2674785	1656949069.4619524	1497013708.4139132	1490237474.1738455	1430255641.0706356	0	0.009879695589912588	0.1673438197370265	False	0.0017427589592538047	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8J8	291261595.8373947	284466319.6716946	287301461.6714136	273694514.3224935	274025508.7863059	276960457.6338398	0	0.010217092418323567	0.06557440800095736	False	0.0017673048600883653	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27248	119292013.18488884	121408713.41572204	125537021.23188558	108509599.2053948	111156269.67312112	111914600.11832352	0	0.010433857124920537	0.1434214656021374	False	0.001791850760922926	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6T9	35402707.04676365	34882297.28934582	38818799.38835605	44230704.24081808	41803365.288268566	45134575.68530618	0	0.010821732572672455	-0.265721497061079	False	0.0018163966617574866	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09373	24049237064.96035	24118834854.015022	24293357311.407864	23590161712.50964	23567707611.899628	23645311625.12759	0	0.010984043154611618	0.03339908459625705	False	0.001840942562592047	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A821	31171885.70993271	30084284.50350056	30409714.32611807	32874328.427196126	32180495.24882189	32230803.70148348	0	0.011675392072167286	-0.08584177901413188	False	0.0018654884634266079	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9H5	9610204.940712571	9460418.694976607	9063314.904211633	7923564.781604513	7919318.729557688	7036849.408602677	0	0.012549190951310825	0.29824132193820246	False	0.0018900343642611684	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AC02	393847421.2120693	389744616.2670127	388387515.8492699	403456974.56893617	402776951.6011533	410959340.9993457	0	0.012637522110322945	-0.054610858474703164	False	0.0019145802650957292	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36771	12084049.8029388	12234563.41878043	12931739.388530768	11145892.839705613	10752744.280878022	10692790.59300535	0	0.012678311619027967	0.19276152937156846	False	0.0019391261659302897	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q46868	126994569.17973515	128492967.13443844	127168539.4095186	119536020.4964028	115793983.21232684	114337114.52212596	0	0.013246792148312687	0.1300661714221369	False	0.0019636720667648502	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADE4	41554551.33664091	40966961.74904304	40994317.983195856	37628926.19218607	37355392.78315828	38958690.45154778	0	0.013927900830579458	0.11638354857618378	False	0.0019882179675994108	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEW9	242499792.77305853	246486334.6217241	243547832.77488223	255374683.7120128	251316967.0289408	257922669.46896756	0	0.014048660123003404	-0.061836575965010264	False	0.0020127638684339717	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFL3	150284985.30896202	153128409.95771015	154367837.27543142	160757309.4814369	158096336.2134908	158488502.1601962	0	0.014779556277890646	-0.06036540901885719	False	0.0020373097692685323	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9I3	21800431.418341983	21853357.12862166	22699435.218636084	19735841.64918164	20907196.081642747	20220044.080044784	0	0.01570767323558736	0.12459917373903563	False	0.002061855670103093	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABJ1	21239887.707993086	22215454.043367963	19974905.709002808	24655857.765393164	27873560.47440476	25753144.203459945	0	0.016148184417354366	-0.30352001027905184	False	0.0020864015709376534	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA93	3117627.642581575	3435798.308940948	3107318.604178271	3675233.91119173	3971249.728495949	3731741.047412328	0	0.016224470946906922	-0.2360691882083851	False	0.002110947471772214	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P12758	1011051056.174439	1001736210.4623224	1002676611.7424182	983055151.939725	988278620.4659244	993664084.1664212	0	0.016868685863657827	0.02434889172231066	False	0.002135493372606775	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76004	5993317.364524991	5196559.210890845	5251079.285364188	4407922.81775272	3823454.646482134	4246699.501335944	0	0.017192633078181883	0.39789856510293886	False	0.0021600392734413354	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS	98320.21075109964	79799.03124999994	71985.39407860195	3559413.6641862816	5672032.108081173	4881104.221299736	3	0.01731191784206015	-5.818303081144247	False	0.002184585174275896	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P26616	288526087.00209635	297873583.5790464	281778753.4959487	321195126.9618998	306653136.9194162	323287033.84114534	0	0.01731599065042328	-0.13165900786342571	False	0.0022091310751104565	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P08373	18559117.80497167	18801615.612351853	18339577.63747608	19378733.81316057	20100093.30278481	19562710.22037234	0	0.017704337242122965	-0.08404490286752132	False	0.002233676975945017	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06149	125414168.41483995	130528197.93773514	125747723.41865428	134608285.57659736	137608792.95601317	134625249.44320074	0	0.01861972976301221	-0.09206805654818744	False	0.002258222876779578	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB55	44396384.83266591	48278828.40640771	45960865.8762418	51994738.34247068	53181543.87587498	51216149.36773943	0	0.01892531330077231	-0.17386793882876417	False	0.0022827687776141386	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9Q1	895563736.0992384	893901545.0312407	906134863.5072898	840495447.7404813	868976457.8002615	853477572.2258871	0	0.018960291543760416	0.07280146860834671	False	0.002307314678448699	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36929	2821422.4640621063	3249759.460042047	3505488.4349222383	2074890.254974853	1875231.3084474648	1980011.857555766	0	0.019348495747937587	0.6914595792129794	False	0.0023318605792832597	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA04	1651569901.2672825	1567163400.1600828	1572446586.7964883	998018639.537958	1270329923.3166	1044539063.7669928	0	0.01976453805317634	0.5322917135558982	False	0.0023564064801178206	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABC7	365384949.2931072	366849214.5405799	371826557.487716	355234413.59094167	361402088.6327777	357467448.4857902	0	0.019984438851018558	0.0396858972202596	False	0.002380952380952381	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9S5	340823420.92316043	335578641.9818219	339835910.0149269	381628530.7205944	370858291.3629998	362320740.3291942	0	0.020936636058013904	-0.13355641601681234	False	0.0024054982817869417	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACG1	746122416.5123671	739782698.6643552	757059357.30189	718470192.8813064	725951235.397562	703422344.6894177	0	0.021505447856918013	0.06251770869436696	False	0.0024300441826215022	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23869	581350764.2716018	583795245.2282416	594606063.0565318	535448913.02866095	553935608.316067	521044168.3123785	0	0.0215719648689915	0.12792740607920217	False	0.002454590083456063	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64559	3778485.083664074	3675253.544670824	3738229.263410933	4336539.036775307	4311432.804848253	4054011.453072395	0	0.021818687674278314	-0.1825900490643952	False	0.0024791359842906238	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6J8	327371986.26450354	337736089.621502	332127333.2179885	344673826.1155257	353516866.3508481	344772262.0326048	0	0.022041595745638097	-0.06468189998153542	False	0.0025036818851251843	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AED0	359396170.40936947	374252345.0367347	369137110.3178162	334330125.9693819	322883242.17819536	302012422.71391714	0	0.02228312357170974	0.2012100134401414	False	0.002528227785959745	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE12	32859205.455439147	34499832.07838447	33904265.46470112	37728613.93991214	37688329.60947065	35621329.93291471	0	0.0227257116094844	-0.1329455931090122	False	0.0025527736867943054	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9M5	506325880.0646582	494119257.3991667	506908601.4971002	488671238.0645732	476570528.4224973	482921123.68518496	0	0.023398310180837024	0.05779413512468649	False	0.002577319587628866	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
