Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	9	9.0	9894260.0	8847320.0	10098400.0	9091690.0	9039150.0	9906680.0	0	0.0006503605067740822	0.14832168357530004	False	0.0002902374670184697	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	10	10.0	216236000.0	191769000.0	221282000.0	196066000.0	198178000.0	220715000.0	0	0.0007084105848094327	0.16766568719765995	False	0.00031662269129287604	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8.0	614724000.0	671325000.0	606933000.0	668689000.0	656692000.0	603183000.0	0	0.0007592443185130263	-0.12985194678775153	False	0.00034300791556728235	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3.0	44590500.0	38203900.0	43639500.0	39011300.0	37549900.0	43097600.0	0	0.0008165573775563445	0.19448616100313496	False	0.00036939313984168866	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5.0	35967900.0	39450600.0	36739600.0	40022000.0	39235100.0	35807700.0	0	0.0009506365917787194	-0.12951637994610513	False	0.00039577836411609497	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7.0	364561000.0	404720000.0	353621000.0	400826000.0	412375000.0	365458000.0	0	0.0009837298025125723	-0.16853500309267136	False	0.00042216358839050134	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6.0	147886000.0	160264000.0	143123000.0	161685000.0	164819000.0	144122000.0	0	0.0009850467637481932	-0.16178452644007696	False	0.0004485488126649077	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7R1	RL9_ECOLI	rplI	50S ribosomal protein L9	19	19.0	1523080000.0	1619690000.0	1515520000.0	1605250000.0	1602520000.0	1521350000.0	0	0.0010193738914088377	-0.08224629987530882	False	0.000474934036939314	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	8	8.0	150486000.0	161299000.0	147256000.0	163335000.0	165517000.0	145681000.0	0	0.001238120477662069	-0.14454266275832325	False	0.0005013192612137203	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76569	YFGD_ECOLI	yfgD	Uncharacterized protein YfgD	5	5.0	2254230.0	1431240.0	2484670.0	1632160.0	1649710.0	2467560.0	0	0.0012516484768787675	0.6126113912344086	False	0.0005277044854881266	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75829	YBJX_ECOLI	ybjX	Uncharacterized protein YbjX	7	7.0	14544200.0	11911900.0	14176600.0	11846300.0	11906200.0	14435100.0	0	0.0013728532672864645	0.2750731063856182	False	0.000554089709762533	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6.0	985788000.0	1223800000.0	994526000.0	1224630000.0	1264360000.0	1050590000.0	0	0.0014136276478169136	-0.29275555955292043	False	0.0005804749340369394	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9.0	19353000.0	23878500.0	19535400.0	25124500.0	25270800.0	20217200.0	0	0.0015627102438451957	-0.3295585654420584	False	0.0006068601583113457	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	16	16.0	289265000.0	307172000.0	283047000.0	304425000.0	308409000.0	287313000.0	0	0.001582687301324625	-0.0979358295392778	False	0.0006332453825857521	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5.0	300768000.0	342870000.0	290236000.0	353287000.0	356130000.0	280849000.0	0	0.0016457029076390375	-0.27137142491233135	False	0.0006596306068601583	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEQ6	GLNP_ECOLI	glnP	Glutamine transport system permease protein GlnP	4	4.0	3117320.0	2663880.0	3346490.0	2479960.0	2573960.0	3273410.0	0	0.001791507161695089	0.33532027996020464	False	0.0006860158311345647	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	26	26.0	48907100.0	46868000.0	49052200.0	47202100.0	47459800.0	49571000.0	0	0.0018143126942419408	0.05990441481282699	False	0.000712401055408971	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEX9	MALE_ECOLI	malE	Maltose-binding periplasmic protein	17	17.0	33514000.0	29618300.0	35037200.0	28757200.0	29246000.0	34022400.0	0	0.0019257680930031549	0.22730264579541984	False	0.0007387862796833773	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD12	YEEZ_ECOLI	yeeZ	Protein YeeZ	10	10.0	34323700.0	31151600.0	35343900.0	31501700.0	30474000.0	34172300.0	0	0.0019556765677123823	0.15708484230725137	False	0.0007651715039577837	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76402	YEGP_ECOLI	yegP	UPF0339 protein YegP	3	3.0	22749100.0	26554100.0	22915300.0	26418400.0	26708200.0	22073500.0	0	0.002004867069349692	-0.2342670603143627	False	0.0007915567282321899	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADL3	YICN_ECOLI	yicN	Uncharacterized protein YicN	2	2.0	911913.0	806682.0	925324.0	803235.0	808974.0	903693.0	0	0.002037806402290702	0.18031972386913336	False	0.0008179419525065964	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23908	ARGE_ECOLI	argE	Acetylornithine deacetylase	2	2.0	3666900.0	3392130.0	3625170.0	3288320.0	3273300.0	3728080.0	0	0.002104056432845389	0.14683180356535674	False	0.0008443271767810027	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	10	10.0	433101000.0	401110000.0	444071000.0	390293000.0	404033000.0	447910000.0	0	0.002117856329540176	0.14854474606023382	False	0.0008707124010554091	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27.0	1474410000.0	1645550000.0	1446690000.0	1589850000.0	1598450000.0	1425460000.0	0	0.002212315049254897	-0.15329864554781314	False	0.0008970976253298154	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P29680	DCUP_ECOLI	hemE	Uroporphyrinogen decarboxylase	7	7.0	20525300.0	22839700.0	21293600.0	22995700.0	23579100.0	20998800.0	0	0.002277642458336072	-0.144065937669386	False	0.0009234828496042216	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7S9	RS13_ECOLI	rpsM	30S ribosomal protein S13	12	12.0	452978000.0	414443000.0	458694000.0	413297000.0	415420000.0	450283000.0	0	0.0025039469141784126	0.13166704707469565	False	0.000949868073878628	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13.0	40096300.0	38961400.0	40057800.0	39127700.0	38894500.0	39760100.0	0	0.0027563479450390406	0.035696218218661535	False	0.0009762532981530343	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5.0	11656600.0	14216300.0	11352900.0	14864700.0	13866700.0	12012400.0	0	0.0029231658016942233	-0.29432351740034157	False	0.0010026385224274406	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5.0	6961640.0	5504930.0	7156090.0	5978780.0	5755110.0	6859070.0	0	0.0029378795117480567	0.28313358721801624	False	0.001029023746701847	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P24193	HYPE_ECOLI	hypE	Hydrogenase isoenzymes formation protein HypE	4	4.0	12397700.0	13884200.0	12655300.0	13630600.0	13447900.0	12509600.0	0	0.0034265360112292523	-0.12501388512611092	False	0.0010554089709762533	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15.0	635612000.0	702427000.0	630986000.0	686546000.0	704526000.0	628623000.0	0	0.0034727633023820302	-0.1435501393828163	False	0.0010817941952506597	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14.0	33310900.0	34735800.0	32932000.0	34991800.0	34776200.0	32696800.0	0	0.003481910914790374	-0.07893397284198043	False	0.001108179419525066	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37005	LAST_ECOLI	lasT	Uncharacterized tRNA/rRNA methyltransferase LasT	5	5.0	4550480.0	3741840.0	4726400.0	4028320.0	4011540.0	4845630.0	0	0.0035656249280674028	0.2614487993087744	False	0.0011345646437994723	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1.0	732406.0	418120.0	722314.0	426678.0	337382.0	618647.0	0	0.003630247817432779	0.8105257873019438	False	0.0011609498680738787	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4.0	67202900.0	60896600.0	67162000.0	60168500.0	58354200.0	64847600.0	0	0.0037070722844731907	0.15097308689613279	False	0.001187335092348285	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7W7	RS8_ECOLI	rpsH	30S ribosomal protein S8	6	6.0	238157000.0	300406000.0	235163000.0	298845000.0	300634000.0	248198000.0	0	0.003772668041760402	-0.3187052586380328	False	0.0012137203166226913	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7.0	17597100.0	20277800.0	18670500.0	20651500.0	21231500.0	18276600.0	0	0.003913970038379366	-0.18857927652620382	False	0.0012401055408970978	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2.0	2599710.0	3445760.0	2727320.0	3411090.0	3782640.0	2332770.0	0	0.003926150276253649	-0.47405036895248664	False	0.0012664907651715042	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEG6	DSBC_ECOLI	dsbC	Thiol:disulfide interchange protein DsbC	3	3.0	59269900.0	84685000.0	59600900.0	83549300.0	86395300.0	65918800.0	0	0.00392646335684658	-0.4625165745320091	False	0.0012928759894459104	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7V0	RS2_ECOLI	rpsB	30S ribosomal protein S2	18	18.0	562756000.0	580119000.0	562407000.0	588161000.0	582443000.0	568297000.0	0	0.003930241939953351	-0.04797692774486762	False	0.0013192612137203166	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9.0	142443000.0	132159000.0	142958000.0	134193000.0	135200000.0	141500000.0	0	0.0040230689941514715	0.08831471673711179	False	0.001345646437994723	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8.0	1260330000.0	1155940000.0	1242900000.0	1154280000.0	1168310000.0	1228980000.0	0	0.004035611802218032	0.1015524014541229	False	0.0013720316622691294	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	32	32.0	194041000.0	196729000.0	192176000.0	197545000.0	198673000.0	192741000.0	0	0.004108433079194136	-0.03444446365399165	False	0.0013984168865435358	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	4	4.0	2502290.0	2148500.0	2680460.0	2144770.0	2252980.0	2598830.0	0	0.004148069396710188	0.2493944152713199	False	0.001424802110817942	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2.0	1689440.0	1505350.0	1703730.0	1433660.0	1502700.0	1790120.0	0	0.004201170676966435	0.22275291120000157	False	0.0014511873350923482	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P30871	YGIF_ECOLI	ygiF	Uncharacterized protein YgiF	11	11.0	14741000.0	14448900.0	14761100.0	14358800.0	14480200.0	14686300.0	0	0.0042073416147508135	0.029703880429941577	False	0.0014775725593667547	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76014	DHAL_ECOLI	dhaL	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	3	3.0	21344300.0	22517700.0	21740600.0	22452100.0	22879800.0	21628200.0	0	0.00436439731638222	-0.06828252104235677	False	0.001503957783641161	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AET2	HDEB_ECOLI	hdeB	Acid stress chaperone HdeB	2	2.0	207313000.0	182919000.0	215412000.0	182559000.0	170613000.0	206537000.0	0	0.004681774589486897	0.23118290872377237	False	0.0015303430079155675	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77330	BORD_ECOLI	borD	Lipoprotein bor homolog from lambdoid prophage DLP12	3	3.0	350160000.0	372280000.0	340878000.0	375149000.0	386921000.0	340499000.0	0	0.004729888479556888	-0.13707027792571957	False	0.0015567282321899737	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	7	7.0	2095620.0	2216420.0	2020060.0	2254920.0	2206380.0	2059130.0	0	0.004790685096126341	-0.11296085637701678	False	0.0015831134564643799	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37024	HRPB_ECOLI	hrpB	ATP-dependent RNA helicase HrpB	1	1.0	129682.0	1830660.0	143896.0	1452660.0	1662940.0	155419.0	3	0.005067845955940802	-3.527298612914446	False	0.0016094986807387865	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6.0	258429000.0	217706000.0	257130000.0	217362000.0	218251000.0	267231000.0	0	0.005122551049480864	0.2608377287185974	False	0.0016358839050131927	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4.0	35863400.0	40936500.0	37894000.0	42343800.0	41765600.0	37426600.0	0	0.005206413434803263	-0.16950856416092364	False	0.0016622691292875991	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9.0	29973400.0	27285500.0	30951600.0	27258600.0	26758200.0	31319200.0	0	0.005242548947593629	0.18216203631793995	False	0.0016886543535620053	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P69503	APT_ECOLI	apt	Adenine phosphoribosyltransferase	11	11.0	122060000.0	112646000.0	125202000.0	113293000.0	111605000.0	121497000.0	0	0.005332954435157178	0.12760268588111806	False	0.0017150395778364115	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2.0	11638200.0	16867300.0	12759700.0	15691900.0	17112900.0	13488600.0	0	0.005415128453745853	-0.39075187313349735	False	0.0017414248021108182	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11.0	153691000.0	161397000.0	151833000.0	163002000.0	161667000.0	149667000.0	0	0.005612583291708557	-0.09468018900203784	False	0.0017678100263852244	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	66	61.0	1755610000.0	1907490000.0	1727250000.0	1892310000.0	1907240000.0	1697070000.0	0	0.005645950089716447	-0.13981007283553645	False	0.0017941952506596308	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	14	14.0	166856000.0	184841000.0	163588000.0	183796000.0	190339000.0	172477000.0	0	0.005647845181685495	-0.15245454540672893	False	0.001820580474934037	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3.0	3908980.0	3345340.0	4071990.0	3350300.0	3373960.0	3930840.0	0	0.005680362843008725	0.24238627187576944	False	0.0018469656992084432	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7.0	9366350.0	8471160.0	9804650.0	8327370.0	8344090.0	9580880.0	0	0.0057738147967648385	0.1935212982923064	False	0.0018733509234828498	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14.0	61596600.0	67055300.0	63064900.0	65344500.0	67277400.0	61923800.0	0	0.005853553439369479	-0.09783428018423625	False	0.001899736147757256	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6.0	21492200.0	20257000.0	21010600.0	20005800.0	20252700.0	21398700.0	0	0.005871788178643884	0.07854508572290046	False	0.0019261213720316625	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5.0	7630360.0	7164340.0	7660280.0	7198910.0	6979110.0	7906290.0	0	0.0060027364053323795	0.12021416874732707	False	0.0019525065963060687	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7F9	QUEA_ECOLI	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	6	6.0	15128200.0	15810300.0	15183200.0	15739300.0	16095400.0	14814700.0	0	0.006098649122812052	-0.07836272185228164	False	0.001978891820580475	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17.0	93957400.0	97855300.0	93452200.0	98018100.0	99357900.0	93677500.0	0	0.006132015573612877	-0.07082843669461265	False	0.0020052770448548813	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A850	TIG_ECOLI	tig	Trigger factor	46	46.0	664924000.0	687696000.0	660316000.0	702210000.0	693098000.0	657739000.0	0	0.0063398481383720754	-0.07099621047009178	False	0.0020316622691292875	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10.0	185288000.0	199353000.0	189741000.0	201132000.0	196669000.0	190028000.0	0	0.006461528271340716	-0.07970662957640465	False	0.002058047493403694	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9.0	356334000.0	317076000.0	341925000.0	313458000.0	321489000.0	347234000.0	0	0.006632322725280208	0.13511506927887237	False	0.0020844327176781003	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P09348	MOTA_ECOLI	motA	Motility protein A	4	4.0	1976070.0	1816940.0	2001350.0	1866010.0	1872330.0	1998170.0	0	0.006773064768905013	0.10522153576644529	False	0.0021108179419525065	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33235	FLGK_ECOLI	flgK	Flagellar hook-associated protein 1	11	11.0	17048900.0	15137300.0	16500300.0	14807400.0	15034500.0	16362800.0	0	0.006940607536868426	0.15012871297253869	False	0.0021372031662269127	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6.0	101758000.0	93136100.0	105538000.0	95193500.0	94330500.0	105727000.0	0	0.007045750953366653	0.14720041775870998	False	0.0021635883905013194	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76010	YCGR_ECOLI	ycgR	Flagellar brake protein YcgR	1	1.0	796688.0	160229.0	972971.0	107901.0	113624.0	734220.0	3	0.007519793155763734	2.7134496669869095	False	0.002189973614775726	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11.0	855451000.0	944992000.0	878142000.0	926715000.0	931295000.0	842011000.0	0	0.007727120072066771	-0.12206197811899737	False	0.002216358839050132	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76576	YFGM_ECOLI	yfgM	UPF0070 protein YfgM	7	7.0	72859400.0	75219400.0	73190300.0	76079600.0	74763900.0	71899400.0	0	0.0077675054746973215	-0.052732999382606276	False	0.0022427440633245384	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9.0	59562200.0	63422200.0	59343700.0	62503600.0	63860600.0	60953800.0	0	0.007769674983366012	-0.07750464579701721	False	0.0022691292875989446	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2.0	18100000.0	22794800.0	18012700.0	22062900.0	23690100.0	18340800.0	0	0.0077832062896721465	-0.33208558314630987	False	0.0022955145118733512	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77774	BAMB_ECOLI	bamB	Outer membrane protein assembly factor BamB	11	11.0	76525000.0	72834100.0	75581100.0	72620300.0	72645700.0	76727600.0	0	0.007842605122306012	0.06930909986207372	False	0.0023218997361477574	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
