protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P17993	94526638.73872748	93751169.7767196	93903212.78480166	98325359.9082385	97053676.401959	97055145.12644118	0	0.005054665382783674	-0.05149099227718376	False	0.0007164031620553361	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7K6	2758275884.1933656	2710254609.5444794	2720745372.030228	2573266231.5555463	2536135313.2545195	2609666228.9523134	0	0.00541172045329267	0.085309262859317	False	0.0007411067193675889	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P02144ups|MYG_HUMAN_UPS	140687.69021896902	185115.3906250002	150103.7020621763	1385189.2626203438	1693399.9150014503	1746529.2950084072	3	0.005440777861937994	-3.341813443850121	False	0.0007658102766798419	False	True	Human	True	False	False	False	diann231	directlfq	min	1.0
P0AED0	409276935.8401871	407901245.71306926	398206864.5731247	381400958.735964	368131949.78560746	367596438.96627885	0	0.00549923880253121	0.12161720765247258	False	0.0007905138339920949	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6R0	277429912.1969752	264172821.4126217	272912450.8243602	303121225.9668545	302413344.05830204	294964670.2245087	0	0.005548379922694831	-0.14478346478077633	False	0.0008152173913043479	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8L1	1386577883.796438	1416506359.6004806	1412796087.0747583	1500161590.0041776	1466208595.356819	1475675215.1072526	0	0.005572111677041235	-0.07539022214779142	False	0.0008399209486166009	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAJ5	43757373.64726578	42687308.244518414	43835659.85597402	40185986.56736041	41337327.22245792	40625241.429456525	0	0.0057607278134654055	0.09298260986958945	False	0.0008646245059288538	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7L3	1293147029.582416	1361293379.3928652	1318628572.4788268	1497973191.9836593	1455569309.5575156	1444828610.7054954	0	0.00587872726467961	-0.14671549453004534	False	0.0008893280632411068	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P17446	20465674.763334274	16026172.138806315	16760126.73040186	117854.91136158448	146591.40360551962	167206.98369487724	3	0.006030042473806154	6.9468181719812305	False	0.0009140316205533597	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A915	294668541.4318811	288331336.6012873	300726591.47096044	359387056.70558107	335830842.5433849	351212449.0783107	0	0.006039384469577471	-0.24380448555497683	False	0.0009387351778656128	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8A0	48859530.61473066	48012121.94592287	45616970.62481805	54269963.33560859	54766938.04265254	55997577.34228005	0	0.006138768246353636	-0.21192072752641375	False	0.0009634387351778657	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFK9	227483829.73438007	219028705.17899415	221783919.77429277	252721616.09242532	243275917.8194118	242211755.57789835	0	0.006306579507524036	-0.1435416715954705	False	0.0009881422924901185	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P01579ups|IFNG_HUMAN_UPS	140687.69021896902	185115.3906250002	150103.7020621763	3287667.695944163	4265208.234571428	4076413.8027244634	3	0.006337626481971204	-4.610940158906594	False	0.0010128458498023718	False	True	Human	True	False	False	False	diann231	directlfq	min	1.0
P05413ups|FABPH_HUMAN_UPS	140687.69021896902	185115.3906250002	150103.7020621763	3087246.492343743	3946443.940183903	3925746.417374558	3	0.006399854484559037	-4.525350840375838	False	0.0010375494071146246	False	True	Human	True	False	False	False	diann231	directlfq	min	1.0
P0AEG4	36423687.17871382	37363867.74907675	35068849.523393266	43289070.8277705	43067276.02648266	42718401.05411959	0	0.006856283723407045	-0.24578049096519108	False	0.0010622529644268774	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P05793	170905062.0998536	168675290.30589032	168788575.90466163	162222457.4317427	157706563.27314976	159164284.62227222	0	0.0069258241436283095	0.08556920108011232	False	0.0010869565217391304	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8F4	75710297.82547688	76600494.9571275	75645659.36229296	78349248.31834611	77580685.4483093	78263769.45445246	0	0.007054733011727673	-0.038944042304808114	False	0.0011116600790513835	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06732ups|KCRM_HUMAN_UPS	140687.69021896902	185115.3906250002	150103.7020621763	1851712.6476220947	2203103.7290192298	2453741.3879331364	3	0.007183050553303888	-3.7735869691961126	False	0.0011363636363636365	False	True	Human	True	False	False	False	diann231	directlfq	min	1.0
P0A7F9	24869288.13900388	25754358.505823266	25126068.860239744	23766045.556297038	22722316.719178654	23059005.05425662	0	0.007393323376669584	0.12324456671256845	False	0.0011610671936758893	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADZ0	334892596.40391946	337439306.6896328	352490691.4474637	296845323.69902664	299266388.6134528	292044557.41151303	0	0.007452218733784224	0.20648874464437048	False	0.0011857707509881424	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
Q57154	13905859.685417805	13277866.79664538	13996367.025088284	11244057.513433851	11283244.129271151	11216275.499539258	0	0.007848934274784657	0.2873341846649224	False	0.0012104743083003954	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8Y5	208203717.3748402	212047811.6004137	209675033.6203389	204450520.8459184	201214435.00251317	201131896.8961403	0	0.007898124623782345	0.053970044911822355	False	0.0012351778656126482	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P67244	1992054.9735082895	1936716.36608624	1712026.2331637351	2354823.0603601173	2609467.7136533963	2396680.6540645496	0	0.008031052065188006	-0.38399700653065005	False	0.0012598814229249013	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6B7	885692075.2939197	886786124.8037075	868817870.2479676	916992084.395902	926558343.7878646	910900731.4564868	0	0.008066568737862741	-0.06051885574664701	False	0.001284584980237154	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7S9	2500614765.353086	2534687171.628043	2585307326.1040354	2688763705.8803835	2800191096.8156047	2750044899.5185094	0	0.008425043441097079	-0.1125628453675647	False	0.0013092885375494074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFX0	12532831.7787476	11722621.865980543	12147254.15929456	15117409.904833533	14583318.204618476	13846721.285098298	0	0.00873914966521452	-0.25854245277750737	False	0.0013339920948616602	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P02788ups|TRFL_HUMAN_UPS	140687.69021896902	185115.3906250002	150103.7020621763	8929397.340702124	11333442.735912628	8372902.501816595	3	0.009224515073045005	-5.910994188715388	False	0.001358695652173913	False	True	Human	True	False	False	False	diann231	directlfq	min	1.0
P0AEQ6	8813793.001822649	9189385.842560774	9185410.156960102	9913766.272334589	10068653.51817212	10503350.091871656	0	0.009310016835801621	-0.16513469786503485	False	0.001383399209486166	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEB7	67413475.52208227	67560850.61081284	73019304.53137513	80447882.36160932	79098315.33598705	83195683.62097023	0	0.009393206831390454	-0.2228836946888758	False	0.001408102766798419	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7M6	932079654.6907742	874613184.2196193	847502147.7835332	1127621340.743098	1022343939.718089	1072014425.2233928	0	0.009407547711592355	-0.2796730467963763	False	0.0014328063241106721	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A799	12117854154.703562	12346088859.188978	12420042967.691189	11869704075.57033	11585463505.940023	11574796775.72744	0	0.009681750748305774	0.07440505326891894	False	0.001457509881422925	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76002	38189323.82487165	37424099.009145305	38519942.34577672	35437115.77694257	36520448.8066022	35930646.69164262	0	0.00994051873224755	0.08118337047795667	False	0.0014822134387351778	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39406	141502675.5228736	139757582.3950401	142542366.72016004	136338560.91372108	137393847.60470617	135239166.5961467	0	0.009957657025116924	0.051391947899668056	False	0.001506916996047431	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64493	1117885.4934550836	1075624.25	1190070.5647428308	1827897.8228891096	1568239.6239942978	1630289.377149855	0	0.010345510891112112	-0.5709825534448137	False	0.0015316205533596838	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0C018	1026947869.1010731	994382734.8520436	1028952220.4359407	923459046.0728308	923805834.096508	915995368.7611072	0	0.010450655465163692	0.1425715723652384	False	0.0015563241106719369	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AE85	7592006.505313322	8566068.430245109	8033845.856811836	9653006.775302531	10358234.45231363	10964700.95594097	0	0.010611625195628452	-0.3566228438443754	False	0.0015810276679841897	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P68206	71781144.06430618	71047556.01313178	69977617.83483739	76693813.93184014	75448853.01151744	74098316.28550555	0	0.010667794000343029	-0.08831931212672109	False	0.0016057312252964427	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6I6	13028872.012345543	12523958.23120992	12887527.345017651	12160214.632826053	11780750.529333591	11690977.114211408	0	0.01088088865163622	0.10945063065858854	False	0.0016304347826086958	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P68767	146246882.8030324	144735058.58366293	145577529.52023605	154765469.54831177	151287888.53550354	154577328.09662455	0	0.010930248764067358	-0.07743232309737919	False	0.0016551383399209486	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7J3	7870693140.1482525	8126044615.096438	8180602968.264596	7339885872.580237	7545449062.7188225	7591910161.607779	0	0.011000178436882611	0.10519034685307772	False	0.0016798418972332019	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A912	1438468286.2943227	1502834101.2912962	1494962700.8705864	1344995267.82209	1336649151.9553828	1372155287.8264332	0	0.011107810550398764	0.13007076704932768	False	0.0017045454545454547	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P25714	104612723.62056752	102452290.3789896	106676195.39441513	95947222.6434963	95449183.1851426	99308733.95631216	0	0.01110930483530291	0.11001845812421808	False	0.0017292490118577075	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACU7	15709565.924992232	14903470.62512756	17342443.609186225	21122136.948572192	20509661.97344541	21463673.482035805	0	0.01116375478179321	-0.395840794167924	False	0.0017539525691699605	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24202	29380895.60560222	28547282.527554102	29780547.99475364	26587757.58066231	27198906.66070958	27522936.09053109	0	0.011186429713054778	0.10929468005593913	False	0.0017786561264822136	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6Q6	357543422.33375007	356657204.45778215	352287518.68967646	363521486.6481568	369287382.1534872	365163191.4492869	0	0.011388030702861353	-0.041973413472337066	False	0.0018033596837944666	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A707	679290585.9934092	657080008.6415101	676644297.753056	740610542.9726131	708381072.2230386	730732787.2998726	0	0.011451888482332213	-0.11478789127401864	False	0.0018280632411067194	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P36566	2455743.839065251	2190308.7777648643	2397531.372877188	1661687.4600226688	1643101.6896860932	1690931.4272132674	0	0.011773821154181074	0.4956169171131579	False	0.0018527667984189723	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9S5	307624934.99777406	314393884.5425208	328419652.979999	363027950.8493108	354613374.08768755	357255856.37917763	0	0.011788412029597541	-0.1775335253708643	False	0.0018774703557312255	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P10442	2812675.534102849	2799863.875573931	2692012.511574087	2486448.417559692	2582817.968111808	2572422.0207175724	0	0.011962499160190014	0.12001089622793483	False	0.0019021739130434783	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07021	13091333.305498738	13388201.417736284	13184331.909539543	13929776.477719814	13778566.028204951	13613474.73317722	0	0.012057520156956927	-0.05907837645423786	False	0.0019268774703557314	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGE0	800927206.1146842	779184584.5268624	796670812.8440119	758589302.4995143	748889564.1727155	747580580.6971236	0	0.012252629233394565	0.07584448474441162	False	0.0019515810276679842	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG90	307907741.7105801	306134816.35328203	305110505.3377528	283025751.1522825	291162392.5391002	290040355.2039274	0	0.012433770961968836	0.08889232238407323	False	0.001976284584980237	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8W0	22296302.0033562	23709979.418700125	23408886.466187757	24990487.6922485	25903041.91924012	25863102.325469486	0	0.012473805463989837	-0.14504046767528997	False	0.00200098814229249	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P26646	129075576.51238464	120732050.62934428	129498841.35086924	149088417.40748936	141684538.45828313	140041160.99836072	0	0.012592272668590134	-0.1837015499080133	False	0.0020256916996047435	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7D7	161975076.0096015	161536004.3511562	161864308.41098315	179533617.3303925	174519701.30370095	180705208.5781789	0	0.012703617693573784	-0.1397866249700244	False	0.0020503952569169964	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69795	1862894.9381271023	1499184.2688969462	1774514.873677574	2389789.0983624468	2244446.988563097	2678768.310965441	0	0.013148414364786976	-0.5096521604057802	False	0.002075098814229249	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P62617	18787036.74417122	17733263.72117996	16839960.7274063	20987255.227042325	20195183.787146788	21543375.510907207	0	0.013508820008694172	-0.23329357147294216	False	0.002099802371541502	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AB71	4603145768.421359	4598199483.634871	4758728450.900165	5083883124.178135	5090260285.941677	5093004668.741133	0	0.014134951572980687	-0.1291240318264089	False	0.002124505928853755	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG55	5238290552.184762	5354218374.069025	5369323920.709259	4952204067.441549	5105865043.208032	5092791243.1262455	0	0.014489698520978202	0.07522660057587856	False	0.002149209486166008	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76268	176913382.60637003	177537892.9533901	183602149.804054	190304591.5778344	193400093.5708418	189064153.68030727	0	0.015330694782308281	-0.09020357516088245	False	0.002173913043478261	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC53	595247280.6609097	583593496.0690087	580370699.3378694	610826411.0504458	603952646.8474379	617758291.2478628	0	0.015874810798324746	-0.058913681749697834	False	0.0021986166007905137	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37349	67885013.71513961	67234006.95530316	66629383.9388885	65199405.96349616	65602406.49032944	64188154.413414486	0	0.016069860610567827	0.049157372397660964	False	0.002223320158102767	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37329	171336570.0184221	172299724.96286926	171435560.31813633	174063797.25766307	173125001.73508075	173118296.42175493	0	0.016416409346144543	-0.014589671375545678	False	0.00224802371541502	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A884	159036611.79565528	155296838.6313735	153404918.02189335	162093307.55273715	164780616.08786786	167004670.75266942	0	0.016919882098210652	-0.07845466352867193	False	0.002272727272727273	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AF93	1043649140.205395	1041685999.7743022	1034863244.616876	994432969.6518804	973303731.5545046	960366220.2665468	0	0.01772660716047103	0.09167149507505806	False	0.002297430830039526	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEM0	46669848.76518051	45087513.65779296	45698979.37062232	42759138.51455872	40916592.221475214	43176756.29025222	0	0.017797595696449866	0.1158216650338008	False	0.0023221343873517787	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AD59	55977705.07774989	54320155.10719418	52808240.86592502	60534926.61916621	59669867.64374937	59577562.22061918	0	0.017910526093657616	-0.1404406966468189	False	0.0023468379446640315	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9Y6	2759138756.9718485	2743985367.396862	2630416775.702322	2572073140.160962	2459956957.9849296	2460792057.1861267	0	0.018156966323366976	0.118374350760559	False	0.0023715415019762848	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A993	462554622.0883119	467717844.76863694	469414118.6966949	475840762.5232451	479336416.7451369	477335823.996571	0	0.018821729337493893	-0.03344441619482909	False	0.002396245059288538	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06715	133565181.50818253	134850322.0693033	133998397.72883424	140562458.98334056	144095711.72827855	140229061.3960381	0	0.019022982027835717	-0.0783998476004278	False	0.002420948616600791	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGG2	18921710.358128373	16825222.173428517	17947677.87816961	21550896.89083407	20021381.228443947	21066023.646648705	0	0.019614696725509684	-0.22226781403873253	False	0.0024456521739130437	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABX8	33697974.23390678	33172662.588985115	33888097.756206125	30751023.751535963	32180590.83505189	31050225.55729712	0	0.019929379877741488	0.10045098782501796	False	0.0024703557312252965	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69924	153686623.53047183	146967569.20398766	147375361.9466258	163118574.26512596	157202456.18223184	159682551.9591	0	0.02023229200521854	-0.09945126900157529	False	0.0024950592885375497	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69441	1535587786.3633626	1481425535.178497	1490528444.3100393	1665929515.6323297	1579004397.330254	1634035148.6956532	0	0.020265991300171968	-0.11423547552534684	False	0.0025197628458498026	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07650	268375080.82458603	268318003.2641253	267036129.1095689	285140335.3735119	279636834.8013019	278307678.867018	0	0.020780371760765956	-0.06896831239905032	False	0.0025444664031620554	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P22564	346225.7387173432	401783.12499999977	434736.9340886267	565269.820082256	548376.5360485342	556400.3281740631	0	0.021272068437364115	-0.4977483971171872	False	0.002569169960474308	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6L0	476422923.5511083	471489628.3578271	468037652.8680663	462288546.00598174	454675252.7801412	450877026.9321706	0	0.02138482247992629	0.04987017554608274	False	0.0025938735177865615	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEI1	308404353.2547833	299631733.5096317	309621211.4000562	318440188.36171234	323987299.00395995	322185013.4921871	0	0.021494623880035594	-0.07199403128782196	False	0.0026185770750988147	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P41159ups|LEP_HUMAN_UPS	140687.69021896902	185115.3906250002	150103.7020621763	1607594.6964003425	1101693.8910027966	1103061.7930191956	3	0.02159317693421836	-3.001929796731874	False	0.0026432806324110675	False	True	Human	True	False	False	False	diann231	directlfq	min	1.0
P0A9M2	154307537.43375808	147528665.1166697	146910345.06212673	167710930.28673485	162150801.05502954	158457003.12000462	0	0.021793765462665256	-0.12192228862185533	False	0.0026679841897233204	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P02413	2942253807.8652616	2975091502.6633177	2974561376.6142707	2753751578.809616	2822562482.6475096	2697492859.079604	0	0.021997812596492725	0.10394151770753925	False	0.002692687747035573	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39347	7635719.2782901	6684531.038582614	6990344.579454012	5159342.234826601	6125437.242115293	5750013.768076565	0	0.022973232402830304	0.32308643002645926	False	0.002717391304347826	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P68871ups|HBB_HUMAN_UPS	6408026.196450915	6689741.372978664	5146034.740671824	9119098.145949569	8892809.921025848	8822090.475299003	0	0.02317453269779436	-0.556655604698129	False	0.0027420948616600793	False	False	Human	True	False	False	False	diann231	directlfq	min	1.0
