protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P06396ups|GELS_HUMAN_UPS	144568.49227550605	5716349.324228263	8549698.201195432	543086596.5805552	563835506.41176	546750703.4979746	1	1.880653068095873e-05	-6.842397994364704	True	0.0004220456802383317	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	7084322.790798902	10145655.365480026	9660142.733016094	331198832.28092	341872907.5164801	337207777.8031572	0	2.245851708848215e-05	-5.231534452393619	True	0.00044687189672293944	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	5017607.80052887	105410.93749999993	3970726.468937342	150958167.77726403	152168190.25239962	152501775.0172406	1	2.4682862300158278e-05	-5.646838437179456	True	0.00047169811320754723	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	562639271.4517238	553850307.1438962	553790106.9617219	3	2.78828048230485e-05	-12.15280592305131	False	0.0004965243296921549	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	71850761.87444922	73445511.24910128	72625943.24205688	3	3.9883079604779736e-05	-9.21460140973546	False	0.0005213505461767626	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	5720721.859557472	7026626.394394719	11959721.657758944	600475594.0730991	627253222.4305761	619535339.6192502	0	7.966184516697595e-05	-6.224322447049366	False	0.0005461767626613705	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	144568.49227550605	6648901.152630556	116821.21025967156	396688562.89959	417178724.94983226	417555922.7762609	2	8.483421755748413e-05	-7.47736451625223	False	0.0005710029791459782	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	16405084.74164311	15428765.894626947	15440534.753826754	946069009.427316	976821633.150834	961509354.84698	0	8.636375783660978e-05	-5.931068733637685	False	0.000595829195630586	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P36929	2598934.405413098	2505325.1252860683	2669681.959946827	1433055.1023165616	1587078.0484666056	1567512.7303898295	0	9.768828973080437e-05	0.7608922149881253	False	0.0006206554121151937	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	221143720.42975935	227308265.0904221	220290264.50669092	3	9.841971564228491e-05	-10.832238395629226	False	0.0006454816285998014	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A912	1515127440.4120004	1494886687.0110753	1497362302.5878108	1351904727.112141	1358390308.9644446	1343584796.8588612	0	0.0001037105585546889	0.15298461625540313	False	0.0006703078450844092	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	53961903.328509055	55669100.2734228	53556449.07190872	3	0.0001415731809382707	-8.79731826249042	False	0.000695134061569017	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	383407717.65628654	399338621.434342	386310540.6762463	3	0.00015807702526005274	-11.638061348283083	False	0.0007199602780536247	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	11589059.644166548	19426269.9939711	16375291.771265212	818514440.0407525	804493121.984345	774622730.7753491	0	0.0001841239880150285	-5.660863828119098	False	0.0007447864945382324	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A850	10129650108.01252	10120924240.177538	10199563409.188423	9676850868.250937	9738627191.22995	9699445645.231983	0	0.0002351524339153069	0.06468991673030833	False	0.0007696127110228401	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	164449280.87248385	171617542.9199837	173231397.70963198	3	0.000252948193263664	-10.439298807622098	False	0.0007944389275074479	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	23375604.996627346	21424037.265862744	21045886.2935202	457351589.4826601	442264922.3561659	431423600.044469	0	0.000283179197837672	-4.337324765221808	False	0.0008192651439920557	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	23052651.31942522	25380220.8372332	29237285.17973649	167642080.53497162	181232558.9052677	165213930.22649497	0	0.00035011142250138437	-2.726584641774995	False	0.0008440913604766634	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P28635	390952290.0202978	404026983.9140549	397065177.1703383	462142262.5295803	464321651.8220183	451485893.8006591	0	0.0003522198318606568	-0.20908530418581764	False	0.000868917576961271	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	19084639.42490017	18504017.29709244	19648034.885807216	776251062.7621301	808168699.7974982	759174916.6955893	0	0.00035244255183093637	-5.355638985543411	False	0.0008937437934458789	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	34751323.34771593	37108759.72574752	36287978.316703856	3	0.0003683514342629814	-8.203795932827965	False	0.0009185700099304866	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A6J8	341731148.7916795	342149629.8570694	345800833.70233405	369251393.2547248	363933384.7402493	367569239.6620841	0	0.00037852114120003733	-0.0962937990837978	False	0.0009433962264150945	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0ADY7	1429557883.0470638	1404888709.460534	1395835370.8962371	1272090290.2097452	1254073944.0623353	1245064828.2455328	0	0.00038104463682857526	0.1657190456307792	False	0.0009682224428997022	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	244397531.32050803	261772350.5982037	250498236.13485664	3	0.0004072564636036115	-11.010448787309643	False	0.0009930486593843098	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	3644401.301223554	4340333.168558979	116821.21025967156	186506688.5498223	184291015.7097371	169901625.66521496	1	0.00045055296298026097	-6.060483793958777	False	0.0010178748758689178	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P27862	14355016.177712264	14920949.845920963	13867135.927465249	127957.23024210798	134954.10362563297	148701.47263152126	3	0.0004545085155533441	6.711698229041296	False	0.0010427010923535253	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A7J3	7795222588.190836	7849378471.538866	7846707231.293817	8254528393.023501	8189816533.842805	8171370702.6758	0	0.00048493843609064577	-0.06745261933489217	False	0.001067527308838133	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	11504356.251045302	5341811.521323959	9904485.064108592	661907523.9359272	648845182.9872817	610275877.9955832	0	0.0005138166545756908	-6.166161076046448	False	0.001092353525322741	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A814	671452.7478779191	740674.8124999997	713639.1913450337	127957.23024210798	134954.10362563297	148701.47263152126	3	0.0005275593088405907	2.3686235322652998	False	0.0011171797418073487	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P64463	550921641.5222136	566109794.6638266	559304151.0946916	631382209.77403	640979895.7768351	622353875.649266	0	0.000571997025380109	-0.17667061145258287	False	0.0011420059582919564	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P24171	76402130.9300038	75895826.5763895	76787563.47799484	80535960.54686442	79911026.61601846	79644838.61686759	0	0.0005782971412887867	-0.06770000799287379	False	0.0011668321747765641	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	18501957.51237006	22662403.31749481	23337700.03038701	1240937707.4175398	1280024317.896894	1350579487.5089931	0	0.0006229979960698689	-5.907419045577181	False	0.001191658391261172	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	144568.49227550605	105410.93749999993	5341581.629357101	587828245.1994239	603801644.5258735	550614481.4960726	2	0.0006491795637520417	-8.283480165791854	False	0.0012164846077457796	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P60422	4445138860.03921	4482292089.19417	4409136925.630915	4171305571.2970967	4138757803.1176	4086088959.402816	0	0.0007389536129249599	0.10549505197695244	False	0.0012413108242303873	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	50407129.60116028	47684406.79513615	32371274.882902	2040277495.4852571	2222423677.174141	2220439272.7913566	0	0.00074125073189869	-5.634982299612188	False	0.0012661370407149953	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	83286358.98821309	85412674.47141495	91198238.00082842	3	0.000745686624126163	-9.468729616060807	False	0.0012909632571996028	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0AFW0	6143313.824122324	6046053.774983327	6657677.726276311	3097958.5221362803	3317980.890927571	3868439.339880406	0	0.0007776545631204798	0.8738837203203604	False	0.0013157894736842107	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P24186	137191220.27047536	136149277.73714393	141221665.0584862	119488473.3621113	120845860.4715432	116827366.20628788	0	0.0008318351179856871	0.21501106575703832	False	0.0013406156901688184	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	62286115.6026017	63701039.23324992	57750264.70801231	3	0.0008607825006645354	-8.968433600704035	False	0.001365441906653426	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P04805	916493045.19872	939879060.2968496	927182107.9371794	1008433429.8344043	1036162211.8321972	1024586317.047482	0	0.000939409086180061	-0.14092599769003586	False	0.001390268123138034	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AA04	1079807619.5940795	1041348457.5975146	1071606148.192148	435163246.8413369	498635927.3946779	388242382.9531259	0	0.0009438522294649416	1.2720375876835126	False	0.0014150943396226416	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P77295	144568.49227550605	105410.93749999993	116821.21025967156	2805359.793834116	3130421.7913543326	3015007.524376113	3	0.0009514289973248694	-4.608946815842473	False	0.0014399205561072494	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	67197426.32234761	105410.93749999993	116821.21025967156	740314625.1026242	742328365.5177907	739216806.2833512	2	0.0009518483877219857	-5.042454653851562	False	0.001464746772591857	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	79504357.77326599	75183541.6474382	71418934.37885569	3	0.0009620469673688861	-9.267792724772377	False	0.0014895729890764648	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P75745	6389042.446645155	6781660.755012302	7574490.061867481	31358060.662328683	28002032.71941461	31297166.88746995	0	0.001010207609189314	-2.1276454650404597	False	0.0015143992055610725	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A932	253817129.54286423	257813749.50237912	252046649.7499245	228870495.93286708	235508103.08842564	232639253.85759827	0	0.0010474061506128645	0.13176796440680483	False	0.0015392254220456803	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A9C5	1639445904.497059	1647615966.907653	1614802331.1999936	1448001818.442454	1444344206.0404809	1456357204.4073167	0	0.0010751330099163009	0.17274525999234966	False	0.0015640516385302882	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A8J8	292553805.00388247	288481611.6075516	286548541.5959112	263334448.32670155	266857504.4181104	258967601.57290688	0	0.0010861730661959066	0.1366863600098734	False	0.0015888778550148957	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0ABD8	547124375.3294411	535146045.2053232	523291848.7556654	451737317.7945492	421486241.5779972	433598775.92810816	0	0.0011253512210268057	0.29701560123944304	False	0.0016137040714995035	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A7M6	1039288731.7246816	989003883.0468938	1018410660.6660056	1193335431.6732385	1155158570.3837664	1198750588.6405318	0	0.0011519528082743536	-0.2194498109608866	False	0.0016385302879841114	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	5664531.242382396	5587083.0147632025	4241980.757648769	227981480.8895113	256162223.46937436	248767819.2024628	0	0.0012062173244755576	-5.563895208025961	False	0.001663356504468719	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P14497	144568.49227550605	105410.93749999993	116821.21025967156	2140040.66011981	2022290.754403737	1872548.934331056	3	0.0013638259673914718	-4.040257106104515	False	0.0016881827209533269	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P13482	1611451.8142464436	1832210.1972969207	1781207.841391435	127957.23024210798	134954.10362563297	148701.47263152126	3	0.0015995127522265647	3.6660353267557597	False	0.0017130089374379346	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AG67	10603920614.369688	10787270350.806725	10697814604.237543	10066057723.758598	10250204860.714598	10149985304.472675	0	0.0019664772034379465	0.07486724759055483	False	0.001737835153922542	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P22524	84596585.58082265	85492813.92830545	80016917.332111	100851880.09854773	103363420.86521384	97436120.77490468	0	0.0020598333034255326	-0.2703408864822547	False	0.00176266137040715	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6Y8	4159852798.057416	4172996433.88102	4223973377.2798953	4010819007.197905	4018390134.352837	3966553129.8309326	0	0.002065234511407121	0.0659466127519451	False	0.0017874875868917578	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13445	126923848.57808016	125065090.05319156	128104383.0537798	134114089.10992776	136602373.08157325	134777063.3483009	0	0.0020670312265037333	-0.0933252023252067	False	0.0018123138033763657	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37051	71078336.8579837	73973579.53443903	71775607.71820323	83424398.05743642	80028275.03913957	82544636.04690886	0	0.002094458193470639	-0.18209463045409818	False	0.0018371400198609732	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9P6	385085297.0856001	388813491.9596234	392836223.0546763	411064825.7069891	407044540.59579176	414990046.1010173	0	0.0023150173561634632	-0.07981217988755669	False	0.001861966236345581	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	37096380.77249103	41553595.64200296	43836330.90320853	3	0.0023547956340534823	-8.383408608443089	False	0.001886792452830189	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AC38	4652283132.216466	4620241671.057678	4633083153.135384	4420358158.942291	4476982399.943157	4465511842.48891	0	0.002459554912000154	0.05743882623159385	False	0.0019116186693147964	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	83823830.31330495	75195078.20248106	89481028.23105857	3	0.002512239856650423	-9.40403361291382	False	0.0019364448857994044	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A9D8	1612894176.3323953	1616743966.8873982	1605256462.2883055	1735871511.153098	1745946627.5539515	1714441952.404863	0	0.0026415983192404216	-0.10398920341298794	False	0.001961271102284012	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A809	3371773.6587770176	3718879.811030778	3367970.22098149	2206116.877587702	2472187.1985046454	2576168.8104874226	0	0.002660032133144124	0.5277503153966998	False	0.0019860973187686196	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76112	6074136.758948109	5513226.286448955	5952195.988303771	7477488.530139435	7694760.937562281	7117531.337582319	0	0.0027130733009592452	-0.3457699523044603	False	0.002010923535253227	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21889	674709522.8039436	672955179.7798591	691575495.8153508	621530029.7491343	616865589.0493503	636198711.7852612	0	0.0027353842637296874	0.1214532931574449	False	0.0020357497517378355	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P68187	31180168.314739916	32032350.82849733	32647822.620779537	36612242.923126034	36057410.52750598	35115193.36219077	0	0.0028689898102608686	-0.16914837904166932	False	0.002060575968222443	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52143	144568.49227550605	105410.93749999993	116821.21025967156	58248266.12809862	48866857.44593334	57496600.99215423	3	0.00300806468672898	-8.809855224565434	False	0.0020854021847070505	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69490	2645828.4547842126	2563382.0387192136	3032349.82389933	127957.23024210798	134954.10362563297	148701.47263152126	3	0.0030105000239932585	4.323557724125598	False	0.0021102284011916585	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAI9	175780734.58849952	189801848.9984309	194981840.42935413	234914843.10031468	245101862.9171487	233261275.44701117	0	0.0031359784135072217	-0.34758425172632207	False	0.002135054617676266	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13033	8551654.324027188	8679777.407526748	8197707.966848288	7435401.165319758	6928031.564824185	7018063.301479676	0	0.0032294798786383426	0.2501198547364831	False	0.0021598808341608744	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9Q1	932356523.0853308	933439818.287104	947510356.3894424	866723033.6755072	875078086.4105533	846770597.3210382	0	0.0035420541801085836	0.12011055006654436	False	0.002184707050645482	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADG7	1072787868.375091	1069859028.3634952	1075600159.470136	1020847899.76662	1022655247.6195652	1007547622.3252132	0	0.0036056692481133325	0.07696889547876473	False	0.0022095332671300894	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23256	1899840.412285101	2300544.499999999	2223059.6752712987	127957.23024210798	134954.10362563297	148701.47263152126	3	0.0036596365665962447	3.9639873789522944	False	0.0022343594836146973	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C0V0	393711929.0058983	385925253.4171482	389997035.8646973	361018817.1014381	362186459.6587737	370801861.6677864	0	0.0037140709063072097	0.09643527206384987	False	0.002259185700099305	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27303	36656470.51828723	36454795.21762614	36635701.07932488	39200966.89833914	39243846.70677953	38604425.19064537	0	0.004031958050252381	-0.09293448509623464	False	0.002284011916583913	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAP3	25539960.59849293	27785441.230226647	26732653.757108584	31573236.17566911	32780305.99760473	31264626.79726843	0	0.004049933537330839	-0.2562382026019875	False	0.0023088381330685207	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABS8	5164977.103309021	4863485.083678651	4793785.303509065	5900619.2572592925	6424956.006822273	6310709.285467732	0	0.0040584704279471966	-0.3303500442190821	False	0.0023336643495531282	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8B5	45096710.95243297	41992664.24052043	46260885.45903447	35181485.59175228	35323615.96974089	31610538.950023435	0	0.0041196079869090865	0.38501679174957326	False	0.0023584905660377358	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	144568.49227550605	105410.93749999993	116821.21025967156	33777213.29244992	27760476.163706787	34132243.78710364	3	0.004207102917932211	-8.026925625087655	False	0.002383316782522344	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A7M9	315253403.52114475	329004677.15844417	327913126.6199399	360779884.7568981	367088080.9505218	367104938.5595466	0	0.004235949567203834	-0.17161285823866876	False	0.0024081429990069517	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8U2	794243.0534405713	729382.4230981263	889490.7231193739	127957.23024210798	134954.10362563297	148701.47263152126	3	0.004274985024249956	2.5515376132643803	False	0.002432969215491559	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76256	19937344.92805057	20282074.18762096	19389749.94805568	17304191.25410234	17407903.891800374	17055808.262624178	0	0.00435523798482062	0.20347637218332262	False	0.002457795431976167	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGE0	754208032.5590057	752282868.1343507	738077850.8412602	783931131.2947265	794984376.1285645	783684950.2837179	0	0.004469193429606983	-0.07393738705925255	False	0.0024826216484607746	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06996	6089033983.667975	6229491767.88272	6133532537.853625	5867399212.464381	5756155768.985757	5862884088.045763	0	0.004519442195122779	0.07754522553966287	False	0.0025074478649453826	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75823	61065760.59321222	66087635.67157009	62567568.15812551	78245275.10601626	78063346.6687962	72920288.42594619	0	0.004916074435017232	-0.27290990001852294	False	0.0025322740814299905	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21499	173732617.6158439	175868460.94533148	169169700.27410504	185340702.0293572	187454404.7263802	190390486.5384459	0	0.00495732722311425	-0.11851321105144712	False	0.002557100297914598	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23847	2795084.7499552234	3428643.314387137	3524744.129652104	127957.23024210798	134954.10362563297	148701.47263152126	3	0.005339208250045372	4.565816359067293	False	0.0025819265143992055	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
