protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02741ups|CRP_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	25605742.943237398	25260167.79919097	26675512.8120972	3	0.00027279772843870597	-7.234673926730714	False	0.0006076810889645114	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	183524192.71126693	189229325.7146721	178375312.22993952	3	0.00029151949636960835	-10.064024399796509	False	0.000631988332523092	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	90283048.96099477	87077643.72044858	85148166.70021975	3	0.00029369012760743107	-8.994000913328659	False	0.0006562955760816724	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A8W0	25825223.44295104	26184210.705421105	26092052.62531879	31401987.214280263	32126425.43012079	31469564.35475891	0	0.0002959323199908163	-0.28254677889686847	False	0.0006806028196402529	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	631110509.8293658	625408517.4874883	660949875.4648936	3	0.000297313747241445	-11.862766075774424	False	0.0007049100631988333	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A8C4	49095222.17640613	50007749.64636228	48784541.98143321	57063158.516109616	55557558.66968091	56640178.05451842	0	0.00031278951318705096	-0.1947484520377813	False	0.0007292173067574137	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	383683599.8889218	380181295.6976985	402499047.2069037	3	0.0003178069710991486	-11.145580920970609	False	0.0007535245503159942	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	177153761.78173935	182033576.86814812	169987730.88802713	3	0.0003937821562780182	-10.005379895438242	False	0.0007778317938745747	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	388791750.0852069	403839662.9271635	376867929.1663956	3	0.0004007997727251622	-11.14945394546658	False	0.0008021390374331551	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0AF93	1098348945.7107394	1079983348.3931189	1117804095.5644023	923960818.251354	956732113.7184248	936920407.6808912	0	0.00042682032861753017	0.22630229596321425	False	0.0008264462809917356	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	175132192.40975338	180531585.3472364	168029578.17232898	3	0.0004305957124185968	-9.990357101882852	False	0.000850753524550316	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	260296403.8864993	272550918.91607606	282469504.23896325	3	0.0005569749905105124	-10.628995590984793	False	0.0008750607681088965	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P69222	460289281.5797137	445791124.5763319	445079325.7031609	386477240.7022795	391450366.7517871	376651022.0680053	0	0.0006254151482902954	0.22683181037150518	False	0.000899368011667477	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	110336038.5214011	112588246.58124088	120042061.4395758	3	0.0006594044556771684	-9.379701819753128	False	0.0009236752552260574	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P37052	1828194.399113583	1788035.875	1814986.8400616767	1471840.7385756352	1534335.11896959	1473103.687299007	0	0.0006656167133703341	0.2780088311380849	False	0.0009479824987846379	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	169502589.83990693	185887797.1046314	178037614.50498337	3	0.0007086255782517176	-10.016928359221962	False	0.0009722897423432182	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	217227941.04365376	233350464.91604027	237174895.0345836	3	0.0007111010524550857	-10.38352595940681	False	0.0009965969859017988	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P22564	363797.6589545603	409982.4374999996	449264.2178437513	936114.3886454152	856481.4634713241	816673.5721756457	0	0.000735645871602075	-1.0931692419657733	False	0.0010209042294603793	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	99386231.60340832	100819096.89946626	92212346.73919876	3	0.0007477444920933906	-9.149665318279798	False	0.0010452114730189596	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0AED0	425926687.6819202	408473727.6189149	408158932.5230212	343652451.3874855	336512156.6271426	330033715.7434962	0	0.000790043468263179	0.29867620725987787	False	0.0010695187165775401	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	196816731.3718351	178936285.23982224	191882206.26910296	3	0.0007944380989669957	-10.106598914614997	False	0.0010938259601361207	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P17117	22374816.428225946	22292913.9570792	21694920.95951496	24577284.319040477	25093200.838771	25367920.34308706	0	0.0008106543048060337	-0.17725764567480465	False	0.0011181332036947012	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	270908975.9979435	297188163.07260936	276156201.52896047	3	0.0008140472448345746	-10.679310783176007	False	0.0011424404472532815	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A972	4281159113.25857	4346182653.048732	4537671957.390149	3082887728.6840973	3269336280.086646	2893873140.804128	0	0.0009872171624307866	0.5097925990106932	False	0.001166747690811862	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P13029	1819901141.9997904	1832298911.6519563	1841532552.009676	1905007319.758896	1918045186.9267128	1909675013.842244	0	0.001070973574145671	-0.06143501625207556	False	0.0011910549343704425	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AB71	4399337747.900538	4330610684.5074415	4474298966.902272	4868623010.665231	5034613684.276241	4940244117.20278	0	0.0011007034214809486	-0.16882737040857007	False	0.0012153621779290229	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AEB7	71172669.3042374	70117056.48063928	75019081.46662088	89836352.29817063	86369719.1498847	90985577.2162129	0	0.0011586965751734016	-0.30478250826076125	False	0.0012396694214876034	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0AEG4	34706550.76080547	36286273.56805249	33833563.8702545	43732237.69479511	41633386.12416218	43370995.00488115	0	0.001235182003914023	-0.2964205474031151	False	0.001263976665046184	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P27836	6774024.461112809	7249103.883907214	6826804.851731043	9152470.76848183	8803005.994441276	8557787.495857483	0	0.0012757631095730122	-0.34667154152013685	False	0.0012882839086047644	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P77398	5739329.022123555	6058343.766621496	5749929.592355786	7156525.8987748455	6928066.466976069	6870843.052599727	0	0.0012961258906882133	-0.2560505773583475	False	0.0013125911521633447	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P52006	10061810.155368002	9282264.46031792	8753049.519178007	14185717.947666915	13066532.38135606	13315058.113222713	0	0.0012970414867150293	-0.5298951140872251	False	0.001336898395721925	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P02930	990212753.9210004	968298955.8794614	983379353.864678	907010404.2865142	897775790.0333076	879797621.7301956	0	0.0013535549511112244	0.13204537717443413	False	0.0013612056392805058	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	49297650.07771404	43937557.12128043	49181216.32255544	3	0.001393052190761895	-8.111750328471157	False	0.0013855128828390861	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P17846	294243096.0489446	299116097.49292225	295357860.36784035	309745455.9208767	312200371.47560203	313855303.98567474	0	0.0013951220674260328	-0.07447780008725628	False	0.0014098201263976666	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	8774373.585869119	22776370.21171661	24887699.5907378	72888477.72457954	68215765.66695173	79905882.78550878	0	0.0015284061631697491	-1.9693623690486974	False	0.001434127369956247	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	14860784.787193578	14913504.75395562	16695657.977908136	3	0.001541171494822069	-6.4960047210285055	False	0.0014584346135148275	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A8M3	589218397.9902353	604907907.9009483	604086028.2026422	652930191.9412739	650623153.844796	668492026.4765286	0	0.0016332731467985115	-0.1331293599282532	False	0.001482741857073408	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8Y5	212963674.9528368	216585943.7756577	212056126.7703504	198035299.97746417	201961348.94296733	200280660.24173287	0	0.001782360230946963	0.09605792673508047	False	0.0015070491006319883	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76115	159877.5714303438	193965.62499999997	161005.84560953392	12296152.129230725	10615263.98899795	10706325.396523071	3	0.002428711311346325	-6.028929511119517	False	0.001531356344190569	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A855	452393912.45212126	443269741.0319786	436017175.0973226	407436404.17719686	400255335.36617655	394468036.7945002	0	0.002461285292065962	0.14761969089349533	False	0.0015556635877491494	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64483	14802548.604090223	15557419.695385598	15413687.126887964	17630510.238083366	16995416.745059617	17710423.078899294	0	0.0025022521465305624	-0.193295805972415	False	0.0015799708313077297	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	151139013.77232355	129356054.611144	130895136.03733306	3	0.002615780227720956	-9.642142242753067	False	0.0016042780748663102	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0ADP9	132925880.97498368	135844386.9100113	141468127.39023513	156652148.09582224	160073770.19830683	162455634.13009918	0	0.0026922513850235383	-0.22410984448164156	False	0.0016285853184248907	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG27	494170437.6724327	506703869.1857484	504487211.5250179	469481845.1064847	456969964.78615147	469253388.7121194	0	0.0030005607734540185	0.10911575026387242	False	0.0016528925619834713	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76227	13023210.19113295	14381481.010702452	14143604.811592652	16762487.401939606	17740727.207690902	17952423.11705669	0	0.0030127036561895123	-0.33630852622622737	False	0.0016771998055420516	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7M6	992930967.336584	910063132.8742676	892017085.2066472	1289028873.2920296	1176636446.1582649	1286964124.954916	0	0.003049457682139854	-0.42504778085691963	False	0.001701507049100632	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	16628132.059207246	15847241.2090387	19013197.101334043	3	0.0031226608641438357	-6.643958918345225	False	0.0017258142926592126	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AEZ3	580959217.9092298	591667307.8372049	591952913.7067987	541368679.2019354	554332444.3109431	555175382.8310124	0	0.0031794421286571515	0.09609217652064538	False	0.001750121536217793	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	29119546.45107329	24773124.422674604	24603667.142249227	3	0.003215368268368037	-7.252332056954165	False	0.0017744287797763734	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P69811	895856009.7540233	907105346.7066262	883532932.601139	821628048.2939402	845320154.6653876	822970527.2022754	0	0.00324584085249579	0.1096261170350359	False	0.001798736023334954	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36929	4892900.412988799	5947323.299741323	5461859.789883371	3338077.1950092413	2443159.519646919	2876253.2863588524	0	0.0033890207520254657	0.9130356398996996	False	0.0018230432668935343	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAI9	212224595.09314507	208333878.0937727	206766710.15424183	226456116.53515857	222884436.2708251	220719697.4894341	0	0.003635597063878517	-0.09507734590487932	False	0.0018473505104521148	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9X9	953196996.198085	935597739.8869948	972842700.6427748	1052083178.8088956	1053428330.8647135	1022911438.8798687	0	0.003799391358208086	-0.12859467433627395	False	0.0018716577540106953	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69441	1464033581.1829736	1424354535.343884	1402847336.901205	1570110886.210155	1553832398.3296812	1600455814.240449	0	0.003831325944891474	-0.13873778142886886	False	0.0018959649975692759	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFK9	237362164.15696263	223564800.88042867	228553490.9975173	260541885.89192748	274527832.2018094	262181447.16938585	0	0.003964966023161615	-0.20952464333815968	False	0.0019202722411278562	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07813	776219283.0709848	750490552.460646	752288775.1554393	816764369.773149	826538666.9823415	836782592.5929137	0	0.003966772730198789	-0.12198988795909534	False	0.0019445794846864365	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21367	43291842.53294976	44686614.09881375	45201075.59690068	49717873.8128378	50468306.67528686	49679812.91550096	0	0.004025932445226263	-0.1703006755942872	False	0.001968886728245017	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEU7	858329651.7409148	865537092.8350313	841528436.0198116	926304813.0090004	902350986.1644032	912644711.9923046	0	0.004133476979393857	-0.09567941052243568	False	0.0019931939718035975	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36938	394864948.2701046	382080163.34666944	386632996.65689576	426227477.3341868	418656672.1468459	413059669.1309987	0	0.004168631464595418	-0.11249943230729793	False	0.0020175012153621783	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7D1	169598028.59193003	174546170.32183385	171318905.17482796	158567014.24143258	162811940.3769814	159375422.56736255	0	0.004184633514530824	0.1005691726873342	False	0.0020418084589207586	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8P3	158700304.52337006	160026795.37684718	155973725.52507252	175320019.35749045	181903331.8855807	175159335.39168617	0	0.0043440218542743665	-0.16544509643568292	False	0.002066115702479339	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6X7	412569061.09697753	379323576.5258944	385557094.5125763	459758564.1257196	483699343.61363024	473470937.0540512	0	0.004505446158218595	-0.2671018415490426	False	0.002090422946037919	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37747	15527810.240018088	15873077.363197451	15820666.696631558	12119129.00843075	12383132.312781747	13130167.44524025	0	0.004526191317323068	0.3274691259490486	False	0.0021147301895965	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADP0	36853306.33531019	36750093.8112917	38214469.30757185	32907214.497202177	34364095.48026785	32906553.607107885	0	0.004606494884228291	0.15858701184053978	False	0.0021390374331550803	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS	159877.5714303438	193965.62499999997	161005.84560953392	28773783.141647857	23624903.663476147	23244456.351890065	3	0.005030063979807544	-7.198916017519319	False	0.0021633446767136606	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AG90	308040883.4759054	313442030.1574026	311986799.2272671	288016347.58003855	295212367.84379697	295449176.07583004	0	0.005315989331793285	0.08726881926170091	False	0.0021876519202722413	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00959	458871615.97901297	469011063.66075337	464864162.1232954	489783996.5802887	490608154.7787882	485846188.4098171	0	0.0053781680177931316	-0.07418659079877161	False	0.0022119591638308216	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFH0	1546326.845702413	1382228.0473983816	1502169.417654746	1871740.576895691	1793392.3799108642	1888503.180903696	0	0.005521992593516627	-0.32589009596589175	False	0.0022362664073894024	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7D7	169412082.68344188	167868014.9211591	167741076.16254276	187464856.72147703	191001829.82146457	194640521.9824472	0	0.005593071198116017	-0.18246116626581263	False	0.0022605736509479827	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEP3	904780414.1587652	841728929.2050647	857459531.8429286	981228085.4649632	1050336383.4299228	1033633951.7651416	0	0.005604828490296644	-0.23526826314772226	False	0.002284880894506563	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02413	2929809762.4675384	2980311217.8070164	2882451601.8663034	2677450503.345207	2770363404.056858	2686882783.950239	0	0.005854336253267903	0.11219678439123533	False	0.0023091881380651433	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACF0	6320016494.014737	6608928246.453309	6741800624.9550085	8063822728.924954	8104616883.960255	8044650728.123349	0	0.005889148969464011	-0.29973559833801255	False	0.002333495381623724	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEI1	300574451.419851	306943204.41216075	302667851.28793365	340912774.870351	339219196.977163	328212815.01700056	0	0.006023282331980243	-0.14775650938957144	False	0.002357802625182305	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACU7	15747517.421923008	16319465.79421645	18718970.593606133	25247034.38642292	23803608.197012987	24325962.759500667	0	0.00603627029006854	-0.5308906251014613	False	0.002382109868740885	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69425	52154921.01554311	52005577.96313583	53443421.84063408	55599166.69895025	57631528.65897772	56940841.77192321	0	0.006152187981497049	-0.1106863260678804	False	0.0024064171122994654	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P17446	20480224.11889061	15980350.167519616	16708501.81356122	122950.0626382624	154295.68330284845	160487.8628199439	3	0.00623285120801949	6.9243904302646495	False	0.0024307243558580457	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A799	12101670749.659184	12210912193.254095	12218024247.795038	11904890075.090715	11934484953.799486	11795837843.406963	0	0.006389111299801181	0.03580219099688193	False	0.0024550315994166265	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEX9	200472068.47587657	195164996.9823497	196849641.8852536	246643963.72765228	231437581.6444263	244056801.40165263	0	0.006749034490840237	-0.28549246714494636	False	0.0024793388429752068	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75849	36615618.38916566	39118192.43520594	38219550.30203607	33578314.78884104	32092076.929781705	32599518.92592655	0	0.006797315045483279	0.21362182927776366	False	0.002503646086533787	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFX0	13292693.790196585	11489813.002988452	11698484.322705694	17120066.815849274	17017031.999889962	16345627.442900691	0	0.006865232098161397	-0.4686448982401676	False	0.002527953330092368	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P22524	72078656.49649236	80718384.41457053	77983303.77540533	99060834.12713031	95441503.518076	95323965.45748158	0	0.0069564621005806975	-0.3286681757776226	False	0.002552260573650948	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
