Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		11	11	1.97612e+08	9.77471e+07	1.90031e+08	9.59722e+07	1.01883e+08	1.94206e+08
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.02046e+06	2.31128e+06	1.7621e+06	2.17253e+06	2.17551e+06	2.10232e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.59655e+07	1.69803e+07	1.62592e+07	1.81846e+07	1.81684e+07	1.85441e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.16259e+06	1.79624e+06	1.97033e+06	2.10731e+06	1.65582e+06	1.70079e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	3	3	2.76503e+06	2.32003e+06	2.90559e+06	3.14152e+06	2.9029e+06	2.93566e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	12	12	5.51241e+07	5.43639e+07	5.41857e+07	5.30686e+07	5.42932e+07	5.37076e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	8.09483e+07	8.41314e+07	7.83487e+07	8.56789e+07	7.90264e+07	8.05094e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	37	37	1.14533e+08	1.1425e+08	1.12574e+08	1.15463e+08	1.13302e+08	1.147e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	41	41	1.30439e+08	1.29584e+08	1.31571e+08	1.2917e+08	1.30857e+08	1.30109e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	34	34	6.67089e+07	6.46916e+07	6.59047e+07	6.43481e+07	6.3194e+07	6.65459e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.19723e+07	3.21131e+07	3.23955e+07	2.88198e+07	3.18526e+07	3.03434e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	39	39	7.66424e+07	7.76834e+07	7.44655e+07	7.58678e+07	7.76574e+07	7.58102e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	28	28	7.99499e+07	7.91506e+07	7.77919e+07	7.70889e+07	7.70767e+07	8.11911e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	1.08706e+08	9.97895e+07	1.03892e+08	1.06421e+08	1.00404e+08	1.05822e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	33	33	1.83429e+07	1.80765e+07	1.87339e+07	1.88327e+07	1.89071e+07	1.82764e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		16	16	1.48193e+08	7.79861e+07	1.41155e+08	7.80806e+07	7.67868e+07	1.46023e+08
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	7.97162e+07	4.22274e+07	8.32756e+07	4.08882e+07	4.10896e+07	7.99283e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	1.10758e+08	5.67022e+07	1.07685e+08	5.76463e+07	5.59342e+07	1.08359e+08
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	4.89952e+07	2.30952e+07	4.53295e+07	2.44435e+07	2.56531e+07	4.63793e+07
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	6.90389e+07	3.65717e+07	6.47522e+07	3.59012e+07	3.57663e+07	6.87359e+07
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	1.012e+08	4.99446e+07	1.02125e+08	5.12257e+07	5.14466e+07	9.56445e+07
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8	1.32207e+08	7.17018e+07	1.3628e+08	7.18342e+07	7.37333e+07	1.3387e+08
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9	1.50865e+08	7.69428e+07	1.41822e+08	7.90027e+07	7.22625e+07	1.49018e+08
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	8.27084e+08	9.34216e+08	8.71422e+08	8.91001e+08	9.36494e+08	8.3968e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.26824e+08	9.42629e+08	9.13108e+08	9.4591e+08	9.16847e+08	9.44213e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.07908e+08	7.92861e+08	8.27824e+08	8.19252e+08	8.23557e+08	8.02774e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7	2.26553e+07	1.16864e+07	2.36081e+07	1.19531e+07	1.1065e+07	2.2473e+07
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4	1.7665e+07	8.6441e+06	1.93628e+07	8.57718e+06	9.15301e+06	1.55294e+07
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24	2.63022e+08	1.24885e+08	2.6932e+08	1.33901e+08	1.29442e+08	2.52504e+08
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20	1.51545e+08	8.08709e+07	1.50772e+08	7.9605e+07	8.16479e+07	1.52699e+08
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23	1.41473e+08	7.43249e+07	1.44283e+08	7.13485e+07	7.47234e+07	1.37926e+08
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	1.08959e+08	1.0256e+08	1.02001e+08	1.03095e+08	9.9765e+07	1.04195e+08
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	14	14	1.81078e+07	1.67603e+07	1.85795e+07	1.65685e+07	1.82293e+07	1.90841e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.60505e+07	4.35385e+07	4.66665e+07	4.60329e+07	4.53994e+07	4.4609e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.31274e+08	1.27605e+08	1.32535e+08	1.27799e+08	1.26211e+08	1.30231e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	16	15	2.04213e+08	2.08431e+08	2.22051e+08	1.96593e+08	2.0328e+08	1.95297e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.40653e+06	1.40078e+06	1.56719e+06	1.24728e+06	1.43488e+06	1.01938e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	16	14	6.51593e+07	6.47603e+07	6.63538e+07	6.34024e+07	6.48103e+07	6.6524e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.7007e+06	8.33451e+06	8.0045e+06	9.05288e+06	9.69253e+06	9.16537e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	5.98752e+06	6.05086e+06	6.36297e+06	6.25065e+06	6.59534e+06	6.34967e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	2	2	2.08698e+06	1.65258e+06		1.27294e+06	1.29449e+06	2.84856e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	9	9	8.13086e+06	6.61969e+06	7.9634e+06	7.58114e+06	7.7237e+06	8.70976e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	3.55571e+06	3.98533e+06	3.57798e+06	3.17897e+06	3.60408e+06	3.03242e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	3	3	6.27886e+06	6.30667e+06	7.46528e+06	6.40083e+06	6.51807e+06	6.98073e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.65087e+07	3.21656e+07	3.65431e+07	3.13372e+07	3.30919e+07	3.50363e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.37201e+07	3.30105e+07	3.26271e+07	3.05903e+07	3.37119e+07	3.35285e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.39878e+07	3.35246e+07	3.33296e+07	3.32359e+07	3.32047e+07	3.14209e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		24	24	5.66706e+07	2.75834e+07	5.66074e+07	2.78181e+07	2.86487e+07	5.57507e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	7.71971e+07	7.65567e+07	7.83829e+07	7.79948e+07	7.69282e+07	7.73383e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.72555e+07	1.77747e+07	1.73738e+07	1.77481e+07	1.82007e+07	1.87125e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.53533e+07	3.83849e+07	3.62253e+07	3.75228e+07	3.87439e+07	3.56455e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.85001e+07	2.56304e+07	2.96713e+07	2.78969e+07	2.52036e+07	2.7113e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.39866e+08	1.36236e+08	1.40673e+08	1.33933e+08	1.29318e+08	1.39003e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	26	26	8.73186e+07	8.31569e+07	8.51214e+07	8.19934e+07	8.31714e+07	8.45419e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	4	4	7.72894e+06	7.55775e+06	8.75995e+06	7.7448e+06	8.22549e+06	8.29591e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	3.89021e+08	3.96947e+08	3.83441e+08	3.706e+08	3.87273e+08	3.83985e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.80865e+07	3.38437e+07	3.68234e+07	3.39396e+07	3.50674e+07	3.65694e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.29031e+06	1.17372e+06	1.32622e+06	1.24565e+06	1.24165e+06	1.2122e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	7.25639e+06	6.00283e+06	7.01911e+06	6.70766e+06	6.53386e+06	6.16727e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	4	4	2.53358e+06	1.85605e+06	1.83083e+06	2.15333e+06	2.30459e+06	1.67886e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	7.31556e+06	7.67593e+06	7.53364e+06	7.64279e+06	8.44233e+06	6.87031e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.05897e+07	2.14917e+07	2.08502e+07	2.14475e+07	2.19035e+07	2.12377e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	5	5	6.07975e+06	5.42259e+06	6.08221e+06	5.79207e+06	6.37248e+06	6.18338e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	2.04996e+08	2.04952e+08	2.1022e+08	2.10234e+08	2.02318e+08	2.03216e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	1	1	7.19212e+06	5.56638e+06	5.65139e+06	5.44937e+06	5.3029e+06	6.49282e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	1.88307e+07	1.98718e+07	1.84356e+07	2.05351e+07	2.03993e+07	1.80363e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		10	10	1.29675e+08	6.62551e+07	1.34997e+08	7.17067e+07	6.58746e+07	1.30659e+08
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	5.88353e+06	6.28543e+06	6.90794e+06	6.17969e+06	6.61914e+06	6.57055e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.61711e+07	3.56214e+07	3.7683e+07	3.66188e+07	3.62307e+07	3.6265e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	3	3	381941	329253	359524	382522	528081	
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	9	9	8.92058e+06	1.12587e+07	8.78657e+06	9.88482e+06	9.95044e+06	9.07308e+06
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	2	2		578643		824581	419894	828513
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	5	5	9.02321e+06	9.45891e+06	8.84818e+06	9.40895e+06	9.45852e+06	7.92569e+06
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	12	12	1.46803e+07	1.46804e+07	1.47456e+07	1.46334e+07	1.40076e+07	1.47881e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	2.07848e+07	2.12422e+07	2.18396e+07	2.16161e+07	2.12314e+07	2.05832e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	1.00958e+07	9.99609e+06	9.23733e+06	9.99056e+06	9.66881e+06	9.38325e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	7.26212e+06	8.22249e+06	8.09986e+06	7.95751e+06	8.26108e+06	8.21929e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	24	24	4.94263e+07	4.93467e+07	4.43895e+07	5.12461e+07	4.86139e+07	5.14331e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	2.58273e+07	3.02118e+07	2.19281e+07	2.68692e+07	2.66897e+07	2.80117e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	1.80761e+07	1.75799e+07	1.70437e+07	1.81127e+07	1.77872e+07	1.80082e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	8.07934e+06	7.14979e+06	7.81274e+06	7.59354e+06	7.39555e+06	7.94894e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21	6.53515e+07	3.42875e+07	6.48769e+07	3.34546e+07	3.46981e+07	6.44566e+07
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7	6.14808e+07	5.83605e+07	5.89341e+07	5.84451e+07	6.00064e+07	6.21311e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	1	1	1.00372e+06	953121	943892	1.02294e+06	1.101e+06	
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	23	23	2.67625e+07	2.77959e+07	2.78346e+07	2.73269e+07	2.71396e+07	2.77832e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	8.43517e+06	7.78433e+06	8.63092e+06	7.7356e+06	7.4887e+06	8.33866e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	4.79545e+06	5.05028e+06	4.80714e+06	5.30513e+06	5.26244e+06	5.38586e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	5.49218e+06	5.59919e+06	5.18236e+06	5.22836e+06	5.65724e+06	5.23668e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	13	13	2.32849e+07	2.59096e+07	2.53932e+07	2.51215e+07	2.57947e+07	2.35812e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4	1.35181e+06	2.73491e+06	1.75364e+06	2.22831e+06	2.09837e+06	
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.35376e+06	2.27191e+06	2.38161e+06	2.24046e+06	2.37702e+06	2.20562e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		18	18	8.44143e+07	4.33714e+07	8.24817e+07	4.09458e+07	4.0716e+07	8.27257e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.22924e+06	3.64453e+06	3.97276e+06	3.7901e+06	3.80445e+06	3.81213e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	37	37	2.93004e+08	3.01163e+08	2.94681e+08	3.05233e+08	3.06289e+08	3.01069e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	1.28231e+07	1.4798e+07	1.32664e+07	1.42338e+07	1.51983e+07	1.23621e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	7.82241e+07	8.41136e+07	8.17848e+07	8.26545e+07	8.55299e+07	8.14874e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.68147e+07	7.76126e+07	8.06008e+07	7.6618e+07	7.83581e+07	7.83969e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7	1.48373e+07	1.43782e+07	1.46397e+07	1.46806e+07	1.45756e+07	1.46341e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.57437e+07	6.20655e+07	6.53626e+07	6.47309e+07	6.23065e+07	6.36106e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.54319e+07	1.34097e+07	1.47791e+07	1.39594e+07	1.39373e+07	1.4308e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	6	6	3.91772e+06	4.18734e+06	3.70614e+06	4.32751e+06	4.12443e+06	4.14067e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	3.33215e+06	3.09539e+06	3.11677e+06	3.11424e+06	2.96258e+06	3.10908e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.41201e+08	1.45082e+08	1.44759e+08	1.4645e+08	1.44833e+08	1.50649e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	2	2	5.6479e+06	5.43094e+06	4.94235e+06	5.19473e+06	4.901e+06	5.22832e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	19	16	1.31235e+09	1.37466e+09	1.36283e+09	1.28843e+09	1.35148e+09	1.29725e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	4.60854e+06	4.80503e+06	4.86587e+06	4.39334e+06	4.78683e+06	4.84812e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.38944e+06	2.06757e+06	2.06099e+06	2.11238e+06	1.44238e+06	2.221e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	1.23422e+07	1.24163e+07	1.24178e+07	1.27411e+07	1.23147e+07	1.24238e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.19127e+07	1.12825e+07	1.01792e+07	1.21536e+07	1.20996e+07	1.13408e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	3.2406e+07	3.25493e+07	3.22069e+07	3.37538e+07	3.32446e+07	3.17692e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	17	17	6.08625e+07	6.36123e+07	5.99926e+07	6.20737e+07	6.41161e+07	5.91965e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.10598e+07	2.06945e+07	2.04636e+07	2.09586e+07	2.02318e+07	2.0208e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	14	14	1.38867e+07	1.33584e+07	1.49544e+07	1.35321e+07	1.40391e+07	1.49873e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.42861e+06	4.15156e+06	4.7815e+06	4.27286e+06	4.10396e+06	4.28304e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	7.69063e+06	7.34098e+06	8.03063e+06	7.71522e+06	7.98494e+06	7.93952e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.41674e+07	2.38597e+07	2.47906e+07	2.40077e+07	2.45292e+07	2.40302e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.73664e+06	4.62547e+06	5.64862e+06	5.10836e+06	5.12155e+06	4.51817e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	1.05033e+06	1.60677e+06		2.08588e+06	1.70236e+06	1.5236e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.20606e+08	1.1534e+08	1.17473e+08	1.17878e+08	1.16832e+08	1.20667e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.46225e+06	3.15342e+06	3.96131e+06	3.62205e+06	3.46648e+06	3.71363e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	15	15	1.06242e+07	1.11038e+07	1.05351e+07	1.09583e+07	1.06494e+07	1.06686e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3		886310	874451		834987	
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	35	35	9.8897e+07	9.45166e+07	9.82961e+07	9.52138e+07	9.38077e+07	9.5608e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	8.08478e+06	7.49633e+06	8.344e+06	8.00434e+06	7.43136e+06	8.07113e+06
