Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P00490	PHSM_ECOLI	malP	Maltodextrin phosphorylase	30	30	3.66962e+07	3.89289e+07	3.59777e+07	3.89523e+07	3.83534e+07	3.9209e+07
P00509	AAT_ECOLI	aspC	Aspartate aminotransferase	27	27	1.0521e+08	1.0099e+08	1.03455e+08	1.03435e+08	1.0538e+08	1.02127e+08
P00547	KHSE_ECOLI	thrB	Homoserine kinase	3	3	3.04861e+06	3.40618e+06	3.59319e+06	2.78071e+06	3.5161e+06	3.36908e+06
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	5	5	3.43347e+06	3.78563e+06	4.24831e+06	3.75074e+06	3.91835e+06	4.4116e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	12	12	1.49464e+07	1.58745e+07	1.48311e+07	1.61006e+07	1.66858e+07	1.54329e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	16	16	7.47074e+06	7.47015e+06	7.42156e+06	7.62408e+06	7.9884e+06	7.65431e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	21	20	1.37285e+08	1.37643e+08	1.32617e+08	1.36063e+08	1.389e+08	1.33118e+08
P00582	DPO1_ECOLI	polA	DNA polymerase I	43	43	2.49701e+07	2.38572e+07	2.42812e+07	2.51948e+07	2.47778e+07	2.44309e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1	3.17465e+07		3.8075e+07		3.51e+07	
P00803	LEP_ECOLI	lepB	Signal peptidase I	5	5	1.61311e+07	1.38981e+07	1.44488e+07	1.50203e+07	1.54698e+07	1.55463e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	20	20	1.44215e+08	1.48781e+08	1.45599e+08	1.50063e+08	1.4797e+08	1.47113e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	7	7	5.69789e+06	4.8735e+06	4.72048e+06	4.784e+06	5.69296e+06	5.44551e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.17143e+06	1.3244e+06	1.30873e+06	1.25689e+06	1.37634e+06	1.24926e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	42	42	6.13697e+07	6.06312e+07	6.28919e+07	6.19547e+07	6.33491e+07	6.34965e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	7.65665e+06	7.69021e+06	6.97426e+06	7.9765e+06	8.25549e+06	7.70927e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.07985e+07	1.03645e+07	1.08826e+07	1.10334e+07	1.07366e+07	1.04503e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	2	2	1.45085e+06	1.82117e+06	1.96741e+06	1.76299e+06	1.65932e+06	1.60751e+06
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.03413e+06	969757	1.03714e+06	955809	1.00352e+06	1.05359e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	6	6	1.94591e+06	2.10114e+06	1.89828e+06	2.18798e+06	2.49339e+06	1.72727e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10	6.59104e+07		6.62233e+07		6.67232e+07	
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		9	9	9.50032e+07	3.47217e+06	9.43688e+07	3.11162e+06	9.86604e+07	3.15706e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.21169e+06	2.20549e+06	2.09515e+06	2.30865e+06	2.13439e+06	2.2816e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.74265e+07	1.85521e+07	1.93064e+07	1.85299e+07	1.93013e+07	1.75967e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.5612e+06	2.98912e+06	2.9577e+06	2.83529e+06	2.53553e+06	2.72626e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2		2.49438e+06	2.68354e+06	2.42011e+06	2.45052e+06	1.77483e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	12	12	5.68367e+07	5.68498e+07	5.48861e+07	5.42589e+07	5.55906e+07	5.55953e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	9.4864e+07	9.26794e+07	9.50624e+07	9.53915e+07	8.99544e+07	9.55056e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	40	40	1.21786e+08	1.18531e+08	1.23347e+08	1.19191e+08	1.22075e+08	1.1863e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	43	43	1.27867e+08	1.28799e+08	1.28266e+08	1.29041e+08	1.29909e+08	1.28045e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	33	33	6.28114e+07	6.30936e+07	6.24324e+07	6.35154e+07	6.2572e+07	6.41769e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	10	10	3.53365e+07	3.29442e+07	3.22412e+07	3.22072e+07	3.49372e+07	3.1727e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	39	39	8.24097e+07	7.99802e+07	8.09384e+07	8.10558e+07	8.20787e+07	8.16789e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	30	30	8.42227e+07	8.29189e+07	8.47896e+07	8.43886e+07	8.39795e+07	8.55275e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	9.97111e+07	1.05672e+08	1.07906e+08	1.05196e+08	1.01098e+08	1.10443e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	33	33	1.96108e+07	2.00121e+07	2.0264e+07	2.07625e+07	2.05292e+07	2.01734e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15	8.07218e+07	3.5252e+06	8.28149e+07	3.4886e+06	7.63602e+07	3.52289e+06
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	5.35125e+07		5.214e+07		5.19774e+07	
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3	6.26007e+07	3.38538e+06	6.52141e+07	3.39885e+06	6.32858e+07	
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	1.8797e+07		1.96863e+07		2.14703e+07	
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	3.9889e+07		3.88189e+07		4.01534e+07	
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	5.06492e+07		5.23941e+07		5.13564e+07	
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		6	6	7.13211e+07	3.06036e+06	7.15361e+07	4.17895e+06	7.2487e+07	3.9622e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8	8.39682e+07	1.78619e+06	8.88119e+07	1.81132e+06	8.14249e+07	2.89855e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	9.59527e+08	9.02335e+08	9.29318e+08	9.36142e+08	9.58558e+08	8.96479e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.05617e+09	1.02659e+09	1.05428e+09	1.06296e+09	1.02455e+09	1.0527e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	7.80371e+08	8.50097e+08	8.21286e+08	8.50027e+08	8.03419e+08	8.3509e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		4	4	1.31931e+07		1.2932e+07		1.18071e+07	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		2	2	9.90047e+06		9.75991e+06		1.08156e+07	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		22	22	1.32641e+08	5.75616e+06	1.45651e+08	5.79259e+06	1.37953e+08	3.8063e+06
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		18	18	7.6189e+07		7.63137e+07		7.8942e+07	
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		22	22	7.27468e+07	2.42333e+06	7.13754e+07	2.15806e+06	7.33827e+07	2.82023e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	7	7	1.16954e+08	9.50844e+07	1.16457e+08	1.14834e+08	1.09392e+08	1.04759e+08
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	16	16	1.37693e+07	1.39382e+07	1.33594e+07	1.36921e+07	1.51494e+07	1.3483e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.41801e+07	4.47782e+07	4.6044e+07	4.55169e+07	4.66368e+07	4.42016e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.25885e+08	1.34701e+08	1.28095e+08	1.36291e+08	1.27955e+08	1.34931e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	17	16	2.20757e+08	2.18541e+08	2.14662e+08	2.1873e+08	2.20734e+08	2.1608e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.39101e+06	950038	1.22823e+06	1.07017e+06	1.38047e+06	1.02252e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	15	13	6.7963e+07	6.88788e+07	6.71862e+07	7.07656e+07	6.92102e+07	6.67302e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.16754e+06	9.51882e+06	9.83336e+06	8.91594e+06	1.01974e+07	9.89043e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	7.22196e+06	6.87769e+06	7.13223e+06	7.00097e+06	7.49586e+06	6.48659e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	1.37004e+06	1.89195e+06	1.81173e+06	1.60476e+06	1.72367e+06	1.52167e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	5.57995e+06	5.96177e+06	6.24504e+06	5.82992e+06	6.23926e+06	5.89631e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	2.57998e+06	2.5859e+06	2.48436e+06	2.20986e+06	2.51728e+06	1.58846e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	6.57353e+06	6.54033e+06	7.04172e+06	6.99338e+06	6.72404e+06	6.65812e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.81203e+07	4.04585e+07	3.81101e+07	3.94971e+07	4.02183e+07	4.14307e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.52168e+07	3.45682e+07	3.06312e+07	3.5249e+07	3.54699e+07	3.43761e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.44417e+07	3.35874e+07	3.4889e+07	3.47571e+07	3.38105e+07	3.32749e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		16	16	2.9223e+07	1.70455e+07	2.9375e+07		3.04396e+07	
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	8.98264e+07	8.98946e+07	9.21824e+07	9.24168e+07	9.1268e+07	9.09915e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	1.72971e+07	1.73033e+07	1.75419e+07	1.6627e+07	1.76919e+07	1.71406e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.89757e+07	3.95631e+07	3.85427e+07	3.9e+07	3.85861e+07	3.91874e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.55692e+07	2.63849e+07	2.82884e+07	2.62478e+07	2.62005e+07	2.59769e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.48831e+08	1.45868e+08	1.46681e+08	1.45566e+08	1.444e+08	1.4421e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	24	24	7.86788e+07	7.9483e+07	7.87628e+07	7.83429e+07	7.98834e+07	7.83972e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	4	4	7.5282e+06	7.71627e+06	7.73104e+06	7.81631e+06	8.07683e+06	7.54175e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.09435e+08	4.20986e+08	3.87754e+08	4.52234e+08	4.04243e+08	4.39658e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.48611e+07	3.57008e+07	3.54572e+07	3.63646e+07	3.6071e+07	3.56994e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.18853e+06	1.1334e+06	1.23135e+06	1.25388e+06	1.29861e+06	1.15741e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.54364e+06	4.85084e+06	5.85717e+06	6.05388e+06	5.81067e+06	6.75635e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	2.77678e+06	3.80646e+06	3.19394e+06	3.92225e+06	3.66852e+06	3.70143e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	7.96216e+06	8.39558e+06	7.81945e+06	7.79872e+06	8.83949e+06	8.01663e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.1245e+07	2.11366e+07	2.10326e+07	2.14835e+07	2.12633e+07	2.10749e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.05904e+06	5.67169e+06	5.46666e+06	5.47028e+06	5.85248e+06	5.62234e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	35	35	2.06542e+08	2.10288e+08	2.09401e+08	2.0887e+08	2.05496e+08	2.08136e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	1	1	5.70327e+06	5.5785e+06	5.76138e+06	5.764e+06	5.57591e+06	5.8288e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.65135e+07	2.46832e+07	2.5164e+07	2.40076e+07	2.79431e+07	2.62612e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9	7.46367e+07	5.2288e+06	8.03279e+07	4.82623e+06	7.14938e+07	6.74712e+06
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	6.93771e+06	7.10427e+06	6.80894e+06	7.33784e+06	7.53534e+06	7.29266e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	3.47354e+07	3.43114e+07	3.75256e+07	3.64402e+07	3.58975e+07	3.60655e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2	774909	1.24891e+06	882026	643321	1.25322e+06	1.20403e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	1.18613e+07	1.05254e+07	1.18831e+07	1.07992e+07	1.05564e+07	1.04667e+07
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	2	2	625925		700455	776017	482359	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	5	5	1.14494e+07	1.18336e+07	1.10008e+07	1.16432e+07	1.16251e+07	1.19358e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	12	12	1.49581e+07	1.38281e+07	1.47657e+07	1.49461e+07	1.39354e+07	1.43221e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	2.29399e+07	2.33965e+07	2.29571e+07	2.24617e+07	2.3415e+07	2.34114e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	9.86163e+06	9.56881e+06	1.01171e+07	9.97888e+06	9.72108e+06	9.98319e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	9.71838e+06	9.0753e+06	8.82656e+06	9.78794e+06	9.22953e+06	9.43512e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.36258e+07	5.11657e+07	5.50034e+07	5.25551e+07	5.25215e+07	5.29831e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	4.61167e+07	4.43369e+07	4.29286e+07	5.27605e+07	4.08487e+07	4.52633e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	2.39336e+07	2.27799e+07	2.47002e+07	2.29613e+07	2.43849e+07	2.28664e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	3	3	8.11447e+06	7.11797e+06	8.14116e+06	7.9174e+06	7.98984e+06	7.88284e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		18	18	3.516e+07		3.4555e+07	764082	3.50187e+07	1.22069e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.97238e+07	5.26104e+07	5.92496e+07	5.71729e+07	6.00656e+07	5.74595e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	2.23458e+06	2.15892e+06	2.32758e+06	2.92221e+06	2.26999e+06	2.82747e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.67734e+07	2.66569e+07	2.61632e+07	2.72597e+07	2.64805e+07	2.60935e+07
P06616	ERA_ECOLI	era	GTPase Era	9	9	8.62869e+06	9.77854e+06	8.53963e+06	9.52225e+06	8.58173e+06	9.82441e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	4.7564e+06	4.93494e+06	4.91969e+06	5.09548e+06	5.0942e+06	4.80539e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	9	9	5.44433e+06	5.73317e+06	5.27138e+06	5.93012e+06	5.58187e+06	5.64155e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.80934e+07	2.62336e+07	2.67394e+07	2.62665e+07	2.78876e+07	2.50972e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4	3.49328e+06	3.94743e+06	3.99278e+06	3.36939e+06	3.53181e+06	3.57943e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	4	4	3.25917e+06	3.18273e+06	3.47946e+06	3.2001e+06	3.62485e+06	3.34291e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		16	16	4.57941e+07	1.05722e+06	4.43505e+07	1.85282e+06	4.34006e+07	1.79435e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	6	6	4.54206e+06	4.57578e+06	4.79641e+06	5.21563e+06	4.67706e+06	4.63933e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	39	39	3.10845e+08	3.18753e+08	3.15525e+08	3.25569e+08	3.19383e+08	3.17044e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	1.42888e+07	1.39072e+07	1.43128e+07	1.35764e+07	1.51145e+07	1.34642e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.69026e+07	8.5877e+07	8.56849e+07	8.71629e+07	8.8705e+07	8.70721e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.77058e+07	7.84516e+07	7.80869e+07	7.83565e+07	8.025e+07	7.68136e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	6.50279e+06	6.92842e+06	6.86519e+06	7.0127e+06	6.6156e+06	7.53834e+06
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.41562e+07	6.00649e+07	5.75951e+07	6.0083e+07	5.52843e+07	6.16547e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.32115e+07	1.35869e+07	1.39981e+07	1.29301e+07	1.42981e+07	1.34614e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	8	8	4.46468e+06	4.44793e+06	4.55046e+06	4.44155e+06	4.50906e+06	4.37921e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	4.00487e+06	4.18182e+06	4.1064e+06	3.99008e+06	4.04965e+06	3.93647e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	5	5	1.51515e+08	1.43115e+08	1.57535e+08	1.45061e+08	1.51876e+08	1.53558e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	2	2	5.946e+06	6.27948e+06	5.62928e+06	5.65527e+06	5.77712e+06	5.45047e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.35933e+09	1.40059e+09	1.29169e+09	1.42416e+09	1.34227e+09	1.40709e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	5.14719e+06	4.97501e+06	4.39444e+06	5.03577e+06	5.17284e+06	5.01248e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.32268e+06	2.18633e+06	2.27366e+06	2.01913e+06	1.83931e+06	2.23865e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	1.91491e+07	1.92954e+07	2.02642e+07	2.00143e+07	1.8933e+07	2.0391e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.23399e+07	1.32745e+07	1.3262e+07	1.21988e+07	1.37154e+07	1.34783e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.3965e+07	3.42417e+07	3.4683e+07	3.37927e+07	3.49254e+07	3.3133e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	17	17	6.86802e+07	6.60361e+07	6.66193e+07	6.69588e+07	6.85131e+07	6.58079e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	2.23024e+07	2.3093e+07	2.29354e+07	2.28248e+07	2.27862e+07	2.20982e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	14	14	1.5058e+07	1.5444e+07	1.5336e+07	1.52494e+07	1.57478e+07	1.51378e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.56713e+06	4.42991e+06	4.64091e+06	4.64892e+06	4.7704e+06	4.46247e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	6.69748e+06	6.37376e+06	7.22063e+06	7.0508e+06	7.44743e+06	7.00574e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.40472e+07	2.45229e+07	2.42117e+07	2.47325e+07	2.50238e+07	2.3626e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.146e+06	5.27584e+06	5.49162e+06	5.44405e+06	5.69182e+06	5.71486e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	1.52139e+06	1.75032e+06	1.91254e+06	1.81488e+06	1.47452e+06	1.99392e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	46	46	1.24796e+08	1.2388e+08	1.28493e+08	1.21411e+08	1.27718e+08	1.23163e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.49124e+06	4.02822e+06	4.17951e+06	4.5345e+06	3.74434e+06	4.49822e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	16	16	1.20328e+07	1.18909e+07	1.17596e+07	1.14233e+07	1.14264e+07	1.23592e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2	893814	878483			888985	1.22669e+06
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	35	35	9.07245e+07	9.02479e+07	9.03126e+07	9.05652e+07	8.91953e+07	9.10238e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	7.2473e+06	8.15633e+06	8.08321e+06	7.64775e+06	7.05014e+06	8.20395e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.6972e+07	1.69933e+07	1.71534e+07	1.71516e+07	1.73931e+07	1.72454e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	4	4	1.27138e+06	1.35381e+06	1.27653e+06	1.42159e+06	1.40169e+06	1.2754e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	6	6	3.83556e+06	3.61649e+06	4.06741e+06	4.16809e+06	3.6432e+06	3.97848e+06
