protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P18355	2561531.942224554	2599189.7499999967	2666120.291668477	3072426.504809557	2998927.293869207	3024847.5574180176	P18355	P18355			0	0.0006169084393702517	-0.21683387188939449	False	0.0002955400322407308	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P09158	15421817.900234316	15261783.816340238	15311856.02194284	14423859.950049922	14467757.914170872	14242538.564246256	P09158	P09158		speE	0	0.000644005405401361	0.09266065390851695	False	0.0003224073078989791	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADP9	20663870.75211383	21267763.1967026	20859385.289177515	18425810.1745392	18908037.99398942	18973020.66517785	P0ADP9	P0ADP9		yihD	0	0.0009566367842739331	0.15724730430345404	False	0.0003492745835572273	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A850	1126483737.9855084	1134353038.299018	1115420407.692923	1198801011.1622608	1188034728.5935369	1185382328.692732	P0A850	P0A850		tig	0	0.0009764795191321407	-0.08139534893968613	False	0.0003761418592154756	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ABP8	243068752.8817304	245358770.5315323	239532816.13160563	268191292.9652509	265205726.55742368	266651395.65932775	P0ABP8	P0ABP8		deoD	0	0.0011221188014691962	-0.1362274555779612	False	0.0004030091348737238	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEB2	73487030.20377052	74399453.89506991	74016474.98393954	77164317.33049223	77057913.61292224	76561866.12851003	P0AEB2	P0AEB2		dacA	0	0.0012977040909118388	-0.0566149077731182	False	0.00042987641053197207	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P61889	101398119.4685837	101401460.2167559	101511736.42598891	105468899.9741528	105390287.79747292	105974583.3082746	P61889	P61889		mdh	0	0.0013344100018772278	-0.058178136558787945	False	0.0004567436861902204	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A9K9	129991826.22138016	124388950.77677904	123655612.06796151	149364569.2451931	148709111.45439833	143985098.8641345	P0A9K9	P0A9K9		slyD	0	0.0013889015922760085	-0.22571310207300257	False	0.0004836109618484686	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P37617	11272835.513837198	10980913.540225113	11216673.642285202	10148562.372681752	10301847.750025207	10135045.23394823	P37617	P37617		zntA	0	0.0018892596183776264	0.130041015767308	False	0.0005104782375067168	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AB96	600144.2667231447	607284.8125000002	651346.5370726214	760324.2765334791	800028.7980719759	770347.627695804	P0AB96	P0AB96		arsC	0	0.0019323913810561973	-0.32641112761192603	False	0.0005373455131649651	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76594	2296702.4998510582	2315333.749999999	2281089.543020813	1809495.5905061888	1870039.4245948244	1910389.65548576	P76594	P76594		yfiQ	0	0.002112555092530133	0.30232950179658435	False	0.0005642127888232134	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ABZ6	76803060.39822699	74017693.09832975	75395642.18598372	84161927.97969292	85932890.2295265	82697000.7101909	P0ABZ6	P0ABZ6		surA	0	0.0021678202899436108	-0.16024627787006085	False	0.0005910800644814616	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7K2	389688164.9813477	400601003.46795136	399087932.3028736	363073321.5317332	370830134.06212574	361461376.4709536	P0A7K2	P0A7K2		rplL	0	0.0024136048033788146	0.11879473782409342	False	0.0006179473401397099	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADC1	2639170.489467928	2565478.0744503727	2724909.325222678	3123013.405752685	2994402.3016928444	3153785.6305780243	P0ADC1	P0ADC1		lptE	0	0.0026673624296603806	-0.22551586060586729	False	0.0006448146157979582	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AG99	9132116.54736451	8896050.014724215	9234571.371144358	8053142.723192189	8268828.865409519	8273588.89008896	P0AG99	P0AG99		secG	0	0.002809975275455154	0.14853252463901068	False	0.0006716818914562063	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A912	109041046.36762445	107122234.69395064	111708581.6656337	120497766.26246798	124045283.25793146	126120997.6861787	P0A912	P0A912		pal	0	0.0029171718907617674	-0.17698008883331906	False	0.0006985491671144546	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AAF6	1188772.1299430972	1230937.6570791716	1190981.211954483	1413566.0474650443	1422989.7845337724	1353856.1125683398	P0AAF6	P0AAF6		artP	0	0.0031512729787704003	-0.21481711664781453	False	0.0007254164427727029	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76187	4541816.772278262	4320027.066030472	4600901.569769178	3792060.349327101	3594308.2703521554	3857352.112305314	P76187	P76187		ydhF	0	0.003213801503197402	0.2598531173672732	False	0.0007522837184309512	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A746	3273951.415876594	3078351.572473231	3305665.498488939	3883253.013605232	3718280.3597114217	3865974.718573978	P0A746	P0A746		msrB	0	0.0032439067658370673	-0.24776026420333827	False	0.0007791509940891995	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7F3	7938751.970930407	7795953.072800341	7834283.414142296	7179164.371084718	7374563.681701356	7364448.406778847	P0A7F3	P0A7F3		pyrI	0	0.0032494225429196043	0.10476206734769611	False	0.0008060182697474476	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AF70	11200273.823721047	12064758.373514466	11186730.692070402	14123194.96482425	14623458.625948297	13574473.956734331	P0AF70	P0AF70		yjeI	0	0.003360150441221911	-0.29680025798698967	False	0.0008328855454056959	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A796	121304525.90096007	120652271.609443	118125697.89968476	127421650.2789479	130878358.97993168	128365635.28651708	P0A796	P0A796		pfkA	0	0.0033650102368818916	-0.10275911796809425	False	0.0008597528210639441	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P17993	15216959.367879476	15049075.418403322	14966721.551073156	15807886.582222937	15616803.091799565	15636106.448888592	P17993	P17993		ubiG	0	0.0034839589772469623	-0.05715781489921013	False	0.0008866200967221924	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ABC3	50724089.32704476	50443528.33766668	49990892.58478553	51927350.07301181	52459770.55090223	52077133.39616178	P0ABC3	P0ABC3		hflC	0	0.003518008804918664	-0.04977089002576303	False	0.0009134873723804408	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7U3	194508421.63110605	201726390.26935863	193367163.70380592	225573234.886732	219504739.6523381	215921286.5445107	P0A7U3	P0A7U3		rpsS	0	0.0035250048391222625	-0.16490730043670934	False	0.0009403546480386889	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P00363	250285226.36013067	252386541.8264139	253052742.66757143	259501093.5884317	259818190.7806786	260821801.78729087	P00363	P00363		frdA	0	0.0036751005775867776	-0.0458746392831203	False	0.0009672219236969372	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A9Q1	105240949.35019591	104163112.31795558	104552877.9868345	109069975.56435405	110940059.37506056	110844978.32998514	P0A9Q1	P0A9Q1		arcA	0	0.0037558419124765355	-0.07563243833585771	False	0.0009940891993551854	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0CE47	6356664288.178	6473774545.890703	6400655365.904943	6804005430.678889	6757460755.269133	6929091043.198595	P0CE47	P0CE47		tufA	0	0.003939126790638244	-0.09151836749699829	False	0.0010209564750134337	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P67244	478232.57598349085	466766.4374999999	486072.36756878736	332910.3284422381	336038.5467062951	290552.54541879764	P67244	P67244		yqhA	0	0.003971195881065007	0.5767387872101624	False	0.001047823750671682	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AAS7	6035049.105655327	5965223.854140353	5753776.118200925	5071705.3410087805	5127270.766718703	5361414.249555589	P0AAS7	P0AAS7		ybcJ	0	0.003997956207046091	0.190269837360973	False	0.0010746910263299302	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6R3	6607895.889863747	6736068.945958649	6768085.92737016	8101280.670271348	8198831.449060855	7777811.670583944	P0A6R3	P0A6R3		fis	0	0.004257034967979612	-0.2596507993571653	False	0.0011015583019881785	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADG4	77786555.12954749	77376340.74151048	75934301.56892352	72813613.4462057	71892240.39688672	73358941.14451477	P0ADG4	P0ADG4		suhB	0	0.004415548245271752	0.08374288816249983	False	0.0011284255776464267	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P33355	9831827.461414527	9958446.189186526	9667343.260698924	9190170.4245784	8823998.183986217	8913602.40559738	P33355	P33355		yehS	0	0.004578623281223001	0.12954590907902738	False	0.0011552928533046748	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76049	2343485.077626802	2482359.500000002	2402773.924003211	2147614.0190120107	2066679.17766291	2070379.198580927	P76049	P76049		ycjY	0	0.004652768097022308	0.2018824102598956	False	0.0011821601289629233	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AG67	1129147598.0330238	1116906823.8820312	1130043475.6611805	1084812145.448345	1091393614.718747	1091530390.2625206	P0AG67	P0AG67		rpsA	0	0.004710608223320325	0.047065239403358716	False	0.0012090274046211713	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P66899	376254.809177255	378800.9688000003	409504.8085696184	283985.19296911213	317004.94381653506	311435.1908887787	P66899	P66899		ygeX	0	0.004747099299795345	0.35200729850837886	False	0.0012358946802794198	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6K1	821623.6402464893	756776.4375000001	692744.0663324288	427574.6484253619	492072.8342256091	335572.7119975257	P0A6K1	P0A6K1		dapF	0	0.005032626923777485	0.8554788049006136	False	0.001262761955937668	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ABK2	5499330.0449082535	5257149.790815079	5687563.6615852965	6566972.022280015	6396229.936887286	6285282.707837992	P0ABK2	P0ABK2		cydB	0	0.005305254993858647	-0.2271797812129241	False	0.0012896292315959163	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A9L3	63809290.519802965	65234966.810863286	65862655.183935285	61052217.88971176	61000972.695996165	59566785.16675562	P0A9L3	P0A9L3		fklB	0	0.005418058559050381	0.1018623693367152	False	0.0013164965072541646	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A932	35792532.93165214	36250628.109303065	34701129.97089372	39335101.36011745	38584797.25717656	39443978.84663065	P0A932	P0A932		gfcE	0	0.005481073470607925	-0.13682952814587726	False	0.0013433637829124126	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P69853	3291515.269806597	3387201.6808458134	3312505.839486613	2762481.108558742	2810155.4250739547	2585128.61303524	P69853	P69853		dmsD	0	0.005531524875851011	0.2924872810448176	False	0.001370231058570661	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P45578	54005147.76977367	57332359.849058695	53257564.42950612	70241230.02242935	70308227.53180201	70828959.0219198	P45578	P45578		luxS	0	0.005544921063921017	-0.3609069312256599	False	0.0013970983342289091	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A8R9	2150657.8390976023	2135684.6785264546	2186041.8027859684	2339248.7353447312	2336288.483325235	2344606.1528469804	P0A8R9	P0A8R9		hdfR	0	0.005592097711437128	-0.11720321944759486	False	0.0014239656098871576	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADU2	23905546.17894156	22722007.102234915	23480027.096114103	25503149.894073628	26468353.20411423	25665594.74008688	P0ADU2	P0ADU2		ygiN	0	0.0056995893496926756	-0.14717574553054028	False	0.0014508328855454059	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P32157	10797831.411519442	10612134.577257188	10320384.385559397	11767506.956902346	11460811.564696291	11560964.46559539	P32157	P32157		yiiM	0	0.0057593440983486925	-0.13277949314660326	False	0.001477700161203654	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AGD3	172371565.37194732	172261296.97566915	175043508.45732033	158368947.24248743	152860728.7041088	151092964.96075904	P0AGD3	P0AGD3		sodB	0	0.006030757366407584	0.16871344641299735	False	0.0015045674368619024	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A903	73573857.34235576	73299205.36382776	71953453.48187116	77705953.96272138	75971847.52183335	76530185.92464134	P0A903	P0A903		bamC	0	0.006083029474707641	-0.07315032425684877	False	0.0015314347125201504	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEK4	172930198.5849494	170013945.05740058	167100150.01481372	180852783.9543853	184322197.79368305	181260447.51796055	P0AEK4	P0AEK4		fabI	0	0.006092850166274323	-0.09942848661145831	False	0.001558301988178399	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6G7	64244160.29857248	67469888.347087	65779246.46184371	70743562.55882223	73074993.9599616	73057041.5139461	P0A6G7	P0A6G7		clpP	0	0.006524674826972343	-0.13506406125633966	False	0.001585169263836647	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P69908	5711170.127635275	6167572.388075221	6270607.541281682	7528609.178688773	7358709.026351778	7596517.975057072	P69908	P69908		gadA	0	0.006715245993783992	-0.30897032335463676	False	0.0016120365394948952	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P65556	6635580.463456801	6657022.609698678	6981438.496331954	7548925.08887752	7355176.46978693	7685352.504538417	P65556	P65556		yfcD	0	0.006762619252232116	-0.15601569001465218	False	0.0016389038151531437	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7T7	153976276.25405475	149604308.0084962	151164384.9450888	162747178.2089659	160682369.91298664	161306526.48612797	P0A7T7	P0A7T7		rpsR	0	0.0067818044060478115	-0.09214177590746682	False	0.0016657710908113917	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P68206	2902072.831692268	2979301.887111888	2859555.224262096	3677331.110597083	4000259.069968112	3734910.9566864087	P68206	P68206		yjbJ	0	0.006810156928293084	-0.3847563233821593	False	0.0016926383664696402	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6P9	740607425.4959806	736672390.5624995	746490849.736711	791805996.1921182	772733556.0674738	785349191.7368917	P0A6P9	P0A6P9		eno	0	0.007017143050947808	-0.07958444097990322	False	0.0017195056421278883	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A8V2	512975211.0987153	512603215.3648792	510035515.8549437	522637086.3654621	528261501.7231084	523462588.4512442	P0A8V2	P0A8V2		rpoB	0	0.007110456068746858	-0.035950985595426366	False	0.0017463729177861365	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEX9	38655188.81690298	36813893.38972019	35432762.859747656	31655915.06392083	29620822.907735936	30430478.88217744	P0AEX9	P0AEX9		malE	0	0.007294555158274491	0.2741761921481545	False	0.0017732401934443848	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7Q1	15047376.522267384	12545730.53145757	12350212.01457318	25496001.8320041	21016708.03081049	21453260.519334547	P0A7Q1	P0A7Q1		rpmI	0	0.008673119317528389	-0.7668583720357602	False	0.001800107469102633	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A8T7	592191110.9136024	594364183.2810744	588326924.085128	606253379.3774998	605355389.9561259	613672725.8616287	P0A8T7	P0A8T7		rpoC	0	0.008835901685660372	-0.04039568368876463	False	0.0018269747447608815	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFG0	57203366.41094072	57608096.48729733	59209949.64213532	62227086.039081454	63266561.29901953	65232555.932599925	P0AFG0	P0AFG0		nusG	0	0.008931885318883281	-0.13223823054784614	False	0.0018538420204191296	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEU7	59891340.56220964	64020998.30708087	63935082.16741343	69266376.16929552	71297358.63926941	73462004.95899244	P0AEU7	P0AEU7		skp	0	0.0090339831422438	-0.18822300321431815	False	0.0018807092960773778	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P15639	25526878.33311438	25142446.39568385	25438889.081260663	23973856.851096805	24186664.5436541	24578581.53528902	P15639	P15639		purH	0	0.009084579613482966	0.06532102822185305	False	0.001907576571735626	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AB38	6685344.886727391	6792263.125010213	6778669.547729312	7206470.281254284	7484367.28304346	7342650.507905005	P0AB38	P0AB38		lpoB	0	0.00917859689050005	-0.12132882455480466	False	0.0019344438473938744	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P77775	1101730.4095037882	1134957.5202084885	1088498.879142667	1002254.1028305568	923686.5966895928	964012.7420781396	P77775	P77775		yfcH	0	0.009324462637283305	0.20238914296611446	False	0.0019613111230521226	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P11349	14335205.486532846	13945240.927553376	14062448.667779611	13423761.75765124	13464808.335224768	13078304.847144503	P11349	P11349		narH	0	0.009371167366910555	0.08331514208392646	False	0.001988178398710371	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEK2	177258426.0255893	177435755.8619321	179669817.7577916	193014494.8895087	190025715.57246312	187126020.30483148	P0AEK2	P0AEK2		fabG	0	0.009553248729582017	-0.09355977927188647	False	0.002015045674368619	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6Y1	19294203.36183818	17968242.212736126	19493294.888251413	14756480.561779352	16550008.43498882	15039231.49304589	P0A6Y1	P0A6Y1		ihfB	0	0.009638173508200445	0.29233019050847037	False	0.0020419129500268674	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P00963	55335791.04502441	56633050.93902764	56483935.24334434	51201625.50713752	53352532.71757037	52340579.53514536	P00963	P00963		asnA	0	0.009718128657916813	0.10254724869849745	False	0.0020687802256851157	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P42628	11084180.700921249	11545420.999999993	11145602.462765262	8926719.523114135	9766934.800715167	9738059.219788205	P42628	P42628		yhaO	0	0.010333387249203898	0.24846343930039433	False	0.002095647501343364	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADK8	15716222.287943926	14937658.056951633	15248243.054230222	16447539.663303878	17093592.51907746	17388728.732669886	P0ADK8	P0ADK8		yibL	0	0.010436153995109228	-0.14995088415324212	False	0.002122514777001612	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P09373	2370262397.195949	2362721646.0368667	2369234748.49921	2635243427.011484	2560321198.9430723	2642846382.4760747	P09373	P09373		pflB	0	0.010841088858749216	-0.1422914180210041	False	0.0021493820526598604	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7E9	19999782.69128351	19589926.64378832	20664131.10786523	21614138.60083847	21783979.97773246	22434914.963193767	P0A7E9	P0A7E9		pyrH	0	0.01088288938801536	-0.12775847932375928	False	0.0021762493283181083	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76270	6506307.082732449	5876566.998736345	6139849.308164661	4804790.9568074765	4652297.098435331	4831432.318189017	P76270	P76270		msrC	0	0.010913507925300008	0.3744397051281022	False	0.002203116603976357	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76204	1032569.5584568091	1016144.2500000012	1015655.0854215357	1052685.228089142	1062193.5340175268	1047970.0411762964	P76204	P76204		ydiV	0	0.010973891841376772	-0.04563460918748901	False	0.0022299838796346052	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AG59	59533843.66608313	59841051.14805597	60570843.76599304	58385783.05130529	57774103.05468969	58204390.696080536	P0AG59	P0AG59		rpsN	0	0.011300995787268833	0.045457441583182864	False	0.0022568511552928535	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P17109	7352851.021568006	7213375.027769467	7417647.21272876	6862787.914627696	6872456.654502657	7064991.7394262655	P17109	P17109		menD	0	0.011714332384440562	0.07984567338162137	False	0.0022837184309511017	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7Z4	631604127.904712	640721337.6747848	636696088.7990682	650403436.4227681	650932971.5284107	655219715.068654	P0A7Z4	P0A7Z4		rpoA	0	0.011725424732751722	-0.03548310194162701	False	0.0023105857066093496	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFB1	9089017.022313908	8752157.63640718	8859126.718311107	9648955.036209052	9682832.287626725	9335241.141467627	P0AFB1	P0AFB1		nlpI	0	0.011919224737796124	-0.10253634078006549	False	0.0023374529822675983	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A858	198150889.3408556	203890250.8330486	202397563.3374354	216487055.53085047	226920399.0108486	218703033.068834	P0A858	P0A858		tpiA	0	0.01208300683232109	-0.13147594000105783	False	0.0023643202579258465	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6X7	76047098.24025688	74264791.0366642	75964813.65759313	67315578.74782152	66854938.50567162	70541562.29078487	P0A6X7	P0A6X7		ihfA	0	0.012172184508471653	0.14449182014256506	False	0.002391187533584095	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P63389	10690487.890121212	10572536.740600498	10275784.151745765	9607092.33538194	9409996.141864292	9927187.624544416	P63389	P63389		yheS	0	0.012348121871340814	0.12385009559346521	False	0.0024180548092423426	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P62399	758670232.4500066	724808506.0338042	735218615.1210654	827518530.3754855	787832122.9149688	826463942.303858	P62399	P62399		rplE	0	0.012376292271605036	-0.13824077527286205	False	0.002444922084900591	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADE4	13916065.226436911	14128562.665539345	14009168.616137017	13737559.726617483	13663074.73911794	13528206.305569043	P0ADE4	P0ADE4		tamA	0	0.012451187855989872	0.03911824327333545	False	0.0024717893605588396	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P75792	257582.8743195477	271078.09380000003	234302.6647960001	169032.2988120718	206725.0151621108	165952.47552746747	P75792	P75792		ybiV	0	0.013190705575137192	0.4940941291500522	False	0.002498656636217088	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P52627	257025.0398357459	225806.90620000023	220433.47069880244	170929.96775223207	143847.08960121352	183296.15977608468	P52627	P52627		fliZ	0	0.013763508205606735	0.49771143901906967	False	0.002525523911875336	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A8U6	21119159.571619354	21837103.90885904	21445470.79482889	22472135.39088684	22875835.74469416	22591916.75426918	P0A8U6	P0A8U6		metJ	0	0.013801308700952555	-0.07715929835376556	False	0.002552391187533584	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
