protein	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P62517	803839.9375000006	797743.0904131426	836120.9510573404	40302.38872007209	54727.417188718544	92236.91441925633	P62517	P62517		mdoH	3	5.1931779381160045e-06	3.7023565015804905	True	0.00028556593977154725	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	62554565.88869617	63560321.68558319	59986396.72115805	112772298.6004252	114582450.05364516	117053514.7229543	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	6.826687477440113e-06	-0.8880317461373102	True	0.0003115264797507789	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	26892839.616428938	26796790.850647427	25523160.472761445	47626701.47843931	47362066.71705053	49106412.41424354	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	9.509013267173181e-06	-0.8632167697117338	True	0.0003374870197300104	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P30864	27456.986329999992	29655.099420945586	65925.63205585195	632678.0813342913	657602.9959081279	691422.324772409	P30864	P30864		yafC	3	1.7386912062327927e-05	-4.0095684994936995	True	0.000363447559709242	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	19853640.30866035	21285714.730090134	19680470.620114397	37062521.60844661	36787995.47993421	38135401.47928201	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	1.86086894694506e-05	-0.8807037490768373	True	0.0003894080996884735	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	54557413.27142421	59002721.94286432	57256452.39195336	108882194.76288532	111395044.00710598	111292391.96744606	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	1.8691009906717917e-05	-0.9568637944039388	True	0.0004153686396677051	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	40426945.86909812	38127177.6395677	39341904.18298859	68474070.27200733	71600592.09305164	70568413.52272864	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	2.427153023290424e-05	-0.8372853834610045	True	0.0004413291796469367	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	11163700.723791683	11454627.066486811	11586012.86379345	21621446.177969743	21448882.806140296	22205517.745874822	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			0	2.7227361669115008e-05	-0.9323698467460823	False	0.00046728971962616824	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	187476280.2496915	192028463.44615632	192294275.3735253	361703300.1790279	372492225.9462746	370114332.8646515	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	2.792132781419045e-05	-0.9495649855010406	False	0.0004932502596053999	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	21774695.93577556	23195498.358773243	22452502.788964424	40467748.404144	41033739.74423615	41143240.204874784	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	3.695844823635189e-05	-0.8631789786197857	False	0.0005192107995846313	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	11946279.397531372	10963404.336589815	11227448.76950207	21394582.459630724	22666825.39731213	21739500.497002084	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	4.115868126489349e-05	-0.9467656218647159	False	0.0005451713395638629	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	39112116.23990538	38178428.97197342	38248743.97945388	67930021.97537217	66065205.932787344	66072818.9808439	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	4.41295137704782e-05	-0.7921072468414586	False	0.0005711318795430945	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	10373765.63568488	9693550.894555075	10269788.760205954	17679917.42521265	18276062.616551302	17195157.931148466	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	9.30423725311724e-05	-0.8090171474756502	False	0.0005970924195223261	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	183536622.6630259	181451454.368723	180440159.3963816	342515825.97892016	345803901.0650141	352385780.76298445	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	9.398893066759054e-05	-0.9321005871803589	False	0.0006230529595015578	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	45161825.00932218	49238124.34735293	47009680.80001155	81411513.13876636	82442881.24719958	80185640.73917852	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.00010119584198208874	-0.7872374707715725	False	0.0006490134994807892	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	39778140.68082913	41993752.586317554	40039342.97382747	73404809.67260523	71779678.13677375	76008966.33981761	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	0.00011786057793177449	-0.8606614740691483	False	0.0006749740394600208	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	21037485.593613006	19430109.33845071	18977108.845480133	32933582.051393	33360224.00876725	34414541.10696503	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.00011934049646143454	-0.7605630814676534	False	0.0007009345794392524	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	67261679.36405322	67391905.0757095	66214546.17580412	118331336.91302565	122257524.78798915	119539991.42579515	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.00015134923072179912	-0.8422645045267141	False	0.000726895119418484	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	4339908.9840908	4512791.733904672	4723827.366367364	8824916.957502102	8255268.5100076515	8330860.328153479	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			0	0.00016631678485030718	-0.904341163561733	False	0.0007528556593977155	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	12817822.109091869	12356710.574280351	12093585.99452806	22754607.018004306	21717414.47960674	21505137.456437133	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			0	0.0001704949744994867	-0.8240246626765607	False	0.000778816199376947	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	16244510.6717579	15158977.435057	16456096.74724297	27345221.28664514	25680752.522909943	27450948.08461825	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	0.0002043401328419926	-0.7497672429241496	False	0.0008047767393561786	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P0ACD4	44202132.710806325	43924818.885024354	43763457.50583656	41751740.23769247	41581590.293872185	41932234.92007097	P0ACD4	P0ACD4		nifU	0	0.00023709481803926646	0.07434977420646087	False	0.0008307372793354102	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P37329	22266933.371941555	22462154.28377118	22610451.3347584	24203000.899067894	24027697.65617203	24230406.75496257	P37329	P37329		modA	0	0.000358853518944608	-0.10575296815639418	False	0.0008566978193146419	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	4685559.650388187	4420214.949214755	5169075.528705164	8790103.963941917	8767232.33544161	8378241.859004967	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			0	0.0003617231761734049	-0.8614569319473218	False	0.0008826583592938734	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P00957	200771340.97507635	200210736.69161287	200007527.23884723	196140252.5078349	196608753.33434635	196250534.91136023	P00957	P00957		alaS	0	0.00036293793378363654	0.029073528212582897	False	0.0009086188992731049	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P05637	7204609.8361920025	7190374.471390399	7345999.390210894	6219125.669913314	6377159.286032773	6160381.562319327	P05637	P05637		apaH	0	0.0003746962935795866	0.21301376711006278	False	0.0009345794392523365	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	5791521.77011348	5423145.803165257	5323622.02003816	9707535.94056576	9568995.553790525	10364533.70412927	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.0004073604757045952	-0.8417872568600776	False	0.0009605399792315681	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	27162487.853744265	27536471.98559543	27270345.66921641	52399672.658639744	53266327.36678241	51102163.63022632	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	0.0004510943830064079	-0.9354769282125658	False	0.0009865005192107998	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	22754133.634285506	23097512.96733334	21552720.263647247	38687185.18857686	38350119.043616325	38702357.459251285	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	0.00045441599541749296	-0.7799693660944347	False	0.0010124610591900312	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	18461221.842138704	18402062.72488895	18701619.081269667	31393488.81147584	30520636.14641324	31782341.669296697	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.00046427298189818223	-0.7538207197053096	False	0.0010384215991692627	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P77562	4121849.4901132206	4071247.47104167	4068868.725009741	4445529.747903238	4410128.4848536495	4495527.674300598	P77562	P77562		yaiW	0	0.0005115407909592103	-0.12277762115841799	False	0.0010643821391484944	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	43406083.853923954	44383001.6525543	43209816.30066005	81983902.39375423	84877505.42972521	80339900.34832296	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.0005730891705795066	-0.9161316605216261	False	0.0010903426791277258	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P45795	1793167.874999999	1676418.9405372154	1609204.4863582172	3504387.0594833363	3627426.200120111	3268851.600005854	P45795	P45795		yrdB	0	0.0006677144652451566	-1.0341186582499535	False	0.0011163032191069573	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	39279536.31414245	39459410.24114248	40807461.54605282	72477370.87074271	77492738.7819105	75719424.06680809	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	0.0006789962405937587	-0.9167687321585053	False	0.001142263759086189	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	35012833.79819045	32582828.364748847	32205841.01901177	56120854.35868611	60631697.176196	61544811.87466956	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	0.0007876665689130337	-0.8371519188179947	False	0.0011682242990654205	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P64554	21559440.751489483	20969107.953130078	21077345.91577892	19111106.28470557	19042872.807785194	18547537.01337656	P64554	P64554		queE	0	0.000822610109510361	0.16577316120995741	False	0.0011941848390446522	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	16458677.01916947	16469322.671861067	17086431.07068411	30470555.49477559	29745341.25344061	28386783.73774309	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	0.0008879871576584094	-0.8250059265367444	False	0.0012201453790238838	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	15361928.455395076	15792418.930069976	15352955.335232925	27500030.267872192	27793090.01244701	26130331.46332237	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	0.0009766382523573565	-0.8079871117718394	False	0.0012461059190031155	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	18083848.910468858	16216450.312549977	14550156.331390483	29844493.70503936	31678933.8354042	30206146.652950723	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	0.000980741061429836	-0.9090149267060946	False	0.001272066458982347	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P0A6E6	18572748.769432027	18238736.713123724	18701722.806677066	16680973.689479165	16523882.654200371	16426329.764552692	P0A6E6	P0A6E6		atpC	0	0.0009850327984208972	0.16158414034042418	False	0.0012980269989615785	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	38177837.64281574	38167630.75469299	40930127.57540814	72971056.30681656	72227991.36986645	66614691.14872538	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.0010556034821957892	-0.8528933371967615	False	0.0013239875389408102	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	24410503.782494318	23799918.99047048	24370160.93256568	48381563.48245164	45599763.07747798	45726695.8066379	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0010700994456013272	-0.944759301724789	False	0.0013499480789200416	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P0A7A5	3944613.301652504	3961727.2384435055	3720991.87220098	2995636.141409184	2907844.3396781306	3137944.144966119	P0A7A5	P0A7A5		pcm	0	0.0011981973615498819	0.36289812994213816	False	0.0013759086188992733	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P11446	369583.21880000026	346051.0693176406	435079.6904656068	40302.38872007209	54727.417188718544	92236.91441925633	P11446	P11446		argC	3	0.0013878021452807135	2.6193628395512194	False	0.0014018691588785048	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P32684	4742880.793331297	4669299.227391118	4641942.094230309	5143767.248738039	5020382.196359278	5056145.255729863	P32684	P32684		rluF	0	0.001413151825939849	-0.11500295392168396	False	0.0014278296988577363	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
