protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	68226.96806139502	2093697.3927210777	11508.755275912104	43253313.10880088	43730860.26954719	44307166.97607681	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			2	2.4734022074433418e-05	-5.916652252960804	True	0.0003640145605824233	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	21854471.69670556	22794309.10930588	21908048.4439943	52315213.36733113	50266478.79208919	51465673.97848782	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	2.7694894374531167e-05	-1.2107154051477433	False	0.000390015600624025	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	13508130.16896596	12371355.066050554	6809599.16910621	73632118.99307942	69669549.45022774	67438281.81322174	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	3.131543349566943e-05	-2.688582959710387	False	0.0004160166406656266	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	1737641.1879785184	6937945.989368244	7798183.462946808	61731923.56171464	64063672.68688672	69525395.42179158	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	4.9462966120269345e-05	-3.5676042950142484	False	0.00044201768070722833	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	24882932.90996155	26311605.61139103	24486906.45724867	82183635.28593071	82597268.10384385	78535858.07792075	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	7.807230725570063e-05	-1.6848241679695732	False	0.00046801872074883	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	68226.96806139502	83804.17969000003	11508.755275912104	21663131.31452399	20929665.71621689	21144175.77634159	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			3	9.09193578662894e-05	-8.606343999584482	False	0.0004940197607904317	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	4964202.105687734	5330285.9623495545	4527368.846382849	217085863.48771808	221493757.5521252	225932915.19142568	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00012374834719813054	-5.486498308592386	False	0.0005200208008320333	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	2669093.86177272	3123771.957294496	2813672.740701302	113668703.32232589	118701998.44541755	116053863.22382917	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.00014643106631675104	-5.339269410990758	False	0.000546021840873635	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	3802262.521252004	2513857.008823522	7282028.764501356	76110411.61231802	80936934.99784066	85666268.54707213	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	0.00014884736198178918	-4.157772926206919	False	0.0005720228809152366	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	9386149.280382598	9224001.726270752	9636610.937040497	344874481.6914345	349566230.26458603	359730385.9689194	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.00016264462198267666	-5.221879739075446	False	0.0005980239209568384	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	1764633.499315112	1743797.249169852	2307308.8294181726	96406728.54456732	94618825.87264857	91798898.44949871	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.00016421731827290543	-5.603800381549439	False	0.00062402496099844	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	5432157.203736316	6218073.495559567	7035596.917178495	101099895.1843184	104676313.61765514	107479677.04053912	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.00016630320000695191	-4.067325248112445	False	0.0006500260010400416	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P28635	59741275.0590303	58670389.37480694	59802153.70898547	66132243.7133112	66747792.40645327	65839863.97467781	P28635	P28635		metQ	0	0.00020269780564664524	-0.15712715009850448	False	0.0006760270410816432	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	814819.9955288589	819640.5873989421	1004021.4510176848	34346540.51965593	35700518.57697155	36453065.150982544	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.00027890941937077794	-5.335003143427419	False	0.000702028081123245	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A6S5	1315332.5263194996	1383784.2499999988	1293200.0656263956	829325.7204419435	796074.6416022776	855239.4894113261	P0A6S5	P0A6S5		ftsB	0	0.00029196946106328835	0.6865139271309814	False	0.0007280291211648466	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A7W1	387982477.7723653	394448150.5805418	387711525.1036774	338720174.28486204	342998764.14758414	332298017.5677471	P0A7W1	P0A7W1		rpsE	0	0.00031175188848636193	0.20660202797274543	False	0.0007540301612064483	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	8058662.006392066	18741940.6173042	8986424.324610854	116100776.0880736	119541900.96847108	119872512.87588188	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.00031332365649029497	-3.3124026023590982	False	0.00078003120124805	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P64463	67619345.83779629	68774137.75820686	69268593.13847138	75477501.99456023	76508546.69800211	76815429.60840556	P64463	P64463		ydfZ	0	0.0003191140542752348	-0.15382058230757506	False	0.0008060322412896516	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AEU7	63114375.88869564	65174473.958698325	64239686.32901319	54230652.52091039	51666130.99370987	52739561.49998463	P0AEU7	P0AEU7		skp	0	0.00037551934199846497	0.27934895156135287	False	0.0008320332813312533	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0ADQ7	20448684.928968634	21009460.910925288	20751779.81319699	22943825.322524782	23510045.26924932	23219914.79930102	P0ADQ7	P0ADQ7		ygaM	0	0.00041580180175538884	-0.16347116524583208	False	0.000858034321372855	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	713807.7392241346	794434.2218635728	746974.5111248353	28771306.23540232	30527384.878336288	30729064.355537407	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	0.0004437600431052262	-5.319032025806449	False	0.0008840353614144567	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P15640	11290907.879252378	11333757.239021529	11325552.583068855	10877104.261864277	10947511.58418174	10943326.44947012	P15640	P15640		purD	0	0.0004558222457278351	0.05113574573267408	False	0.0009100364014560582	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AAQ2	10701443.393025871	11088054.40511907	11315826.146358564	8772938.073662672	8200625.658981438	8332191.540392792	P0AAQ2	P0AAQ2		yajD	0	0.0004800853999551572	0.3875977140460828	False	0.00093603744149766	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	1711960.659784384	1413569.3898325043	1824291.0796719403	42173004.64902895	42024817.45993	45106868.01533515	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	0.0004954624269175793	-4.707254403386677	False	0.0009620384815392616	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0ADY7	233385255.6383844	228251460.9066024	229434352.70105755	207158280.39134508	209943136.2103663	204235037.1252335	P0ADY7	P0ADY7		rplP	0	0.0005166095780922521	0.1534593844630185	False	0.0009880395215808634	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AG67	1322468404.288552	1319239695.640551	1298874915.124492	1218489743.3811936	1221296752.3727572	1197795952.382168	P0AG67	P0AG67		rpsA	0	0.0006440475942164855	0.11542914632804163	False	0.001014040561622465	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P52614	1659348.9805560743	1638870.3749999984	1602625.5324334735	693758.1927523975	602084.5753628706	753841.373192335	P52614	P52614		fliK	0	0.0006954607404484084	1.2576288802051685	False	0.0010400416016640667	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	6853079.532699093	6338689.180365625	6576142.039094605	8742492.531376675	8582185.522390567	8248655.638619544	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			0	0.0007438918878399772	-0.3714798375525178	False	0.0010660426417056683	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0ADY3	92208348.64566526	93841376.6907067	94114629.30626814	85120679.58051303	82633471.1978196	84409329.51336375	P0ADY3	P0ADY3		rplN	0	0.0007469363590723312	0.15191406138649002	False	0.00109204368174727	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	9172336.749424305	2533811.8806456258	5270366.981569293	72446224.85836627	72047598.88548586	72311427.43652187	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.0008032627187766339	-3.6747874154806057	False	0.0011180447217888714	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P31063	10813930.65630369	10742649.80559399	10836006.34640159	11735241.134521907	11937053.013517004	11914522.373020392	P31063	P31063		yedD	0	0.0009713199748396628	-0.13567919636849737	False	0.0011440457618304733	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	1965213.1702734851	2081922.5576445584	2388264.161054468	97833880.42336518	91550454.1166689	88077736.65128845	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.0009775614325847758	-5.430116960855121	False	0.001170046801872075	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A7F9	5686045.950265031	5904523.682938085	5713096.214160114	6668856.570517726	6758652.864140953	6965289.999214453	P0A7F9	P0A7F9		queA	0	0.0009895920992230253	-0.2369821251146097	False	0.0011960478419136768	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P24554	3333459.39829171	3356739.0608316856	3390908.977737271	3654613.113787497	3650304.9204643546	3728985.006612077	P24554	P24554		radA	0	0.0010086242402784571	-0.13028907663747624	False	0.0012220488819552782	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P75823	26275223.58033276	26674963.16237269	27026124.539830472	30312471.04931102	30459192.950837027	30613657.14470297	P75823	P75823		ltaE	0	0.0010377847817584077	-0.1923897078141201	False	0.00124804992199688	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A6A8	203601106.9288267	213449682.10508195	211018788.1980126	160821051.22815177	149858826.4723449	163937218.58832905	P0A6A8	P0A6A8		acpP	0	0.0010405623494206442	0.40416031989178225	False	0.0012740509620384815	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AAI9	37800582.93681139	37726752.19714815	37272185.98890626	39668965.24316465	39626176.11656495	39283338.05289813	P0AAI9	P0AAI9		fabD	0	0.0010604941260962464	-0.07208125864768601	False	0.0013000520020800832	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P77756	3122092.508482643	3057084.421839468	3352705.9811857967	2192563.1372135985	2098984.303493339	1867615.2613981485	P77756	P77756		queC	0	0.001061762558094564	0.630026990453536	False	0.001326053042121685	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A972	453406495.0423549	492452007.2545805	486503104.0733852	279200675.20680976	269647987.1722994	287487658.6950961	P0A972	P0A972		cspE	0	0.0011107932879331791	0.7762406297365625	False	0.0013520540821632865	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P30015	1170835.3996818631	1292474.7500000012	1492943.826912926	2245875.2575055044	2387538.9289624146	2557863.2896242538	P30015	P30015		lhr	0	0.0011684229649847457	-0.8621130326466165	False	0.0013780551222048883	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P76177	85832544.87324198	86725446.61530346	86898128.15188064	83272293.76128769	82390877.346793	82814666.87179874	P76177	P76177		ydgH	0	0.0012292813916732898	0.062373382366888795	False	0.00140405616224649	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0ADW8	1424160.3354355248	1534023.2914022238	1437405.28069029	1002905.9723734288	1030871.66694884	1124269.968912281	P0ADW8	P0ADW8		yheV	0	0.0012358655967953092	0.47702354588271256	False	0.0014300572022880914	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AF03	28381744.097951014	28832347.48251197	28853162.86271356	30925562.17749122	31494342.29776786	30803449.63898158	P0AF03	P0AF03		mog	0	0.0012495003368339216	-0.11522697361936117	False	0.0014560582423296933	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P52647	12907040.921028877	12768021.909865554	12937454.19971483	13480089.63571259	13576458.684485352	13388822.048560465	P52647	P52647		ydbK	0	0.001255898954338512	-0.06690596999149986	False	0.001482059282371295	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P77280	68226.96806139502	83804.17969000003	11508.755275912104	280716.0970595302	321637.99760411616	320902.11859356315	P77280	P77280		ydjJ	3	0.0014388180956651125	-2.4970883763893257	False	0.0015080603224128966	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P06961	9962893.61588492	9793338.968974205	9867515.164209602	9323750.87476582	9419013.945603894	9304331.80382402	P06961	P06961		cca	0	0.0014649520566941028	0.07890273605596844	False	0.0015340613624544982	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P22186	3284244.86393898	3456534.506063103	3438702.7687042085	3922194.8059439207	4061225.3899659417	3908586.13250858	P22186	P22186		mraZ	0	0.0015449277153950654	-0.22432796711422964	False	0.0015600624024961	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A9P0	265121101.4413134	267159123.4874361	268338094.8436888	249812113.7521139	254567679.5538059	251230324.0296098	P0A9P0	P0A9P0		lpdA	0	0.0016486904248426216	0.08347260889432685	False	0.0015860634425377015	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAX8	37121690.72325336	37293692.284935325	37709306.34685535	38985332.413019575	39564338.67444079	39580695.72714138	P0AAX8	P0AAX8		ybiS	0	0.0016665633355317962	-0.0752758861967421	False	0.0016120644825793032	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA04	114576582.5870384	131192799.008402	133469551.18937948	56615379.99070281	70855082.64284989	66625299.553857885	P0AA04	P0AA04		ptsH	0	0.001673313216453078	0.9663384602091287	False	0.001638065522620905	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
