protein	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	30698153.14467361	32196759.84795472	31019645.60855845	7496186.765263661	8038430.299022617	8172023.298791744	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	4.005055860221293e-05	1.9860575985712654	False	0.0002891692954784438	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	26900830.458254687	27242194.471223976	26005599.39034802	6713044.873148985	8679654.496961592	7319734.994693412	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	4.082962819886004e-05	1.819195412695044	False	0.0003154574132492114	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	28470522.441519286	26194710.27519487	26683817.589177527	8479885.062578578	9867383.757527266	7913268.2617618	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	4.3337613201658676e-05	1.6312290809192054	False	0.000341745531019979	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
Q47083	25633.898584663897	27710.52344	54200.17852055984	436435.4428982506	457973.2077486628	484880.4990090666	Q47083	Q47083		cbl	3	4.822383759068545e-05	-3.6809179316188914	False	0.00036803364879074664	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	34580380.63613553	36678121.83471352	34426177.64474005	10029297.128435532	11051197.600218484	9707574.804772656	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	5.817445720747388e-05	1.7793229452878305	False	0.0003943217665615142	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	33411603.903760865	33571819.330095455	35224865.597618446	7745213.52233006	7249824.9078069795	8126050.101884172	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	6.396848006199959e-05	2.1442309738253296	False	0.00042060988433228184	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	19165453.324467607	18516156.518643767	18480330.716366976	5091861.778199487	6378833.788496803	5239122.014651868	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	7.54441923624742e-05	1.7488968020485034	False	0.0004468980021030495	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	29449067.86206529	31115851.794781186	29822305.98889454	7381245.219360735	6946390.873630359	7666026.973831873	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	7.859722120401926e-05	2.039030985589198	False	0.00047318611987381704	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	58827162.323364966	59433638.65656454	55665953.08628857	15064274.233834175	14247477.856452858	13211751.714378163	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	9.255293821209645e-05	2.032147490010851	False	0.0004994742376445846	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	50941629.58100668	52746865.40594808	50851546.63366141	11458431.216407271	11677692.246167785	12036844.605217636	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	9.340162703025432e-05	2.1354417047057552	False	0.0005257623554153522	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	61805248.15339314	64324879.54818211	62824712.27213696	14019699.08462813	14138288.5690036	13538023.636058992	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	9.860712317497835e-05	2.1800601881484467	False	0.0005520504731861198	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	176934485.76477903	169954626.31093892	172800313.01774728	41971172.31152184	42784968.84960871	43762144.22672434	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.00010514950217523087	2.0156760641091473	False	0.0005783385909568876	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	21414709.422755543	19656192.57862214	19412433.41779084	4133809.65441624	4779305.478356042	5487991.321560953	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	0.00012110540311670751	2.07035804081492	False	0.0006046267087276552	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P0ADB7	17920664.788052868	18327265.0202606	18335137.61809083	22550157.627526622	22040758.5949165	22673346.450875822	P0ADB7	P0ADB7		ecnB	0	0.00012154949803238798	-0.301386735685832	False	0.0006309148264984228	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	189637484.24491292	180289973.9491624	181503612.09477445	48629381.61085987	45521391.90617807	47673744.76463247	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	0.0001529982714615647	1.9590735942543651	False	0.0006572029442691904	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	54679169.78819802	56616396.06112166	55636888.56304314	13582235.645899083	13528784.167955486	13396026.101843117	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.0001540413277079323	2.043019684001699	False	0.000683491062039958	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	8369642.574005339	8967202.017518671	9214706.854231955	1936131.55818558	2104115.935230172	2383995.641047472	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			0	0.00016026918808120888	2.0471977624492577	False	0.0007097791798107256	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P52614	1147127.6857006596	1210254.750000001	1139280.700953551	645454.1528787976	628267.4816489764	674038.0677133846	P52614	P52614		fliK	0	0.00016745172207316818	0.844163114474674	False	0.0007360672975814933	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	22072121.368012745	23199665.21532345	22897835.65671044	5120842.289361143	4889396.069165265	4892112.191299625	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.00019329531514059194	2.1935890832881086	False	0.0007623554153522609	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	17893442.098100763	18692515.03085436	19259251.551596675	5186406.114935556	5619653.675171762	5699566.063108815	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.00019492308090811723	1.758475664849234	False	0.0007886435331230284	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	179141851.01395795	179586589.0639854	170830357.36749706	46748347.5641708	46350203.2344025	44523591.6928115	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	0.0002450920802839082	1.9440782681973583	False	0.0008149316508937961	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	4283511.787426333	4491267.911369081	4050375.8910063794	1826887.739595914	1838575.9902067687	2250024.2502612607	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.00027001488598193035	1.1164072388582433	False	0.0008412197686645637	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	10788495.688275374	10231924.444923636	11219082.02596576	2018092.3996404344	2377778.747151157	2149342.79340952	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			0	0.0003155712872866748	2.3003172112909556	False	0.0008675078864353313	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
Q46868	21888116.158939056	21420460.694073685	21785075.90008303	24759987.613652878	25024109.725558314	25468925.411389057	Q46868	Q46868		yqiC	0	0.0003588116360483847	-0.2092326591296239	False	0.000893796004206099	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	32451792.300855003	34707219.56074161	33198439.015908714	9748367.235761406	9693086.26269952	10221757.587732963	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	0.00040755514266430874	1.75840104603223	False	0.0009200841219768665	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	52638447.67729905	55440184.40198495	52640562.43412506	11495091.913164789	11191442.843416955	11552937.216847211	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.00041467033713280134	2.2308098803615675	False	0.0009463722397476341	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	3183535.1121790544	3339296.184243704	3409794.616947367	86786.96562236208	366409.7165695393	572644.9809653563	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			1	0.0004231085175979121	3.275367106401786	False	0.0009726603575184017	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	6421798.292066086	5866067.220231925	6393781.383458306	1558591.5179083846	1382498.2936541426	1341062.4150735394	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			0	0.0004255357679838028	2.1252136543563225	False	0.0009989484752891693	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	42556140.601236194	45129817.94327828	41625919.15646852	10361352.157288702	10324047.052866504	11288194.609741174	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.00043301017919301124	2.015901980568748	False	0.001025236593059937	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P39199	15883144.459530324	15683616.798731953	16167564.021372387	13837360.575833011	13605493.966761952	13560218.65475154	P39199	P39199		prmB	0	0.0005046803940004495	0.21929502272456342	False	0.0010515247108307045	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	13821582.114168812	12838102.13236048	13588903.238644348	2784087.5206556	2586011.786860653	2653679.853346697	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.0005079900984601915	2.3265843488741145	False	0.0010778128286014722	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P14407	113571307.17657928	112414084.01596032	112209546.98891762	106332218.58234088	107575567.01294784	106669539.15694109	P14407	P14407		fumB	0	0.0005234881889556503	0.0771826832389886	False	0.0011041009463722397	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P0A6P9	785082413.7704761	779198496.6536028	790333319.1533632	823168270.4164119	832160974.3622942	832843600.0049129	P0A6P9	P0A6P9		eno	0	0.0005781719851787321	-0.07959599408860568	False	0.0011303890641430074	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	28485886.528219696	29881603.89528494	31018411.495054703	13585508.072262324	12777643.014345616	13626593.27972899	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.000618328667534079	1.1604172465005975	False	0.0011566771819137751	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
Q93K97	10627379.591066811	10749431.208888443	10817156.268620685	11576081.17823681	11378103.29991424	11519717.980911644	Q93K97	Q93K97		nudF	0	0.0007288111113060449	-0.09871425919844802	False	0.0011829652996845426	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P21165	78464567.12701522	77890586.18358395	77608986.88103402	74041445.95696405	73650441.93094796	72845738.37643963	P21165	P21165		pepQ	0	0.0008105801741974333	0.08526260690843764	False	0.0012092534174553103	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	43245966.5103254	47686930.59256566	45243977.842837095	11849000.217292566	10810447.583241696	11635531.547499582	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.0008142739399752491	1.9894124389923127	False	0.0012355415352260778	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P36548	2217235.5175352884	2319357.804156	2334321.268417605	2785380.060031176	2771368.088774837	2666228.63492112	P36548	P36548		amiA	0	0.0010214070763902609	-0.2591586061469217	False	0.0012618296529968455	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P0AF93	251923776.4973479	250840297.0380674	245946809.350502	275707376.95781755	275652709.0971762	269475540.8731233	P0AF93	P0AF93		ridA	0	0.0010271278030413375	-0.13268462505509748	False	0.0012881177707676132	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
Q47319	638671.9074091864	658182.1249999993	661344.7351164409	774270.6709543256	783572.688251221	780663.147597288	Q47319	Q47319		yfiP	0	0.001053521725609883	-0.25606022945803747	False	0.0013144058885383807	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P0ABU2	138807487.90727934	141974988.4873155	140266034.96700552	152399874.20903346	150375698.86840576	149773256.20341334	P0ABU2	P0ABU2		ychF	0	0.0010660279494962544	-0.10408700117817707	False	0.0013406940063091484	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	49212030.54710358	48108176.87923554	44000563.195354216	12400862.947825324	10929225.006469442	11880522.469965704	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.001070638738917874	2.004891377744716	False	0.001366982124079916	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	7729768.987249491	7798616.378452989	6698795.005794373	2850725.0249151187	3487832.3217716366	3651059.262941296	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			0	0.0012280566789442517	1.1538237317604663	False	0.0013932702418506836	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	50113907.57849417	52126848.23451671	56833002.48234861	15190266.552595712	14608507.13795156	13506046.32626306	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.001621177975945173	1.8770963428827554	False	0.0014195583596214511	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.160964047443681
