protein	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ACR9	40587563.69973679	41037094.02313923	40759601.04399246	37597568.07716219	37019660.366464734	37462235.84890994	P0ACR9	P0ACR9		mprA	0	0.000156046377081206	0.12689604329338888	False	0.0008537886872998933	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	31454598.7948153	32739005.144804195	33557819.2201312	3859573.429444984	4495531.985025891	4066254.839564798	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.0001609527914941255	2.976294536038848	False	0.000880469583778015	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	116304634.39681736	121890621.1910137	114597491.42569517	14702526.513624394	15484883.46186759	16849909.98241075	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.00018596551064639435	2.9069431338646274	False	0.0009071504802561367	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	44036150.26416282	45367665.62256004	43081038.86191906	4980882.464378144	5071646.49051229	5058262.30252809	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0002805386186553956	3.1321763322590255	False	0.0009338313767342582	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	69415198.6085613	67948758.04852834	65401773.6148788	10041441.266738124	9999109.106369829	9410771.238087332	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	0.00028805765770591245	2.7834095602429936	False	0.00096051227321238	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0AE18	41067190.77332239	40999776.1866725	41522148.07823518	43948440.39758658	43556796.3528584	44104048.769067325	P0AE18	P0AE18		map	0	0.0003191898529752976	-0.090709594892062	False	0.0009871931696905016	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	7910470.324008877	7865236.09447101	8227088.391903385	1748278.2201987384	1440319.5074271224	838329.0729416967	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			0	0.0003558360677831572	2.575451245458143	False	0.0010138740661686234	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	48962244.13202104	45829710.22109356	45526114.04181847	6192312.324553176	12551087.977100983	7155836.35315571	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	0.000357836640181573	2.437719310876629	False	0.001040554962646745	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	180293505.3174553	185985742.08026457	192104855.39025912	20408286.1553142	20101533.711612303	20618640.728126924	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00041341306833516604	3.1913417274412503	False	0.0010672358591248667	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	328938818.8952475	343968503.24750507	350157245.2614915	40265366.83528352	40233503.86410768	41339313.248805694	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.00042253568313337005	3.0698589507724106	False	0.0010939167556029885	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	81084141.78014357	82720191.04887395	87669084.98394236	11347175.01450408	12234534.920958688	10661568.702962732	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	0.00042716419506024053	2.8765131619609114	False	0.00112059765208111	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P69228	6050703.310029747	6118109.323522687	5957586.411806658	5257942.525829695	5419859.599643709	5312260.545878424	P69228	P69228		baeR	0	0.0004333793057959831	0.18091675727903125	False	0.0011472785485592315	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	37892603.51166663	37094156.1323939	35393815.99057435	3637083.488325089	3586728.1879934054	3430350.975088317	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	0.0004519633747429543	3.372997198169062	False	0.0011739594450373534	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P60955	25524.31055	46170.16356712217	49675.989777973125	211424.94506121456	252321.1562750089	239682.04228135737	P60955	P60955		lgt	3	0.0004750883255498029	-2.534985679928079	False	0.001200640341515475	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AE67	3187515.900376287	3172893.683736161	3280030.7694119564	2783305.515948359	2694575.8130172333	2662803.700883993	P0AE67	P0AE67		cheY	0	0.0005443925218461672	0.24394884618017026	False	0.0012273212379935968	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P30847	242386.9531000001	199390.8513083956	196885.20785977365	425610.28428985	445078.4619689206	414863.9426058315	P30847	P30847		baeS	0	0.000709187293677299	-1.009261935440689	False	0.0012540021344717182	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	59214775.56233925	63592458.873509504	63796541.46471559	7323294.122564345	7386779.198662574	7392409.640074247	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.0007401580394391737	3.077697825082266	False	0.00128068303094984	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	97073140.719024	104095211.68670276	96427786.30243276	12866373.81864573	13249577.326981824	13176142.20957121	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.0007927349577208824	2.9210448706209373	False	0.0013073639274279617	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0AFK9	34884699.24770078	34504445.51668837	34553215.914887235	31943845.097723536	31943527.637226816	31839536.668180417	P0AFK9	P0AFK9		potD	0	0.0009224416173463297	0.11878729316708293	False	0.0013340448239060833	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A7Z4	636196859.453085	629763981.2674987	637969497.2653781	676420292.9696566	689881419.7373173	683422194.6272506	P0A7Z4	P0A7Z4		rpoA	0	0.001023735807234011	-0.10644890189681734	False	0.001360725720384205	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	20614362.406071704	22095671.0374515	19974542.10822425	2567029.2893636986	2677552.953689017	2832380.2458056333	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	0.001026247942492	2.9562257463172856	False	0.0013874066168623267	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A8Z7	438663.1561999998	399910.7275695135	416106.8957186248	242733.76416453495	275408.81207207777	287761.0227785521	P0A8Z7	P0A8Z7		yqiA	0	0.0011801263651142915	0.6386411739077209	False	0.0014140875133404483	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	15328335.509821948	15620821.252725637	15832106.8945133	3733432.863366441	4759453.028650346	5561518.412209286	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			0	0.0012579377792189326	1.734908525942992	False	0.00144076840981857	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
