protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	925014.7343482992	971598.0834261436	860828.6071543506	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			3	0.0006790175314786159	-4.0284977481504685	False	0.0002913135593220339	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P43671	3887802.513491857	3844100.563493961	3938253.21573192	3421571.2858696715	3544277.6549062096	3482793.8127393103	P43671	P43671		pqiB	0	0.0010798529164999502	0.1595083296484939	False	0.00031779661016949156	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P33195	39470043.75872542	39373851.76407555	38920338.65775241	37591896.23267249	37202326.5793679	37230303.4268052	P33195	P33195		gcvP	0	0.0011878493357752806	0.07208682391780319	False	0.00034427966101694915	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P60651	50559227.06838854	50148201.897851735	50136514.92483277	52244629.14403634	52231808.534025446	51753926.52258411	P60651	P60651		speB	0	0.0011944908003281797	-0.05061810009589519	False	0.0003707627118644068	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9X9	86663858.13979276	84775661.95074339	84842692.20773312	73032890.39444952	73617750.49553752	73223839.30909511	P0A9X9	P0A9X9		cspA	0	0.0013960829811193467	0.22105318235300195	False	0.00039724576271186443	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37666	29530805.17890292	29127691.479654223	28969229.77829433	33036895.956084777	32073055.290479608	32845436.320060804	P37666	P37666		ghrB	0	0.0016019264348186414	-0.1607374155676381	False	0.0004237288135593221	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAI9	32927885.46910747	31767193.4913616	32732453.32208018	29506758.478244256	29257419.86425658	28590587.60899789	P0AAI9	P0AAI9		fabD	0	0.0022649274194191838	0.15744310793938524	False	0.0004502118644067797	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69811	84652243.29089536	85464392.64556678	85728360.02487834	90751360.83645888	92538164.3635182	92692333.99175169	P69811	P69811		fruB	0	0.0024024945841162864	-0.10930342291203982	False	0.0004766949152542373	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	722006.5054238228	664378.3749999999	807045.4969728359	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			3	0.0026628078717840014	-3.6983564224104977	False	0.0005031779661016949	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	2468703.0622482672	2068492.781238323	2216937.322351144	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			3	0.002689229937498512	-5.320938132610623	False	0.0005296610169491525	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AEP3	183991154.19348052	190046037.86593837	184350997.12725243	226125748.9579543	214150613.78092775	219372320.9521215	P0AEP3	P0AEP3		galU	0	0.002820085460798218	-0.24042945060084198	False	0.0005561440677966102	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1466752.334247226	1593649.6662409338	1474994.9112293476	2347754.171082043	2099789.583410796	2180824.7727495623	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.003020386386628947	-0.5474250038384648	False	0.0005826271186440678	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	667753.0906047752	810069.1250000001	687619.5963326694	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			3	0.0033419198616041826	-3.6798289144724152	False	0.0006091101694915255	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AE67	3029377.151128099	3018484.15934044	2823236.507146005	3751042.260534371	4095702.409397012	4086756.515831437	P0AE67	P0AE67		cheY	0	0.003371387219270846	-0.42783282202148365	False	0.0006355932203389831	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37177	2798372.859642137	2767463.656601177	2777900.153150785	2364427.6742720427	2461681.4643344246	2432881.6437046444	P37177	P37177		ptsP	0	0.0034398486340263836	0.20092464249548456	False	0.0006620762711864406	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFC7	13555828.065327642	13290414.177494025	13217388.343430556	15892124.835907932	16805292.382481415	16522646.426657788	P0AFC7	P0AFC7		nuoB	0	0.003482498289926912	-0.29695335848340554	False	0.0006885593220338983	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AF70	11501177.877523724	11273570.776807193	11100689.396083295	15250874.595630212	15051485.726445695	14210523.098873343	P0AF70	P0AF70		yjeI	0	0.0038598746476353083	-0.3939833552145404	False	0.0007150423728813559	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADU2	26614157.262953617	24320667.48538577	25021001.258859992	31631225.2648336	29924848.803332552	30688872.23688712	P0ADU2	P0ADU2		ygiN	0	0.003996160878986144	-0.2803092470297796	False	0.0007415254237288136	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P68206	3120866.4476850466	3004130.698841857	2831632.2866309457	3875348.127649636	4326068.42231185	4239883.073710856	P68206	P68206		yjbJ	0	0.00400796361428647	-0.47410937467353137	False	0.0007680084745762713	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A862	148620164.21420014	148814282.6385379	150826960.157006	144800772.0708142	142816024.04802713	143879527.6297771	P0A862	P0A862		tpx	0	0.004058286822908721	0.05499202812870749	False	0.0007944915254237289	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31068	1069163.520288703	1097781.778426198	1043169.5291172048	873418.5937683166	883540.9688365462	889669.3793139032	P31068	P31068		fliH	0	0.004075042412141585	0.27846896159953605	False	0.0008209745762711865	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6K1	695731.1898515451	768024.9003204976	656723.3551374141	489266.54807197495	405459.5624999997	371067.135395161	P0A6K1	P0A6K1		dapF	0	0.004080812543954704	0.7443487234317558	False	0.0008474576271186442	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACQ4	33619980.572736025	34292087.50433704	34059926.09867132	35755398.45107427	35812177.36596122	35450868.19953136	P0ACQ4	P0ACQ4		oxyR	0	0.004174674231797748	-0.06968647679615796	False	0.0008739406779661018	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P38489	31011288.006667346	30659389.191842075	30560354.173873432	32342016.8645928	32206359.22929476	32328932.168923117	P38489	P38489		nfnB	0	0.004362448842703095	-0.07090654943010452	False	0.0009004237288135594	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAB6	62711939.01891035	62937570.68527535	60818295.08529382	70468359.66293225	70018068.72158644	73580297.55497792	P0AAB6	P0AAB6		galF	0	0.004384350120526837	-0.19913400507252205	False	0.000926906779661017	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23869	88838611.66471542	87729149.35170068	91409920.302521	96484256.88434295	97481825.84778892	99225208.02686106	P23869	P23869		ppiB	0	0.004514266165339353	-0.12972939891375068	False	0.0009533898305084746	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABZ6	80548716.87660205	78082288.6303483	80386248.29065834	87294148.00506733	85513099.10234371	88941755.43644506	P0ABZ6	P0ABZ6		surA	0	0.004573705009772131	-0.13106927449618502	False	0.0009798728813559322	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P29680	16116789.860257374	15910622.547819749	16014817.166326636	15274716.14809133	15549525.028266763	15403864.793548506	P29680	P29680		hemE	0	0.004670086282136093	0.055532851554886485	False	0.0010063559322033898	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	691499.7994012538	881619.5454057752	840865.729630873	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			3	0.0050527523680752385	-3.836584264522798	False	0.0010328389830508477	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A8I5	12500632.720179344	10585839.045763789	10497566.698839309	16895471.915977787	15215443.79180367	16054421.677879114	P0A8I5	P0A8I5		trmB	0	0.005083279909980787	-0.5202195474192324	False	0.001059322033898305	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6T1	184371924.72998655	181110057.7736756	183707939.9189701	192054120.0707226	188926088.5260453	192050130.95074487	P0A6T1	P0A6T1		pgi	0	0.005308568668740874	-0.06130637321633435	False	0.001085805084745763	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6P9	824511903.46511	815068421.6037704	832621917.5546987	868692313.9887716	858749536.3846068	863064471.273413	P0A6P9	P0A6P9		eno	0	0.0055527262464156926	-0.06743733407840322	False	0.0011122881355932204	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75797	1500492.011488518	1437120.1664448746	1447501.5549935226	1602102.8402065253	1622242.5851562193	1682526.1950466323	P75797	P75797		gsiB	0	0.005681816099774935	-0.1621892652467846	False	0.001138771186440678	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6P1	934298102.8481026	958756258.933514	947379898.5694444	987235336.3421948	999967771.3857796	1003674267.91441	P0A6P1	P0A6P1		tsf	0	0.006076809139224764	-0.0744572486443214	False	0.0011652542372881357	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFX4	592629.0199557368	536251.7094175722	538340.4948844814	310355.7512853828	405008.9374999998	367325.1002621072	P0AFX4	P0AFX4		rsd	0	0.0062999647243483555	0.622825605877737	False	0.0011917372881355933	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7W7	130523043.74036804	126485821.68857548	121073746.9147836	143030426.97873458	146617732.57312438	148589171.09336197	P0A7W7	P0A7W7		rpsH	0	0.006309779285361767	-0.21301088086743236	False	0.001218220338983051	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AD59	5524405.307813353	6170402.207679252	5505769.430979075	6950939.549064047	7611210.664707582	7263827.527735049	P0AD59	P0AD59		ivy	0	0.006334182142692996	-0.3435893269105133	False	0.0012447033898305086	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9Q1	106921672.0768792	102903227.76790288	102812630.13300668	115277297.12321413	111857015.82590932	113844155.51930636	P0A9Q1	P0A9Q1		arcA	0	0.006347964800975132	-0.1251896669434134	False	0.0012711864406779662	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	278110.22212597245	320795.0312000004	375207.8220865751	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			3	0.006467248407217116	-2.527328664245846	False	0.0012976694915254239	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P07913	15368096.728756132	15462565.877625862	15736039.970307156	14761666.546733735	14247788.177967776	14413791.378835868	P07913	P07913		tdh	0	0.006518695861734294	0.10083114884024541	False	0.0013241525423728813	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7K2	403942741.5355201	413190450.8095867	411921945.6964091	379897827.8248917	389657442.2346419	375924109.4725038	P0A7K2	P0A7K2		rplL	0	0.006881792108845868	0.10159815149750258	False	0.0013506355932203392	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64506	1576332.0750650242	1431860.3774522385	1464520.1794981754	2017088.052377729	1806765.0000000005	1886151.089116632	P64506	P64506		yebY	0	0.007216610658245136	-0.35234172259231206	False	0.0013771186440677966	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76569	3944655.7959155766	3800081.9661651175	3727938.073191148	3210115.574806372	3418827.7397542093	3420538.2528846627	P76569	P76569		yfgD	0	0.007563354040956909	0.19108084071135015	False	0.0014036016949152544	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABD5	120939179.75953382	120047476.04217674	120790774.79943028	127057279.97830188	129197717.95984766	126562092.07040434	P0ABD5	P0ABD5		accA	0	0.007601579855516496	-0.08155282855923279	False	0.0014300847457627119	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	153318.46935729613	129879.60939999988	179736.3722514037	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			3	0.007605947903836582	-1.4540473438377695	False	0.0014565677966101695	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P46142	9721160.393305168	9639778.49660582	9492747.37389006	8799652.332538573	8887679.000000006	8475539.131158073	P46142	P46142		yggM	0	0.007615358992083923	0.14123481015927006	False	0.0014830508474576272	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09373	2344078556.7662024	2441216086.143747	2407476424.1384635	2547739315.3007727	2593196456.916642	2616329350.6864734	P09373	P09373		pflB	0	0.007669619314123505	-0.10900042355693539	False	0.0015095338983050848	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AF93	239912688.16811615	246233327.80628544	242830934.8543491	226882288.83225623	232716614.4780254	231513263.1690608	P0AF93	P0AF93		ridA	0	0.007769304039314538	0.07695332251208466	False	0.0015360169491525427	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	41136.9173744359	72036.43250040582	55795.88442480419	553672.1485138399	495971.0937999995	403348.7279560824	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			3	0.00822632832836177	-3.104194238688465	False	0.0015625	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AC02	60827013.16565842	62694252.427051	61573573.81944628	64805199.79513802	65927114.06705618	64974194.50724563	P0AC02	P0AC02		bamD	0	0.008438640704229112	-0.08042706237694267	False	0.0015889830508474577	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7I4	36625882.11366706	35894076.94764407	36661276.86259455	37966016.71630696	39120296.83531192	38929246.5056235	P0A7I4	P0A7I4		prfC	0	0.008645212371756576	-0.08759337971882303	False	0.0016154661016949154	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFD1	8909664.4683239	9046724.64156198	9252164.72913326	10185463.87372728	10447295.353871388	9869159.671176704	P0AFD1	P0AFD1		nuoE	0	0.008771149755012576	-0.16483972857912008	False	0.001641949152542373	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8Q6	1688297.995953701	1751287.704653302	1599920.8348786167	1440339.8131597585	1353524.7500000007	1441669.6412997104	P0A8Q6	P0A8Q6		clpS	0	0.010172182873330663	0.25073853291349146	False	0.0016684322033898307	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7J0	35666400.81063314	36241555.90620317	36253042.01911216	37829385.57730545	37042535.83712904	37680804.54171152	P0A7J0	P0A7J0		ribB	0	0.010174653047934587	-0.05742062004331861	False	0.0016949152542372883	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABK2	5689244.849275066	5155294.725178192	5258088.96151524	7012961.166988255	7288544.095934635	6419724.830906767	P0ABK2	P0ABK2		cydB	0	0.010939436395393767	-0.36381344164183044	False	0.0017213983050847457	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6R0	67505695.61635734	67000453.214972936	66286646.904609255	69249210.78627805	69661232.37256463	69196836.91584957	P0A6R0	P0A6R0		fabH	0	0.011029719367903607	-0.05161992714733158	False	0.0017478813559322036	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P33235	11816095.35479975	12150321.922444422	12286702.58553524	10681452.385716464	10547283.975713532	11244269.132788751	P33235	P33235		flgK	0	0.011385409614501895	0.1588642381407424	False	0.001774364406779661	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76402	6807098.988245413	6920429.60689427	7221688.132713506	7553440.1177929295	7947760.929068994	8021265.108839397	P76402	P76402		yegP	0	0.011498484047725825	-0.16714302007486634	False	0.0018008474576271189	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37617	10827489.474762518	10958631.58142901	11189424.430684503	10213232.424588358	10364464.42219449	10363198.20376123	P37617	P37617		zntA	0	0.011698526423826702	0.09188159365674521	False	0.0018273305084745763	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA31	7650448.449103242	7482911.930267287	7719617.917110416	7961983.385576613	8109245.54653049	8020722.254054157	P0AA31	P0AA31		yedF	0	0.012034205047839797	-0.07616904528775728	False	0.001853813559322034	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8W2	9903021.77094575	9697336.32239541	9680138.079063762	10642965.988281349	11220346.168297194	10813287.41935539	P0A8W2	P0A8W2		slyA	0	0.012202882581437605	-0.15831785915504853	False	0.0018802966101694916	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9L5	10591245.23185295	11138658.736386253	10741989.820662474	9474877.846981453	10043566.930997754	9890585.91817614	P0A9L5	P0A9L5		ppiC	0	0.012364232512107168	0.14293229164533858	False	0.0019067796610169492	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADY3	41564885.92852278	43937095.9039611	46194119.2871084	52422494.23094394	57311001.842037804	59979484.70101216	P0ADY3	P0ADY3		rplN	0	0.01306962057658648	-0.36588428093277475	False	0.0019332627118644069	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8W8	70672695.4710039	68657653.79888088	69035124.77061084	74119443.5694035	71981728.06294641	73657738.39558585	P0A8W8	P0A8W8		yfbU	0	0.013386053853715439	-0.07680541575465855	False	0.0019597457627118643	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AD44	2680937.068907255	2692453.1254740884	2655695.8065502574	2494548.515735402	2489710.9185966644	2568080.846560443	P0AD44	P0AD44		yfhG	0	0.013665295700598134	0.08831199771276226	False	0.001986228813559322	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P24178	6828856.065286829	7195028.03894858	6679556.468124352	7627187.040801773	7946889.629335427	7654709.157952135	P24178	P24178		yffB	0	0.014057237584327066	-0.16604320633533284	False	0.0020127118644067796	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P24232	2561186.5163619528	2448370.432006461	2518891.0999242207	2257646.030954824	2225505.8030092414	2363155.866547729	P24232	P24232		hmp	0	0.014253917183868292	0.1370263569161607	False	0.0020391949152542372	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEQ6	4382769.738923724	4242661.899298235	3985437.5017466834	3725900.924048076	3453278.959289297	3529236.42929704	P0AEQ6	P0AEQ6		glnP	0	0.014267420881001821	0.23592257646199813	False	0.0020656779661016953	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76270	7873284.02037861	7872238.748565439	7902063.257901546	6076245.80115409	6707824.487888802	6390923.422193426	P76270	P76270		msrC	0	0.014423732675270232	0.30246681451703616	False	0.0020921610169491525	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEG6	6543319.085366004	6363741.681081698	6028040.673206952	8402689.032068215	8280810.152531003	7446521.870808246	P0AEG6	P0AEG6		dsbC	0	0.014798292218716117	-0.3497660243338363	False	0.00211864406779661	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB46	4571417.154105464	4775048.50760815	4570835.507418701	5051660.627064357	4956685.512715443	5068195.755108172	P0AB46	P0AB46		ymgD	0	0.015145854533543914	-0.11542608356547145	False	0.002145127118644068	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A796	141042502.54023412	131601666.20628512	137311186.94931942	148085011.14030632	158167287.49683216	158290588.65582526	P0A796	P0A796		pfkA	0	0.015198138165360281	-0.18034498630589657	False	0.002171610169491526	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6E6	15142047.750313634	15467884.669280872	15568019.819234516	16461819.906429855	16366797.30667731	15937883.385610962	P0A6E6	P0A6E6		atpC	0	0.015324036599506381	-0.07868625251874115	False	0.002198093220338983	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB77	76798144.31509142	75404933.37555219	75321424.83588263	83589216.93352425	80221284.74109761	83480404.11247942	P0AB77	P0AB77		kbl	0	0.015347123362608232	-0.12018726494460834	False	0.0022245762711864407	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA04	109811027.0070497	112489457.64225194	114826716.51177087	122698246.6977622	132117514.99327932	127982342.13413548	P0AA04	P0AA04		ptsH	0	0.01541275754182481	-0.1832906474165453	False	0.0022510593220338984	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
