protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	12919487.3896157	13453308.888240632	12823253.667345924	183382343.19624183	180597164.69568825	178422677.15025526	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	5.4999966552103924e-05	-3.790582813812459	False	0.0002852697095435685	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	1231887.6740075357	1133053.7283837297	1748278.583509591	27540473.365029752	27584785.654682364	29066508.066172067	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	6.687938217555388e-05	-4.3553390242805285	False	0.0003112033195020747	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	2916914.827712502	3994445.0443886216	4203462.242644209	53968199.0552095	54369916.9478712	57196887.28057249	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	6.903629151587547e-05	-3.8965795507657917	False	0.0003371369294605809	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	1709603.909019653	1440932.774657941	2063962.0813087127	23365874.982019376	24616162.500106685	23005042.67105407	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	0.00011205278994320299	-3.7669559861198922	False	0.00036307053941908715	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	1421598.068731629	1848064.418262289	1757861.2325756573	41648698.858340986	39628658.25918037	39948030.33163742	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	0.0001520767934975191	-4.591700071422829	False	0.00038900414937759333	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	1011533.4739311272	798087.7991322317	832418.6397585227	16977020.038595103	17206676.131319802	17937356.262337524	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	0.00016187077832415198	-4.302142048811518	False	0.00041493775933609963	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	1133715.8053093413	1496533.7314032873	1522287.5790140992	23262929.85160128	24346417.243687592	24873443.484931298	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	0.00019290501577622028	-4.125573531781024	False	0.00044087136929460587	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	35461.80489244968	27249.320310000006	11529.820289933074	3480224.803185712	3638543.10956664	3690881.698287483	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			3	0.0002685035078667951	-7.18588896034775	False	0.00046680497925311206	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	780511.2720362851	838913.849176968	1118849.5998762148	15249090.167072833	14077085.06347794	15021827.976805842	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.00027251904198145383	-4.017530048582869	False	0.0004927385892116182	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A6A8	212343861.68424904	214659109.15421996	218105042.07718217	190897566.8918316	190177179.6956353	186259377.66189587	P0A6A8	P0A6A8		acpP	0	0.00034042147707708653	0.18534209429842666	False	0.0005186721991701245	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	35461.80489244968	27249.320310000006	11529.820289933074	9666242.285753964	10165560.822376736	10279074.372529538	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			3	0.0003472806333561814	-8.663853951888173	False	0.0005446058091286307	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	983822.066430685	1044852.7942927616	1106780.8010097228	23072713.9195546	21742892.97088421	21697090.5315846	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0004236725626549761	-4.406882756814126	False	0.000570539419087137	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	5433164.069838944	5121632.521642291	5414141.605198086	102260112.1275281	106017427.08899844	109996159.49678428	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00047943070693990124	-4.316927647770466	False	0.0005964730290456432	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	316395.2805534082	679114.3670043505	11529.820289933074	5579602.52153156	5688693.435572443	5799221.480264512	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			1	0.0004821792004736037	-4.083061094229354	False	0.0006224066390041494	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P76491	1368621.1166559234	1393625.4187229194	1424418.392678973	1671317.037230906	1631074.1119196597	1611988.7187644506	P76491	P76491		yfbR	0	0.0005387588179849855	-0.23120791904650398	False	0.0006483402489626556	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	1981721.9792596109	1955364.213088059	5393578.133224283	44718173.64684003	45373181.13737375	44889083.494314656	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.0005416353113858738	-3.854626731145728	False	0.0006742738589211618	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	4415687.928683421	4532874.103440501	4633909.816126991	50680440.99602063	53638605.48626597	54571000.06164561	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.0005669737766418092	-3.548210789882154	False	0.0007002074688796681	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	3241288.588085325	4711807.020655441	5557229.125829778	51736095.355491176	58673648.43553416	54717322.51194657	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.0005848023809829668	-3.6114423577678734	False	0.0007261410788381743	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	6048754.489249052	8742772.249796793	6359486.00604231	26124211.51442302	25372626.940354373	25187846.69413483	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	0.0008343463689535389	-1.8582117393998596	False	0.0007520746887966805	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	3996578.732385688	27249.320310000006	11529.820289933074	27715642.150491912	26633896.395518225	28243913.522720024	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			2	0.0009518857271426271	-4.355258881947081	False	0.0007780082987551867	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	2668465.5906104823	2996589.9572955403	3043625.637583936	62306512.96309535	62081315.30503712	56679426.66341873	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.0009814973412320346	-4.3779275974850504	False	0.000803941908713693	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	1714015.617585202	1929557.2861416277	1655529.091652193	33145588.89889701	29905922.563473742	32663469.089593045	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	0.0010458991822776455	-4.1749249403215085	False	0.0008298755186721993	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	4868377.278511648	6223203.862069886	2257180.61597696	31614877.996134147	32549914.431698803	32330432.22775049	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.001046968239026498	-2.8537516258255597	False	0.0008558091286307055	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	8694340.432709403	11190909.25005545	13974385.774489744	38659345.58942778	40578771.96937563	39369864.68125965	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.001063438365080563	-1.8085627596363807	False	0.0008817427385892117	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	2067869.2501911784	444738.5746422285	11529.820289933074	17092817.138176598	16798973.254248723	16704103.30098043	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			1	0.0011028192027788743	-4.325157812175374	False	0.0009076763485477179	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	35461.80489244968	739706.8567795812	696789.6098922815	14777438.581852777	14117232.806047663	12437995.991146116	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			1	0.0011988319529461545	-4.811473791948355	False	0.0009336099585062241	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	2086022.3962205795	2232521.720493917	2371688.0334532904	48710361.01182777	50989537.753178775	44804425.07230495	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.001512200371831926	-4.4329125781954355	False	0.0009595435684647304	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A972	280583211.97216123	299140696.70391726	297252796.66654575	208833706.215557	227802327.49810165	200842884.81400207	P0A972	P0A972		cspE	0	0.0018378724715305637	0.4601608889171017	False	0.0009854771784232365	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22186	3473469.8645498604	3566391.3891659053	3526823.68113428	3911275.524791065	3795253.8861634303	3845289.963354954	P22186	P22186		mraZ	0	0.0019088741837944396	-0.1285972555093047	False	0.0010114107883817428	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21829	8554358.100760007	8388400.032968055	8393407.064796789	7851033.21892535	7880244.836297468	8015034.659504938	P21829	P21829		ybhA	0	0.002089003535819984	0.09349466755390598	False	0.001037344398340249	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE14	35461.80489244968	27249.320310000006	259169.9870617215	881756.7762936354	693697.910380599	880700.5469878729	P0AE14	P0AE14		ampE	2	0.0022292851319110087	-2.9318019164705618	False	0.0010632780082987553	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	1714834.0133671395	2538878.6882426306	1806174.58144337	4504877.210344762	4876009.396081946	4282817.220147745	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.0022487973092947776	-1.1729857444516805	False	0.0010892116182572614	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P28635	57478582.71217804	57223095.99063334	56965630.74680679	62193506.619614914	61492385.49047641	62810195.54791006	P28635	P28635		metQ	0	0.0023769581159815583	-0.11953003218810528	False	0.0011151452282157676	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	4030520.093274031	6138404.245363345	5467297.210848737	15060504.74001296	15448594.162256192	14926263.114105407	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.0024628501689123923	-1.5389236424765036	False	0.001141078838174274	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P76270	6548654.569096259	6593211.132701147	6404469.944156519	7146760.829250107	7030190.440773863	6963039.290194821	P76270	P76270		msrC	0	0.002491288045775056	-0.11307656184725606	False	0.00116701244813278	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	9117684.637388894	12099770.35437912	13497530.435513668	31380070.39929337	32309888.60021517	32368763.31733758	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.002548479780057749	-1.4683580535031664	False	0.0011929460580912864	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AG67	1124730574.015347	1115513713.5075517	1109614268.7408412	1072632600.607286	1079122219.2758253	1071335754.2928904	P0AG67	P0AG67		rpsA	0	0.0030941497503509064	0.05565544971486667	False	0.0012188796680497925	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AC38	596604224.7478474	590469821.2662979	597902996.1671356	571486519.3485361	578917725.9441092	573583638.6692404	P0AC38	P0AC38		aspA	0	0.003106130835271568	0.05015588355310846	False	0.0012448132780082989	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02930	131640570.78492314	133775026.70040216	134932297.82500088	123839412.25958613	125560713.62704071	125955812.6208707	P02930	P02930		tolC	0	0.003267949627363444	0.09299491369380482	False	0.001270746887966805	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A800	123671211.39425369	122791751.6066265	125081241.0130013	112959240.817022	113185629.88526753	116350215.77125436	P0A800	P0A800		rpoZ	0	0.003408590522701518	0.11745057290881357	False	0.0012966804979253112	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABN9	8036973.855685085	8205869.735797964	8107874.72585134	7600181.602401326	7649453.197776872	7674868.882813668	P0ABN9	P0ABN9		dcuB	0	0.004106393438693688	0.08707383101323174	False	0.0013226141078838175	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64463	65907101.64652751	66218979.21985266	66476269.76096075	68779290.4663453	69301664.32284787	68246132.44859794	P64463	P64463		ydfZ	0	0.004623239508560218	-0.05505053649538848	False	0.0013485477178423236	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	3965345.579449892	3796135.611442327	11150997.04005796	38130975.218472265	39228647.97578557	38199553.03118537	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	0.00486289629343738	-2.61122149770973	False	0.00137448132780083	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AEB2	87460532.48776507	86848660.2622345	86651996.23993535	84525023.29404156	84862632.96868828	84681782.5458392	P0AEB2	P0AEB2		dacA	0	0.0051564062280270145	0.03861241167156533	False	0.0014004149377593361	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P20605	2334499.108091115	2350462.9099806105	2402603.9555381145	2536403.458745917	2483556.8400272704	2515097.839011071	P20605	P20605		fic	0	0.0055271280860667	-0.08832838393835901	False	0.0014263485477178422	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6P1	1013178357.5132724	1014152235.3264112	1025955740.4826676	964505756.3613375	970472739.8061148	946108038.967102	P0A6P1	P0A6P1		tsf	0	0.005528842695933481	0.08374989665567889	False	0.0014522821576763486	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
