Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML
A4D1E9	A4D1E9		GTPBP10		1.41765e+06	1.43684e+06	1.37384e+06	1.22585e+06	1.16869e+06	1.2285e+06	1.26785e+06	1.16513e+06	1.39741e+06	876676	1.26341e+06	1.24426e+06	1.39327e+06	1.39251e+06	1.38742e+06	1.43886e+06	1.28277e+06	1.2853e+06
A4FU69	A4FU69		EFCAB5							1.94026e+07									2.25115e+07			
A5A3E0	A5A3E0		POTEF		8.32128e+07	1.2712e+08	7.4477e+07	1.12788e+08	8.10011e+07	1.55953e+08	7.71718e+07	7.37923e+07	9.30564e+07	8.05833e+07	8.67283e+07	8.08233e+07	8.59251e+07	8.85838e+07	6.39051e+07	6.19138e+07	9.02992e+07	6.64013e+07
A5D8V6	A5D8V6		VPS37C		1.70914e+06	1.72025e+06	1.69197e+06	1.72907e+06	1.53652e+06	1.71702e+06	1.73677e+06	1.60879e+06	1.89472e+06	1.32094e+06	1.527e+06	1.57173e+06	1.8906e+06	1.57886e+06	1.63105e+06	1.72981e+06	1.68294e+06	1.5359e+06
A5PLN9	A5PLN9		TRAPPC13			896963		755226		919025	473793	505773	704386				648614	933246	792408		783227	576903
A5YKK6	A5YKK6		CNOT1		5.86801e+06	6.19474e+06	6.09038e+06	6.22375e+06	4.82066e+06	5.71744e+06	5.63242e+06	5.75602e+06	5.74872e+06	5.81041e+06	5.26975e+06	5.55038e+06	5.81334e+06	5.91671e+06	6.2198e+06	5.70208e+06	5.5808e+06	5.87092e+06
A5Z2X5	A5Z2X5		YPR010C-A		1.5023e+06	655740	1.68208e+06	637042	1.48653e+06	553270	1.1866e+06	1.38121e+06	582372	1.47064e+06	1.43056e+06	1.45956e+06	779754	556558	575173	546428	565063	1.37861e+06
A6NCE7	A6NCE7		MAP1LC3B2		8.17678e+06	9.26233e+06	8.22958e+06	8.21506e+06	5.21111e+06	6.99854e+06	7.98425e+06	7.87959e+06	7.94606e+06	8.05876e+06	6.76858e+06	6.94318e+06	7.6258e+06	7.80976e+06	8.00514e+06	9.86341e+06	7.27957e+06	7.32308e+06
A6NDG6	A6NDG6		PGP		1.34099e+07	1.44184e+07	1.34283e+07	1.35208e+07	1.26227e+07	1.44035e+07	1.3728e+07	1.3296e+07	1.36637e+07	1.37001e+07	1.32178e+07	1.33724e+07	1.36883e+07	1.35942e+07	1.36391e+07	1.42779e+07	1.40705e+07	1.25854e+07
A6NDU8	A6NDU8		RIMOC1		3.3074e+06	3.31022e+06	3.5746e+06	3.08953e+06	3.43024e+06	3.54412e+06	3.48844e+06	3.2537e+06	3.30901e+06	2.94317e+06	3.79604e+06	3.44628e+06	3.27291e+06	3.60555e+06	3.293e+06	2.33427e+06	3.56615e+06	3.09854e+06
A6NGK3	A6NGK3		GAGE10		5.77341e+06	1.12479e+06	3.04625e+06		3.02664e+06		5.597e+06	4.39982e+06	3.92908e+06	2.04293e+06	3.58796e+06	5.03387e+06	2.48005e+06	2.53003e+06	1.13883e+06	482502	1.13778e+06	4.5585e+06
A6NHL2	A6NHL2		TUBAL3		1.51175e+07	1.37042e+07	1.61757e+07	4.12873e+07	1.60291e+07	1.3506e+07	1.41404e+07	1.56962e+07	1.82273e+07	1.25208e+07	1.68078e+07	1.52147e+07	1.96903e+07	1.86978e+07	2.25619e+07	1.608e+07	1.93978e+07	1.40577e+07
A6NHR9	A6NHR9		SMCHD1		1.65901e+07	1.69895e+07	1.6664e+07	1.69741e+07	1.40692e+07	1.61533e+07	1.60697e+07	1.63014e+07	1.65454e+07	1.47561e+07	1.5456e+07	1.61287e+07	1.67834e+07	1.67588e+07	1.71105e+07	1.50351e+07	1.64399e+07	1.59934e+07
A8CG34	A8CG34		POM121C		1.08185e+06	1.01421e+06	1.07419e+06	1.04298e+06	919640	1.11164e+06	1.06886e+06	1.02661e+06	1.16677e+06	999426	1.04037e+06	926642	1.03549e+06	1.14924e+06	1.11061e+06	793930	1.1216e+06	969685
A8MPS7	A8MPS7		YDJC		1.59055e+06	1.49954e+06	1.55618e+06	1.31588e+06	1.55299e+06	1.575e+06	1.49209e+06	1.6022e+06	1.61578e+06	1.3274e+06	1.60209e+06	1.6257e+06	1.61454e+06	1.43682e+06	1.47506e+06	1.13231e+06	1.49377e+06	1.54305e+06
A8MWD9	A8MWD9		SNRPGP15		5.07804e+07	4.53558e+07	5.10545e+07	5.30275e+07	4.78944e+07	5.29914e+07	5.20066e+07	5.05811e+07	5.5251e+07	5.53168e+07	5.27889e+07	5.16959e+07	5.55346e+07	4.87764e+07	4.76909e+07	6.84813e+07	5.79489e+07	5.20981e+07
C9J7I0	C9J7I0		UMAD1		317491	373281	453691	459235	383687	441786	473137	421493	457365	286415	408003	479075	466006	495217	325903	222049	511676	
C9JLW8	C9JLW8		MCRIP1		1.59028e+06	1.2195e+06	1.4214e+06	1.03982e+06	1.25001e+06	1.10578e+06	1.59744e+06	1.49031e+06	1.55596e+06	1.62021e+06	1.46785e+06	1.4837e+06	1.28265e+06	1.1951e+06	1.23811e+06	1.33749e+06	1.10922e+06	1.46898e+06
E9PAV3	E9PAV3		NACA		5.13193e+07	5.17396e+07	4.69072e+07	4.85519e+07	4.35415e+07	4.22498e+07	4.77352e+07	4.9823e+07	4.90603e+07	4.5805e+07	4.4399e+07	4.75541e+07	4.66028e+07	4.76514e+07	4.54774e+07	4.96009e+07	4.59406e+07	4.70644e+07
E9PRG8	E9PRG8		RSMC		1.23573e+07	1.41087e+07	1.3056e+07	2.18689e+07	1.18075e+07	1.61575e+07	1.32421e+07	1.24872e+07	1.26957e+07	1.10743e+07	1.14387e+07	1.20893e+07	1.35102e+07	1.36041e+07	1.27263e+07	1.54288e+07	1.2017e+07	1.14893e+07
O00116	O00116		AGPS		6.60761e+06	6.80491e+06	6.33564e+06	6.98858e+06	6.8079e+06	8.385e+06	6.57855e+06	6.33406e+06	6.68683e+06	5.66084e+06	6.82118e+06	6.8589e+06	7.25362e+06	7.25221e+06	6.46667e+06	5.09842e+06	7.34719e+06	6.31064e+06
O00139	O00139		KIF2A		4.40085e+06	4.64888e+06	4.37513e+06	4.68412e+06	3.83312e+06	4.2518e+06	4.22306e+06	4.42064e+06	4.3962e+06	4.32121e+06	3.96715e+06	4.19648e+06	4.50958e+06	4.45821e+06	4.52629e+06	4.65421e+06	4.31565e+06	4.37832e+06
O00148	O00148		DDX39A		1.74821e+07	1.73201e+07	1.6789e+07	1.6369e+07	1.63426e+07	1.46882e+07	1.77194e+07	1.74967e+07	1.82829e+07	1.67375e+07	1.58246e+07	1.6655e+07	1.69519e+07	1.87151e+07	1.73241e+07	1.57011e+07	1.62373e+07	1.76966e+07
O00151	O00151		PDLIM1		3.63671e+07	3.6972e+07	3.54313e+07	3.58922e+07	3.31547e+07	3.99249e+07	3.65256e+07	3.53699e+07	3.65532e+07	3.2232e+07	3.53768e+07	3.59884e+07	3.70615e+07	3.80053e+07	3.56658e+07	3.31135e+07	3.54755e+07	3.42824e+07
O00154	O00154		ACOT7		1.96674e+07	2.03256e+07	1.91875e+07	2.15399e+07	1.72112e+07	2.1336e+07	1.91711e+07	1.88368e+07	1.85678e+07	1.82523e+07	1.75329e+07	1.89659e+07	1.87431e+07	1.96346e+07	1.85169e+07	1.87145e+07	1.75836e+07	1.94751e+07
O00161	O00161		SNAP23		7.2392e+06	8.27856e+06	7.49677e+06	8.20147e+06	7.40074e+06	9.39315e+06	8.49497e+06	7.02103e+06	7.45967e+06	6.8743e+06	7.42196e+06	8.13128e+06	6.66377e+06	6.90293e+06	5.04239e+06	6.46847e+06	6.04434e+06	7.26499e+06
O00165	O00165		HAX1		1.95243e+06	2.02048e+06	1.69338e+06	2.05989e+06	1.30523e+06	1.63698e+06	2.00964e+06	1.96824e+06	2.0417e+06	1.91224e+06	1.52929e+06	1.77891e+06	1.89612e+06	1.91967e+06	1.97518e+06	1.79438e+06	1.82612e+06	1.95164e+06
O00170	O00170		AIP		7.90676e+06	8.15233e+06	7.66107e+06	7.9318e+06	6.91249e+06	7.1045e+06	7.85181e+06	7.89492e+06	7.77428e+06	7.32801e+06	6.99738e+06	7.43228e+06	7.74855e+06	8.00963e+06	7.89273e+06	7.49975e+06	7.16704e+06	7.9262e+06
O00178	O00178		GTPBP1		6.24563e+06	6.52097e+06	5.02514e+06	6.47403e+06	5.24621e+06	6.66043e+06	6.27424e+06	6.1539e+06	5.66097e+06	5.63402e+06	4.95177e+06	5.88732e+06	5.99896e+06	6.04957e+06	5.91762e+06	5.31556e+06	5.99883e+06	5.81902e+06
O00186	O00186		STXBP3		1.82286e+06	1.98816e+06	1.8222e+06	2.00957e+06	1.48489e+06	1.83924e+06	2.01548e+06	1.63193e+06	1.88138e+06	1.68748e+06	1.54485e+06	1.76786e+06	1.9033e+06	1.83899e+06	2.03993e+06	2.04981e+06	1.70482e+06	1.72799e+06
O00193	O00193		SMAP		5.74306e+06	6.20268e+06	8.12243e+06	4.1216e+06	1.02299e+07	7.12707e+06	7.27308e+06	5.90626e+06	6.04805e+06	5.29526e+06	1.02213e+07	8.84238e+06	7.68825e+06	9.88188e+06	7.26692e+06	3.03008e+06	8.98064e+06	7.16917e+06
O00203	O00203		AP3B1		3.57817e+06	3.67706e+06	3.76056e+06	3.71364e+06	3.11374e+06	3.59709e+06	3.49801e+06	3.68035e+06	3.72895e+06	3.63751e+06	3.42242e+06	3.51997e+06	3.59882e+06	3.78505e+06	3.68381e+06	3.72574e+06	3.57822e+06	3.57165e+06
O00217	O00217		NDUFS8		6.22033e+06	6.9568e+06	5.47234e+06	6.12546e+06	4.54565e+06	5.73836e+06	5.18756e+06	6.02791e+06	5.21011e+06	4.7838e+06	5.11417e+06	5.2573e+06	5.67608e+06	5.25448e+06	5.76266e+06	4.97054e+06	5.88909e+06	4.90884e+06
O00231	O00231		PSMD11		1.95184e+07	2.0453e+07	1.96627e+07	2.04904e+07	1.68618e+07	1.97455e+07	1.97067e+07	1.9801e+07	1.95783e+07	1.94088e+07	1.84005e+07	1.91499e+07	2.01354e+07	1.99544e+07	2.01753e+07	2.0143e+07	1.9189e+07	1.90154e+07
O00232	O00232		PSMD12		1.65006e+07	1.80707e+07	1.71397e+07	1.88354e+07	1.48012e+07	1.93572e+07	1.62827e+07	1.6354e+07	1.72476e+07	1.6099e+07	1.61077e+07	1.63064e+07	1.80971e+07	1.72861e+07	1.78149e+07	1.64472e+07	1.79201e+07	1.5815e+07
O00233	O00233		PSMD9		9.36258e+06	1.01513e+07	9.96216e+06	1.02543e+07	8.34894e+06	9.92103e+06	8.9857e+06	9.13398e+06	9.81928e+06	8.44232e+06	9.04736e+06	9.48955e+06	1.00364e+07	9.85069e+06	9.79465e+06	8.88377e+06	9.6615e+06	9.20133e+06
O00244	O00244		ATOX1		8.2724e+06	9.47115e+06	8.56439e+06	9.43034e+06	6.957e+06	9.36969e+06	7.65676e+06	8.10088e+06	7.72719e+06	6.97192e+06	8.03622e+06	7.89976e+06	8.94102e+06	8.1335e+06	8.50816e+06	7.04009e+06	8.66584e+06	6.98626e+06
O00264	O00264		PGRMC1		2.70352e+06	2.79021e+06	2.79274e+06	2.34554e+06	2.51755e+06	2.73459e+06	2.77287e+06	2.68307e+06	2.92802e+06	2.99657e+06	2.70105e+06	2.72795e+06	2.70472e+06	2.93639e+06	2.84769e+06	3.04208e+06	2.695e+06	2.7145e+06
O00267	O00267		SUPT5H		6.74092e+06	7.09028e+06	6.79527e+06	7.22814e+06	5.93471e+06	6.82274e+06	6.86829e+06	6.68882e+06	6.77147e+06	6.11127e+06	6.44953e+06	6.71082e+06	6.78912e+06	6.81427e+06	6.77378e+06	6.10564e+06	6.46131e+06	6.92548e+06
O00273	O00273		DFFA		6.35288e+06	6.58814e+06	6.4978e+06	6.76514e+06	5.8911e+06	6.44016e+06	6.55655e+06	6.15254e+06	6.77861e+06	6.49592e+06	6.08556e+06	6.12438e+06	6.35439e+06	6.45523e+06	6.66609e+06	6.52017e+06	6.17463e+06	6.43364e+06
O00299	O00299		CLIC1		3.43577e+08	3.56799e+08	3.43752e+08	3.49725e+08	3.23713e+08	3.60236e+08	3.47446e+08	3.30613e+08	3.56469e+08	3.36397e+08	3.37811e+08	3.44041e+08	3.64678e+08	3.54706e+08	3.4297e+08	3.47063e+08	3.5725e+08	3.29265e+08
O00303	O00303		EIF3F		2.1913e+07	2.39534e+07	2.15646e+07	2.53436e+07	1.83171e+07	2.62196e+07	2.19477e+07	2.23361e+07	2.25356e+07	2.08001e+07	2.01763e+07	2.10632e+07	2.27268e+07	2.313e+07	2.34131e+07	2.15031e+07	2.26731e+07	2.08043e+07
O00330	O00330		PDHX		2.9538e+06	2.58082e+06	3.05446e+06	2.48024e+06	2.35531e+06	2.59561e+06	3.03957e+06	2.71472e+06	2.55393e+06	3.04406e+06	2.95934e+06	2.96947e+06	2.71256e+06	2.68515e+06	2.65035e+06	3.0413e+06	2.76811e+06	2.77699e+06
O00399	O00399		DCTN6		5.52331e+06	5.06296e+06	4.73696e+06	4.40722e+06	4.01301e+06	4.69011e+06	5.41202e+06	5.37635e+06	5.29284e+06	5.64881e+06	4.64604e+06	4.48532e+06	4.76309e+06	5.19626e+06	5.29592e+06	5.88478e+06	5.44062e+06	5.54455e+06
O00410	O00410		IPO5		1.53347e+07	1.68288e+07	1.56224e+07	1.78465e+07	1.44855e+07	1.63822e+07	1.54991e+07	1.51711e+07	1.57619e+07	1.46411e+07	1.46336e+07	1.52689e+07	1.62941e+07	1.58941e+07	1.61022e+07	1.6462e+07	1.61685e+07	1.53066e+07
O00411	O00411		POLRMT		875523	1.08585e+06	799720	1.01132e+06	875422	1.31532e+06	840390	792171	1.00908e+06	663558	963595	885667	1.00664e+06	979439	869351	541041	1.1992e+06	713310
O00418	O00418		EEF2K		1.64226e+06	1.9217e+06	1.6649e+06	1.86519e+06	1.91076e+06	2.11573e+06	1.61141e+06	1.63291e+06	1.7517e+06	1.54558e+06	1.77978e+06	1.75168e+06	1.88004e+06	1.81177e+06	1.78297e+06	1.4321e+06	2.00625e+06	1.58227e+06
O00422	O00422		SAP18		2.23565e+07	2.08109e+07	2.1875e+07	2.3314e+07	1.81883e+07	1.88409e+07	2.57647e+07	2.31144e+07	2.41295e+07	2.31997e+07	2.12565e+07	2.32758e+07	2.2386e+07	2.43178e+07	2.3593e+07	2.32903e+07	2.0507e+07	2.62633e+07
O00425	O00425		IGF2BP3		9.50836e+06	9.80439e+06	9.55564e+06	9.71307e+06	7.95939e+06	9.02408e+06	9.3786e+06	9.14328e+06	9.8532e+06	9.129e+06	9.10016e+06	9.51808e+06	1.00805e+07	9.55146e+06	9.44381e+06	9.203e+06	9.6779e+06	9.06073e+06
O00429	O00429		DNM1L		9.64198e+06	9.87336e+06	9.50995e+06	9.96259e+06	8.163e+06	9.09153e+06	9.74996e+06	9.35072e+06	9.82164e+06	9.17797e+06	8.7683e+06	9.3899e+06	9.44471e+06	9.60147e+06	9.90954e+06	9.77768e+06	9.40105e+06	9.24237e+06
O00442	O00442		RTCA		3.82317e+06	4.23838e+06	3.93979e+06	4.10636e+06	3.78315e+06	4.26571e+06	4.23483e+06	3.79902e+06	4.04588e+06	4.1107e+06	3.95145e+06	3.8015e+06	3.90462e+06	4.12336e+06	3.92973e+06	4.11679e+06	3.94149e+06	3.79033e+06
O00471	O00471		EXOC5		1.28412e+06	1.18667e+06	1.26179e+06	1.07564e+06	1.13624e+06	1.15831e+06	1.38326e+06	1.17651e+06	1.29898e+06	1.18924e+06	1.16178e+06	1.15659e+06	1.2724e+06	1.23082e+06	1.20331e+06	1.12623e+06	1.09841e+06	1.21008e+06
O00483	O00483		COXFA4		7.78813e+06	8.01788e+06	7.78544e+06	8.18012e+06	6.38433e+06	6.41505e+06	8.11203e+06	7.43056e+06	7.82698e+06	8.00807e+06	6.41619e+06	6.94882e+06	7.18959e+06	7.85573e+06	7.87972e+06	6.00033e+06	6.88033e+06	8.24276e+06
O00487	O00487		PSMD14		3.6136e+07	3.63782e+07	3.44576e+07	3.42663e+07	3.21221e+07	3.40982e+07	3.45507e+07	3.4913e+07	3.42187e+07	3.37222e+07	3.38331e+07	3.32635e+07	3.45626e+07	3.54801e+07	3.58686e+07	3.64307e+07	3.35455e+07	3.25553e+07
O00505	O00505		KPNA3		4.91898e+06	5.42826e+06	5.7562e+06	5.62054e+06	5.02042e+06	5.33705e+06	5.17744e+06	5.16122e+06	4.9209e+06	4.76693e+06	5.30091e+06	5.24488e+06	5.4583e+06	5.48401e+06	5.60521e+06	5.39e+06	5.62166e+06	4.91697e+06
O00541	O00541		PES1		5.95484e+06	5.90533e+06	6.05983e+06	6.17663e+06	4.80343e+06	5.37554e+06	5.82698e+06	5.88327e+06	6.18554e+06	5.64216e+06	5.29816e+06	5.62352e+06	6.03158e+06	6.17654e+06	5.93754e+06	6.25465e+06	5.71703e+06	5.70654e+06
O00560	O00560		SDCBP		1.58562e+06	1.60961e+06	1.74185e+06	1.68014e+06	1.77642e+06	2.06825e+06	1.582e+06	1.64453e+06	1.74819e+06	1.33628e+06	1.79254e+06	1.81833e+06	1.80743e+06	1.40872e+06	1.75576e+06	1.24302e+06	1.78021e+06	1.3805e+06
O00566	O00566		MPHOSPH10		4.17255e+06	4.65948e+06	4.1433e+06	4.50312e+06	3.45899e+06	4.26202e+06	3.51042e+06	4.19975e+06	4.09761e+06	3.17935e+06	3.77511e+06	4.10938e+06	4.4517e+06	4.53448e+06	4.50875e+06	3.52761e+06	4.2233e+06	4.01735e+06
O00567	O00567		NOP56		4.66618e+06	4.6442e+06	4.63129e+06	4.40506e+06	4.29597e+06	4.88115e+06	4.63497e+06	4.6319e+06	4.71636e+06	4.14553e+06	4.56016e+06	4.82628e+06	4.89231e+06	4.90742e+06	4.77605e+06	3.85508e+06	4.77528e+06	4.4825e+06
O00571	O00571		DDX3X		4.44241e+07	4.50643e+07	4.45766e+07	4.46708e+07	4.01319e+07	4.62789e+07	4.33811e+07	4.41782e+07	4.4346e+07	4.29338e+07	4.30126e+07	4.47013e+07	4.52366e+07	4.59431e+07	4.52633e+07	4.5315e+07	4.5146e+07	4.43444e+07
O00584	O00584		RNASET2		1.53775e+06	1.66207e+06	1.63075e+06	1.61035e+06	1.50448e+06	1.46974e+06	1.6133e+06	1.39808e+06	997100	1.58105e+06	1.40812e+06	1.45915e+06	1.73731e+06	1.60383e+06	1.7257e+06	1.63235e+06	1.70075e+06	1.55562e+06
O00629	O00629		KPNA4		1.13189e+07	1.14079e+07	1.14991e+07	1.16154e+07	1.04144e+07	1.19244e+07	1.10232e+07	1.15072e+07	1.12291e+07	9.67e+06	1.08328e+07	1.14134e+07	1.12481e+07	1.17277e+07	1.19048e+07	9.81143e+06	1.11193e+07	1.19821e+07
O00743	O00743		PPP6C		3.262e+06	1.30137e+06	2.45905e+06	1.64618e+06	3.38956e+06	1.90201e+06	3.52531e+06	3.25758e+06	2.74845e+06	2.84682e+06	3.48821e+06	3.9218e+06	3.11332e+06	3.05063e+06	2.03137e+06	1.97631e+06	1.87669e+06	3.69267e+06
