Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	13	13	1.46849e+07	1.51396e+07	1.4802e+07	1.45799e+07	1.44422e+07	1.51314e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	15	15	7.39246e+06	7.44096e+06	7.84153e+06	7.511e+06	7.42589e+06	7.8234e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	18	17	1.40043e+08	1.41793e+08	1.42072e+08	1.4002e+08	1.4095e+08	1.48462e+08
P00582	DPO1_ECOLI	polA	DNA polymerase I	40	40	2.45697e+07	2.51869e+07	2.48119e+07	2.49261e+07	2.45914e+07	2.4343e+07
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.4352e+07	1.372e+07	1.42833e+07	1.37251e+07	1.32928e+07	1.34154e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	19	19	1.38303e+08	1.3637e+08	1.38383e+08	1.34578e+08	1.3146e+08	1.37962e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	5	5	5.56078e+06	6.02937e+06	5.88217e+06	5.54613e+06	5.76639e+06	5.21309e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.75502e+06	1.28156e+06	1.49258e+06	1.40389e+06	1.56947e+06	1.83381e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	40	40	6.05516e+07	6.02501e+07	6.07509e+07	5.97582e+07	6.08631e+07	6.06946e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	6.96548e+06	7.02014e+06	7.35637e+06	6.17346e+06	6.43799e+06	7.39777e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	9.50739e+06	9.72078e+06	9.71779e+06	9.00516e+06	9.21976e+06	1.01407e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	1	1		594163	604969	748590	642972	527999
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.02328e+06	1.21864e+06	1.21263e+06	1.06855e+06	1.10869e+06	1.09169e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	4	4	1.42375e+06	1.25021e+06	1.03188e+06	1.06899e+06	1.07327e+06	1.15352e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.06434e+06	2.14921e+06	1.9761e+06	1.92874e+06	1.82227e+06	2.08997e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	15	15	1.70613e+07	1.78837e+07	1.7785e+07	1.74886e+07	1.81472e+07	1.77343e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.54986e+06	1.92795e+06	2.1672e+06	2.42415e+06	2.67143e+06	2.12349e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2		3.30695e+06		2.86628e+06	2.8545e+06	2.85857e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	4.87509e+07	4.79494e+07	4.78744e+07	4.95352e+07	4.8861e+07	5.06782e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	11	11	8.44315e+07	9.10538e+07	8.38573e+07	9.06235e+07	8.60738e+07	8.43984e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	38	38	1.09752e+08	1.09627e+08	1.09308e+08	1.11801e+08	1.09856e+08	1.11435e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.22083e+08	1.21742e+08	1.1938e+08	1.20745e+08	1.23618e+08	1.20739e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	31	31	6.25329e+07	6.11904e+07	6.20352e+07	6.17285e+07	6.18575e+07	6.33885e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.08092e+07	2.84565e+07	3.10656e+07	2.83116e+07	2.75627e+07	3.23675e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	38	38	7.63582e+07	7.50448e+07	7.58655e+07	7.50148e+07	7.41683e+07	7.81846e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	28	28	7.798e+07	8.04024e+07	7.69698e+07	7.92642e+07	7.8667e+07	7.90691e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	9.2047e+07	9.76719e+07	9.78426e+07	9.90913e+07	9.54892e+07	9.1079e+07
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	32	32	1.90192e+07	1.88071e+07	1.86044e+07	1.8866e+07	1.87772e+07	1.92984e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10	8.30423e+08	9.11004e+08	8.26062e+08	8.64384e+08	8.32467e+08	8.34952e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.28556e+08	9.42954e+08	9.08463e+08	9.36954e+08	9.23886e+08	9.04674e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	13	13	8.12567e+08	8.15297e+08	8.10886e+08	8.14482e+08	8.18891e+08	8.28397e+08
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	8	8	5.091e+06	4.65646e+06	5.58672e+06	4.76116e+06	5.36534e+06	4.63071e+06
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	16	16	3.22018e+07	3.4794e+07	3.64144e+07	3.70371e+07	3.73266e+07	3.2546e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	14	14	3.95709e+07	3.89489e+07	3.99435e+07	3.92161e+07	3.89074e+07	4.06486e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.19903e+08	1.23782e+08	1.16433e+08	1.24634e+08	1.21142e+08	1.17389e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	19	17	1.94122e+08	1.80383e+08	1.92487e+08	1.74412e+08	1.70436e+08	1.89328e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.22514e+06	1.06556e+06	1.04736e+06	1.02832e+06	843727	1.15551e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	15	13	6.08224e+07	6.40131e+07	6.15811e+07	6.4232e+07	6.34885e+07	6.23035e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	10	10	6.52349e+06	6.55163e+06	6.26804e+06	7.0926e+06	6.45095e+06	7.05566e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	11	11	6.09338e+06	5.85385e+06	6.25393e+06	5.94599e+06	5.66333e+06	6.46086e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	1.85474e+06	2.19384e+06	2.41662e+06	2.83286e+06	1.98761e+06	2.42773e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	6.94901e+06	6.47018e+06	7.31605e+06	6.59681e+06	7.14399e+06	7.35251e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2	2.39049e+06	2.7653e+06	2.49311e+06	2.6553e+06	2.55767e+06	2.4633e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	5.99383e+06	6.15602e+06	6.37746e+06	6.31601e+06	5.96442e+06	5.34323e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.77025e+07	3.80055e+07	3.74013e+07	3.79269e+07	3.6761e+07	3.81361e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.09253e+07	3.04025e+07	3.07438e+07	3.14044e+07	3.17317e+07	3.05209e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.28789e+07	3.10408e+07	3.0591e+07	3.21391e+07	3.14321e+07	3.33288e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	7.9271e+07	7.74118e+07	7.77382e+07	7.69606e+07	7.54074e+07	8.00754e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	2.02464e+07	2.06696e+07	2.09224e+07	2.10485e+07	2.07156e+07	2.02948e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	14	14	2.9338e+07	3.2603e+07	3.14761e+07	3.16128e+07	3.24964e+07	3.39518e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.30408e+07	2.43671e+07	2.31777e+07	2.42291e+07	2.45658e+07	2.39041e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	22	22	1.44372e+08	1.38063e+08	1.41538e+08	1.4436e+08	1.42871e+08	1.47295e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.72033e+07	7.56112e+07	7.7104e+07	7.57635e+07	7.69629e+07	8.09256e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	8.15218e+06	7.7474e+06	7.9842e+06	8.14671e+06	7.81157e+06	7.89872e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	3.68421e+08	4.008e+08	3.71083e+08	3.97955e+08	3.88368e+08	3.7207e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.38751e+07	3.55069e+07	3.49945e+07	3.45004e+07	3.35775e+07	3.50982e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.65726e+06	1.55698e+06	1.42161e+06	1.43114e+06	1.62186e+06	1.45534e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.12906e+06	5.86802e+06	5.32784e+06	5.43684e+06	5.66846e+06	5.36647e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	2	2	4.31181e+06	4.96937e+06	4.88454e+06	3.74121e+06	3.82814e+06	4.43301e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	1.60748e+07	1.62735e+07	1.49406e+07	1.68582e+07	1.67151e+07	1.67351e+07
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	12	12	1.83508e+07	1.95985e+07	1.78834e+07	1.91221e+07	1.80615e+07	1.83611e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	4.8343e+06	5.16028e+06	5.3513e+06	5.13934e+06	5.58361e+06	4.99119e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	1.9279e+08	1.95582e+08	1.88729e+08	1.97343e+08	1.95169e+08	1.95331e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	1	1	5.73045e+06	6.17635e+06	6.40496e+06	6.56247e+06	6.17924e+06	6.4941e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.44316e+07	2.52636e+07	2.45971e+07	2.53857e+07	2.47911e+07	2.50695e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	10	10	5.75054e+06	5.9995e+06	5.98555e+06	5.96815e+06	5.59199e+06	5.64662e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	2.60678e+07	2.80916e+07	2.72965e+07	2.8228e+07	2.67332e+07	2.81815e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2		701640		637477	898955	
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.76692e+06	8.4812e+06	9.54816e+06	9.83256e+06	8.05249e+06	1.01824e+07
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	1	1	1.10089e+06				1.47733e+06	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.09656e+07	1.25811e+07	1.18896e+07	1.20852e+07	1.25691e+07	1.13909e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	15	15	1.24736e+07	1.23178e+07	1.32138e+07	1.23803e+07	1.17452e+07	1.31003e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	13	13	2.22055e+07	2.38129e+07	2.22577e+07	2.42914e+07	2.43631e+07	2.36407e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	8.95186e+06	9.32413e+06	8.79774e+06	9.51639e+06	9.3046e+06	9.33639e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	8.42351e+06	8.57446e+06	9.43211e+06	9.29542e+06	9.29205e+06	8.79714e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	26	26	5.16715e+07	5.03832e+07	5.1101e+07	5.19002e+07	5.02005e+07	5.07874e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	7.95619e+07	9.00982e+07	9.66449e+07	7.87531e+07	8.34356e+07	8.34234e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	2.75385e+07	2.61852e+07	2.76683e+07	2.64698e+07	2.5578e+07	2.67862e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	6.31622e+06	6.14893e+06	6.8225e+06	6.4612e+06	6.15351e+06	7.15778e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	4.89911e+07	4.98763e+07	4.88878e+07	4.96188e+07	4.76828e+07	4.90468e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.75719e+06	1.77469e+06	1.69514e+06	1.9615e+06	1.54573e+06	
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	24	24	2.61814e+07	2.6786e+07	2.6686e+07	2.62655e+07	2.58374e+07	2.75288e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	8.78696e+06	8.68128e+06	9.11083e+06	8.57034e+06	8.59182e+06	9.49073e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	6.07952e+06	5.73099e+06	5.93705e+06	5.84614e+06	6.10789e+06	6.78441e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	5.4726e+06	5.69908e+06	5.6566e+06	5.52771e+06	5.68046e+06	5.6221e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	12	12	2.50328e+07	2.4296e+07	2.54875e+07	2.3957e+07	2.43716e+07	2.56532e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	2.73541e+06	2.32621e+06	2.47789e+06	2.22523e+06	2.21821e+06	2.77233e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	4	4	2.49127e+06	2.34533e+06	2.39787e+06	2.33678e+06	2.44432e+06	2.5248e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.30632e+06	4.917e+06	4.68982e+06	4.71351e+06	4.60948e+06	4.65464e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	36	36	2.83449e+08	2.99502e+08	2.77846e+08	2.90438e+08	2.93888e+08	2.82663e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	4.70277e+06	4.21598e+06	4.502e+06	4.37183e+06	4.56985e+06	4.56637e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.34735e+07	8.10169e+07	8.06181e+07	8.39749e+07	7.85408e+07	7.89276e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	20	20	7.57169e+07	7.46026e+07	7.32278e+07	7.31838e+07	7.23715e+07	7.48563e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	9.49568e+06	8.71882e+06	9.02554e+06	9.7743e+06	8.80794e+06	9.33888e+06
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.77374e+07	5.93006e+07	5.76624e+07	5.81732e+07	5.93806e+07	5.80075e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.30607e+07	1.28763e+07	1.39814e+07	1.26426e+07	1.29435e+07	1.34115e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	8	8	3.02271e+06	3.208e+06	3.15303e+06	3.45355e+06	3.23701e+06	3.28077e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	4.72601e+06	4.11492e+06	4.58719e+06	4.58449e+06	4.34057e+06	5.02225e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.37406e+08	1.27756e+08	1.30904e+08	1.31388e+08	1.24356e+08	1.38694e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	2.04244e+06	2.56361e+06	3.18424e+06	2.2962e+06	1.31392e+06	
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.38407e+09	1.3663e+09	1.33954e+09	1.36807e+09	1.31281e+09	1.36413e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	5.022e+06	4.80798e+06	5.07274e+06	4.68394e+06	4.88024e+06	4.85495e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.16628e+06	2.43429e+06	1.99396e+06	2.32045e+06	2.22039e+06	2.30228e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	2.21277e+07	2.31048e+07	2.39549e+07	2.35357e+07	2.19762e+07	2.3982e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8	1.19093e+07	1.1896e+07	1.05273e+07	1.18381e+07	1.22275e+07	1.27437e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	13	13	3.02545e+07	3.07304e+07	3.03286e+07	3.14616e+07	3.04737e+07	3.2315e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	16	16	6.35107e+07	6.26553e+07	6.14847e+07	6.38235e+07	6.34468e+07	6.3925e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	1.92509e+07	1.94024e+07	2.00903e+07	1.8804e+07	1.82459e+07	2.05662e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.73714e+07	1.68902e+07	1.73335e+07	1.7438e+07	1.65554e+07	1.67892e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	3.61817e+06	4.06281e+06	3.95819e+06	3.85894e+06	4.09212e+06	3.84728e+06
P07023	TYRA_ECOLI	tyrA	T-protein	6	6	7.07211e+06	6.6118e+06	7.14507e+06	7.43328e+06	6.64786e+06	7.15163e+06
P07024	USHA_ECOLI	ushA	Protein UshA	12	12	2.40191e+07	2.41386e+07	2.41053e+07	2.43282e+07	2.35664e+07	2.32526e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.71849e+06	5.09529e+06	4.7219e+06	5.02022e+06	4.54764e+06	4.83793e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.09194e+08	1.07401e+08	1.07293e+08	1.07407e+08	1.06633e+08	1.11256e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	5	5	2.65419e+06	3.01226e+06	2.72199e+06	2.80692e+06	2.6707e+06	2.89599e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	16	16	1.10888e+07	1.19e+07	1.13285e+07	1.16537e+07	1.20369e+07	1.18308e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3	312157	436303	348362	272267	333863	
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	34	34	7.86077e+07	7.71896e+07	7.80836e+07	7.53212e+07	7.63365e+07	7.8817e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	9	9	8.03043e+06	8.02866e+06	8.36937e+06	8.05865e+06	7.97704e+06	9.59848e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.6043e+07	1.70058e+07	1.66959e+07	1.6504e+07	1.6072e+07	1.69813e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	3	3	1.03889e+06	1.30033e+06	1.30556e+06	1.37264e+06	1.53974e+06	1.49483e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	5	5	3.4932e+06	3.21801e+06	3.5263e+06	3.47089e+06	3.65884e+06	3.74133e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	23	23	2.82368e+07	3.0074e+07	2.90466e+07	3.00241e+07	2.98084e+07	2.86601e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	3.76933e+06	3.44296e+06	3.45314e+06	3.42769e+06	3.30334e+06	3.70796e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	20	20	1.04671e+07	1.04798e+07	1.12056e+07	1.04259e+07	1.02038e+07	1.12606e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	8.78743e+07	9.2276e+07	9.01176e+07	9.0264e+07	9.09899e+07	9.33455e+07
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	2	2		3.17119e+06	2.59131e+06	2.72584e+06	3.57722e+06	3.51858e+06
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	1	1	1.4158e+06	1.47862e+06	1.46575e+06	1.53238e+06	1.65443e+06	1.20807e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	3.88931e+07	3.91663e+07	4.05833e+07	4.09006e+07	4.12608e+07	4.14767e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.20687e+07	3.04334e+07	3.16258e+07	2.92827e+07	2.94616e+07	3.2188e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.16001e+06	5.51624e+06	5.82788e+06	5.24541e+06	5.5871e+06	5.42362e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	5.45736e+06	5.12717e+06	4.55919e+06	4.84468e+06	3.94049e+06	4.02915e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.11864e+06	2.51655e+06	1.62439e+06	2.19492e+06	3.15365e+06	2.48265e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	3.17949e+06	2.93095e+06	3.0035e+06	2.87117e+06	3.06519e+06	2.6565e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	7.95148e+06	6.90289e+06	8.68141e+06	7.25776e+06	7.53502e+06	8.78994e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	13	13	2.27676e+07	2.24914e+07	2.29165e+07	2.3687e+07	2.18895e+07	2.23532e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	19	19	1.15218e+08	1.20009e+08	1.13521e+08	1.18105e+08	1.19209e+08	1.1339e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	21	21	2.28716e+07	2.32888e+07	2.37066e+07	2.32201e+07	2.27332e+07	2.36933e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	5.48048e+07	5.46932e+07	5.64063e+07	5.61082e+07	5.81066e+07	5.89849e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	1.08378e+07	1.12852e+07	1.08856e+07	1.09196e+07	1.12821e+07	1.08503e+07
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	17	17	6.47566e+07	6.43614e+07	6.35123e+07	6.46321e+07	6.18094e+07	6.34385e+07
