Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P07000	P07000		pldB		646035	527017	600159	551273	558313	562180
P07001	P07001		pntA		3.3012e+06	3.32424e+06	3.33405e+06	3.33214e+06	3.02977e+06	3.35146e+06
P07003	P07003		poxB		2.5115e+06	2.54153e+06	2.53954e+06	2.52214e+06	2.50498e+06	2.51425e+06
P07004	P07004		proA		4.73854e+06	4.81956e+06	4.79935e+06	4.80425e+06	4.90088e+06	4.76332e+06
P07012	P07012		prfB		9.21891e+06	8.63227e+06	9.1323e+06	9.20538e+06	9.28964e+06	8.6933e+06
P07014	P07014		sdhB		1.71375e+06	1.67585e+06	1.74048e+06	1.69469e+06	1.62065e+06	1.6319e+06
P07017	P07017		tar		3.13711e+06	3.26164e+06	3.17015e+06	3.28067e+06	3.1713e+06	3.17626e+06
P07021	P07021		yfiB		853278	829472	874314	768007	834767	828860
P07023	P07023		tyrA		2.19837e+06	2.42543e+06	2.37377e+06	2.41176e+06	2.31363e+06	2.3221e+06
P07024	P07024		ushA		4.82709e+06	4.99693e+06	4.99229e+06	4.88552e+06	4.87629e+06	4.80902e+06
P07026	P07026		sdiA		1.78467e+06	1.78693e+06	1.75821e+06	1.70325e+06	1.7411e+06	1.66393e+06
P07118	P07118		valS		1.92941e+07	1.8742e+07	1.91984e+07	1.90379e+07	1.94984e+07	1.88911e+07
P07330	P07330		cheB		1.19101e+06	1.22491e+06	1.17969e+06	1.19714e+06	1.11588e+06	1.21636e+06
P07363	P07363		cheA		1.7313e+06	1.73286e+06	1.70613e+06	1.75183e+06	1.75157e+06	1.76224e+06
P07395	P07395		pheT		1.50343e+07	1.51798e+07	1.49018e+07	1.52936e+07	1.50044e+07	1.5219e+07
P07604	P07604		tyrR		2.29613e+06	2.3458e+06	2.31188e+06	2.11509e+06	2.39603e+06	2.26395e+06
P07639	P07639		aroB		3.3733e+06	3.35605e+06	3.20168e+06	3.31215e+06	3.26036e+06	3.13979e+06
P07649	P07649		truA		1.90836e+06	1.87857e+06	1.98944e+06	1.99894e+06	1.89688e+06	1.85777e+06
P07650	P07650		deoA		5.58391e+06	5.71597e+06	5.64168e+06	5.78171e+06	5.59542e+06	5.6528e+06
P07658	P07658		fdhF		874236	884317	893023	963431	945938	878489
P07762	P07762		glgB		3.55897e+06	3.54355e+06	3.5616e+06	3.44523e+06	3.5693e+06	3.60386e+06
P07813	P07813		leuS		1.45485e+07	1.42547e+07	1.44561e+07	1.43567e+07	1.46419e+07	1.45677e+07
P07822	P07822		fhuD		3.35776e+06	3.42443e+06	3.12904e+06	3.14191e+06	2.98106e+06	2.73268e+06
P07862	P07862		ddlB		2.05181e+06	2.118e+06	2.11085e+06	2.17532e+06	2.06037e+06	2.18643e+06
P07913	P07913		tdh		3.22304e+06	3.30475e+06	3.16458e+06	3.31645e+06	3.20526e+06	3.29945e+06
P08178	P08178		purM		1.77467e+06	1.65321e+06	1.64162e+06	1.71283e+06	1.61909e+06	1.57392e+06
P08189	P08189		fimF		1.32876e+06	1.09014e+06	1.30379e+06	1.17976e+06	1.37649e+06	1.24984e+06
P08190	P08190		fimG		1.98849e+06	1.9565e+06	2.01276e+06	2.13221e+06	1.979e+06	2.09462e+06
P08191	P08191		fimH		2.81556e+06	3.07508e+06	2.63058e+06	2.99839e+06	2.47293e+06	3.00782e+06
P08192	P08192		folC		3.17935e+06	3.17127e+06	3.1679e+06	3.29661e+06	3.10831e+06	3.14046e+06
P08200	P08200		icd		2.39556e+07	2.33611e+07	2.40585e+07	2.34554e+07	2.45173e+07	2.37141e+07
P08201	P08201		nirB		5.10621e+06	5.2201e+06	5.13493e+06	5.23787e+06	5.08484e+06	5.19492e+06
P08244	P08244		pyrF		9.43101e+06	9.74068e+06	9.53335e+06	9.46139e+06	9.79727e+06	9.55102e+06
P08245	P08245		yciH		778191	732572	702396	802739	764159	746843
P08312	P08312		pheS		1.34523e+07	1.30556e+07	1.3334e+07	1.29958e+07	1.35668e+07	1.30639e+07
P08331	P08331		cpdB		2.42517e+06	2.38542e+06	2.35406e+06	2.42408e+06	2.2704e+06	2.32291e+06
P08337	P08337		mutT		1.11428e+06	1.09091e+06	1.08808e+06	1.02687e+06	981915	1.10164e+06
P08373	P08373		murB		1.55972e+06	1.67209e+06	1.61135e+06	1.64168e+06	1.65857e+06	1.76582e+06
P08390	P08390		usg		4.99969e+06	4.72706e+06	5.3868e+06	4.65739e+06	5.33929e+06	4.83378e+06
P08395	P08395		sppA		3.13189e+06	3.18986e+06	3.05011e+06	3.29037e+06	3.1289e+06	3.33984e+06
P08506	P08506		dacC		5.81261e+06	5.8339e+06	5.74998e+06	5.76784e+06	5.77542e+06	5.88495e+06
P08622	P08622		dnaJ		6.07813e+06	5.88156e+06	6.06973e+06	6.07611e+06	6.23893e+06	5.84731e+06
P08660	P08660		lysC		2.30126e+06	2.39098e+06	2.36095e+06	2.2989e+06	2.27101e+06	2.47215e+06
P08839	P08839		ptsI		3.54761e+07	3.38391e+07	3.52684e+07	3.4321e+07	3.50793e+07	3.38221e+07
P08956	P08956		hsdR		1.53737e+06	1.58169e+06	1.57168e+06	1.52793e+06	1.53805e+06	1.43551e+06
P08957	P08957		hsdM		7.3309e+06	7.48834e+06	7.50131e+06	7.48834e+06	7.47898e+06	7.46551e+06
P09029	P09029		purK		960792	1.11363e+06	955790	1.0685e+06	925667	1.05143e+06
P09030	P09030		xthA		2.78835e+06	2.88278e+06	2.78928e+06	2.87968e+06	2.76361e+06	2.8259e+06
P09053	P09053		avtA		1.92118e+06	2.07967e+06	1.98397e+06	2.07707e+06	2.13515e+06	1.98816e+06
P09126	P09126		hemD		1.42237e+06	1.49178e+06	1.4607e+06	1.39937e+06	1.43571e+06	1.40115e+06
P09127	P09127		hemX		1.17351e+07	1.17549e+07	1.17141e+07	1.14198e+07	1.15074e+07	1.14751e+07
P09147	P09147		galE		8.53375e+06	8.2448e+06	8.44877e+06	8.40118e+06	8.41215e+06	8.45478e+06
P09148	P09148		galT		2.03763e+06	2.16061e+06	2.09678e+06	2.00355e+06	1.98393e+06	2.08412e+06
P09152	P09152		narG		2.99337e+06	2.9421e+06	3.02918e+06	2.99904e+06	2.8673e+06	2.98656e+06
P09155	P09155		rnd		2.26891e+06	2.29717e+06	2.36215e+06	2.2266e+06	2.27727e+06	2.25643e+06
P09158	P09158		speE		5.66686e+06	5.78183e+06	5.6117e+06	6.1263e+06	5.42368e+06	5.67359e+06
P09169	P09169		ompT		5.4505e+06	5.38111e+06	5.44936e+06	5.44043e+06	5.37936e+06	5.46531e+06
P09323	P09323		nagE		3.321e+06	3.07917e+06	2.87121e+06	3.40504e+06	2.83946e+06	3.5891e+06
P09372	P09372		grpE		4.57341e+07	4.55684e+07	4.65172e+07	4.61513e+07	4.77098e+07	4.36616e+07
P09373	P09373		pflB		2.62273e+08	2.34611e+08	2.60803e+08	2.3316e+08	2.56076e+08	2.31113e+08
P09394	P09394		glpQ		5.46077e+06	5.36765e+06	5.40399e+06	5.44689e+06	5.48502e+06	5.38039e+06
P09424	P09424		mtlD		2.20017e+06	2.2861e+06	2.21265e+06	2.30636e+06	2.14423e+06	2.28306e+06
P09546	P09546		putA		1.9167e+06	1.79235e+06	1.76304e+06	1.71386e+06	1.75251e+06	1.779e+06
P09549	P09549		dedD		1.32239e+06	1.2845e+06	1.26021e+06	1.26919e+06	1.28394e+06	1.37804e+06
P09831	P09831		gltB		3.57529e+06	3.68867e+06	3.62299e+06	3.59636e+06	3.51524e+06	3.679e+06
P09832	P09832		gltD		2.85991e+06	2.80348e+06	2.71397e+06	2.85243e+06	2.74423e+06	2.77392e+06
P0A698	P0A698		uvrA		5.50929e+06	5.65595e+06	5.33338e+06	5.52704e+06	5.4619e+06	5.68449e+06
P0A6A0	P0A6A0		ubiB		1.62518e+06	1.81186e+06	1.59836e+06	1.52149e+06	1.63234e+06	1.63709e+06
P0A6A3	P0A6A3		ackA		1.30505e+08	1.29074e+08	1.26409e+08	1.32101e+08	1.25635e+08	1.28561e+08
P0A6A8	P0A6A8		acpP		1.40922e+08	1.53507e+08	1.41985e+08	1.49101e+08	1.37984e+08	1.49641e+08
P0A6B4	P0A6B4		alr		3.20792e+06	3.19515e+06	3.16419e+06	3.17947e+06	3.25569e+06	3.26267e+06
P0A6B7	P0A6B7		iscS		1.76785e+07	1.71735e+07	1.75471e+07	1.70463e+07	1.77425e+07	1.72881e+07
P0A6C1	P0A6C1		nfo		2.09202e+06	2.15046e+06	2.0936e+06	2.11287e+06	2.13282e+06	2.09815e+06
P0A6D0	P0A6D0		argR		1.41495e+06	1.62577e+06	1.48204e+06	1.50326e+06	1.46176e+06	1.45598e+06
P0A6D3	P0A6D3		aroA		5.2196e+06	5.39229e+06	5.1196e+06	5.04155e+06	5.02698e+06	5.3021e+06
P0A6D7	P0A6D7		aroK		1.07649e+07	1.08583e+07	1.09405e+07	1.09348e+07	1.04128e+07	1.0881e+07
P0A6E4	P0A6E4		argG		812821	916211	840288	757898		745933
P0A6E6	P0A6E6		atpC		7.20125e+06	6.71683e+06	7.01349e+06	7.09629e+06	7.33218e+06	7.03007e+06
P0A6E9	P0A6E9		bioD2		5.52173e+06	5.54409e+06	5.57914e+06	5.38221e+06	5.38004e+06	5.30388e+06
P0A6F1	P0A6F1		carA		4.67478e+06	4.66788e+06	4.59364e+06	4.58233e+06	4.76373e+06	4.36079e+06
P0A6F3	P0A6F3		glpK		4.74088e+06	4.85419e+06	4.77714e+06	4.81361e+06	4.68014e+06	4.86611e+06
P0A6F5	P0A6F5		groL		8.66047e+07	8.07391e+07	8.47764e+07	8.06099e+07	8.64817e+07	7.86819e+07
P0A6F9	P0A6F9		groS		1.01169e+08	9.16753e+07	9.79518e+07	9.23538e+07	9.94861e+07	9.37411e+07
P0A6G3	P0A6G3		pncC		3.14489e+06	3.17593e+06	3.24392e+06	3.2033e+06	3.42171e+06	3.13792e+06
P0A6G7	P0A6G7		clpP		2.31717e+07	2.19938e+07	2.32074e+07	2.23566e+07	2.35315e+07	2.17885e+07
P0A6H1	P0A6H1		clpX		1.62714e+07	1.75255e+07	1.64652e+07	1.74908e+07	1.59686e+07	1.74414e+07
P0A6H5	P0A6H5		hslU		2.25702e+07	2.27113e+07	2.26012e+07	2.25136e+07	2.25601e+07	2.24575e+07
P0A6H8	P0A6H8		cls		679627	813349	671525	740986	738575	809710
P0A6I0	P0A6I0		cmk		1.03547e+07	1.03353e+07	1.04084e+07	1.02527e+07	1.05991e+07	1.01294e+07
P0A6I3	P0A6I3		coaA		3.23532e+06	3.40568e+06	3.33333e+06	3.30548e+06	3.46546e+06	3.61731e+06
P0A6I6	P0A6I6		coaD		877666	785944	815749	721200	844982	678117
P0A6I9	P0A6I9		coaE		832070	752730	766423	807893	872674	918330
P0A6J1	P0A6J1		cysC		1.29702e+06	1.34803e+06	1.20507e+06	1.29851e+06	1.26428e+06	1.38829e+06
P0A6J8	P0A6J8		ddlA		1.86603e+07	1.90275e+07	1.87919e+07	1.84723e+07	1.82664e+07	1.85398e+07
P0A6K1	P0A6K1		dapF		325933	637561	367342	552853		647036
P0A6K3	P0A6K3		def		1.41183e+07	1.38401e+07	1.37617e+07	1.3687e+07	1.40903e+07	1.37884e+07
P0A6K6	P0A6K6		deoB		1.68065e+07	1.69326e+07	1.67456e+07	1.68239e+07	1.69938e+07	1.71364e+07
P0A6L0	P0A6L0		deoC		1.13612e+07	1.114e+07	1.1285e+07	1.1073e+07	1.15456e+07	1.07303e+07
P0A6L2	P0A6L2		dapA		4.34805e+07	4.11625e+07	4.30358e+07	4.24217e+07	4.29598e+07	4.15164e+07
P0A6L4	P0A6L4		nanA		238562	213777	127730	247801	238493	203155
P0A6L7	P0A6L7		uxaB		1.38982e+06	1.3018e+06	1.34835e+06	1.29749e+06	1.36297e+06	1.34655e+06
P0A6L9	P0A6L9		hscB		4.82433e+06	4.75577e+06	4.97253e+06	4.6801e+06	4.99652e+06	4.78582e+06
P0A6M4	P0A6M4		dtd		2.35428e+06	2.24947e+06	2.15118e+06	2.12477e+06	2.31775e+06	2.06308e+06
P0A6M8	P0A6M8		fusA		1.10113e+08	9.6521e+07	1.0993e+08	9.95703e+07	1.08028e+08	9.61189e+07
P0A6N4	P0A6N4		efp		7.53601e+07	7.42251e+07	7.54364e+07	7.47508e+07	7.22432e+07	7.31417e+07
P0A6N8	P0A6N8		yeiP		1.45754e+07	1.45983e+07	1.42865e+07	1.49993e+07	1.42991e+07	1.38016e+07
P0A6P1	P0A6P1		tsf		1.93683e+08	1.80781e+08	1.93151e+08	1.80515e+08	1.91973e+08	1.79391e+08
P0A6P5	P0A6P5		der		4.48743e+06	4.57183e+06	4.68213e+06	4.58132e+06	4.54877e+06	4.52432e+06
P0A6P7	P0A6P7		engB		6.75545e+06	6.51561e+06	6.55011e+06	6.46294e+06	6.82516e+06	6.57065e+06
P0A6P9	P0A6P9		eno		1.79229e+08	1.63801e+08	1.80406e+08	1.65447e+08	1.76117e+08	1.63674e+08
P0A6Q3	P0A6Q3		fabA		1.15091e+07	1.11376e+07	1.12689e+07	1.10664e+07	1.15685e+07	1.10266e+07
P0A6Q6	P0A6Q6		fabZ		1.08623e+07	1.14263e+07	1.08423e+07	1.15044e+07	1.12135e+07	1.13409e+07
P0A6R0	P0A6R0		fabH		1.71733e+07	1.79642e+07	1.73922e+07	1.81354e+07	1.70455e+07	1.80078e+07
P0A6R3	P0A6R3		fis		4.96466e+06	4.86636e+06	4.79328e+06	5.37298e+06	4.87694e+06	4.96699e+06
P0A6S0	P0A6S0		flgH		2.40791e+06	2.51218e+06	2.42961e+06	2.48632e+06	2.50207e+06	2.29437e+06
P0A6S7	P0A6S7		gpsA		4.77584e+06	4.76794e+06	4.81535e+06	4.68982e+06	4.45277e+06	4.54511e+06
P0A6T1	P0A6T1		pgi		2.96087e+07	2.84885e+07	2.9228e+07	2.89274e+07	2.96987e+07	2.85444e+07
P0A6T3	P0A6T3		galK		3.18378e+06	3.05481e+06	3.16371e+06	3.12146e+06	3.18997e+06	3.02111e+06
P0A6T5	P0A6T5		folE		4.65702e+06	4.77481e+06	4.69869e+06	4.48672e+06	4.54278e+06	4.77581e+06
P0A6T9	P0A6T9		gcvH		1.29106e+06	1.19883e+06	1.3212e+06	1.18974e+06	1.26369e+06	1.26377e+06
P0A6U3	P0A6U3		mnmG		6.75164e+06	6.85005e+06	6.75269e+06	6.8002e+06	6.76834e+06	6.86233e+06
P0A6U5	P0A6U5		rsmG		5.34544e+06	5.18551e+06	5.19073e+06	5.1082e+06	5.44792e+06	5.21438e+06
P0A6U8	P0A6U8		glgA		2.91119e+06	2.97364e+06	2.99179e+06	2.85651e+06	2.95597e+06	2.91956e+06
P0A6V1	P0A6V1		glgC		7.32802e+06	7.70545e+06	7.33077e+06	7.59436e+06	7.2687e+06	7.47803e+06
P0A6V8	P0A6V8		glk		1.01346e+07	1.02095e+07	1.01076e+07	1.01849e+07	1.02051e+07	9.96931e+06
P0A6W5	P0A6W5		greA		2.30988e+07	2.34252e+07	2.25788e+07	2.26112e+07	2.3404e+07	2.28838e+07
P0A6W9	P0A6W9		gshA		4.57733e+06	4.55928e+06	4.55696e+06	4.55661e+06	4.58343e+06	4.54399e+06
P0A6X3	P0A6X3		hfq		901935	838696	895188	778201	847008	748881
