Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AEK2	P0AEK2		fabG		2018040.0	5535380.0	1837120.0	5714280.0	1672250.0	5428660.0	2208250.0	1934660.0	5414930.0	1853370.0	1889120.0	1680140.0	5596280.0	5365280.0	5577130.0	5836250.0	5727320.0	1875990.0	0	9.086789090878583e-19	-1.5646618737817826	True	0.00010305415027168822	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0ABS1	P0ABS1		dksA		703735.0	3012860.0	706136.0	2989300.0	423505.0	3015500.0	609285.0	654688.0	3014040.0	561282.0	526791.0	791338.0	3090420.0	3088050.0	3209100.0	2867140.0	3015310.0	526495.0	0	2.3991056152199016e-18	-2.310634758999545	True	0.00011242270938729625	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
Q46938	Q46938		kduI		9789290.0	35662600.0	9066970.0	33769000.0	7800210.0	34701100.0	8513830.0	8538820.0	35698200.0	8155590.0	7797040.0	8745830.0	35913900.0	37253700.0	36356000.0	34494400.0	35483000.0	8322820.0	0	5.172318615875301e-18	-2.0571864987782127	True	0.00012179126850290426	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A9B2	P0A9B2		gapA		15718000.0	60848000.0	16263700.0	62080600.0	15206200.0	58659000.0	14888700.0	15118300.0	62464900.0	14024400.0	14515600.0	15236200.0	61992800.0	63001500.0	60709400.0	61742000.0	60113800.0	14837400.0	0	6.032277329835412e-18	-2.0220800641967354	True	0.0001311598276185123	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A9J6	P0A9J6		rbsK		1115200.0	4401860.0	1166520.0	4340150.0	792036.0	4259500.0	821742.0	1160080.0	4369670.0	728531.0	1111960.0	972901.0	4661430.0	4364250.0	4608190.0	4325490.0	4394900.0	923645.0	0	6.056470230203023e-18	-2.175698994666974	True	0.0001405283867341203	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P27250	P27250		ahr		525468.0	2586120.0	296647.0	2403270.0	272299.0	2571200.0	324522.0	427686.0	2560920.0	447393.0	237381.0	261966.0	2480530.0	2355370.0	2350730.0	2348570.0	2320330.0	403645.0	0	8.484005393962981e-18	-2.7812032804370883	True	0.00014989694584972832	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P09373	P09373		pflB		4987570.0	21284200.0	5192420.0	21005700.0	4599420.0	20636500.0	4769970.0	4687280.0	20670500.0	4357600.0	4610450.0	4700620.0	21425400.0	21055000.0	20793700.0	19669900.0	20881300.0	4817700.0	0	2.086937702961711e-17	-2.133205974625713	True	0.00015926550496533635	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0AEP3	P0AEP3		galU		2262830.0	7675890.0	2190470.0	7486540.0	1570720.0	7620100.0	1967310.0	2081200.0	7555560.0	1888950.0	2004900.0	1759310.0	7595260.0	7768090.0	7558200.0	7747280.0	7431230.0	1961970.0	0	2.728268461860355e-17	-1.952057563432096	True	0.00016863406408094435	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
Q46851	Q46851		gpr		2437310.0	7443480.0	2187140.0	7536520.0	2036230.0	7200190.0	2667340.0	2187440.0	7904610.0	1810660.0	1794210.0	2040400.0	7381330.0	7556590.0	7502630.0	7631230.0	7490410.0	2130110.0	0	4.8143138646566666e-17	-1.8101097764654517	True	0.00017800262319655238	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A6P9	P0A6P9		eno		7039800.0	28829300.0	7254760.0	28806600.0	6164070.0	26550900.0	6578600.0	6383920.0	28193900.0	6352210.0	6135040.0	6538670.0	28885200.0	28213200.0	27957000.0	29121600.0	27908200.0	6618000.0	0	7.744432961109372e-17	-2.107095234934829	True	0.00018737118231216038	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0AFG8	P0AFG8		aceE		2208700.0	8337980.0	2212180.0	8417150.0	1787600.0	7691020.0	2083540.0	2049550.0	8438530.0	2010390.0	1746040.0	1749560.0	8348430.0	8372360.0	8754600.0	8225550.0	7962130.0	1955960.0	0	9.372492849078567e-17	-2.0660022997646803	True	0.0001967397414277684	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A7D4	P0A7D4		purA		5021450.0	19736100.0	4907650.0	19671600.0	3639140.0	18113300.0	5053640.0	4660890.0	20365800.0	4723920.0	3615570.0	4421150.0	20430000.0	20400000.0	20034800.0	18739000.0	19170400.0	4401600.0	0	9.928046258705451e-17	-2.1269499602980693	True	0.00020610830054337644	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P39325	P39325		ytfQ		2321920.0	8844090.0	1960430.0	8342190.0	2186300.0	9002050.0	1839630.0	1967010.0	8266190.0	1870130.0	1974080.0	1834110.0	8838960.0	8485660.0	8977560.0	8286720.0	8151890.0	1586560.0	0	1.0595800362483896e-16	-2.137850468732401	True	0.00021547685965898447	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P02359	P02359		rpsG		5244910.0	20504900.0	5240820.0	20424200.0	4247140.0	19542500.0	4715980.0	4710050.0	21348800.0	4741920.0	4139130.0	5082410.0	21158400.0	21158300.0	21201300.0	22082400.0	21177700.0	4967030.0	0	1.0940145979157737e-16	-2.1299136216985683	True	0.0002248454187745925	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P40217	P40217		TIF34		7633290.0	3661670.0	7685350.0	3698330.0	7380490.0	3994220.0	7586970.0	7063670.0	3805310.0	7570740.0	7353000.0	7515620.0	4127180.0	4048800.0	3782520.0	3672510.0	3938190.0	7159350.0	0	1.101729308632381e-16	0.9469216473773913	True	0.0002342139778902005	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P77674	P77674		patD		3208780.0	12976300.0	3566060.0	14084100.0	2873050.0	13328800.0	3018820.0	2906050.0	13054400.0	3134910.0	2879050.0	3039050.0	13394300.0	13601700.0	13256200.0	12555400.0	13101500.0	2897460.0	0	1.228062135307593e-16	-2.1165095103158467	True	0.00024358253700580853	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P08200	P08200		icd		12584700.0	50681200.0	12674400.0	52143200.0	10189800.0	48810600.0	12555000.0	11668500.0	53545300.0	12228200.0	10059700.0	11669200.0	52325000.0	53893500.0	53021600.0	51400200.0	49310900.0	12199100.0	0	1.281114836677133e-16	-2.135909080458353	True	0.00025295109612141656	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A7W1	P0A7W1		rpsE		1950430.0	7928920.0	2069180.0	8737940.0	1770230.0	8441080.0	1963040.0	1816300.0	7885500.0	1715150.0	1765360.0	1951830.0	8504970.0	8404140.0	8153980.0	8455370.0	8330080.0	1600800.0	0	1.3209327537363664e-16	-2.1724628694970836	True	0.0002623196552370246	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P00961	P00961		glyS		1324010.0	4925510.0	1480570.0	4832490.0	1051530.0	4933240.0	1349490.0	1116070.0	5053280.0	1116020.0	1076240.0	949155.0	5156420.0	5378800.0	4787050.0	4581210.0	4897260.0	1050360.0	0	1.5032924938761512e-16	-2.083036441899631	True	0.0002716882143526326	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A870	P0A870		talB		4839380.0	18531200.0	5034050.0	18987500.0	4107520.0	17583500.0	4793530.0	4551220.0	19649500.0	4677560.0	3863780.0	4498740.0	18836800.0	19338300.0	18806700.0	18047500.0	18139300.0	4668740.0	0	1.6514768282041398e-16	-2.0328666665798223	True	0.0002810567734682406	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P27302	P27302		tktA		4148700.0	14430600.0	4552590.0	14029700.0	2983030.0	14226300.0	4449930.0	3822080.0	15549500.0	4113990.0	3845220.0	4026540.0	14811200.0	15798600.0	14927500.0	15077600.0	14077400.0	3764190.0	0	1.6541924732110488e-16	-1.8964000296712475	True	0.0002904253325838486	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P00957	P00957		alaS		1068880.0	3734640.0	1067970.0	3695200.0	1068100.0	3722530.0	884427.0	835053.0	3810590.0	622150.0	899202.0	930058.0	3869840.0	3785850.0	3579950.0	3354610.0	3963340.0	836259.0	0	1.6942439661485573e-16	-2.0290507290825666	True	0.00029979389169945664	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P08312	P08312		pheS		2470830.0	10606800.0	2375890.0	10375100.0	2991180.0	9804770.0	2421180.0	2150860.0	11045600.0	2230840.0	2650440.0	2819680.0	10984400.0	11046500.0	11282100.0	11110200.0	10764900.0	2112720.0	0	2.0416264478542553e-16	-2.126193845342084	True	0.0003091624508150647	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P03841	P03841		malM		1467010.0	5058600.0	1456590.0	5113600.0	1234720.0	4693190.0	1116300.0	1521920.0	5258980.0	730546.0	1321020.0	1253670.0	5055830.0	5151340.0	4815060.0	5234200.0	5046940.0	1195940.0	0	2.742855259827073e-16	-2.0075423940291777	True	0.0003185310099306727	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P26785	P26785		RPL16B		92269900.0	44863900.0	87762300.0	42577600.0	90282400.0	48218100.0	89765300.0	87013200.0	44639700.0	83687400.0	85048300.0	84828000.0	45351800.0	44081400.0	44334600.0	38984300.0	45178700.0	86411900.0	0	3.360254129935731e-16	0.9828872976845593	True	0.0003278995690462807	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P0A6F9	P0A6F9		groES		6347880.0	24783700.0	6219480.0	24639200.0	4980930.0	23847000.0	6219440.0	5428080.0	26267200.0	6268770.0	4913500.0	5348000.0	24915100.0	25569200.0	25097300.0	27035800.0	24279600.0	5904730.0	0	3.605820845281352e-16	-2.1327871013568473	True	0.0003372681281618887	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0ABP8	P0ABP8		deoD		2426900.0	8081940.0	2568740.0	8372770.0	2175460.0	7120650.0	1810920.0	2228300.0	7776530.0	1585760.0	1884630.0	2465620.0	8020550.0	7997620.0	7847780.0	7506050.0	7502020.0	2360140.0	0	4.243437836685283e-16	-1.848050690778195	True	0.00034663668727749673	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A786	P0A786		pyrB		1189720.0	4815770.0	1164580.0	5147790.0	891704.0	5631330.0	1471540.0	1090340.0	5044010.0	908053.0	1054220.0	1197560.0	5397740.0	5182210.0	4914830.0	5300610.0	5359790.0	981096.0	0	4.646018515571372e-16	-2.2337297114494232	True	0.00035600524639310476	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0AEE5	P0AEE5		mglB		7442510.0	33300600.0	7539500.0	33396900.0	6644090.0	33510500.0	6770930.0	6814540.0	32638500.0	6819770.0	6900130.0	7121250.0	33692300.0	33429500.0	32025400.0	31312600.0	32152700.0	6869910.0	0	5.671517040786628e-16	-2.2313070676546998	True	0.0003653738055087128	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P45523	P45523		fkpA		1224930.0	4689240.0	1236130.0	4798690.0	1021730.0	4493990.0	1221480.0	1105510.0	4798510.0	931061.0	1276430.0	1289030.0	5125950.0	4995300.0	5060740.0	4858110.0	5057090.0	1102570.0	0	5.860270646317085e-16	-2.0756716785681912	True	0.00037474236462432077	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P53090	P53090		ARO8		17684200.0	8526570.0	17853900.0	8233930.0	16759900.0	9271810.0	17146200.0	16387900.0	8844280.0	16796100.0	16289400.0	17235500.0	8885340.0	9222510.0	8483070.0	8090420.0	8920430.0	16624800.0	0	6.31844963645084e-16	0.9610690679446429	True	0.00038411092373992885	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P40008	P40008		FMP52		9271680.0	4482250.0	8949620.0	4463350.0	8311330.0	4529080.0	8894400.0	8580520.0	4876990.0	8800040.0	8602300.0	8771780.0	4776100.0	4058570.0	4037460.0	4364930.0	4611990.0	8459680.0	0	7.440362912308466e-16	0.9680667474884157	True	0.0003934794828555368	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P0ABT2	P0ABT2		dps		12200900.0	48151800.0	11938900.0	49418700.0	9182120.0	47429100.0	11260800.0	11174900.0	50294800.0	9348850.0	10214200.0	10931700.0	49814000.0	50862300.0	47932000.0	44414500.0	48076300.0	10479100.0	0	8.90968951448003e-16	-2.173572384756542	True	0.0004028480419711448	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P76558	P76558		maeB		3680730.0	12474900.0	3123610.0	12327900.0	3248450.0	12294100.0	2941880.0	3161500.0	12620900.0	3132910.0	2952930.0	3005850.0	13516200.0	12569600.0	12282200.0	12028700.0	13120600.0	2871920.0	0	9.073599713294464e-16	-2.0096640138598127	True	0.0004122166010867529	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A7J3	P0A7J3		rplJ		14904200.0	48897500.0	14849800.0	48581400.0	12228900.0	50258800.0	13303700.0	12853000.0	52387700.0	11641500.0	13214700.0	13042600.0	52141300.0	53241700.0	49768500.0	54473200.0	51158200.0	12349600.0	0	1.013459467759298e-15	-1.9609568933813848	True	0.00042158516020236085	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P37095	P37095		pepB		714959.0	3478010.0	804594.0	3683460.0	756254.0	3623790.0	1291490.0	791994.0	4049290.0	1016550.0	722266.0	821982.0	3972870.0	4034790.0	3569730.0	3809990.0	3828020.0	641164.0	0	1.2662815318066154e-15	-2.170955446650367	True	0.00043095371931796894	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P22336	P22336		RFA1		4502810.0	2135100.0	4578160.0	2193170.0	4513450.0	2361240.0	4243440.0	4279030.0	2273330.0	4154500.0	4545400.0	4353650.0	2451890.0	2255420.0	2157180.0	2186520.0	2454900.0	4329650.0	0	1.310621199302192e-15	0.9484329389018032	True	0.0004403222784335769	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P0A7U7	P0A7U7		rpsT		3341780.0	12459800.0	3381120.0	12718200.0	1863160.0	10842800.0	2852290.0	2429740.0	11838600.0	2825940.0	2142920.0	2067710.0	12244600.0	12436900.0	12964800.0	12889000.0	11599000.0	2270300.0	0	1.362029679605721e-15	-2.246782140431324	True	0.000449690837549185	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P32499	P32499		NUP2		2761660.0	1566110.0	2793770.0	1452190.0	2843680.0	1629400.0	2916520.0	2619340.0	1460020.0	2861140.0	2664610.0	2796840.0	1547760.0	1436410.0	1442060.0	1362950.0	1445240.0	2749330.0	0	1.4055249356260403e-15	0.906335562063882	True	0.00045905939666479297	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P0A7V3	P0A7V3		rpsC		5522760.0	20433100.0	5294220.0	19962200.0	4879270.0	21054600.0	5417460.0	4724060.0	21578700.0	4856430.0	4889160.0	5008300.0	21657400.0	21224200.0	20173200.0	20113800.0	21030000.0	5072100.0	0	1.4759029060261054e-15	-2.035668479520864	True	0.000468427955780401	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P60624	P60624		rplX		4170770.0	16457300.0	4267320.0	16191100.0	3795430.0	15527300.0	3809050.0	3942640.0	16439600.0	3254230.0	3649580.0	3791900.0	16482500.0	17505700.0	16945100.0	17399600.0	16436400.0	4016040.0	0	1.5671607871909042e-15	-2.1061502582726357	True	0.000477796514896009	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0AFF6	P0AFF6		nusA		1017110.0	4724690.0	1161060.0	4419560.0	898771.0	4620550.0	915616.0	837138.0	4549060.0	1047960.0	725901.0	901970.0	4752250.0	4858180.0	4654860.0	4099770.0	4605060.0	825096.0	0	2.3268284165256273e-15	-2.3090859385771196	True	0.00048716507401161705	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A6K6	P0A6K6		deoB		1263160.0	4119540.0	1319240.0	3846500.0	968586.0	3782320.0	1148170.0	1155590.0	4218400.0	860154.0	1097970.0	1262040.0	4086640.0	4277920.0	4032540.0	3666490.0	4030380.0	1136060.0	0	2.422709497956757e-15	-1.8203086796481676	True	0.0004965336331272251	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P21165	P21165		pepQ		656164.0	2701440.0	578764.0	2875810.0	503974.0	2779220.0	589525.0	567160.0	2692180.0	393780.0	476863.0	675475.0	3082500.0	3050430.0	2806300.0	2715330.0	2807360.0	583978.0	0	2.9825110459088796e-15	-2.343703554652983	True	0.0005059021922428331	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P21367	P21367		ycaC		4382000.0	17253000.0	4280610.0	17660100.0	3677100.0	16369800.0	4532220.0	3882480.0	18053700.0	3851900.0	3851010.0	4278270.0	18062800.0	17805400.0	16603600.0	17069000.0	16558000.0	3752460.0	0	3.820474192912492e-15	-2.090819153770934	True	0.000515270751358441	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P0A6B7	P0A6B7		iscS		1395480.0	6123450.0	1699630.0	6367180.0	1103160.0	6498530.0	1396320.0	1378900.0	6310780.0	1471840.0	1313000.0	1423540.0	6630760.0	6781320.0	6428740.0	5802320.0	6224800.0	1321040.0	0	3.836361327100597e-15	-2.1929408755006077	True	0.0005246393104740492	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P36683	P36683		acnB		11966000.0	48072600.0	12452400.0	49380700.0	10343100.0	47378500.0	11576600.0	11458600.0	50374900.0	11489500.0	10365900.0	11126200.0	51031400.0	51179900.0	51087900.0	52419200.0	48810400.0	11439400.0	0	3.888277039226543e-15	-2.137431733304914	True	0.0005340078695896571	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P23869	P23869		ppiB		610095.0	3437020.0	747082.0	3287970.0	399750.0	2842150.0	525730.0	514397.0	3560450.0	155097.0	594810.0	468508.0	3116290.0	3219460.0	3421380.0	3203300.0	3182080.0	655773.0	0	4.154739619190874e-15	-2.647549581707093	True	0.0005433764287052652	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P32497	P32497		NIP1		11307800.0	5879390.0	11375400.0	5689240.0	10995900.0	5831360.0	10767000.0	10403800.0	5655920.0	11447500.0	10467000.0	10868000.0	5731640.0	5744320.0	5753110.0	6589840.0	5609140.0	10684800.0	0	4.3742755122017e-15	0.9055672516784847	True	0.0005527449878208731	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
