protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	66085.91999098108	144467.62499999997	71098.60861113587	631873.674953505	737193.7425616562	830982.8346603942	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			3	0.0029225639654285214	-2.9655500692282346	False	0.00108359133126935	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0AA16	40831741.5412814	41251129.38938953	41477416.2198612	42723111.16196308	42610589.2189302	43131926.12427317	P0AA16	P0AA16		ompR	0	0.0029912418887592085	-0.056167260871541634	False	0.0011145510835913312	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABD5	102207097.25131124	102514166.76660945	101607231.47079696	107811173.6786173	107038088.3072948	106085413.0809422	P0ABD5	P0ABD5		accA	0	0.003080781734002644	-0.06720009609119734	False	0.0011455108359133127	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A717	183981922.7706795	184813752.74707255	189041441.5678924	198469704.07061625	199836350.8876675	204283671.67509797	P0A717	P0A717		prs	0	0.003306514819029287	-0.11133214620145591	False	0.0011764705882352942	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9X9	99039397.87385008	94736726.021403	94446531.00974584	82938057.59959184	81953051.39176795	80381688.24246868	P0A9X9	P0A9X9		cspA	0	0.0035226573432946304	0.232796502777106	False	0.0012074303405572757	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P68679	326515802.5096144	323557176.92636096	325248554.4416497	302057247.6623578	304023526.0024803	308721633.2554355	P68679	P68679		rpsU	0	0.0037711087251204806	0.0924177483964863	False	0.001238390092879257	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9Q1	111922993.872797	111914301.76663414	113054286.1084389	120871253.30866627	119026498.46393876	121955237.42668188	P0A9Q1	P0A9Q1		arcA	0	0.004146868654909462	-0.1031193106648297	False	0.0012693498452012386	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFX4	591107.815871612	510105.2499999995	561358.4474796598	414670.8705627978	351561.35940836056	344208.2788549037	P0AFX4	P0AFX4		rsd	0	0.004868673184041321	0.5822842941521599	False	0.0013003095975232198	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9C9	34736647.70515892	34198155.53260614	34024154.178175494	32998977.30249229	32474696.967686027	32239898.018838547	P0A9C9	P0A9C9		glpX	0	0.004916230232667559	0.0754384800090587	False	0.0013312693498452011	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P22525	4577774.134854279	4693319.817092874	4603117.732895035	5008739.68296678	4886364.531206831	4890216.874388167	P22525	P22525		ycbB	0	0.004956136605617455	-0.09175977270719167	False	0.0013622291021671829	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69503	74018557.69166918	72700540.79083417	69497228.14690812	63900315.26366734	62226141.95800996	60184227.671148255	P69503	P69503		apt	0	0.00508144124376283	0.21476505096682771	False	0.0013931888544891642	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P02918	2919967.0119568584	2932132.662506013	2864951.6304038945	2737555.245132624	2713488.3074316145	2644541.850969118	P02918	P02918		mrcA	0	0.005098132330314333	0.10670479300935665	False	0.0014241486068111457	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6P1	896346250.3773154	922574146.2965856	922561805.8966216	961719141.2394603	988087839.6508664	984067082.2459998	P0A6P1	P0A6P1		tsf	0	0.0059515939541774174	-0.09785083666608452	False	0.001455108359133127	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P28635	59595169.68166233	60982104.62501006	58566381.35893931	53659601.74704471	53353367.844634175	52782211.70156195	P28635	P28635		metQ	0	0.006073904416391712	0.16489304801300986	False	0.0014860681114551085	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7R9	339524114.66054904	344563503.3157186	343704956.8163383	354981817.4988896	355811771.9275477	357226658.81500983	P0A7R9	P0A7R9		rpsK	0	0.006127289262691845	-0.05538986420583051	False	0.0015170278637770898	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG86	66017354.089129165	64068251.110390194	63541219.103801705	69787406.5556898	69746242.86485685	70970548.19466177	P0AG86	P0AG86		secB	0	0.006736215965394049	-0.12057017023521284	False	0.0015479876160990713	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00547	1271167.040570593	1151464.738099323	1225338.2121969608	1492093.8641282392	1398807.5787197943	1463049.36569836	P00547	P00547		thrB	0	0.007056141372072068	-0.2552312463047074	False	0.0015789473684210528	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37666	28421759.11836948	28625504.147940524	28914399.899687484	31110766.392437845	30179183.090174478	30830995.346888736	P37666	P37666		ghrB	0	0.007056730163447327	-0.09983581210852616	False	0.0016099071207430341	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A825	152326609.09335217	147305320.9182272	148722843.01407963	161387513.63634634	158542777.99806362	158136801.6539434	P0A825	P0A825		glyA	0	0.007716643871402421	-0.09257234808072719	False	0.0016408668730650156	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	7329087.446279487	7338458.921469798	6902878.324777789	6056058.961168112	6468906.680497354	6191803.288177219	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.0077372221256133715	0.20472317708737522	False	0.001671826625386997	False	False	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A991	23798455.644212432	23728687.28607468	23867515.687398806	23533666.27371332	23346761.62839745	23452539.79824311	P0A991	P0A991		fbaB	0	0.007841281465459128	0.021615050122107952	False	0.0017027863777089784	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P45578	54833506.79484122	56755613.83286325	52602198.01825679	66463346.04449733	64630519.21579052	71018318.43367687	P45578	P45578		luxS	0	0.008013144435398259	-0.2997784437146596	False	0.00173374613003096	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A796	139352924.0842955	135500296.85116756	136961753.4245948	149590661.5731676	149347240.19484973	149221099.03360295	P0A796	P0A796		pfkA	0	0.008025565978596497	-0.12201438194557487	False	0.0017647058823529412	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB77	65366660.62276656	64435582.64031456	62570801.42833757	71382142.16063268	68469946.0215128	69792882.03354068	P0AB77	P0AB77		kbl	0	0.008094753870395256	-0.12404155472419935	False	0.0017956656346749228	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AE12	2707005.8105839654	2760195.737015069	2731607.739485672	2454188.979587658	2563607.665277281	2493925.088983956	P0AE12	P0AE12		amn	0	0.008554646849509769	0.1262707819550957	False	0.001826625386996904	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG90	69134036.17447324	69684580.96599762	69591382.82051387	68051033.73350425	67552863.89098942	67050756.30744471	P0AG90	P0AG90		secD	0	0.008555213034146532	0.04040119586708342	False	0.0018575851393188853	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A932	26979189.63604832	26252124.15601498	26220680.52066347	28398269.09564947	28171570.079625554	29270466.263179	P0A932	P0A932		gfcE	0	0.00861732980262769	-0.11157177662336006	False	0.001888544891640867	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACQ4	31888472.437320117	32067242.61817327	31857393.373519383	32404713.39048224	32564955.70215684	32305005.68192782	P0ACQ4	P0ACQ4		oxyR	0	0.008668706947539132	-0.021841203588322488	False	0.0019195046439628484	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P68206	2830409.1544204606	2765062.384729266	2495598.0347117377	3640719.64626658	3544314.845081199	3607241.450253925	P68206	P68206		yjbJ	0	0.008773783176757958	-0.4155968083510496	False	0.0019504643962848299	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADY3	108809522.11624683	113863411.744172	111451588.20022015	124586532.31004904	125111727.20251857	123902450.06989868	P0ADY3	P0ADY3		rplN	0	0.00903636756265919	-0.16111132636522255	False	0.001981424148606811	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADY7	186603822.84797785	183132506.13941857	192019957.18604493	201357607.3536937	205917124.72358415	205603393.68589595	P0ADY7	P0ADY7		rplP	0	0.009062783921888175	-0.12565585091115022	False	0.0020123839009287925	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A715	100017048.73091088	100867530.3270708	101587173.07201222	104172475.1599832	104592256.38635053	103974140.29975373	P0A715	P0A715		kdsA	0	0.009091385052844757	-0.04815813481007315	False	0.002043343653250774	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7K2	417853041.9345461	417103679.0050658	428153381.0881749	373716162.4378755	393968668.32442176	379718471.3421887	P0A7K2	P0A7K2		rplL	0	0.00941089071273745	0.13860782555613924	False	0.0020743034055727555	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A850	1228106556.5288792	1220371118.2143066	1249664124.5033088	1275545089.700915	1287400789.746083	1297133368.847715	P0A850	P0A850		tig	0	0.009627150272933229	-0.06182992304788536	False	0.0021052631578947372	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P32680	5867755.432634974	6088832.518518009	5950784.499900941	6357541.130175003	6388328.088761928	6466006.441568886	P32680	P32680		yjaG	0	0.009653924048581973	-0.10144471038384704	False	0.0021362229102167185	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P60422	508254987.0399318	529242464.28931385	514400890.7060628	547286673.539704	569058658.4442968	567928463.2150427	P60422	P60422		rplB	0	0.00981574366492597	-0.11809262559676874	False	0.0021671826625387	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P17169	258218248.6400872	260152806.84776533	256143028.13519704	264399907.3224969	264274927.9923504	266721105.67127803	P17169	P17169		glmS	0	0.010519059771184728	-0.03838172693526639	False	0.002198142414860681	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7D7	125460509.71883322	125061076.97550426	123609240.38130976	129748440.14801192	129805700.8035678	132699323.59875187	P0A7D7	P0A7D7		purC	0	0.010691592508129425	-0.06824334592175252	False	0.0022291021671826624	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG63	324947076.3906658	342121425.2782648	338014842.7625421	364172842.6083124	370443608.4866744	372417949.4272649	P0AG63	P0AG63		rpsQ	0	0.010856969407614398	-0.1393849149897632	False	0.002260061919504644	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7W1	372357662.7226848	395939183.8996687	396544203.006295	424879069.6928879	441407260.8704703	454211977.155441	P0A7W1	P0A7W1		rpsE	0	0.011287362376496194	-0.18094934972538396	False	0.0022910216718266254	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37052	1452063.5468512718	1435673.7499999988	1479505.2526710588	1525848.5777254342	1514229.23952953	1549944.6287060694	P37052	P37052		ychJ	0	0.011896696379853694	-0.071778550400376	False	0.0023219814241486067	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P61949	28592141.404353123	28235855.635791127	29226651.34624834	26621425.363500983	26929786.005503677	27135776.133863207	P61949	P61949		fldA	0	0.01196584262340489	0.09291709704060168	False	0.0023529411764705885	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6M8	1185262639.43175	1194328469.2309077	1205165412.2463858	1246871537.7078955	1285668849.906893	1279422369.2646286	P0A6M8	P0A6M8		fusA	0	0.012179694894248205	-0.08865889066323761	False	0.0023839009287925698	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
