protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	887969.376793374	1002215.386707054	998388.1970491656	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			3	0.00026820153523001935	-2.8978113436149386	False	0.0003343465045592705	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P28635	62578372.12974413	62156209.16497777	62951079.49951263	57953150.80771715	58753420.08550512	58810921.06826318	P28635	P28635		metQ	0	0.0004226126806800574	0.09670361655051304	False	0.00036474164133738605	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABP8	293419723.207384	292488297.3884603	292729660.78547394	287441443.779397	287927279.14075655	288652953.2937414	P0ABP8	P0ABP8		deoD	0	0.0005350323263889829	0.024200865811739327	False	0.00039513677811550154	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A972	292204713.0675812	288968405.256748	295345776.0259252	265534920.26676896	267487692.4479713	263284496.9291988	P0A972	P0A972		cspE	0	0.0005864739484864011	0.13846025178712673	False	0.00042553191489361707	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08622	56732622.6309202	56963772.37252131	56251741.77390152	53670338.61921283	54122790.63335789	54225088.64567443	P08622	P08622		dnaJ	0	0.0007475697405184571	0.06893850107557371	False	0.0004559270516717325	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	1095677.6420986613	878160.8923931913	898396.4493949744	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			2	0.0010192332038115128	-2.8896281924555964	False	0.00048632218844984804	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	872593.6165780722	757115.5247615345	671144.9950163573	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.0012680931335905172	-2.569623934583289	False	0.0005167173252279636	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	168654.53681940047	204058.59379999977	187789.18493729545	1603657.2901509355	1531106.70710074	1732104.9515157286	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			1	0.0012706235636349332	-3.1182016891361695	False	0.000547112462006079	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	343003.09806200623	327516.1996583572	187789.18493729545	1198313.825550082	1149164.5549161676	1147327.9746171646	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			1	0.0013473963864686688	-2.025644357322118	False	0.0005775075987841945	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	1101023.5540797214	1106767.2867198037	1074992.8094887934	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			3	0.0018921270541832035	-3.0823740815687533	False	0.0006079027355623101	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	4021833.235552428	4246559.461375563	3516149.4842708823	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			3	0.0021575135668956305	-4.926278215566118	False	0.0006382978723404256	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	800171.8875428431	1107663.477059772	1096358.2042548289	2028261.95972168	2008770.5141324184	1771680.535661114	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	0.0022964504875728005	-0.951240779684032	False	0.000668693009118541	False	False	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0AAI9	37060564.48656133	37098222.37491523	36587593.85477639	34900985.35294403	34727492.32770788	34923699.67114929	P0AAI9	P0AAI9		fabD	0	0.0027067783484794683	0.0830364439860742	False	0.0006990881458966566	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7F3	5626633.00327909	5712794.231614394	5515518.657042991	6057582.687486496	6094300.762463584	6214293.573123873	P0A7F3	P0A7F3		pyrI	0	0.0027708719877822035	-0.12387936027215198	False	0.0007294832826747721	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P11880	12091197.160354497	12186438.54317819	12097127.599447656	11032291.442226466	11271548.172726288	11260701.346652446	P11880	P11880		murF	0	0.002836589381984921	0.11599994834676114	False	0.0007598784194528875	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	826391.5384507437	31130.78711000001	187789.18493729545	3552690.1160149053	3286933.079065433	3284574.820314817	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			2	0.0028994966230465645	-3.27580278477053	False	0.0007902735562310031	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	918576.7662975884	891702.1390177662	889688.8809980965	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			3	0.003144239267291069	-2.8003966027850775	False	0.0008206686930091186	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P05055	277981053.19823927	277733794.2257243	278929878.26675946	274780250.5726556	275365990.35471374	273907738.89998907	P05055	P05055		pnp	0	0.00346019960906089	0.018423387109874304	False	0.0008510638297872341	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76015	7192109.199789109	7023789.412558252	7129456.401190009	6539249.40989296	6600781.668644377	6582241.319984107	P76015	P76015		dhaK	0	0.0038538797635728084	0.11409636903547148	False	0.0008814589665653497	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76594	1973776.3252938287	2034394.3749999984	2085007.887739207	2367828.693465407	2311470.73514568	2251227.042814501	P76594	P76594		yfiQ	0	0.003919357958795596	-0.18576992395254524	False	0.000911854103343465	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P61175	522175452.7392053	533926101.63044095	524890045.5451257	495431934.409172	504334240.2431626	499668278.5900967	P61175	P61175		rplV	0	0.004658234210202503	0.07641124527292738	False	0.0009422492401215805	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00954	45921646.54055186	46514756.148999095	45963076.25098826	47894876.93194393	47283525.16608494	47905336.40115704	P00954	P00954		trpS	0	0.005194747454761549	-0.04802120735753473	False	0.0009726443768996961	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00968	49484694.49891656	48772716.44315901	48882280.6824152	47202937.88372964	47704268.35801076	47363634.84298257	P00968	P00968		carB	0	0.005647869888585071	0.04854646619441309	False	0.0010030395136778117	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	571004.312568257	543209.5486831124	489750.5200560257	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			3	0.0058222285922360575	-2.0490965131084513	False	0.0010334346504559271	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A991	25894163.891090263	25917197.829799056	25888066.389975093	25287289.598410822	25204623.07653964	25076660.685763974	P0A991	P0A991		fbaB	0	0.006467419855360126	0.040117593251303915	False	0.0010638297872340426	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A715	116476315.50561891	117283163.96023303	115624085.14928356	120395077.42041546	121022071.93660294	120670835.45217736	P0A715	P0A715		kdsA	0	0.006502063234018938	-0.05152856065956636	False	0.001094224924012158	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P23865	49546108.57797132	49743402.95076872	49618389.16435368	50950452.83936486	51259706.71842144	50724736.25437843	P23865	P23865		prc	0	0.006995138988346172	-0.03849732832478532	False	0.0011246200607902736	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37773	36455932.94087222	36127582.25929547	35989068.644524395	37849388.65479261	37264286.59021104	37265949.42385918	P37773	P37773		mpl	0	0.008018774159181017	-0.04972063937144836	False	0.001155015197568389	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04805	129359583.80236135	129081155.24424271	128270970.4682235	133375396.5396876	133730373.43760848	131813663.88402487	P04805	P04805		gltX	0	0.008076476376930994	-0.04483895838206598	False	0.0011854103343465047	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG99	9533136.139051272	9797285.602161791	9973712.333343744	10511240.16260638	11029912.76747737	10717790.338996587	P0AG99	P0AG99		secG	0	0.008126127682923468	-0.13859497289589268	False	0.0012158054711246201	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AES9	8722592.142762823	8884254.194513816	8474081.446241908	9271563.040305356	9595976.820174256	9516159.669622622	P0AES9	P0AES9		hdeA	0	0.008391457470425046	-0.12206745061823263	False	0.0012462006079027358	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA16	45302404.39714912	45190350.71904928	44687575.70877233	42806237.57821789	43371038.505681925	43753032.55426267	P0AA16	P0AA16		ompR	0	0.008771952519486918	0.057147244859150466	False	0.0012765957446808512	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P33602	109699393.75836436	108798973.33406682	109779416.6414759	111791828.310516	110979193.93522967	111426591.5277102	P33602	P33602		nuoG	0	0.008974471403537463	-0.025784313820561226	False	0.0013069908814589664	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	168654.53681940047	31130.78711000001	187789.18493729545	511243.9926446864	558592.6133243504	549041.9074335962	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			3	0.00951561655442305	-2.062449132959941	False	0.001337386018237082	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0AGK4	26730283.684931453	25875800.43652781	25807772.77794572	24106222.10073749	24665243.60251677	24117267.857946925	P0AGK4	P0AGK4		yhbY	0	0.010070891977819295	0.10541278875283024	False	0.0013677811550151975	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69908	8007261.488634142	7710160.084552164	8181691.164827153	6871700.654433584	6887776.536838711	7010634.163776528	P69908	P69908		gadA	0	0.011069974891221282	0.2024481077569054	False	0.0013981762917933131	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00582	41616861.71829851	42041463.58565499	42120681.89965898	40887207.453218095	41254925.17108875	40761433.87741144	P00582	P00582		polA	0	0.011321450786449834	0.033364371841630186	False	0.0014285714285714286	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P40120	21431974.74400738	21248451.93189011	21420919.76636957	20706567.299480155	21008941.65686024	20787981.0354754	P40120	P40120		mdoD	0	0.011392199831561159	0.036417913397241236	False	0.0014589665653495442	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08337	1557734.586186449	1667800.7499999993	1658207.506318719	1427684.4735448128	1447251.1621939542	1326079.1725455597	P08337	P08337		mutT	0	0.01160826454944094	0.21724936479886864	False	0.0014893617021276596	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P23909	30136928.56011326	30219541.508544862	30448759.886486407	29844524.62770469	29498519.278684072	29656337.892569337	P23909	P23909		mutS	0	0.01180357902760728	0.028980077403373147	False	0.001519756838905775	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7R5	747022275.4467633	766811130.6456972	778742016.8462559	684925906.5368464	706044109.6925255	720462337.3225977	P0A7R5	P0A7R5		rpsJ	0	0.012407949056069316	0.11874717095308306	False	0.0015501519756838907	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9L3	73013666.43612556	72565952.36683787	71361092.95938624	68937664.34161486	68448436.72203287	68889277.43213513	P0A9L3	P0A9L3		fklB	0	0.012539187380849338	0.07272919091524004	False	0.0015805471124620061	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76170	4718044.77638104	5022597.923286312	4855734.6603984125	5276140.531911817	5489735.006728803	5327126.804409809	P76170	P76170		ynfB	0	0.012553030644931238	-0.14082314877027294	False	0.0016109422492401218	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8E7	109289907.13906032	111192960.92470756	112077858.31201892	104302793.90937746	106804643.86191373	106601626.69893624	P0A8E7	P0A8E7		yajQ	0	0.012576070061242324	0.06591155242299944	False	0.0016413373860182372	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7Z4	717557590.6820611	730120619.7504278	719320270.4916469	696429413.3405699	697849533.4484845	693024092.534023	P0A7Z4	P0A7Z4		rpoA	0	0.012999801262092674	0.05405807270007926	False	0.0016717325227963526	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A799	1812862454.8215573	1840556090.7247076	1826997204.456304	1775968623.4853673	1767195144.4112866	1775933457.6325436	P0A799	P0A799		pgk	0	0.01316782026009145	0.04310393406262872	False	0.0017021276595744683	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P09373	3026834184.06237	3028838259.914433	3023510626.8552074	2964409541.879496	2956513796.273203	2981984895.8470907	P09373	P09373		pflB	0	0.01318951422401823	0.028285806703953878	False	0.0017325227963525837	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFK9	40921913.5276364	40241830.277897656	40951940.58077117	42685746.6968922	42113132.28740307	41787691.375040986	P0AFK9	P0AFK9		potD	0	0.013535161170624489	-0.05187584637478491	False	0.0017629179331306994	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A862	197412426.51902503	195003915.75802836	198818935.76537585	187662325.32844636	188382934.0926688	192167644.98053128	P0A862	P0A862		tpx	0	0.014097906102818813	0.057300759075282516	False	0.0017933130699088148	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7M6	98721752.67302091	102658804.5174137	93650864.33599356	115616843.04149768	110307151.52349868	112829073.35455105	P0A7M6	P0A7M6		rpmC	0	0.014284556862281344	-0.1993653992991548	False	0.00182370820668693	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEH5	14603771.22562255	14549766.272497617	14253281.45921882	13977995.647107149	13928141.1117484	13723054.88771197	P0AEH5	P0AEH5		elaB	0	0.01431690850406828	0.06032615485052524	False	0.0018541033434650459	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACV8	522063.7044200083	501606.06249999977	511445.1957817596	562811.007712698	559073.971898031	592640.7547061233	P0ACV8	P0ACV8		ymjA	0	0.01455370339068697	-0.1594628575485635	False	0.001884498480243161	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAI3	148718720.4877194	149078385.59005547	147547642.1210315	145507350.33611476	144003711.3926767	146048476.09072718	P0AAI3	P0AAI3		ftsH	0	0.015276305141337381	0.03205264270932264	False	0.0019148936170212767	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9M0	132482009.37462664	130699430.09250169	130560803.63953412	126843429.23203084	128890494.04798454	127625277.05821292	P0A9M0	P0A9M0		lon	0	0.015803674721866914	0.03855469818380983	False	0.0019452887537993921	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P27836	556297.7278271667	525705.875	536661.9970677873	597315.0058589269	577642.859106357	585926.3601805391	P27836	P27836		wecG	0	0.016015985353570353	-0.121495087705214	False	0.001975683890577508	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6Y1	20891256.80966406	23308937.957442503	22143072.92145713	26425951.499119207	28997643.12612489	25916119.761481624	P0A6Y1	P0A6Y1		ihfB	0	0.016073967378610915	-0.2940098522299813	False	0.0020060790273556234	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P52614	1915844.90981461	1823109.7499999988	1888133.3792367424	1735896.5867746251	1707204.989832061	1697774.2256166004	P52614	P52614		fliK	0	0.01629273288250346	0.13037437675164817	False	0.0020364741641337386	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGD1	829328.4259053518	851641.2500000008	881013.9154309995	944595.642837298	998099.262424724	933091.400945314	P0AGD1	P0AGD1		sodC	0	0.01629513403239137	-0.1666952403241392	False	0.0020668693009118543	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P25745	27339468.88735608	27102062.363088854	26944746.89406808	27882016.963282388	28276885.026685216	27739685.94012401	P25745	P25745		mnmA	0	0.016367734120788995	-0.04386095501322446	False	0.0020972644376899695	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A915	42199429.914725184	39964433.95749314	40896026.43679679	48804399.26773288	45657754.14941688	45533081.811349645	P0A915	P0A915		ompW	0	0.016626056613724138	-0.1860171138454213	False	0.002127659574468085	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0CK95	33844060.82914583	33761661.50309967	34084685.179295786	34550421.970695734	34255431.374293715	34428140.35738329	P0CK95	P0CK95		yghJ	0	0.016895755229354513	-0.02173451524612616	False	0.002158054711246201	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEQ6	1279572.3049225977	1192803.249999999	1204363.7329209168	1417847.6758751743	1350198.369725442	1341828.971999997	P0AEQ6	P0AEQ6		glnP	0	0.016947195117774854	-0.16066764103979464	False	0.002188449848024316	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P61949	33717868.62613934	32161336.545586865	32957833.0162619	30192139.636128478	30567739.624493647	29996129.296619877	P61949	P61949		fldA	0	0.017067267870368094	0.12305861783884062	False	0.0022188449848024316	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7J7	402474768.6209426	406574206.9696817	399510260.31820977	386349187.3622632	380607261.869989	391744445.4083625	P0A7J7	P0A7J7		rplK	0	0.01724095188055539	0.0607799873882547	False	0.0022492401215805473	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7M2	309612177.1143084	303449312.878251	302698610.72656506	320731201.2594933	322260517.7670486	332853843.08941805	P0A7M2	P0A7M2		rpmB	0	0.01732508543747722	-0.09168313533333193	False	0.0022796352583586625	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEI1	63737107.160361946	63504947.23117994	65093389.76613739	66854740.999388434	67063089.54445236	66074169.80640964	P0AEI1	P0AEI1		miaB	0	0.0177696276113173	-0.05631764218494945	False	0.002310030395136778	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
