protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AES9	9150931.06980927	9618322.083908783	9548550.710231615	11008599.296194447	11071411.28336735	10823409.003177226	P0AES9	P0AES9		hdeA	0	0.0026662681264794236	-0.21652814383843463	False	0.0006386861313868613	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0ACK2	2233732.722389562	2138713.837101695	2246294.4954390386	1888385.2552185496	1865098.408504212	1965491.0294911417	P0ACK2	P0ACK2		agaR	0	0.0028756437766359623	0.2108003077902967	False	0.0006690997566909977	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AE22	5077562.002758412	5072995.097762908	5084651.812642303	4849514.126501902	4864154.9149396	4810958.535510515	P0AE22	P0AE22		aphA	0	0.0032307508007983435	0.06890811089870186	False	0.0006995133819951339	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	79108.8797823388	108574.98440000007	57566.8923452997	1206668.2317800988	1303158.38871608	1486300.4544509428	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			3	0.0033845090653665264	-4.026272969017474	False	0.0007299270072992701	False	True	Human	True	False	False	False	umpire	directlfq	min	1.0
P0A7D7	37510679.44145211	38055866.41149086	37255670.71309429	40578545.02559853	40790458.450354	40613763.76633612	P0A7D7	P0A7D7		purC	0	0.003630378462439129	-0.11262616337459315	False	0.0007603406326034064	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A7B8	17391309.258915443	17606510.259028904	17445548.775592994	14378201.809974149	15053259.246838976	14995938.05440737	P0A7B8	P0A7B8		hslV	0	0.0037524794529511956	0.23931066395821146	False	0.0007907542579075426	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AAS7	5154208.299674913	5100686.848780455	5294304.207903131	5647436.756881924	5872775.858672459	5687321.638227908	P0AAS7	P0AAS7		ybcJ	0	0.00401015676407418	-0.14620008534825243	False	0.0008211678832116788	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P28635	66553010.60690613	68987603.46291934	67710759.3597724	60607211.51379439	61200154.02826499	61790700.9345633	P28635	P28635		metQ	0	0.004070262119916134	0.14671423564945357	False	0.0008515815085158152	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A972	318016336.35538775	309299961.65529114	318504881.98662174	284237353.5991916	291524746.5521707	294617681.61892134	P0A972	P0A972		cspE	0	0.004241014657192438	0.11992240444886637	False	0.0008819951338199514	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0ABV6	8982706.384743692	8577754.276094398	8774620.361197216	9586233.095069593	10053963.514347104	9893970.6578875	P0ABV6	P0ABV6		tolR	0	0.004425360839832778	-0.1653990368560775	False	0.0009124087591240876	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A944	994081.7958294132	1011345.1937677272	972742.9833121096	1142303.3095753402	1086912.418403122	1114754.808107867	P0A944	P0A944		rimI	0	0.0048122114798531	-0.16713604069321658	False	0.0009428223844282239	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P67603	10214881.21171176	10169569.231741032	10433324.8067692	10909554.591755772	11069101.072934266	10786942.515885696	P67603	P67603		yqfB	0	0.004898321982222438	-0.0884191535552617	False	0.0009732360097323601	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P60624	387710611.0181101	394700805.8433948	392570947.3088689	407377350.5795293	416227452.67739147	415595179.2343391	P60624	P60624		rplX	0	0.004961675336889235	-0.07676992595091835	False	0.0010036496350364964	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P69441	214235265.80017164	209724572.55499357	211463082.02409944	224014317.0894872	219693830.6398396	222148096.2980584	P69441	P69441		adk	0	0.005051738068496477	-0.06749360770307238	False	0.0010340632603406327	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P14407	156758379.47538385	153214863.15703052	156670228.75754234	163567314.64773077	163506289.28188133	165606552.43260157	P14407	P14407		fumB	0	0.006052246833639694	-0.07833065390894095	False	0.0010644768856447689	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A912	163610633.50311044	165272403.07661748	164063573.23013046	153806646.29150948	154370771.13357162	157362550.45968515	P0A912	P0A912		pal	0	0.006264542487144387	0.08252636684067059	False	0.0010948905109489052	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AGD1	1417826.622619404	1486429.699120616	1489055.4545157866	1606657.969330243	1665048.9810372863	1610395.681783899	P0AGD1	P0AGD1		sodC	0	0.006294388623052667	-0.15219373842570202	False	0.0011253041362530413	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AA16	44104976.1278431	44586281.73688238	43601183.50434931	40949904.96036389	41063856.25482733	40864681.9066782	P0AA16	P0AA16		ompR	0	0.006368761577660903	0.10649879223029252	False	0.0011557177615571777	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1117421.2041993402	1082322.5	1110763.1185601298	1498715.3534894292	1492337.0579046078	1386641.0673664398	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.006500762048647292	-0.40311883849817154	False	0.001186131386861314	False	False	Human	True	False	False	False	umpire	directlfq	min	1.0
P21367	8681362.907886503	8959061.236074328	8967077.054273171	9523896.184204828	9962667.332234483	9851187.266220896	P21367	P21367		ycaC	0	0.006594864932554764	-0.14092524085516656	False	0.0012165450121654502	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P69411	23224284.827558905	23367675.784017585	23091188.68805313	23887726.1772597	23750242.13760196	23718587.873020597	P69411	P69411		rcsF	0	0.0067292305196941255	-0.034236162164581876	False	0.0012469586374695865	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P76049	2438028.607931874	2432438.999999999	2495162.4522927525	2301394.165015894	2342583.281858647	2304763.782771712	P76049	P76049		ycjY	0	0.006828583541892766	0.08405728342454173	False	0.0012773722627737226	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P37666	34663080.52463551	34353423.26171729	33526349.210304365	36991550.41038781	36448223.68819563	36903792.71850515	P37666	P37666		ghrB	0	0.006832268846809758	-0.1057755781857744	False	0.0013077858880778588	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P08839	385686626.8542727	387166892.128664	387038449.2356997	392002132.9156372	393208577.0298801	390592834.5564956	P08839	P08839		ptsI	0	0.006847718395753934	-0.019656592385105108	False	0.0013381995133819953	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
Q46868	28769595.7603921	29660285.618903294	30155219.492562037	26538984.407850645	26305695.23553868	27116738.848632272	Q46868	Q46868		yqiC	0	0.006964727732857681	0.14776000700921693	False	0.0013686131386861315	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0ABC7	86158082.1387392	84870695.05789472	86031703.40129614	88916655.4849168	87832763.00771248	89207286.8419122	P0ABC7	P0ABC7		hflK	0	0.007163355043542539	-0.049083577505467574	False	0.0013990267639902678	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AEP3	143738043.15023127	142618053.30007926	143523827.13056153	156538968.32508826	153613460.84046528	152593578.60342398	P0AEP3	P0AEP3		galU	0	0.007493825254446255	-0.10628680905105632	False	0.001429440389294404	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A6R0	64875314.15716352	66349926.898968585	67933659.35491878	71726898.08397476	71337385.59199643	73696472.54830909	P0A6R0	P0A6R0		fabH	0	0.007552848454382293	-0.12218363026628028	False	0.0014598540145985403	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P09029	3125663.0287101287	2956944.5534235328	3021591.4797146134	3358633.657982405	3434087.9764360846	3291462.54300718	P09029	P09029		purK	0	0.007596268711058527	-0.14749036551857594	False	0.0014902676399026764	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A8A0	16259735.402373116	16097269.534853589	16162285.388616042	18469531.39219865	17890082.855732027	17875566.515913986	P0A8A0	P0A8A0		yebC	0	0.007606303109040844	-0.16067054016884047	False	0.0015206812652068127	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P23003	4192129.762889605	4368603.503305399	4307439.063634563	3859418.733600079	4020869.824179707	3952918.5979701774	P23003	P23003		trmA	0	0.007990637060621029	0.12096602121300577	False	0.001551094890510949	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0C093	5824197.082947026	5661107.925779489	5781006.673229352	6342147.40504471	6118472.466857728	6151901.877901218	P0C093	P0C093		slmA	0	0.008367098527942807	-0.10831359810459183	False	0.0015815085158150852	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AET2	21615904.851103667	21005221.890542164	20959893.76364547	23992466.43315921	23185594.7440528	24544738.11825504	P0AET2	P0AET2		hdeB	0	0.008497810229770414	-0.17383562418372558	False	0.0016119221411192216	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AD49	32098802.252273563	32066515.594714835	32544813.751737177	36036754.543629415	34939049.70790723	34805274.76051247	P0AD49	P0AD49		raiA	0	0.008620024232437296	-0.12934265354606264	False	0.0016423357664233577	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P21165	76883911.1047348	75026510.01978822	76141744.66936514	79618068.97637583	78960421.39821763	80085246.15140079	P21165	P21165		pepQ	0	0.008718584525384163	-0.06561550308662072	False	0.0016727493917274938	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AD33	66378812.70706739	63507579.99656837	65739167.45808931	59096139.240273125	59167115.11139374	61012774.34014123	P0AD33	P0AD33		yfcZ	0	0.009094445035855964	0.12591228726922196	False	0.0017031630170316304	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A6M8	1345566257.3189998	1352951606.6866517	1339432967.1838405	1319354118.6356816	1312497397.5426943	1326590681.1089787	P0A6M8	P0A6M8		fusA	0	0.009361237158380404	0.02869055880427671	False	0.0017335766423357665	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P60546	27932075.994658884	27740910.677099608	27444486.185291853	26921037.320396755	26640287.203151003	26314069.320130367	P60546	P60546		gmk	0	0.009675693321904143	0.057400650915635267	False	0.0017639902676399029	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0ACF4	139939356.43517756	147739252.58973226	138583831.89036387	119954484.65058176	128973452.82534032	122710099.6246994	P0ACF4	P0ACF4		hupB	0	0.009683511254102533	0.1978437724040544	False	0.001794403892944039	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P00961	143539257.29414746	142952012.38277456	144470147.76423073	146890321.99128735	147297046.43328595	146733151.44470006	P00961	P00961		glyS	0	0.009703712885039979	-0.03295990432082953	False	0.0018248175182481751	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A955	100933037.53121084	102094865.2690922	99535871.09640616	96164586.88916446	97432831.44979116	95381623.48463048	P0A955	P0A955		eda	0	0.009890253383293345	0.06627439813235074	False	0.0018552311435523117	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A7M6	101583906.0631252	97762143.36160812	91437779.04663645	125818380.15147644	117359384.05340897	113575768.2013014	P0A7M6	P0A7M6		rpmC	0	0.010191139407558987	-0.29498067660380717	False	0.0018856447688564478	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A8L1	269412361.73105985	271934922.9783382	277667531.8095452	289459105.33418185	287638406.8438724	291506809.9595828	P0A8L1	P0A8L1		serS	0	0.010502815672750559	-0.08480958018948405	False	0.0019160583941605842	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P29680	15271603.408957336	15434532.520259492	14971280.932817258	14355169.016515382	14629085.93253407	14245747.37961078	P29680	P29680		hemE	0	0.010719257088293842	0.07944815212782755	False	0.0019464720194647203	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P08957	91469274.56039529	90279760.79662526	91255699.63564096	93692775.85512806	92597011.1628212	93644123.62394448	P08957	P08957		hsdM	0	0.010720928913613786	-0.03616028927205444	False	0.0019768856447688566	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P08622	55147620.79315085	55438589.24806168	55230904.03683096	53433963.92225456	53119290.81731635	52442597.08197945	P08622	P08622		dnaJ	0	0.011023949440403588	0.06060378959004066	False	0.0020072992700729928	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P62707	211873873.391422	208637738.44653544	208733434.4015773	204743623.5557135	202372363.0663404	200681405.8085169	P62707	P62707		gpmA	0	0.011041404535603738	0.050031468317925196	False	0.002037712895377129	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P09424	12877634.78089136	13204594.44071789	13026535.949296976	13465383.81385416	13706370.37166106	13812345.07373669	P09424	P09424		mtlD	0	0.011162171353954309	-0.06757230616072178	False	0.0020681265206812655	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P32162	2349321.9175439314	2401868.249999997	2349773.330200996	2240876.598386383	2273424.553360455	2267889.057465805	P32162	P32162		yiiS	0	0.011272178319913556	0.06626354480424687	False	0.0020985401459854016	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A6S0	7420996.802535804	7238924.722055691	7413790.272891781	6900623.555423537	7096987.444334527	6972241.538624744	P0A6S0	P0A6S0		flgH	0	0.011275642944312152	0.07401252958187507	False	0.0021289537712895377	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A759	6925906.354474929	7208719.937801523	6985535.278388802	7650618.732156891	7591900.062786361	7404871.158548977	P0A759	P0A759		nagB	0	0.011531102529392642	-0.10072392194730838	False	0.0021593673965936743	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0ABZ4	14281365.773984443	14164865.723839158	14259959.913034888	13452362.952693025	13602507.337579845	13767631.339693924	P0ABZ4	P0ABZ4		kdsC	0	0.011607421373351896	0.06508064806215998	False	0.0021897810218978104	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P68206	3876575.4453988015	4006994.261740938	3904489.39301271	4202949.746235554	4432093.46689814	4372780.762596305	P68206	P68206		yjbJ	0	0.012236190691516732	-0.14205344121047955	False	0.0022201946472019465	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A7S9	237123113.1665512	247433422.86884037	249374080.91347545	260503828.62930995	267861507.0775473	271310732.46537393	P0A7S9	P0A7S9		rpsM	0	0.012334014364066385	-0.1237720306167527	False	0.0022506082725060827	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0ACV8	521966.17001272703	501606.06249999977	542741.7855896226	588911.287662355	592591.1101084029	634082.8101833481	P0ACV8	P0ACV8		ymjA	0	0.012370266123939551	-0.21306116310168405	False	0.002281021897810219	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A7T7	233464034.56446207	235335121.76665053	224880758.52524772	198520392.03999788	175049720.68724555	177986883.68224043	P0A7T7	P0A7T7		rpsR	0	0.012654033592414682	0.3307601349700451	False	0.0023114355231143554	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P24169	17787258.4725762	17731312.605235912	17887481.488647733	18161008.632082053	17996774.316814024	18096638.454359237	P24169	P24169		speF	0	0.012923623455959085	-0.02273745977481977	False	0.0023418491484184915	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P00963	68921907.72930789	68296439.20095429	71288419.06366399	76656996.22930306	73368671.81211096	75292627.32748184	P00963	P00963		asnA	0	0.013235064204983132	-0.11187026258135513	False	0.002372262773722628	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A7L0	644422243.1020269	643259091.7710369	648515612.6018654	667061737.997613	677670844.061409	682144076.1882598	P0A7L0	P0A7L0		rplA	0	0.013270736960193928	-0.0660325898234073	False	0.002402676399026764	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A6A8	200531399.6809756	199781492.4065127	206203258.21277088	215942524.16039985	216849868.3490558	217855878.01865587	P0A6A8	P0A6A8		acpP	0	0.013551579493593107	-0.10133179561573638	False	0.0024330900243309003	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AAX8	38535827.31996271	38960760.899994485	38577919.81355453	37826441.82298502	37863620.97144489	38084832.41842253	P0AAX8	P0AAX8		ybiS	0	0.013566980380131603	0.028868908666306595	False	0.0024635036496350364	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P22333	52164771.11620972	52013294.05213493	51835903.74836682	54327173.5094469	53459856.70393428	53601562.64828553	P22333	P22333		add	0	0.013777835554790027	-0.048863402335965075	False	0.002493917274939173	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P36683	111660454.04380688	113225503.09022114	113859369.027045	115823780.28800742	117089699.62872308	116860431.77075316	P36683	P36683		acnB	0	0.013898941615331655	-0.0462216470906315	False	0.002524330900243309	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A780	35775702.13212691	36581190.38144295	35404540.68528634	37779880.95011087	37465192.72409185	38246214.71148549	P0A780	P0A780		nusB	0	0.014157295227825833	-0.07474061669545372	False	0.0025547445255474453	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P13029	294392029.40647626	297270766.4768652	296703868.7852007	301210809.5932854	300099361.7470358	303381659.9874417	P13029	P13029		katG	0	0.014286938825331559	-0.02627118730421955	False	0.0025851581508515814	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P04036	19021681.833651863	18663952.38901481	19231194.99374577	19654639.80243342	19934040.78759008	20034476.18938192	P04036	P04036		dapB	0	0.01434395937182671	-0.0670174686943539	False	0.0026155717761557175	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0A6K3	64097263.09537023	63802545.63600367	62777850.19456452	61505424.58387211	61799488.22599611	60562571.026713945	P0A6K3	P0A6K3		def	0	0.014389788340706717	0.052469449745755105	False	0.0026459854014598545	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P17169	303024066.51783377	301265253.23183525	301311870.4886386	304098763.6386935	305483229.3948043	305482667.7702528	P17169	P17169		glmS	0	0.014447386946924896	-0.014997837195604696	False	0.0026763990267639906	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AC84	2695889.6823058957	2746864.577478559	2790139.7325915187	2994875.517338776	3092620.42241966	2930381.8513045786	P0AC84	P0AC84		gloB	0	0.014776445911503351	-0.13138830900802098	False	0.0027068126520681268	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AAB8	6550160.733973045	6718718.322844824	6812218.562428745	7185857.124880459	7134249.898300868	6998318.752804318	P0AAB8	P0AAB8		uspD	0	0.014814609900522501	-0.0862627804114452	False	0.002737226277372263	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P00957	190532815.0177183	194403372.48337424	193008547.5668171	198343882.0570027	197787880.69594568	200104510.01096636	P00957	P00957		alaS	0	0.01547120420139525	-0.044952601931501364	False	0.002767639902676399	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P0AB71	599204439.210767	595319430.3962238	586591041.4340335	617598182.5034635	617646464.7927167	607285500.6501023	P0AB71	P0AB71		fbaA	0	0.015906471624655603	-0.048907628389294286	False	0.0027980535279805356	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P38489	33456482.576021258	32658744.17029681	32475672.66993924	34610334.977460794	33968906.495183185	34890567.25967665	P38489	P38489		nfnB	0	0.01640120959662778	-0.06968348007145816	False	0.0028284671532846717	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
P68187	2426333.984512582	2483432.977407057	2386663.196110521	2607276.3717536074	2569667.3747294107	2605998.359246339	P68187	P68187		malK	0	0.016483168496096472	-0.09312484001651648	False	0.002858880778588808	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.0
