protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	64604.23726440764	42511.71094000002	144585.6094511883	2105344.191320906	1875812.525192557	2156563.662883899	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			3	0.0006646721690173863	-4.607916871631278	False	0.0010253317249698433	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P68739	9235628.773734735	9105484.057604617	8915305.22186338	7672943.552129801	7764655.052736069	8010322.736092983	P68739	P68739		nfi	0	0.0007790297709991047	0.21713594702566105	False	0.0010554885404101327	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A780	35146961.65802355	36296792.35447553	35752702.07624944	40577128.13707703	39961639.37728176	41359807.53769623	P0A780	P0A780		nusB	0	0.0008643144080629244	-0.18542405036649517	False	0.0010856453558504221	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AB71	620118703.9798201	625867069.1495061	616323483.9393424	684021760.9020913	671920481.7419325	670281631.3461584	P0AB71	P0AB71		fbaA	0	0.0009980375397313896	-0.1217009155651466	False	0.0011158021712907118	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A8B5	1450642.4170512224	1939547.143187244	1607241.9713269686	3164019.967647633	3266171.2530579763	3574680.538429257	P0A8B5	P0A8B5		ybaB	0	0.001024266590624872	-1.0014439688750345	False	0.0011459589867310012	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AES9	9308057.79391635	9884081.937371576	9513711.791819789	12017896.262849156	11397026.193055674	11654680.018763756	P0AES9	P0AES9		hdeA	0	0.0010242742819261855	-0.2888762252825069	False	0.001176115802171291	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AA04	136291432.26871288	131567240.62980752	134537485.2124811	120830817.11312193	118040359.0641518	117155442.0229781	P0AA04	P0AA04		ptsH	0	0.0011567555271290498	0.1766314232438721	False	0.0012062726176115801	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AEZ3	80981761.52591589	82502917.78760149	82645464.37878476	75415523.11018197	75807313.5287138	76725062.16356635	P0AEZ3	P0AEZ3		minD	0	0.0011705309992356885	0.1107172455943904	False	0.0012364294330518698	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P75882	35188483.02214154	35026576.72390292	35711655.12626667	37789414.97342628	38144671.74681399	37762512.97186325	P75882	P75882		gfcD	0	0.0011709785995593271	-0.10212262338409474	False	0.0012665862484921592	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A912	134051040.5985446	133105161.0637524	134734086.5772485	125167858.46870166	122724116.50466514	125144139.27347428	P0A912	P0A912		pal	0	0.00145282072506085	0.10748640785025762	False	0.0012967430639324487	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8E5	618493.3951122011	637955.2500000007	613724.3990021466	523264.5691357983	512201.9889092599	517666.00994494895	P0A8E5	P0A8E5		yacL	0	0.001556478854245789	0.26799078999875525	False	0.0013268998793727383	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37349	93431730.52207796	95034978.45083123	94565328.304542	90140232.67462036	88898132.04470035	89217554.01916574	P37349	P37349		dhaM	0	0.0015613959529103825	0.0773553628103128	False	0.0013570566948130278	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P22255	28118361.377523147	27655151.18549612	27682304.84883328	25201029.300937325	25960022.83420407	25583101.483127657	P22255	P22255		cysQ	0	0.0018313321392879548	0.12095576836314285	False	0.0013872135102533175	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6U5	24711245.43209674	25173478.062858503	25178633.76086796	23247922.64628733	23485981.67387732	23204345.270808943	P0A6U5	P0A6U5		rsmG	0	0.0019322099967202847	0.10202712828107785	False	0.001417370325693607	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P25736	3375545.16197146	3260665.894371376	3413457.843359646	2868483.944304365	2889496.8818116244	2995650.958502593	P25736	P25736		endA	0	0.0022194818986148407	0.19919436618474526	False	0.0014475271411338966	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P61949	32801413.742815875	33189027.448805336	33676127.86645096	31075691.600570545	30530635.58744667	30081328.73177268	P61949	P61949		fldA	0	0.0023956856286628447	0.120382151516243	False	0.0014776839565741858	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76535	2854147.209471533	2914662.0505072405	2888071.798838	2465681.772069403	2333271.8202964603	2351954.8271953063	P76535	P76535		murQ	0	0.002473007815219207	0.27572081062951126	False	0.0015078407720144752	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A968	3748113.5593097694	3554270.694535936	3708779.574563131	3172208.896698341	3045853.353156481	3200500.5686576283	P0A968	P0A968		cspD	0	0.002597321064153494	0.22538812261462313	False	0.0015379975874547649	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P32662	1374172.27883271	1119833.019515756	1392311.254440361	2282316.6806217832	2267509.186096876	2141360.6997912475	P32662	P32662		gph	0	0.002599331157607948	-0.7838586528429627	False	0.0015681544028950543	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACK2	1401680.783655011	1217216.4999999998	1218910.0078978266	132364.77113115598	140702.3747912132	155419.6418401334	P0ACK2	P0ACK2		agaR	3	0.0026198268257709646	3.1629596459207727	False	0.001598311218335344	False	True	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFG0	72319511.7699271	71873875.84764557	71306199.56951001	64849014.39414131	66537824.735081255	64634800.31927345	P0AFG0	P0AFG0		nusG	0	0.0026819647230844988	0.136672178879079	False	0.0016284680337756334	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P56262	1734077.8585532487	1692656.029034875	1605308.2911276824	2415787.213078022	2336599.373826255	2190569.07561866	P56262	P56262		ysgA	0	0.0028173376920261387	-0.46440594348950437	False	0.0016586248492159229	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	64604.23726440764	42511.71094000002	144585.6094511883	5831729.394993739	5640647.051895049	4827447.896685016	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			3	0.003046034639278735	-6.016998462342877	False	0.0016887816646562125	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A720	12453366.004789716	12976473.61606931	12643143.32581646	11197563.18824464	11248258.562166568	11507157.06085362	P0A720	P0A720		tmk	0	0.003126916543840325	0.16522945416803012	False	0.0017189384800965018	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75746	64604.23726440764	42511.71094000002	163499.6189592081	439804.0142679385	489852.0945448639	424035.2957585204	P75746	P75746		ybgL	1	0.0031301733235594717	-2.322582153312072	False	0.0017490952955367914	False	True	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	64604.23726440764	42511.71094000002	144585.6094511883	811192.1992995038	636482.2768979345	851232.0860340869	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			3	0.003195811147031183	-3.1911617799562118	False	0.0017792521109770809	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0CG19	20515713.55152701	20825631.28583052	20748455.891755886	19560761.552268736	19563965.03282174	19666465.016628686	P0CG19	P0CG19		rph	0	0.0032229652706563783	0.0787562822496037	False	0.0018094089264173703	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8M0	247005228.9626472	244480730.13458076	243399336.0075794	255780423.08924156	253089608.1989793	253071790.9502588	P0A8M0	P0A8M0		asnS	0	0.0032664504402241507	-0.05216176169421813	False	0.00183956574185766	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6R0	62629027.74003171	62957555.35945122	63719366.92079189	66210266.210850045	66401873.07320706	67589661.8623351	P0A6R0	P0A6R0		fabH	0	0.003309506073019323	-0.08073519697820004	False	0.0018697225572979494	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAS0	64604.23726440764	42511.71094000002	144585.6094511883	400775.1218320545	341344.8874388702	375801.6206178693	P0AAS0	P0AAS0		ylaC	3	0.00332072653665075	-2.151033004132958	False	0.001899879372738239	False	True	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P15286	64604.23726440764	42511.71094000002	144585.6094511883	380371.03667427023	348207.8697085512	303501.3342971676	P15286	P15286		flk	2	0.003422477633467481	-2.0357690899261396	False	0.0019300361881785285	False	True	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A722	29552793.04534823	30028371.07627728	29186967.30265757	26775010.75622871	26496081.50278696	26616976.187736697	P0A722	P0A722		lpxA	0	0.00348924170616919	0.152061780877548	False	0.0019601930036188178	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9T8	948785.1852191732	978987.810221409	979890.7506359596	898426.6658419701	862262.6615030994	880506.3104688742	P0A9T8	P0A9T8		ybbA	0	0.00370507990823848	0.1386692715330235	False	0.0019903498190591076	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7L0	876272806.8864723	900259483.4109668	891905023.8745514	960181182.8465816	969005654.7747594	941009972.7741264	P0A7L0	P0A7L0		rplA	0	0.003744106049136269	-0.10515454586664569	False	0.002020506634499397	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08622	53477815.86356322	53286149.43572484	52330266.49632781	50296853.6463417	50570242.55241499	49621756.00988261	P08622	P08622		dnaJ	0	0.003770691923272552	0.08022490935693762	False	0.0020506634499396865	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04425	43928053.2707356	42938623.00675204	42730395.813794434	39807808.89712639	40102740.6875709	40710938.37598376	P04425	P04425		gshB	0	0.0038575385698229304	0.10354618745374534	False	0.002080820265379976	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64581	69191500.89147104	67195399.81653215	66544762.27594262	59585478.383996025	58570157.43041039	58864918.35647842	P64581	P64581		yqjD	0	0.0038987283708990616	0.1970770992949221	False	0.0021109770808202654	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7S9	260990245.18355167	267521626.80363712	270123394.66547084	292408711.8157926	298145813.2060393	286718418.500872	P0A7S9	P0A7S9		rpsM	0	0.004026478078269628	-0.13548899342040013	False	0.002141133896260555	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
