protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P76594	12116160.634072172	12365436.301409751	12350610.526634738	9969746.15612164	9783941.795561217	9744569.66926821	P76594	P76594		yfiQ	0	2.555646921909221e-05	0.3203381237140987	True	0.0003433208489388265	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	51600321.62589148	50756784.79803711	51545372.40024499	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			3	2.712158593429865e-05	-8.935684679574948	True	0.0003745318352059926	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	27327062.469243	27775290.648552258	27250596.86334454	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			3	3.1853982469511434e-05	-8.033560446062536	False	0.00040574282147315855	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	97420803.75249624	95770480.25845776	95427245.48886883	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			3	4.0663468601217136e-05	-9.842832135786155	False	0.0004369538077403246	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	45696679.05798132	46768110.00166048	46410010.96960724	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			3	4.5080222706755674e-05	-8.787453045239308	False	0.00046816479400749064	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	38529291.54140493	37944157.217533946	37560274.27900971	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			3	5.320184086119061e-05	-8.503128744743327	False	0.0004993757802746567	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	108963148.39487262	108337751.50272109	111001716.25849664	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			3	5.386411176047062e-05	-10.028694457420368	False	0.0005305867665418227	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	2195913.4346981244	2312386.572640658	2333885.263287162	63750205.924562536	62037983.69492977	62862394.00024936	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	5.918657148246366e-05	-4.78511558363453	False	0.0005617977528089888	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	9060654.975088958	9269085.982076336	9350917.924944954	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			3	6.183669013461388e-05	-6.460618399945299	False	0.0005930087390761549	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	39551731.87007295	40530881.25743998	39521446.87426293	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			3	6.770959507246502e-05	-8.571934574167733	False	0.0006242197253433209	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	43681950.48126019	43559149.80023083	44720515.29374194	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			3	6.897414213152578e-05	-8.713786556713183	False	0.0006554307116104869	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	19278330.61809852	119216.40620000006	117593.98793936551	328644665.0560485	330820851.8182895	323325453.3715037	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			2	9.871838871256787e-05	-5.654218809935531	False	0.000686641697877653	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	67040273.84029635	68935336.87873326	66579940.04686429	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			3	0.00011369805319528655	-9.331985831719107	False	0.0007178526841448191	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	64884553.89257827	66409243.67055433	67311436.9576696	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			3	0.00011417113657251144	-9.303571858639245	False	0.0007490636704119852	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	21120234.783843867	21779448.63773155	21888031.18744882	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			3	0.00011891877858624067	-7.687460383662819	False	0.000780274656679151	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A715	112412219.12004969	111105297.64674048	111102231.61836636	120736606.78333738	122168157.0009907	122307263.02162787	P0A715	P0A715		kdsA	0	0.00011984832071280397	-0.12621168354029044	False	0.0008114856429463171	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	56260837.81321735	57499464.88913818	58490749.187566414	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			3	0.0001258366083750146	-9.098181004110534	False	0.0008426966292134832	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A805	79576245.59488566	82066939.74441269	80711073.0706082	96207395.14589974	97741485.38298604	96741328.05137695	P0A805	P0A805		frr	0	0.00015684208649956812	-0.26236504515120435	False	0.0008739076154806492	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P76270	10219594.06479796	10301261.25297774	10128376.819756238	9098224.21615082	9282356.105870605	9214742.293689637	P76270	P76270		msrC	0	0.00016200265744141106	0.1514271780755438	False	0.0009051186017478153	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AEP3	179154211.2372542	179067497.38120434	176734447.20130643	195648051.320324	193412959.82207456	192927315.4927922	P0AEP3	P0AEP3		galU	0	0.00017277634728527066	-0.12156956093414571	False	0.0009363295880149813	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	30335632.481224407	31415131.960856907	30007068.18667664	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			3	0.00019194871002645232	-8.189571430617612	False	0.0009675405742821474	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0AC51	5076726.38957827	5205150.399238251	5215321.361964804	3834915.952809048	3784668.056686791	3844445.027333037	P0AC51	P0AC51		zur	0	0.0002281464789679867	0.4348932350598435	False	0.0009987515605493133	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AC19	12063173.254844887	11973547.428473463	12127777.205658022	13147397.10461248	13353887.625403706	13164281.901076533	P0AC19	P0AC19		folX	0	0.0002865566195565002	-0.13331303704363656	False	0.0010299625468164794	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A6X1	77483.8984109747	119216.40620000006	117593.98793936551	327794.4633358334	326693.4725527597	371455.497461836	P0A6X1	P0A6X1		hemA	3	0.0003043070431582309	-1.7067632096136534	False	0.0010611735330836455	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	174700696.70694637	179381443.66421726	185696211.5095548	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			3	0.00031365229507121674	-10.746035328867098	False	0.0010923845193508116	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	21306927.88383658	20111167.10110093	20311795.32605301	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			3	0.0003205093015738219	-7.61770934393493	False	0.0011235955056179776	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	22693135.498798557	23648900.52879232	22256855.681310505	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			3	0.0003215587351162294	-7.769925384373425	False	0.0011548064918851437	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	4908979.435822193	4718608.685276092	5066382.401830087	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			3	0.0003539861485490975	-5.546964401721267	False	0.0011860174781523098	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	9295878.72956565	12146565.764519883	13479125.196147796	46879940.29424205	47061727.9373522	45603953.22264452	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	0.0003572562057212689	-1.9985465441746422	False	0.0012172284644194759	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	5146524.748161579	5225419.71838583	4851991.492450556	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			3	0.00044287730834857405	-5.598081514020889	False	0.0012484394506866417	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P26648	3645894.169647692	3667854.955016033	3536940.557705952	2995714.9051773595	2933929.713027844	3022843.3469323474	P26648	P26648		ftsP	0	0.0004713650966507274	0.2774261657078713	False	0.001279650436953808	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	62228432.554492034	65383213.85602476	67038206.458065584	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.00047345016646391377	-9.274549465196298	False	0.0013108614232209739	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A6I6	1133757.1700082428	1228373.3749999993	1179891.1792174575	822105.7161891259	762134.6530564507	779806.2128226602	P0A6I6	P0A6I6		coaD	0	0.0006228107252352548	0.5833145973711716	False	0.0013420724094881397	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P24173	662694.2891151024	682511.5000000006	666056.6607286221	586277.0624755425	597226.8868627745	581748.2569028606	P24173	P24173		rfaC	0	0.0006343828241647126	0.18822703148114212	False	0.001373283395755306	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P23871	7282455.407204889	7084396.343111358	6909636.330142559	8644044.394674787	8431840.630042786	8313510.125752907	P23871	P23871		hemH	0	0.0007321051727300674	-0.2549659884596831	False	0.0014044943820224719	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P09831	31203271.38235193	30868111.12739567	30900767.27523102	29550129.095733777	29468301.007733416	29813217.67841343	P09831	P09831		gltB	0	0.0007582303318045558	0.06572486256860718	False	0.0014357053682896382	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P61949	27836726.356673934	28740068.701169223	28908201.693262387	23825347.68383883	24417321.66405209	24894174.108110484	P61949	P61949		fldA	0	0.0008421515552619125	0.2250728764337071	False	0.001466916354556804	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
Q46893	10116323.17123531	10297887.671146382	10246427.6303522	8695565.541509194	8426030.012105452	8331980.074488368	Q46893	Q46893		ispD	0	0.00084754186486957	0.26851940456001244	False	0.0014981273408239703	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A7Z0	53154643.82015435	54584494.4494891	53081263.84904889	60573486.564641	58992987.78548224	59417344.84004035	P0A7Z0	P0A7Z0		rpiA	0	0.0008847453785106118	-0.15437872594200105	False	0.0015293383270911362	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0ADW8	1286162.1067613782	1317906.1249999995	1395127.4307515433	869140.7038626063	940887.0459603895	980046.8135954862	P0ADW8	P0ADW8		yheV	0	0.0009231017933823633	0.5194061894926101	False	0.001560549313358302	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	77483.8984109747	119216.40620000006	117593.98793936551	12062891.487221511	13356037.29425058	13167971.839068454	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			3	0.0009866389643267575	-6.939851284414793	False	0.0015917602996254683	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P67244	417927.8907329813	428401.6874999998	448588.7388572797	323148.80283574824	334780.88216301624	312934.2643238396	P67244	P67244		yqhA	0	0.0010178993014620073	0.4155200513318109	False	0.0016229712858926342	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	12512789.594653765	119216.40620000006	117593.98793936551	107702998.70950438	105078202.079614	105522964.50503844	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			2	0.0011580156045275748	-4.641882146852117	False	0.0016541822721598005	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08337	1543449.2694851484	1497957.0	1459903.9194530833	1210417.4376353386	1263397.350528367	1211176.7011063749	P08337	P08337		mutT	0	0.0012185544664216222	0.2886836981099733	False	0.0016853932584269663	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P45578	56638553.08756407	58304392.89304055	54918334.9299998	76319045.17392069	71945977.66530183	71737206.3019947	P45578	P45578		luxS	0	0.0014324292576158005	-0.37316110735709535	False	0.0017166042446941324	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AG44	395216358.6562911	388217366.70771855	387760016.6015472	424791752.1439484	426106504.1399759	422519545.1651845	P0AG44	P0AG44		rplQ	0	0.0015744507626798102	-0.12072608728737924	False	0.0017478152309612985	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A9M8	375450000.6340793	370587715.2344341	369760209.1333681	355275362.8594567	350856373.878721	355122653.93313044	P0A9M8	P0A9M8		pta	0	0.0016057627288452708	0.07230525101139018	False	0.0017790262172284646	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	77483.8984109747	11187880.358605916	117593.98793936551	87260566.95457433	88801744.60616148	87351609.33199586	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			2	0.0016438896692431316	-4.532384146756984	False	0.0018102372034956306	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08956	5479894.059419191	5625033.655523078	5637413.360657159	6216837.816450456	6036991.864621718	6174754.932880911	P08956	P08956		hsdR	0	0.0016623272493803863	-0.1384439971775961	False	0.0018414481897627967	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
