Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19	9.05965e+07	8.99359e+07	9.20372e+07	8.9243e+07	8.9819e+07	9.25286e+07
P00582	DPO1_ECOLI	polA	DNA polymerase I	47	47	2.38335e+07	2.46338e+07	2.39942e+07	2.41481e+07	2.40136e+07	2.44873e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1		3.63671e+07		3.66312e+07	3.69521e+07	8.92361e+06
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.58458e+07	1.63469e+07	1.57268e+07	1.61671e+07	1.59943e+07	1.47066e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	19	19	1.39306e+08	1.39186e+08	1.44715e+08	1.43188e+08	1.41771e+08	1.48299e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	6	6	4.19522e+06	4.80378e+06	4.32025e+06	4.36954e+06	4.59195e+06	4.89943e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.24258e+06	1.26563e+06	624522	1.31969e+06	1.44245e+06	1.11442e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	41	41	6.39398e+07	6.45299e+07	6.50282e+07	6.57091e+07	6.58683e+07	6.49744e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	3	3	8.54159e+06	7.90656e+06	8.263e+06	7.60126e+06	8.08535e+06	8.70373e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.12976e+07	1.1321e+07	1.16372e+07	1.17164e+07	1.09985e+07	1.18239e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	2	2	1.181e+06	1.14487e+06	1.34578e+06	1.26501e+06	1.2255e+06	1.36496e+06
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.07058e+06	909042	1.2303e+06	1.2243e+06	1.08019e+06	1.05348e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	5	5	1.73363e+06	1.34755e+06	1.76294e+06	1.58375e+06	1.72757e+06	1.69784e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10	1.26854e+07	6.07299e+07	1.1737e+07	5.99546e+07	5.95192e+07	1.24703e+07
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		9	9	1.97976e+07	9.64072e+07	1.91767e+07	9.52834e+07	9.53655e+07	2.02225e+07
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	1.79324e+06	1.92058e+06	1.91922e+06	1.88013e+06	1.91149e+06	1.96399e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.95785e+07	2.00266e+07	2.00284e+07	2.05851e+07	2.02658e+07	1.99699e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.16922e+06	2.29525e+06	2.48714e+06	2.66546e+06	1.99458e+06	2.03132e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	2.92234e+06	2.56476e+06		2.63125e+06	2.78958e+06	2.88538e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.34783e+07	5.63861e+07	5.14865e+07	5.4093e+07	5.3971e+07	5.49595e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	13	13	9.40625e+07	1.04988e+08	9.90059e+07	1.05313e+08	9.94552e+07	1.02026e+08
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	38	38	1.26276e+08	1.28287e+08	1.24402e+08	1.2818e+08	1.25749e+08	1.25204e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.34407e+08	1.34077e+08	1.33061e+08	1.32825e+08	1.33731e+08	1.36139e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	35	35	6.86195e+07	6.64128e+07	6.63978e+07	6.56548e+07	6.47754e+07	6.95468e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.24161e+07	3.48518e+07	3.1057e+07	3.29768e+07	3.45958e+07	3.27685e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	41	41	8.28137e+07	8.41899e+07	8.20319e+07	8.27855e+07	8.44747e+07	8.24116e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	8.17102e+07	7.91967e+07	8.16994e+07	8.09615e+07	7.6294e+07	8.23382e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.22977e+08	1.08925e+08	1.1805e+08	1.16614e+08	1.09815e+08	1.18861e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	32	32	2.1125e+07	2.11129e+07	2.10158e+07	2.15995e+07	2.20494e+07	2.15274e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		14	14	1.70997e+07	8.07922e+07	1.61923e+07	8.06072e+07	7.96508e+07	1.62877e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	1.18492e+07	5.2758e+07	1.17511e+07	5.12285e+07	4.98972e+07	1.24341e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3	1.53644e+07	6.48847e+07	1.33067e+07	6.56467e+07	6.69356e+07	1.44741e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	4.17182e+06	1.74058e+07		1.89563e+07	1.94547e+07	3.75456e+06
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1		4.00448e+07	4.88692e+06	3.83941e+07	4.20148e+07	5.68349e+06
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	1.04944e+07	5.14767e+07	1.23459e+07	5.18979e+07	4.86192e+07	9.68984e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		6	6	1.4898e+07	7.37348e+07	1.47392e+07	7.08001e+07	7.30168e+07	1.49233e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8	1.75803e+07	8.37975e+07	1.85722e+07	8.80568e+07	8.23021e+07	1.73301e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	9.94308e+08	1.05784e+09	1.02794e+09	1.05299e+09	1.0491e+09	1.00878e+09
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.09522e+09	1.0927e+09	1.07441e+09	1.12372e+09	1.06452e+09	1.09008e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	9.08248e+08	8.44116e+08	9.23368e+08	8.6052e+08	8.46627e+08	9.27625e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		5	5		1.28863e+07		1.29456e+07	1.2972e+07	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		3	3		9.35169e+06	1.01253e+06	9.55412e+06	9.52997e+06	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		21	21	2.83245e+07	1.32809e+08	2.80843e+07	1.41025e+08	1.36228e+08	2.86476e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		18	18	1.47843e+07	8.01905e+07	1.61962e+07	8.029e+07	8.19665e+07	1.67985e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		22	22	1.59655e+07	7.57172e+07	1.48163e+07	7.37816e+07	7.54186e+07	1.55027e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	8	8	1.80407e+07	1.69248e+07	1.7618e+07	1.67961e+07	1.68028e+07	1.77794e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	14	14	6.02008e+07	6.46465e+07	6.65148e+07	6.23612e+07	6.4133e+07	6.22723e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	14	14	4.45584e+07	4.36717e+07	4.38579e+07	4.48884e+07	4.44408e+07	4.23779e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.37101e+08	1.2744e+08	1.35376e+08	1.26553e+08	1.24852e+08	1.38282e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	17	16	2.20959e+08	2.18317e+08	2.19724e+08	2.08082e+08	2.15171e+08	2.15547e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.54504e+06	1.22325e+06	1.51966e+06	1.28966e+06	1.41526e+06	1.45056e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	16	14	6.50449e+07	6.6213e+07	6.47608e+07	6.63345e+07	6.81456e+07	6.51434e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.41432e+06	9.13186e+06	9.0438e+06	9.57734e+06	1.01524e+07	9.12008e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	11	11	6.52385e+06	7.11341e+06	6.64441e+06	7.304e+06	7.36285e+06	6.58396e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	1.97317e+06	2.7219e+06		2.88984e+06	3.02557e+06	
P03018	UVRD_ECOLI	uvrD	DNA helicase II	11	11	7.50348e+06	7.79587e+06	8.07287e+06	8.4162e+06	7.97646e+06	8.23322e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	5	5	2.14417e+06	2.43465e+06	2.09868e+06	2.60924e+06	2.67662e+06	1.75704e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	7.19921e+06	6.68914e+06	7.86703e+06	7.75018e+06	7.79498e+06	8.42646e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	4.33596e+07	3.74664e+07	4.00894e+07	3.719e+07	3.97853e+07	3.92868e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.68108e+07	3.63039e+07	3.55116e+07	3.4196e+07	3.65936e+07	3.7614e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.37339e+07	3.5239e+07	3.35341e+07	3.36295e+07	3.43587e+07	3.52206e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		17	17	5.88695e+06	2.89973e+07	6.1969e+06	2.88445e+07	2.97614e+07	7.07337e+06
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	9.29581e+07	8.88322e+07	9.06508e+07	9.08979e+07	8.76825e+07	9.18744e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	2.05634e+07	2.05431e+07	2.05694e+07	2.11327e+07	2.03807e+07	2.13925e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.70419e+07	3.83068e+07	3.63353e+07	3.69355e+07	3.75238e+07	3.56676e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.74062e+07	2.71075e+07	2.74078e+07	2.8309e+07	2.73956e+07	2.90253e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.46539e+08	1.46867e+08	1.43854e+08	1.43148e+08	1.41216e+08	1.44351e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	29	29	8.3997e+07	8.38549e+07	8.32429e+07	8.35983e+07	8.41345e+07	8.32966e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3	8.0171e+06	7.91878e+06	8.3897e+06	8.02816e+06	8.36928e+06	8.61696e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.4072e+08	4.27102e+08	4.42006e+08	4.11727e+08	3.61048e+08	4.55884e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	7	7	3.75969e+07	3.5041e+07	3.63723e+07	3.57048e+07	3.65499e+07	3.7136e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.53186e+06	1.29876e+06	1.32321e+06	1.42841e+06	1.37957e+06	1.60849e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	4.41063e+06	4.44604e+06	5.06827e+06	4.67679e+06	4.73455e+06	4.96702e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	3.76326e+06	3.83518e+06	3.07911e+06	4.1478e+06	3.98135e+06	3.71415e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	7.58931e+06	8.53805e+06	8.34468e+06	8.69053e+06	9.36288e+06	8.43634e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.96744e+07	1.95743e+07	1.9811e+07	1.95775e+07	2.00077e+07	2.01254e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.57173e+06	5.43506e+06	5.75207e+06	5.87869e+06	6.06907e+06	5.8632e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	36	36	2.14765e+08	2.12824e+08	2.11931e+08	2.16371e+08	2.10434e+08	2.14069e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	7.72754e+06	6.19837e+06	7.57422e+06	6.006e+06	6.0441e+06	6.69441e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.24661e+07	2.30242e+07	2.26285e+07	2.41082e+07	2.73518e+07	2.37395e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9	1.73764e+07	7.56522e+07	1.71923e+07	7.72919e+07	7.44841e+07	1.73927e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	13	13	6.60536e+06	6.73081e+06	7.0537e+06	6.65108e+06	6.98684e+06	6.83986e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	3.31312e+07	3.35592e+07	3.52457e+07	3.53874e+07	3.37778e+07	3.57526e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	4	4			504315	370402	525981	517604
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.84533e+06	9.66949e+06	8.6954e+06	9.68683e+06	8.93725e+06	9.54619e+06
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	2	2		721876		654375	642140	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.06343e+07	1.00099e+07	1.084e+07	1.04098e+07	1.06716e+07	1.0553e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	14	14	1.44226e+07	1.48198e+07	1.46704e+07	1.46797e+07	1.4242e+07	1.54245e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	16	16	2.40025e+07	2.28365e+07	2.40315e+07	2.35396e+07	2.32859e+07	2.36361e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17	1.03958e+07	1.02879e+07	1.05501e+07	1.09097e+07	1.07514e+07	1.10326e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	8.29318e+06	9.18298e+06	8.86295e+06	8.30099e+06	8.79635e+06	8.65981e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	25	25	5.3234e+07	5.51873e+07	5.57201e+07	5.52832e+07	5.41905e+07	5.56528e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	1.46586e+07	1.58481e+07	1.56776e+07	1.69196e+07	1.62438e+07	1.47346e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	21	21	2.3653e+07	2.42358e+07	2.3908e+07	2.53412e+07	2.45658e+07	2.27285e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.81532e+06	7.79052e+06	7.79803e+06	7.89905e+06	7.98491e+06	7.49169e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		20	20	7.04394e+06	3.52045e+07	7.40573e+06	3.49392e+07	3.55823e+07	7.83066e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.78633e+07	5.96373e+07	5.76414e+07	5.93171e+07	6.15353e+07	5.71529e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.7308e+06	1.50546e+06		1.73728e+06		
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.98787e+07	3.06289e+07	2.97299e+07	2.99271e+07	3.04411e+07	3.12231e+07
P06616	ERA_ECOLI	era	GTPase Era	9	9	1.22699e+07	1.0023e+07	1.14923e+07	9.75673e+06	9.7918e+06	1.13546e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	6.16627e+06	5.69784e+06	5.63603e+06	5.91726e+06	5.78402e+06	5.45572e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	9	9	5.88708e+06	5.43234e+06	5.51668e+06	5.72383e+06	5.36489e+06	5.58908e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.57883e+07	2.8874e+07	2.53945e+07	2.72502e+07	2.80622e+07	2.60779e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4	4.26771e+06	3.95999e+06	5.21825e+06	4.78926e+06	4.49063e+06	5.69054e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	3.71088e+06	3.58675e+06	3.46754e+06	4.05749e+06	3.96734e+06	3.67941e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		16	16	1.06393e+07	5.11017e+07	1.04102e+07	4.96985e+07	4.78166e+07	1.05294e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	5.08993e+06	4.26125e+06	4.92609e+06	4.92794e+06	5.06172e+06	4.74287e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	37	37	3.1404e+08	3.13476e+08	3.19646e+08	3.15302e+08	3.16272e+08	3.19824e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	9.8239e+06	1.19482e+07	1.08619e+07	1.1785e+07	1.25253e+07	1.03596e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.60841e+07	9.18067e+07	8.70611e+07	8.67329e+07	9.23179e+07	8.84416e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	8.07826e+07	7.91805e+07	7.81317e+07	7.81002e+07	8.01169e+07	8.02313e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7	1.50536e+07	1.49996e+07	1.44333e+07	1.52819e+07	1.44129e+07	1.44906e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.66471e+07	5.99608e+07	6.47504e+07	6.33537e+07	6.05009e+07	6.72342e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.42855e+07	1.34144e+07	1.41845e+07	1.395e+07	1.38786e+07	1.42149e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	4.24835e+06	4.63752e+06	4.45622e+06	4.78472e+06	4.60105e+06	4.53049e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	2.99118e+06	3.29151e+06	3.51188e+06	3.24348e+06	3.44111e+06	3.663e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.29841e+08	1.38122e+08	1.26041e+08	1.38783e+08	1.3898e+08	1.31509e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	5.19555e+06	5.0341e+06	4.6905e+06	5.441e+06	5.10786e+06	4.68277e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17	1.44624e+09	1.36923e+09	1.45059e+09	1.32143e+09	1.33783e+09	1.47935e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	5.59118e+06	6.00721e+06	5.53354e+06	5.788e+06	5.98676e+06	6.1727e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.40243e+06	2.40297e+06	2.17006e+06	2.35159e+06	1.76239e+06	2.45808e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	1.52788e+07	1.48634e+07	1.44919e+07	1.47478e+07	1.41883e+07	1.58197e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.23596e+07	1.18799e+07	1.23299e+07	1.19415e+07	1.21677e+07	1.2178e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.32761e+07	3.35899e+07	3.36033e+07	3.37836e+07	3.43401e+07	3.35484e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	18	18	6.59714e+07	7.03953e+07	6.51387e+07	6.80918e+07	6.90095e+07	6.4014e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.31168e+07	2.27522e+07	2.31342e+07	2.34281e+07	2.31223e+07	2.38324e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	14	14	1.61535e+07	1.63602e+07	1.62304e+07	1.60788e+07	1.65907e+07	1.69408e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.99233e+06	4.75372e+06	4.57895e+06	4.98044e+06	4.90556e+06	4.77971e+06
P07023	TYRA_ECOLI	tyrA	T-protein	10	10	8.13253e+06	7.32645e+06	7.58966e+06	7.7781e+06	8.20347e+06	7.43631e+06
P07024	USHA_ECOLI	ushA	Protein UshA	14	14	2.47497e+07	2.5425e+07	2.48551e+07	2.56195e+07	2.56136e+07	2.48811e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	3	3	5.79896e+06	5.85933e+06	5.54937e+06	5.79583e+06	5.69036e+06	5.5217e+06
P07102	PPA_ECOLI	appA	Periplasmic AppA protein	1	1		571884			391426	794679
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	1.98777e+06	2.3289e+06	1.58479e+06	2.45717e+06	2.01203e+06	
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	49	49	1.18678e+08	1.1877e+08	1.17929e+08	1.21851e+08	1.21605e+08	1.19451e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	4	4	3.76468e+06	3.35835e+06	3.89972e+06	3.81024e+06	3.63524e+06	3.43534e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	16	16	1.11572e+07	1.15375e+07	1.09462e+07	1.15697e+07	1.12841e+07	1.09338e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	4	4	346282	340328	332951		333512	363765
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	37	37	1.0022e+08	9.84006e+07	1.01684e+08	9.78712e+07	9.44316e+07	1.01541e+08
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	10	10	8.32937e+06	7.79656e+06	8.90415e+06	8.81979e+06	7.6669e+06	8.21486e+06
