Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	41	41	6.49215e+07	6.48205e+07	6.62001e+07	6.64337e+07	6.63034e+07	6.59853e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	8.73837e+06	9.10989e+06	8.76617e+06	9.02998e+06	9.21418e+06	9.01484e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	6	6	9.52684e+06	9.1044e+06	1.03371e+07	9.54562e+06	9.55842e+06	1.00504e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	2	2	415173	391273	488443	483937	499243	523886
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	806790	932247	915354	895779	907364	861676
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	2	2	1.33871e+06	1.35075e+06	1.30707e+06	1.22527e+06	1.26349e+06	1.25674e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10	1.34292e+07	1.29807e+08	1.30378e+07	1.2608e+08	1.33909e+08	1.38364e+07
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		14	14	1.98477e+07	2.00983e+08	2.04563e+07	2.00846e+08	2.01024e+08	2.11244e+07
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	2	2	1.31579e+06	1.26304e+06	1.4359e+06	1.25019e+06	1.32926e+06	1.56992e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.89512e+07	1.86725e+07	1.92516e+07	1.81376e+07	1.92324e+07	1.91555e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.14945e+06	2.28683e+06	2.44399e+06	2.05658e+06	2.27554e+06	1.96999e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	3	3	2.91329e+06	2.82138e+06		2.12239e+06	3.13229e+06	2.85123e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.10016e+07	5.30813e+07	5.05819e+07	5.42825e+07	5.23794e+07	5.25768e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	13	13	1.07283e+08	1.11486e+08	1.14215e+08	1.10027e+08	1.10289e+08	1.16936e+08
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	37	37	1.14401e+08	1.15819e+08	1.166e+08	1.16978e+08	1.16112e+08	1.15644e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	39	39	1.34372e+08	1.33823e+08	1.35008e+08	1.3707e+08	1.35351e+08	1.37814e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	35	35	6.57042e+07	6.60206e+07	6.46218e+07	6.59574e+07	6.63773e+07	6.72022e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	2.8897e+07	3.22479e+07	2.86808e+07	3.40659e+07	3.12642e+07	2.98712e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	8.02204e+07	8.03012e+07	8.06489e+07	8.00305e+07	7.97569e+07	7.98132e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	26	26	7.45011e+07	7.33432e+07	7.56623e+07	7.3503e+07	7.49642e+07	7.54508e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.16284e+08	1.06556e+08	1.14765e+08	1.08012e+08	1.08927e+08	1.12539e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	31	31	1.93032e+07	1.9375e+07	1.97237e+07	1.99563e+07	1.93565e+07	1.97987e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15	1.69433e+07	1.57842e+08	1.67437e+07	1.50796e+08	1.48819e+08	1.67623e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	9.23122e+06	8.0776e+07	9.51322e+06	8.52649e+07	8.23838e+07	9.98958e+06
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	1.37806e+07	1.14577e+08	1.21337e+07	1.1562e+08	1.13562e+08	1.29459e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	6.59591e+06	5.79852e+07		4.91799e+07	5.64394e+07	5.82805e+06
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1		7.70668e+07	5.09195e+06	7.34538e+07	7.12536e+07	5.72295e+06
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	1.0596e+07	1.00544e+08	1.36043e+07	1.01395e+08	9.91617e+07	9.83699e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8	1.61964e+07	1.49238e+08	1.62165e+07	1.51505e+08	1.53089e+08	1.65855e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9	1.56953e+07	1.46995e+08	1.73972e+07	1.45121e+08	1.50757e+08	1.58402e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10	9.42237e+08	9.24406e+08	9.86429e+08	1.00016e+09	9.11835e+08	9.72256e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.85858e+08	9.66275e+08	9.9503e+08	9.64919e+08	9.99806e+08	9.9841e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.58404e+08	7.91361e+08	8.81192e+08	8.38354e+08	7.9888e+08	8.8284e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7		1.51578e+07		1.56021e+07	1.49839e+07	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4		2.15808e+07	1.19207e+06	2.23945e+07	2.00212e+07	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24	2.71828e+07	2.62779e+08	2.75874e+07	2.78174e+08	2.5968e+08	2.82156e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20	1.51828e+07	1.59898e+08	1.67131e+07	1.58473e+08	1.60928e+08	1.6867e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23	1.61399e+07	1.46738e+08	1.49264e+07	1.53622e+08	1.45127e+08	1.57598e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	5.7654e+07	5.5133e+07	5.59764e+07	5.69304e+07	4.54128e+07	5.71984e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	15	15	6.91038e+07	7.46477e+07	7.36651e+07	7.31178e+07	8.00242e+07	7.03791e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	14	14	4.27224e+07	4.31006e+07	4.26708e+07	4.37308e+07	4.22094e+07	4.1724e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.28809e+08	1.24301e+08	1.28891e+08	1.26818e+08	1.22953e+08	1.30934e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	17	16	2.18945e+08	2.09778e+08	2.19847e+08	2.30878e+08	2.073e+08	2.18621e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.53293e+06	1.20128e+06	1.5471e+06	1.58788e+06	1.16785e+06	1.44536e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	14	12	6.274e+07	6.48885e+07	6.38553e+07	6.72153e+07	6.56442e+07	6.3711e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.79834e+06	9.0062e+06	9.58377e+06	8.4819e+06	9.5914e+06	9.2681e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	5.26063e+06	5.69352e+06	5.38292e+06	5.4107e+06	5.8733e+06	5.24904e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	1	1		5.46284e+06			4.21089e+06	
P03018	UVRD_ECOLI	uvrD	DNA helicase II	11	11	6.94882e+06	8.45969e+06	7.62722e+06	8.12359e+06	8.57013e+06	7.72871e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	4	4	3.54844e+06	4.06194e+06	2.96767e+06	4.09082e+06	4.13048e+06	2.86157e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	3	3	6.43963e+06	6.74162e+06	7.26742e+06	7.57231e+06	7.32541e+06	7.57978e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.70634e+07	3.64013e+07	3.57733e+07	4.08289e+07	3.72973e+07	3.54394e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	5	5	3.64688e+07	3.55083e+07	3.52243e+07	3.61632e+07	3.47891e+07	3.6818e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.50282e+07	3.655e+07	3.50117e+07	3.62448e+07	3.53179e+07	3.73253e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		24	24	5.6166e+06	5.40069e+07	6.24531e+06	5.52229e+07	5.41276e+07	6.58978e+06
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	25	25	8.06856e+07	7.86888e+07	8.10695e+07	8.09123e+07	7.92284e+07	8.06622e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.82874e+07	1.77354e+07	1.81723e+07	1.84099e+07	1.8914e+07	1.87517e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	14	14	3.52511e+07	3.58061e+07	3.5677e+07	3.73381e+07	3.67825e+07	3.45709e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.67522e+07	2.96033e+07	2.77013e+07	3.02277e+07	2.82899e+07	2.93171e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	23	23	1.46752e+08	1.50535e+08	1.47539e+08	1.54251e+08	1.51493e+08	1.48892e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	29	29	8.10651e+07	8.40376e+07	8.25526e+07	8.3239e+07	8.2289e+07	8.19905e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3	7.10773e+06	8.10923e+06	7.91866e+06	8.51087e+06	8.00658e+06	7.8244e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.07653e+08	3.76288e+08	4.08116e+08	3.75408e+08	3.76471e+08	4.19883e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.6277e+07	3.51059e+07	3.43171e+07	3.68145e+07	3.66914e+07	3.59554e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	3	3	1.4249e+06	1.40939e+06	1.27021e+06	1.39988e+06	1.39121e+06	1.51997e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	4.06976e+06	3.4976e+06	4.70277e+06	4.74222e+06	4.26367e+06	5.08759e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	3.03373e+06	3.11225e+06	2.28018e+06	2.96759e+06	2.33086e+06	3.16676e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	7	7	7.41566e+06	7.91569e+06	8.26196e+06	8.61522e+06	8.5246e+06	8.29122e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.9509e+07	1.90358e+07	1.96853e+07	1.92742e+07	1.95494e+07	2.04621e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.49312e+06	5.85855e+06	5.54991e+06	5.83684e+06	6.19443e+06	5.82206e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	36	36	1.93931e+08	1.91325e+08	1.96351e+08	1.97379e+08	1.9448e+08	1.96914e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	1	1	7.57396e+06	7.64673e+06	7.08156e+06	6.53115e+06	6.36908e+06	6.3047e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	5	5	1.90908e+07	1.88584e+07	1.8875e+07	1.9697e+07	2.00067e+07	1.95941e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9	1.52393e+07	1.29546e+08	1.55399e+07	1.30378e+08	1.32366e+08	1.59903e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	9	9	5.27981e+06	5.24536e+06	5.74611e+06	5.99109e+06	5.49072e+06	5.81856e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.43688e+07	3.52072e+07	3.67761e+07	3.72683e+07	3.45597e+07	3.76271e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2		1.13166e+06	927542	1.03285e+06		996420
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	9.49832e+06	9.12678e+06	9.98219e+06	9.43857e+06	9.46618e+06	1.01984e+07
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.11331e+07	1.05882e+07	1.14232e+07	1.06961e+07	1.02206e+07	1.14226e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	14	14	1.41309e+07	1.53621e+07	1.52082e+07	1.52449e+07	1.49355e+07	1.52935e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	2.28233e+07	2.17107e+07	2.28949e+07	2.29895e+07	2.1396e+07	2.21668e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	1.03825e+07	1.09571e+07	1.0536e+07	1.05327e+07	9.9453e+06	1.10789e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	8.06545e+06	8.45748e+06	8.36991e+06	8.88158e+06	8.64752e+06	8.24951e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	25	25	4.98381e+07	5.06684e+07	5.29531e+07	4.81558e+07	5.26001e+07	5.18492e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	1.24373e+07	1.66156e+07	1.45485e+07	1.28709e+07	1.32825e+07	1.32154e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	2.17178e+07	2.37204e+07	2.28932e+07	2.23379e+07	2.31481e+07	2.12536e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.75849e+06	7.74374e+06	7.6882e+06	8.21097e+06	7.6561e+06	7.28381e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21	6.75404e+06	6.57573e+07	7.41306e+06	6.66682e+07	6.52532e+07	7.65597e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.66662e+07	5.64755e+07	5.66625e+07	5.72715e+07	6.06153e+07	5.49146e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	1	1	763790	715318		729361	838395	
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	24	24	2.80671e+07	2.84587e+07	2.9185e+07	2.90881e+07	2.97458e+07	3.02001e+07
P06616	ERA_ECOLI	era	GTPase Era	9	9	1.24109e+07	9.97304e+06	1.18116e+07	1.12104e+07	1.01034e+07	1.13993e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	5	5	6.25873e+06	5.33718e+06	5.44403e+06	5.39094e+06	5.58342e+06	4.95314e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	7	7	4.62757e+06	4.44966e+06	4.54228e+06	4.17182e+06	4.6888e+06	4.99012e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.52685e+07	2.619e+07	2.54933e+07	2.75148e+07	2.55618e+07	2.62516e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	2.38463e+06	2.05225e+06	3.08175e+06	2.66347e+06	2.12027e+06	3.27752e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.88114e+06	2.78068e+06	2.77815e+06	2.92475e+06	2.66933e+06	2.73601e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		18	18	9.22588e+06	8.33181e+07	8.97413e+06	8.55096e+07	8.3638e+07	9.16451e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.56332e+06	5.02289e+06	4.40723e+06	4.76726e+06	4.46971e+06	4.51102e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	36	36	3.00424e+08	2.8894e+08	3.08449e+08	2.92949e+08	2.97137e+08	3.08924e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	9.02408e+06	9.3981e+06	1.04477e+07	1.02366e+07	9.97908e+06	9.7181e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.22178e+07	8.12202e+07	8.25947e+07	8.43165e+07	8.13607e+07	8.33524e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.99747e+07	7.67821e+07	7.84051e+07	8.03214e+07	7.74846e+07	7.96507e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	6	6	1.37471e+07	1.31558e+07	1.36545e+07	1.47131e+07	1.39637e+07	1.31392e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.37266e+07	5.9211e+07	6.20686e+07	6.06052e+07	5.99368e+07	6.3743e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.56093e+07	1.63279e+07	1.58285e+07	1.63221e+07	1.61647e+07	1.58873e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	7	7	4.05e+06	4.24424e+06	4.37195e+06	3.74941e+06	4.34255e+06	4.29436e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	5	5	2.98415e+06	3.66974e+06	3.43462e+06	3.29874e+06	3.63564e+06	3.4522e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.3335e+08	1.38723e+08	1.31366e+08	1.38326e+08	1.39057e+08	1.33228e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	3.84548e+06	3.64986e+06	3.66345e+06	3.2939e+06	4.50564e+06	3.7625e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17	1.38467e+09	1.24543e+09	1.40792e+09	1.31273e+09	1.27819e+09	1.42458e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	4.38125e+06	4.72619e+06	4.6722e+06	4.45416e+06	4.94601e+06	4.86973e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.24847e+06	2.52807e+06	2.0604e+06	2.1653e+06	2.48179e+06	2.39265e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	1.23098e+07	1.18202e+07	1.17566e+07	1.23312e+07	1.2072e+07	1.27198e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.24558e+07	1.2742e+07	1.2793e+07	1.23458e+07	1.22082e+07	1.2251e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.22684e+07	3.13699e+07	3.35253e+07	3.11747e+07	3.23542e+07	3.267e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	6.41091e+07	6.60272e+07	6.36865e+07	6.60667e+07	6.54466e+07	6.3744e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.08947e+07	2.07085e+07	2.12373e+07	2.19646e+07	2.01289e+07	2.20868e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.59424e+07	1.62948e+07	1.62428e+07	1.72511e+07	1.67454e+07	1.70048e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	5.71365e+06	5.62232e+06	5.48757e+06	6.37587e+06	6.03275e+06	5.52586e+06
P07023	TYRA_ECOLI	tyrA	T-protein	10	10	8.20408e+06	7.6857e+06	7.71659e+06	7.96663e+06	7.92153e+06	7.49743e+06
P07024	USHA_ECOLI	ushA	Protein UshA	12	12	2.41853e+07	2.44853e+07	2.4703e+07	2.50981e+07	2.41064e+07	2.44304e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	2	2	4.64283e+06	4.94457e+06	4.59694e+06	5.06542e+06	4.79483e+06	4.43069e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	1.70248e+06	1.87786e+06	1.43715e+06		1.95445e+06	
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	48	48	1.15073e+08	1.20059e+08	1.17195e+08	1.19491e+08	1.20645e+08	1.17269e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.21634e+06	2.65108e+06	3.25521e+06	3.08123e+06	3.04037e+06	2.85244e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	14	14	1.10499e+07	1.06714e+07	1.11592e+07	1.11195e+07	1.13248e+07	1.07652e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3	6.01775e+06		5.83294e+06	3.72433e+06		5.20748e+06
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	34	34	9.90838e+07	9.93564e+07	1.02452e+08	1.02731e+08	9.88266e+07	1.02658e+08
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	12	12	8.03571e+06	8.64173e+06	8.77797e+06	8.78745e+06	8.55217e+06	8.00512e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	10	10	1.75821e+07	1.5832e+07	1.63691e+07	1.54599e+07	1.73576e+07	1.69355e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	5	5	1.30611e+06	965214	1.22991e+06	1.17187e+06	1.20816e+06	1.06833e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	4	4	3.81174e+06	2.68533e+06	3.73737e+06	3.79958e+06		3.17595e+06
