Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P00509	AAT_ECOLI	aspC	Aspartate aminotransferase	28	28	9.58392e+07	1.01272e+08	9.81768e+07	1.0469e+08	9.81641e+07	1.03359e+08
P00547	KHSE_ECOLI	thrB	Homoserine kinase	3	3	3.84643e+06	4.24123e+06	4.61145e+06	3.89845e+06	3.99537e+06	3.80904e+06
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	4	4	3.36628e+06	3.19682e+06	3.85e+06	3.59997e+06	3.75815e+06	3.27865e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	12	12	1.50123e+07	1.58093e+07	1.69154e+07	1.56826e+07	1.55193e+07	1.63654e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	16	16	8.33325e+06	9.15204e+06	9.03558e+06	8.95375e+06	8.86436e+06	8.73714e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	19	18	8.37493e+07	8.57009e+07	8.19585e+07	8.79404e+07	8.23909e+07	8.75456e+07
P00582	DPO1_ECOLI	polA	DNA polymerase I	44	44	2.36938e+07	2.32292e+07	2.37854e+07	2.36717e+07	2.34173e+07	2.37511e+07
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.42805e+07	1.44603e+07	1.43131e+07	1.44782e+07	1.40288e+07	1.35785e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	20	20	1.45276e+08	1.46951e+08	1.42103e+08	1.46074e+08	1.40527e+08	1.45914e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	5	5	5.14131e+06	4.43718e+06	4.24866e+06	4.33206e+06	4.63387e+06	4.61082e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.73655e+06	1.86067e+06	1.53223e+06		1.72868e+06	1.5205e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	41	41	6.63272e+07	6.66512e+07	6.57357e+07	6.84042e+07	6.66053e+07	6.63622e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	8.21554e+06	9.62766e+06	7.67178e+06	9.43716e+06	7.25615e+06	9.10411e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.08144e+07	1.00915e+07	1.01849e+07	1.11274e+07	1.0066e+07	1.09327e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	1	1	1.1486e+06		1.40979e+06		1.43127e+06	923431
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.98335e+06	1.64474e+06	1.57345e+06	1.75234e+06	1.87107e+06	1.64909e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	5	5	1.91714e+06	1.84005e+06	1.69973e+06	1.859e+06	1.82003e+06	1.84186e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		6	6		1.0407e+07		9.85986e+06		1.00149e+07
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		7	7		1.94598e+07		1.95798e+07		2.03439e+07
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.02994e+06	1.63497e+06	1.80344e+06	1.92153e+06	1.89541e+06	1.87407e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	15	15	1.99942e+07	2.0678e+07	1.95418e+07	2.03192e+07	1.98604e+07	1.95747e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.56553e+06	2.3016e+06	2.43909e+06	3.13237e+06	2.83783e+06	2.45661e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	2.02893e+06	1.74598e+06	2.33679e+06	1.77255e+06	1.96873e+06	2.24961e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.14933e+07	5.05691e+07	5.28765e+07	5.07412e+07	5.22266e+07	5.09481e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	1.09902e+08	1.10173e+08	1.12002e+08	1.14033e+08	1.09806e+08	1.14333e+08
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	37	37	1.1498e+08	1.19705e+08	1.16787e+08	1.18551e+08	1.16203e+08	1.18737e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.29993e+08	1.34194e+08	1.31269e+08	1.34472e+08	1.34691e+08	1.33593e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	33	33	6.21621e+07	6.41028e+07	6.19085e+07	6.23009e+07	6.14102e+07	6.4987e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.17306e+07	3.34751e+07	3.13157e+07	3.29593e+07	3.15302e+07	3.25318e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	38	38	7.62155e+07	7.86286e+07	7.5144e+07	7.83237e+07	7.53583e+07	7.65575e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	8.07226e+07	8.2588e+07	7.92238e+07	8.26403e+07	8.00349e+07	8.09025e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.2112e+08	1.24918e+08	1.20714e+08	1.21965e+08	1.14153e+08	1.18904e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	31	31	1.98677e+07	1.91505e+07	1.99839e+07	1.95078e+07	1.97645e+07	1.98005e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		8	8		1.59949e+07		1.55011e+07		1.62042e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		5	5		9.03932e+06		1.0091e+07		1.02102e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		2	2		1.65515e+07		1.60849e+07		1.64706e+07
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		4	4		8.50797e+06		8.22953e+06		8.66139e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		4	4		1.60815e+07		1.4488e+07		1.52555e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		6	6		1.32326e+07		1.41982e+07		1.32665e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	1.03585e+09	9.94627e+08	9.72409e+08	1.0653e+09	9.33271e+08	1.0222e+09
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.04524e+09	1.03496e+09	1.06958e+09	1.06099e+09	1.0414e+09	1.04237e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	13	13	8.65772e+08	8.62481e+08	8.55949e+08	8.79891e+08	8.99293e+08	8.75744e+08
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		11	11	921344	2.88084e+07		2.69296e+07		2.71146e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		10	10		9.35675e+06		1.01703e+07		1.0187e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		13	13		2.17181e+07		2.07332e+07		2.14818e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	4.83795e+07	5.42333e+07	4.757e+07	4.48462e+07	4.89639e+07	4.76709e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	16	16	1.36914e+07	1.36821e+07	1.54993e+07	1.45434e+07	1.56963e+07	1.28302e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	12	12	4.23783e+07	4.51629e+07	4.17563e+07	4.34806e+07	4.13419e+07	4.34336e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.32081e+08	1.28676e+08	1.30817e+08	1.26618e+08	1.28627e+08	1.27974e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	20	18	2.06616e+08	2.11934e+08	1.98161e+08	2.08786e+08	1.91407e+08	2.03396e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.17161e+06	1.65605e+06	1.17142e+06	1.64997e+06	945780	1.53612e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	16	14	7.07198e+07	6.74145e+07	6.9601e+07	6.98298e+07	6.86028e+07	6.90813e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.09125e+06	8.55745e+06	9.02441e+06	8.70428e+06	8.20378e+06	8.33346e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	11	11	6.68078e+06	8.16086e+06	7.06284e+06	7.84806e+06	6.89446e+06	7.24416e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	2	2	3.0049e+06		3.76978e+06		3.00764e+06	
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	7.58822e+06	8.6258e+06	8.41664e+06	9.23265e+06	8.58381e+06	9.26412e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	2.66206e+06	1.60895e+06	2.73549e+06	1.90755e+06	2.82281e+06	1.66058e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	7.60397e+06	6.83925e+06	6.93624e+06	5.5186e+06	6.57337e+06	6.92766e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	4.09243e+07	4.41869e+07	4.29351e+07	4.14015e+07	4.04684e+07	4.02284e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.62785e+07	3.49502e+07	3.48481e+07	3.40319e+07	3.58522e+07	3.51899e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.4191e+07	3.53505e+07	3.38189e+07	3.43492e+07	3.41813e+07	3.53209e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		3	3		2.35163e+06		2.23908e+06		2.44217e+06
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	25	25	8.33137e+07	8.77984e+07	8.41103e+07	8.61766e+07	8.26559e+07	8.51219e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	15	15	2.14179e+07	2.13588e+07	2.14803e+07	2.10524e+07	2.12286e+07	2.128e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	14	14	3.63699e+07	3.69784e+07	3.66454e+07	3.68622e+07	3.79007e+07	3.61015e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.83437e+07	2.56767e+07	2.82571e+07	2.7003e+07	2.74433e+07	2.82191e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	22	22	1.47731e+08	1.57376e+08	1.50233e+08	1.55197e+08	1.50566e+08	1.55128e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	29	29	7.95853e+07	8.20767e+07	7.81325e+07	7.84397e+07	7.98539e+07	7.82417e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	7.78254e+06	7.37512e+06	8.28547e+06	8.42899e+06	8.205e+06	8.40957e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.54196e+08	4.35845e+08	4.506e+08	4.31946e+08	4.12659e+08	4.3681e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.87149e+07	3.92837e+07	3.84252e+07	3.87956e+07	3.79453e+07	3.84819e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.29834e+06	1.36455e+06	1.23988e+06	1.10583e+06	1.30924e+06	1.31102e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.45792e+06	5.59748e+06	4.99175e+06	5.43749e+06	5.53662e+06	4.72838e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	2	2	4.90916e+06	3.33209e+06	3.9928e+06	3.39944e+06	4.23978e+06	2.84997e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	8.922e+06	8.00231e+06	9.01649e+06	8.6082e+06	9.0194e+06	8.5612e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.19098e+07	2.14624e+07	2.12582e+07	2.1896e+07	2.0609e+07	2.14251e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	4.91754e+06	4.83353e+06	5.20823e+06	4.52762e+06	6.26502e+06	4.94016e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	38	38	2.0172e+08	2.05738e+08	2.0284e+08	2.05229e+08	2.05172e+08	2.02775e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.7738e+06	6.85891e+06	5.95632e+06	7.24249e+06	5.73811e+06	6.05744e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.83605e+07	2.71756e+07	2.80937e+07	2.63018e+07	2.62677e+07	2.74205e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		5	5		1.71972e+07		1.73705e+07		1.80658e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	11	11	8.311e+06	8.19997e+06	8.11415e+06	8.46294e+06	8.18199e+06	8.23049e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.04352e+07	3.05754e+07	3.08401e+07	3.19873e+07	2.92442e+07	3.1245e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	3	3	682534			872852	1.11736e+06	847221
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.83298e+06	1.02125e+07	1.06325e+07	1.18654e+07	8.80825e+06	1.09894e+07
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	3	3	1.09336e+07	1.18733e+07	1.20711e+07	1.18854e+07	1.243e+07	1.06654e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.29455e+07	1.34404e+07	1.31564e+07	1.35443e+07	1.23175e+07	1.42697e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	4.78456e+07	4.64295e+07	4.78371e+07	4.81294e+07	4.91429e+07	4.76328e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17	1.01009e+07	9.62266e+06	1.04821e+07	1.00158e+07	1.00941e+07	9.91445e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	9.43935e+06	9.79179e+06	9.53864e+06	9.26082e+06	1.04664e+07	8.54997e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	25	25	5.24102e+07	5.29613e+07	5.4365e+07	5.41438e+07	5.18908e+07	5.36377e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	2.44187e+07	2.18044e+07	2.07588e+07	1.95131e+07	2.36485e+07	2.4027e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	21	21	2.36627e+07	2.50146e+07	2.33858e+07	2.51424e+07	2.3486e+07	2.37692e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	3	3	6.60724e+06	7.5887e+06	7.0106e+06	7.32928e+06	6.59765e+06	6.82255e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		12	12		6.39644e+06		6.38613e+06		6.37399e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.66235e+07	5.43649e+07	5.51528e+07	5.44418e+07	5.43194e+07	5.44283e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.8796e+06	1.67058e+06	1.9645e+06		1.57572e+06	
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.97336e+07	2.9226e+07	2.85774e+07	2.79848e+07	2.83812e+07	2.91731e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	1.16543e+07	1.20368e+07	1.18153e+07	1.14554e+07	1.11283e+07	1.12319e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	5	5	5.87338e+06	6.15084e+06	6.03004e+06	5.74974e+06	6.19738e+06	5.46098e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	4.94726e+06	4.87728e+06	5.19985e+06	4.57188e+06	5.19853e+06	4.94398e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	13	13	2.58525e+07	2.65937e+07	2.53927e+07	2.47719e+07	2.55365e+07	2.57989e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	3.4911e+06	4.18794e+06	3.77848e+06	4.83708e+06	3.60322e+06	5.4891e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	4	4	2.4311e+06	2.63896e+06	2.6489e+06	2.82604e+06	2.87193e+06	2.91245e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		11	11		9.66382e+06		9.57083e+06		9.9892e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	7	7	4.78359e+06	4.86628e+06	4.94974e+06	4.42748e+06	4.73178e+06	4.61664e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	36	36	3.29722e+08	3.13231e+08	3.22233e+08	3.22956e+08	3.26005e+08	3.21016e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	9.11927e+06	8.28607e+06	9.60404e+06	9.27996e+06	1.01087e+07	8.37013e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.41897e+07	7.99246e+07	9.0001e+07	8.12327e+07	8.63829e+07	8.06375e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.81864e+07	8.03609e+07	7.59888e+07	7.70611e+07	7.72013e+07	7.63452e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	9	9	1.57763e+07	1.78897e+07	1.79235e+07	1.74933e+07	1.66388e+07	1.6727e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.3812e+07	6.24044e+07	6.32251e+07	6.3428e+07	6.32682e+07	6.30382e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.36471e+07	1.50805e+07	1.32343e+07	1.4652e+07	1.3507e+07	1.40495e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	7	7	3.71701e+06	3.85259e+06	4.0813e+06	4.18614e+06	4.10045e+06	3.98216e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	5	5	2.98555e+06	3.62153e+06	3.13453e+06	3.60163e+06	3.10796e+06	3.9283e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.22581e+08	1.18928e+08	1.2331e+08	1.16674e+08	1.18198e+08	1.21954e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	8.88058e+06	1.1684e+07	9.77803e+06	1.06604e+07	9.29126e+06	1.0867e+07
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17	1.3563e+09	1.36714e+09	1.36018e+09	1.37514e+09	1.31423e+09	1.3575e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	4	4	4.94105e+06	4.67767e+06	4.8536e+06	4.89007e+06	4.81925e+06	5.01344e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.40554e+06	2.27314e+06	2.24297e+06	2.4192e+06	2.20843e+06	2.30961e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	1.24341e+07	1.2426e+07	1.25231e+07	1.20948e+07	1.16827e+07	1.23269e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8	1.21491e+07	1.22463e+07	1.16743e+07	1.23664e+07	1.23885e+07	1.18358e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	13	13	3.25948e+07	3.23298e+07	3.3493e+07	3.18133e+07	3.27128e+07	3.2126e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	6.93936e+07	6.83915e+07	6.87792e+07	6.80854e+07	6.9108e+07	6.70939e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.20329e+07	2.21709e+07	2.19766e+07	2.246e+07	2.08086e+07	2.20663e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.87671e+07	1.937e+07	1.91537e+07	1.89664e+07	1.78625e+07	1.94495e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	3.52648e+06	4.51873e+06	3.74988e+06	3.9424e+06	3.72133e+06	3.90995e+06
P07023	TYRA_ECOLI	tyrA	T-protein	8	8	7.4775e+06	7.78626e+06	7.82718e+06	7.47303e+06	7.30435e+06	7.45537e+06
P07024	USHA_ECOLI	ushA	Protein UshA	14	14	2.66214e+07	2.63788e+07	2.63468e+07	2.59665e+07	2.62733e+07	2.56248e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	2	2	4.97197e+06	5.12697e+06	5.34923e+06	4.92861e+06	4.79031e+06	4.8373e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.20398e+08	1.2637e+08	1.2071e+08	1.2587e+08	1.19479e+08	1.23787e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	5	5	4.04135e+06	3.52132e+06	3.78624e+06	3.91639e+06	3.67739e+06	3.40361e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	14	14	1.19415e+07	1.17592e+07	1.1718e+07	1.18114e+07	1.2466e+07	1.03744e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2	189032		98617.2	133137	152801	131824
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	35	35	8.9476e+07	9.11531e+07	8.88279e+07	9.25825e+07	8.9217e+07	9.16242e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	10	10	7.80734e+06	8.15485e+06	8.11375e+06	8.84693e+06	8.21515e+06	8.09787e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.88203e+07	1.91449e+07	1.87752e+07	1.84063e+07	1.80284e+07	1.88643e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	5	5	1.28018e+06	1.37104e+06	1.35022e+06	1.35486e+06	1.42757e+06	1.09074e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	4	4	3.46044e+06	3.18367e+06	3.73243e+06	4.18466e+06	3.19139e+06	3.35474e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	22	22	2.9878e+07	2.92535e+07	3.02881e+07	2.90407e+07	3.04942e+07	2.91992e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	13	13	4.02521e+06	3.79177e+06	4.1702e+06	4.08919e+06	3.9433e+06	3.75442e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	20	20	1.11178e+07	1.15355e+07	1.09599e+07	1.09375e+07	1.09708e+07	1.10063e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	9.55528e+07	9.85886e+07	9.46154e+07	9.63228e+07	9.54254e+07	9.73385e+07
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	2	2	3.46951e+06				5.57392e+06	
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	1	1	2.35353e+06	1.68283e+06	2.21972e+06	2.08884e+06	2.44565e+06	1.9367e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	4.39221e+07	4.56135e+07	4.64046e+07	4.57591e+07	4.77567e+07	4.50695e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.18151e+07	3.41022e+07	3.0861e+07	3.23795e+07	3.22847e+07	3.37684e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	4	4	6.27793e+06	6.39047e+06	6.04819e+06	6.25433e+06	5.52222e+06	5.94182e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	5	5	4.84449e+06	5.79288e+06	4.85102e+06	4.9625e+06	4.1108e+06	5.66594e+06
