Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P09831	P09831		gltB		3.53828e+06	3.6569e+06	3.59092e+06	3.45624e+06	3.45207e+06	3.61213e+06
P09832	P09832		gltD		2.73679e+06	2.86869e+06	2.71802e+06	2.83384e+06	2.76184e+06	2.79836e+06
P0A698	P0A698		uvrA		2.42615e+06	2.42424e+06	2.37721e+06	2.36954e+06	2.40635e+06	2.31945e+06
P0A6A0	P0A6A0		ubiB		1.63412e+06	1.8295e+06	1.60431e+06	1.53316e+06	1.63281e+06	1.62719e+06
P0A6A3	P0A6A3		ackA		1.31256e+08	1.27887e+08	1.26821e+08	1.32414e+08	1.26837e+08	1.29075e+08
P0A6A8	P0A6A8		acpP		1.45523e+08	1.58091e+08	1.47502e+08	1.54247e+08	1.4263e+08	1.53986e+08
P0A6B4	P0A6B4		alr		3.17463e+06	3.18187e+06	3.08422e+06	3.06568e+06	3.20324e+06	3.09814e+06
P0A6B7	P0A6B7		iscS		1.72794e+07	1.68964e+07	1.73811e+07	1.68237e+07	1.70754e+07	1.68939e+07
P0A6C1	P0A6C1		nfo		2.12387e+06	2.09149e+06	2.04932e+06	2.17357e+06	2.09757e+06	2.05977e+06
P0A6D0	P0A6D0		argR		1.62943e+06	1.55785e+06	1.60349e+06	1.67243e+06	1.635e+06	1.61846e+06
P0A6D3	P0A6D3		aroA		5.10777e+06	5.49434e+06	5.13326e+06	5.049e+06	4.88833e+06	5.35842e+06
P0A6D7	P0A6D7		aroK		1.08769e+07	1.0866e+07	1.09359e+07	1.08503e+07	1.06215e+07	1.09387e+07
P0A6E6	P0A6E6		atpC		7.10159e+06	6.74225e+06	7.00107e+06	7.05169e+06	7.11805e+06	6.96421e+06
P0A6E9	P0A6E9		bioD2		5.61583e+06	5.43668e+06	5.54674e+06	5.2875e+06	5.45956e+06	5.35818e+06
P0A6F1	P0A6F1		carA		4.78042e+06	4.70312e+06	4.73331e+06	4.46623e+06	4.90139e+06	4.57642e+06
P0A6F3	P0A6F3		glpK		4.74036e+06	4.8912e+06	4.79054e+06	4.78503e+06	4.66328e+06	4.76576e+06
P0A6F5	P0A6F5		groL		8.63648e+07	8.11752e+07	8.49148e+07	8.06655e+07	8.63176e+07	7.88722e+07
P0A6F9	P0A6F9		groS		1.02892e+08	9.04806e+07	9.95218e+07	9.21743e+07	9.91383e+07	9.15584e+07
P0A6G3	P0A6G3		pncC		3.10996e+06	3.13804e+06	3.20347e+06	3.20607e+06	3.33905e+06	3.18644e+06
P0A6G7	P0A6G7		clpP		2.31961e+07	2.1436e+07	2.33026e+07	2.19307e+07	2.35626e+07	2.13811e+07
P0A6H1	P0A6H1		clpX		1.62174e+07	1.74604e+07	1.64714e+07	1.75384e+07	1.59825e+07	1.72703e+07
P0A6H5	P0A6H5		hslU		2.26389e+07	2.24526e+07	2.25751e+07	2.25758e+07	2.25385e+07	2.26268e+07
P0A6H8	P0A6H8		cls		552427	615975	540769	474253	557542	661777
P0A6I0	P0A6I0		cmk		1.0391e+07	1.02056e+07	1.04084e+07	1.00298e+07	1.0418e+07	1.01246e+07
P0A6I3	P0A6I3		coaA		3.3164e+06	3.31966e+06	3.2906e+06	3.25014e+06	3.47728e+06	3.65229e+06
P0A6I6	P0A6I6		coaD		788386	777189	727747	727706	841091	681812
P0A6I9	P0A6I9		coaE		1.08932e+06	1.10038e+06	989398	1.07243e+06	1.09099e+06	1.14073e+06
P0A6J1	P0A6J1		cysC		1.22197e+06	1.31247e+06	1.16396e+06	1.27626e+06	1.2132e+06	1.3386e+06
P0A6J8	P0A6J8		ddlA		1.87158e+07	1.89615e+07	1.87951e+07	1.84553e+07	1.82988e+07	1.84259e+07
P0A6K1	P0A6K1		dapF		305670	580185	310796	543547	290275	576208
P0A6K3	P0A6K3		def		1.4109e+07	1.38262e+07	1.37196e+07	1.35538e+07	1.40796e+07	1.37486e+07
P0A6K6	P0A6K6		deoB		1.6813e+07	1.68523e+07	1.66907e+07	1.69199e+07	1.69045e+07	1.7025e+07
P0A6L0	P0A6L0		deoC		1.13533e+07	1.10977e+07	1.12736e+07	1.10177e+07	1.13922e+07	1.07407e+07
P0A6L2	P0A6L2		dapA		4.3546e+07	4.19637e+07	4.35347e+07	4.25226e+07	4.3069e+07	4.15166e+07
P0A6L4	P0A6L4		nanA		171678	168940	101788	131991	152077	160330
P0A6L7	P0A6L7		uxaB		1.33336e+06	1.29406e+06	1.32814e+06	1.24691e+06	1.35282e+06	1.27835e+06
P0A6L9	P0A6L9		hscB		4.82131e+06	4.61286e+06	4.96113e+06	4.65578e+06	5.00512e+06	4.71578e+06
P0A6M4	P0A6M4		dtd		2.01049e+06	2.15133e+06	2.08601e+06	2.08816e+06	2.24753e+06	2.1265e+06
P0A6M8	P0A6M8		fusA		1.44383e+08	1.27818e+08	1.44326e+08	1.31613e+08	1.43372e+08	1.26692e+08
